bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,nearest_raw_replay_cancel_age_bars,nearest_raw_replay_cancel_bar_high,nearest_raw_replay_cancel_bar_low,nearest_raw_replay_cancel_bar_touched_entry,nearest_raw_replay_cancel_bars,nearest_raw_replay_cancel_reason,nearest_raw_replay_close_type,nearest_raw_replay_detect_time_raw,nearest_raw_replay_entry,nearest_raw_replay_entry_diff,nearest_raw_replay_entry_ts,nearest_raw_replay_final_gap_bot,nearest_raw_replay_final_gap_top,nearest_raw_replay_gap_bot,nearest_raw_replay_gap_top,nearest_raw_replay_parallel_tfs,nearest_raw_replay_pattern,nearest_raw_replay_pd_fallback_used,nearest_raw_replay_pd_fib_382,nearest_raw_replay_pd_fib_618,nearest_raw_replay_pd_h,nearest_raw_replay_pd_l,nearest_raw_replay_pd_outside_range,nearest_raw_replay_sl_guard_count,nearest_raw_replay_sl_guard_key,nearest_raw_replay_sl_guard_scope,nearest_raw_replay_sl_guard_since,nearest_raw_replay_sl_guard_swing_ref,nearest_raw_replay_sweep_scan_age_min,nearest_raw_replay_sweep_scan_expiry_min,nearest_raw_replay_sweep_scan_price,nearest_raw_replay_sweep_scan_state,nearest_raw_replay_sweep_scan_tf,nearest_raw_replay_sweep_scan_time,nearest_raw_replay_sweep_scan_ts,nearest_raw_replay_tf,nearest_raw_replay_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
4495.52,2026-06-01 14:45:00,4514.64,2026-06-01 12:00:00,,,,19.12,TP,,,,,,SELL,,,,,23.4,4.18,LIVE_HISTORICAL_PD_SKIP_DRIFT,4518.92,2026-06-01 12:01:42,,4518.82,M15_S3_G,2026-06-01 12:01:38,,,,-0.28,PD Zone fill che,,-0.07,-0.07,-0.07,-0.07,SELL,,,,,,,,,535299857,,,LOOSE,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.4,False,MISMATCH,1.63
4457.23,2026-05-28 21:00:00,4426.88,2026-05-28 20:45:00,,,,-30.35,SL,,,,,,SELL,,,,,-30.6,0.01,PNL_DIFF_SAME_BUCKET,4426.625,2026-05-28 21:50:03,,4426.89,M15_S3_G,2026-05-28 21:45:50,,,,1.06,[sl 4427.25],,2.14,-0.36,-0.36,-0.36,SELL,,,,,,,,,533893461,,,LOOSE,608.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.41,False,MISMATCH,60.83
4480.86,2026-06-01 20:00:00,4496.89,2026-06-01 14:45:00,,,,-16.03,SL,,,,,,BUY,,,,,18.58,0.0,PNL_DIFF_SAME_BUCKET,4499.44,2026-06-01 16:03:10,,4496.89,M15_S3_G,2026-06-01 15:46:02,,,,10.92,[sl 4499.44],,2.73,2.73,2.73,2.73,BUY,,,,,,,,,534365908,,,LOOSE,610.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.95,False,MISMATCH,61.03
4525.84,2026-06-01 05:00:00,4566.69,2026-05-29 23:30:00,,,,40.85,TP,,,,,,SELL,,,,,39.03,0.03,CLOSE_BUCKET_DIFF,4564.875,2026-05-30 00:54:23,,4566.72,M15_S3_G,2026-05-30 00:31:32,,,,7.38,[sl 4565.83],,2.26,3.34,0.89,0.89,SELL,,,,,,,,,534986526,,,LOOSE,615.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.47,False,MISMATCH,61.53
4520.53,2026-05-29 08:15:00,4499.61,2026-05-29 02:45:00,,,,-20.92,SL,,,,,,SELL,,,,,-23.59,0.01,PNL_DIFF_SAME_BUCKET,4496.9425,2026-05-29 04:07:35,,4499.62,M15_S3_G_DOJI,2026-05-29 03:46:49,,,,10.71,[sl 4497.05],,2.03,3.54,2.57,2.57,SELL,,,,,,,,,534217418,,,LOOSE,618.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.63,False,MISMATCH,61.82
4526.92,2026-06-02 18:00:00,4526.83,2026-06-02 16:45:00,4526.92,M1,,-0.09,SL,,,,,,SELL,,,1,M1 4526.92,0.0,0.0,,4526.92,2026-06-02 18:25:35,,4526.83,M15_S3_G,2026-06-02 17:48:20,,,,-0.24,[sl 4526.92],,-0.06,-0.06,-0.06,-0.06,SELL,,,,,,,,,536262529,,,LOOSE,633.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,False,MATCH,63.33
4512.79,2026-06-01 10:30:00,4536.08,2026-06-01 08:15:00,,,,23.29,TP,,,,,,SELL,,,,,18.6,0.0,CLOSE_BUCKET_DIFF,4531.3875,2026-06-01 09:33:19,,4536.08,M15_S3_G,2026-06-01 09:21:36,,,,18.77,[sl 4529.92],,2.41,3.84,6.36,6.16,SELL,,,,,,,,,535227924,,,LOOSE,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.52,False,MISMATCH,66.6
4545.45,2026-05-30 03:00:00,4543.92,2026-05-30 02:45:00,4545.45,M1,,1.53,SL,,,,,,BUY,,,1,M1 4545.45,-12.14,0.23,CLOSE_BUCKET_DIFF,4533.312499999999,2026-06-01 06:05:00,,4543.69,M15_S3_R,2026-05-30 03:57:17,,,,-41.51,[so -403.25%/-212.27/52.64],,1.96,3.51,-23.49,-23.49,BUY,,,,,,,,,534856678,,,LOOSE,723.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.04,False,MISMATCH,72.28
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4444.702499999999,2026-05-28 09:09:22,,4446.04,M15_S3_G,2026-05-28 09:03:21,,,,-5.35,[sl 4443.58],,2.03,-2.46,-2.46,-2.46,BUY,,,,,,,,,533204662,,,,,4373.77,72.27,2026-05-28 12:15:00,SL,191.65,,,,,,,,,,,Limit Guard [M15->M15]: BUY LIMIT 4380.41 > BUY pos 4373.77 & price 4392.67 > 4375.77,CANCEL,1779955200,4380.41,65.63,2026-05-28 14:00:00,,,,,,ท่าที่ 3 DM SP 🟢 BUY [C1:G],,,,,,,,,,,,,,,,,,,M15,296.65,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:TIME_TOO_FAR+ENTRY_TOO_FAR,4374.85,2026-05-28 12:44:54,,4374.87,M15_S3_G,2026-05-28 12:44:52,,,,0.08,PD Zone fill che,,0.02,0.02,0.02,0.02,SELL,,,,,,,,,533400791,,,,,4426.88,52.01,2026-05-28 20:45:00,SL,480.13,,,,,,,,,,,Sweep Filter scan block,CANCEL,1779945300,4374.85,0.02,2026-05-28 11:15:00,,,,,,ท่าที่ 3 DM SP 🔴 SELL [C1:G],,,,,,,,,,,,270.0,360,4448.91,SWEEP_LOW,M15,07:45 28-May-2026,1779929100,M15,89.87,,,LIVE_ONLY,
