bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,nearest_raw_replay_cancel_age_bars,nearest_raw_replay_cancel_bar_high,nearest_raw_replay_cancel_bar_low,nearest_raw_replay_cancel_bar_touched_entry,nearest_raw_replay_cancel_bars,nearest_raw_replay_cancel_reason,nearest_raw_replay_close_type,nearest_raw_replay_detect_time_raw,nearest_raw_replay_entry,nearest_raw_replay_entry_diff,nearest_raw_replay_entry_ts,nearest_raw_replay_final_gap_bot,nearest_raw_replay_final_gap_top,nearest_raw_replay_gap_bot,nearest_raw_replay_gap_top,nearest_raw_replay_parallel_tfs,nearest_raw_replay_pattern,nearest_raw_replay_pd_fallback_used,nearest_raw_replay_pd_fib_382,nearest_raw_replay_pd_fib_618,nearest_raw_replay_pd_h,nearest_raw_replay_pd_l,nearest_raw_replay_pd_outside_range,nearest_raw_replay_sl_guard_count,nearest_raw_replay_sl_guard_key,nearest_raw_replay_sl_guard_scope,nearest_raw_replay_sl_guard_since,nearest_raw_replay_sl_guard_swing_ref,nearest_raw_replay_sweep_scan_age_min,nearest_raw_replay_sweep_scan_expiry_min,nearest_raw_replay_sweep_scan_price,nearest_raw_replay_sweep_scan_state,nearest_raw_replay_sweep_scan_tf,nearest_raw_replay_sweep_scan_time,nearest_raw_replay_sweep_scan_ts,nearest_raw_replay_tf,nearest_raw_replay_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4494.93,2026-05-29 06:27:35,,4497.27,M15_S3_G,2026-05-29 06:02:00,,,,9.36,[sl 4494.93],,2.34,2.34,2.34,2.34,SELL,,,,,,,,,534222531,,,,,4507.76,10.49,2026-05-29 08:00:00,PD_FILL_FAIL,118.0,,,,,,,,,,,Limit Guard [M15->M15]: SELL LIMIT 4493.69 < SELL pos 4499.61 & price 4494.64 < 4497.61,CANCEL,1780011900,4493.69,3.58,2026-05-29 05:45:00,,,,,,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4429.37,4462.67,4516.56,4375.48,False,,,,,,,,,,,,,M15,17.0,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,REPLAY_PD_REJECTED:TIME_TOO_FAR+ENTRY_TOO_FAR,4533.312499999999,2026-06-01 06:05:00,,4543.69,M15_S3_R,2026-05-30 03:57:17,,,,-41.51,[so -403.25%/-212.27/52.64],,1.96,3.51,-23.49,-23.49,BUY,,,,,,,,,534856678,,,,,4373.77,169.92,2026-05-28 12:15:00,SL,2382.28,,,,,,,,,,,PD Fibo Plus round1 fail,PD_FAIL,1780069500,4543.92,0.23,2026-05-29 21:45:00,,,,,,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,True,4433.96,4475.71,4543.27,4366.4,True,,,,,,,,,,,,,M15,372.28,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,REPLAY_PD_REJECTED:TIME_TOO_FAR,4531.3875,2026-06-01 09:33:19,,4536.08,M15_S3_G,2026-06-01 09:21:36,,,,18.77,[sl 4529.92],,2.41,3.84,6.36,6.16,SELL,,,,,,,,,535227924,,,,,4531.94,4.14,2026-06-02 15:30:00,PD_FILL_FAIL,1808.4,,,,,,,,,,,PD Fibo Plus round1 fail,PD_FAIL,1780284600,4525.53,10.55,2026-06-01 09:30:00,,,,,,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4529.54,4535.82,4545.99,4519.37,False,,,,,,,,,,,,,M15,8.4,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,REPLAY_PD_REJECTED:LIVE_SIGNAL_PD_CLOSED_NO_REPLAY:TIME_TOO_FAR+ENTRY_TOO_FAR,4518.92,2026-06-01 12:01:42,,4518.82,M15_S3_G,2026-06-01 12:01:38,,,,-0.28,PD Zone fill che,,-0.07,-0.07,-0.07,-0.07,SELL,,,,,,,,,535299857,,,,,4531.94,13.12,2026-06-02 15:30:00,PD_FILL_FAIL,1648.37,,,,,,,,,,,PD Fibo Plus round1 fail,PD_FAIL,1780292700,4514.64,4.18,2026-06-01 11:45:00,,,,,,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,True,4548.37,4566.29,4595.29,4519.37,True,,,,,,,,,,,,,M15,16.63,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,REPLAY_PD_REJECTED:TIME_TOO_FAR+ENTRY_TOO_FAR,4504.38,2026-06-01 20:02:11,,4505.9,M15_S3_R,2026-06-01 19:56:45,,,,-6.0,[sl 4504.38],,-1.5,-1.5,-1.5,-1.5,BUY,,,,,,,,,535546461,,,,,4496.89,9.01,2026-06-01 14:45:00,SL,311.75,,,,,,,,,,,PD Fibo Plus round1 fail,PD_FAIL,1780316100,4505.9,0.0,2026-06-01 18:15:00,,,,,,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,False,4503.0,4511.49,4525.23,4489.26,False,,,,,,,,,,,,,M15,101.75,,,LIVE_ONLY,
4391.54,2026-05-28 14:15:00,4373.77,2026-05-28 12:15:00,4391.54,M1,,17.77,SL,,,,,,BUY,,,1,M1 4391.54,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446.04,72.27,2026-05-28 09:03:21,[sl 4443.58],191.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4505.11,2026-05-29 09:30:00,4507.76,2026-05-29 08:00:00,,,,2.65,PD_FILL_FAIL,,,,,,SELL,,,,,,,ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4497.27,10.49,2026-05-29 06:02:00,[sl 4494.93],118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4525.52,2026-05-29 14:30:00,4511.92,2026-05-29 12:45:00,,,,-13.6,SL,,,,,,SELL,,,,,,,NEAREST_ALREADY_MATCHED_OR_GREEDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4511.93,0.01,2026-05-29 13:53:22,[sl 4514.21],68.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4533.17,2026-06-02 17:45:00,4531.94,2026-06-02 15:30:00,,,,-1.23,PD_FILL_FAIL,,,,,,SELL,,,,,,,ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526.83,5.11,2026-06-02 17:48:20,[sl 4526.92],138.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4467.58,2026-06-03 06:15:00,4489.5,2026-06-03 03:15:00,,,,-21.92,PD_FILL_FAIL,,,,,,BUY,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,4.98,2026-06-02 07:00:39,[sl 4484.91],1214.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4454.98,2026-06-03 14:30:00,4475.03,2026-06-03 07:15:00,,,,-20.05,SL,,,,,,BUY,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,9.49,2026-06-02 07:00:39,[sl 4484.91],1454.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4460.15,2026-06-03 20:15:00,4460.31,2026-06-03 19:30:00,,,,0.16,SL,,,,,,SELL,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526.83,66.52,2026-06-02 17:48:20,[sl 4526.92],1541.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4445.88,2026-06-03 22:00:00,4446.69,2026-06-03 20:15:00,,,,-0.81,PD_FILL_FAIL,,,,,,BUY,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,37.83,2026-06-02 07:00:39,[sl 4484.91],2234.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4464.0,2026-06-04 06:45:00,4448.06,2026-06-04 05:45:00,,,,-15.94,SL,,,,,,SELL,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526.83,78.77,2026-06-02 17:48:20,[sl 4526.92],2156.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4468.01,2026-06-04 16:30:00,4473.25,2026-06-04 13:00:00,,,,5.24,PD_FILL_FAIL,,,,,,SELL,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526.83,53.58,2026-06-02 17:48:20,[sl 4526.92],2591.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4447.65,2026-06-05 08:30:00,4471.86,2026-06-05 05:45:00,,,,-24.21,SL,,,,,,BUY,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,12.66,2026-06-02 07:00:39,[sl 4484.91],4244.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4444.58,2026-06-05 11:45:00,4446.87,2026-06-05 09:30:00,4444.58,M1,,-2.29,SL,,,,,,BUY,,,1,M1 4444.58,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,37.65,2026-06-02 07:00:39,[sl 4484.91],4469.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4441.4,2026-06-05 11:45:00,4440.95,2026-06-05 11:00:00,4441.4,M1,,0.45,SL,,,,,,BUY,,,1,M1 4441.40,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,43.57,2026-06-02 07:00:39,[sl 4484.91],4559.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4438.39,2026-06-05 19:45:00,4464.94,2026-06-05 19:30:00,,,,26.55,TP,,,,,,SELL,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526.83,61.89,2026-06-02 17:48:20,[sl 4526.92],4421.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4346.82,2026-06-08 06:45:00,4322.69,2026-06-08 05:00:00,,,,24.13,TP,,,,,,BUY,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.52,161.83,2026-06-02 07:00:39,[sl 4484.91],8519.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4311.82,2026-06-08 08:15:00,4343.77,2026-06-08 08:00:00,,,,31.95,TP,,,,,,SELL,,,,,,,BT_AFTER_LAST_FILTERED_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526.83,183.06,2026-06-02 17:48:20,[sl 4526.92],8051.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
