bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pd_fallback_used,bt_pd_fib_382,bt_pd_fib_618,bt_pd_fill_h,bt_pd_fill_l,bt_pd_h,bt_pd_l,bt_pd_outside_range,bt_pd_pending_h,bt_pd_pending_l,bt_pd_pending_round2_changed,bt_pd_pending_round2_h,bt_pd_pending_round2_l,bt_pd_round2_changed,bt_pd_round2_h,bt_pd_round2_l,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,nearest_raw_replay_cancel_age_bars,nearest_raw_replay_cancel_bar_high,nearest_raw_replay_cancel_bar_low,nearest_raw_replay_cancel_bar_touched_entry,nearest_raw_replay_cancel_bars,nearest_raw_replay_cancel_reason,nearest_raw_replay_close_type,nearest_raw_replay_detect_time_raw,nearest_raw_replay_entry,nearest_raw_replay_entry_diff,nearest_raw_replay_entry_ts,nearest_raw_replay_final_gap_bot,nearest_raw_replay_final_gap_top,nearest_raw_replay_gap_bot,nearest_raw_replay_gap_top,nearest_raw_replay_parallel_tfs,nearest_raw_replay_pattern,nearest_raw_replay_pd_fallback_used,nearest_raw_replay_pd_fib_382,nearest_raw_replay_pd_fib_618,nearest_raw_replay_pd_h,nearest_raw_replay_pd_l,nearest_raw_replay_pd_outside_range,nearest_raw_replay_sl_guard_count,nearest_raw_replay_sl_guard_key,nearest_raw_replay_sl_guard_scope,nearest_raw_replay_sl_guard_since,nearest_raw_replay_sl_guard_swing_ref,nearest_raw_replay_sweep_scan_age_min,nearest_raw_replay_sweep_scan_expiry_min,nearest_raw_replay_sweep_scan_price,nearest_raw_replay_sweep_scan_state,nearest_raw_replay_sweep_scan_tf,nearest_raw_replay_sweep_scan_time,nearest_raw_replay_sweep_scan_ts,nearest_raw_replay_tf,nearest_raw_replay_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
4525.78,2026-06-02 17:21:00,4528.59,2026-06-02 17:20:00,,,,False,4529.13,4530.14,4531.77,4527.5,4531.77,4527.5,False,4531.77,4527.5,,,,,,,-2.81,SL,,,,,,BUY,,,,,-2.09,1.52,PNL_DIFF_SAME_BUCKET,4523.69,2026-06-02 17:31:33,,4527.07,M1_S3_R,2026-06-02 17:28:05,,,,-13.04,[sl 4523.69],,-3.26,-3.26,-3.26,-3.26,BUY,,,,,,,,,536240580,,,NEAR,82.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.23,False,MISMATCH,8.08
4388.69,2026-05-28 14:00:00,4379.86,2026-05-28 13:21:00,4381.84,M1,,False,4380.89,4386.53,4395.67,4371.75,4395.67,4371.75,False,4395.67,4371.75,L,4395.67,4374.28,L,4395.67,4374.28,8.83,TP,,,,,,BUY,,,1,M1 4381.84,-10.83,1.75,CLOSE_LIFECYCLE_PD,4377.86,2026-05-28 13:29:24,,4378.11,M1_S3_G,2026-05-28 13:29:19,,,,-1.0,PD Zone fill che,,-0.25,-0.25,-0.25,-0.25,BUY,,,,,,,,,533438789,,,NEAR,84.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.83,False,MISMATCH,8.32
4525.33,2026-05-29 14:30:00,4516.69,2026-05-29 14:30:00,,,,False,4504.76,4510.88,4520.79,4494.85,4520.79,4494.85,False,4520.79,4494.85,,,,,,,-8.64,SL_GUARD_CLOSE,,,,,,SELL,,,,,-11.91,0.47,CLOSE_LIFECYCLE_SL_GUARD,4513.424999999999,2026-05-29 14:42:30,,4516.22,M1_S3_G,2026-05-29 14:38:29,,,,11.18,[sl 4513.70],,2.24,3.9,2.52,2.52,SELL,,,,,,,,,534450695,,,NEAR,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82,False,MISMATCH,8.48
4333.03,2026-06-08 06:13:00,4324.67,2026-06-08 06:06:00,,,,False,4320.06,4322.62,4326.77,4315.91,4326.77,4315.91,False,4326.77,4315.91,H,4327.26,4315.91,H,4327.26,4315.91,-8.36,SL,,,,,,SELL,,,,,-10.99,2.51,CLOSE_BUCKET_DIFF,4322.04,2026-06-08 06:26:57,,4327.18,M1_S3_G,2026-06-08 06:14:21,,,,21.12,[tp 4318.07],,2.01,3.42,6.44,9.25,SELL,,,,,,,,,539026769,,,NEAR,86.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.48,False,MISMATCH,8.35
4480.66,2026-06-03 11:20:00,4483.12,2026-06-03 11:17:00,,,,True,4484.21,4484.71,4485.54,4483.38,4485.54,4483.38,True,4485.54,4483.38,H/L,4485.54,4482.48,H,4487.0,4483.38,-2.46,SL,,,,,,BUY,,,,,4.72,2.35,LIVE_HISTORICAL_TREND_SKIP_DRIFT,4485.38,2026-06-03 11:07:48,,4485.47,M1_S3_R,2026-06-03 11:07:47,,,,-0.12,Fill Trend Reche,,-0.03,-0.03,-0.03,-0.03,BUY,,,,,,,,,536667742,,,NEAR,94.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,False,MISMATCH,9.22
4529.31,2026-05-29 19:20:00,4530.79,2026-05-29 19:17:00,4529.31,M1,,False,4532.03,4534.69,4539.01,4527.71,4539.01,4527.71,False,4539.01,4527.71,,,,L,4539.01,4527.03,-1.48,SL,,,,,,BUY,,,1,M1 4529.31,2.22,2.35,PNL_DIFF_SAME_BUCKET,4531.525000000001,2026-05-29 20:02:31,,4528.44,M5_S3_R,2026-05-29 19:26:21,,,,12.34,[sl 4528.60],,2.48,3.01,6.69,0.16,BUY,,,,,,,,,534604316,,,NEAR,95.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,False,MISMATCH,9.35
4553.38,2026-05-30 02:01:00,4553.74,2026-05-30 01:59:00,,,,False,4555.02,4557.56,4561.67,4550.91,4561.67,4550.91,False,4561.67,4550.91,,,,H,4556.82,4550.91,-0.36,PD_FILL_FAIL,,,,,,BUY,,,,,-1.35,2.7,CLOSE_LIFECYCLE_PD,4552.03,2026-05-30 01:55:21,,4556.44,M1_S3_R,2026-05-30 01:49:34,,,,-17.64,[sl 4552.03],,-4.41,-4.41,-4.41,-4.41,BUY,,,,,,,,,535021382,,,NEAR,97.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.28,False,MISMATCH,9.43
4460.15,2026-06-03 20:15:00,4460.31,2026-06-03 19:30:00,,,,False,4450.09,4456.96,4468.07,4438.98,4468.07,4438.98,False,4468.07,4438.98,,,,,,,0.16,SL,,,,,,SELL,,,,,2.23,1.77,LIVE_HISTORICAL_TREND_SKIP_DRIFT,4462.38,2026-06-03 19:20:08,,4462.08,M1_S3_R,2026-06-03 19:20:05,,,,-1.2,Fill Trend Reche,,-0.3,-0.3,-0.3,-0.3,SELL,,,,,,,,,536949787,,,NEAR,100.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36,False,MISMATCH,9.92
4397.88,2026-05-28 16:20:00,4373.23,2026-05-28 12:15:00,,,,False,4383.19,4393.57,4410.36,4366.4,4410.36,4366.4,False,4410.36,4366.4,,,,H,4395.67,4366.4,24.65,TP,,,,,,BUY,,,,,-25.47,2.5,CLOSE_LIFECYCLE_PD,4372.414999999999,2026-05-28 12:41:09,,4370.73,M1_S3_G_DOJI,2026-05-28 12:25:53,,,,6.74,PD Zone fill rou,,2.18,1.52,1.52,1.52,BUY,,,,,,,,,533397478,,,NEAR,111.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.91,False,MISMATCH,10.88
4503.79,2026-06-01 19:02:00,4507.36,2026-06-01 18:50:00,,,,False,4508.17,4509.17,4510.79,4506.55,4510.79,4506.55,False,4510.79,4506.55,L,4510.79,4506.55,H,4509.72,4506.55,-3.57,SL,,,,,,BUY,,,,,1.75,1.81,CLOSE_LIFECYCLE_PD,4505.54,2026-06-01 18:38:27,,4505.55,M1_S3_R,2026-06-01 18:38:26,,,,0.08,PD Zone fill che,,0.02,0.02,0.02,0.02,BUY,,,,,,,,,535519356,,,NEAR,117.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,False,MISMATCH,11.57
4524.12,2026-06-01 12:45:00,4512.41,2026-06-01 11:45:00,,,,False,4519.3,4525.15,4534.62,4509.83,4534.62,4509.83,False,4534.62,4509.83,H,4534.62,4523.83,L,4534.62,4508.7,11.71,TP,,,,,,BUY,,,,,-6.91,0.8,CLOSE_BUCKET_DIFF,4517.2125,2026-06-01 12:04:04,,4513.21,M1_S3_R_DOJI,2026-06-01 11:56:45,,,,16.29,[sl 4517.94],,2.09,3.05,6.35,4.8,BUY,,,,,,,,,535304732,,,NEAR,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,False,MISMATCH,11.75
4536.06,2026-06-01 05:05:00,4543.29,2026-05-30 03:45:00,,,,True,4567.86,4578.34,4595.29,4550.91,4595.29,4550.91,True,4595.29,4550.91,H,4560.2,4550.91,H,4560.2,4550.91,-7.23,SL,,,,,,BUY,,,,,-2.75,0.4,CLOSE_BUCKET_DIFF,4533.312499999999,2026-06-01 06:05:00,,4543.69,M15_S3_R,2026-05-30 03:57:17,,,,-41.51,[so -403.25%/-212.27/52.64],,1.96,3.51,-23.49,-23.49,BUY,,,,,,,,,534856678,,,NEAR,123.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.28,False,MISMATCH,12.28
4524.53,2026-05-29 20:21:00,4524.53,2026-05-29 20:21:00,,,,False,4523.24,4524.64,,,4526.89,4520.99,False,4519.99,4512.72,H/L,4526.89,4516.97,,,,0.0,PD_FILL_FAIL,,,,,,SELL,,,,,-3.53,3.25,CLOSE_LIFECYCLE_PD,4521.0,2026-05-29 20:33:09,,4521.28,M1_S3_G,2026-05-29 20:33:08,,,,1.12,PD Zone fill che,,0.28,0.28,0.28,0.28,SELL,,,,,,,,,534687581,,,LOOSE,124.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,False,MISMATCH,12.13
4545.18,2026-05-30 02:55:00,4554.25,2026-05-30 02:30:00,,,,False,4555.02,4557.56,4561.67,4550.91,4561.67,4550.91,False,4561.67,4550.91,L,4561.67,4550.91,H,4560.2,4550.91,-9.07,SL,,,,,,BUY,,,,,6.05,4.39,PNL_DIFF_SAME_BUCKET,4551.23,2026-05-30 02:45:45,,4558.64,M5_S3_G,2026-05-30 02:43:04,,,,-29.64,[sl 4551.23],,-7.41,-7.41,-7.41,-7.41,BUY,,,,,,,,,535032121,,,LOOSE,135.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.57,False,MISMATCH,13.07
4468.01,2026-06-04 16:30:00,4473.25,2026-06-04 13:00:00,,,,False,4446.9,4461.08,4484.03,4423.95,4484.03,4423.95,False,4484.03,4423.95,,,,L,4484.03,4458.61,5.24,PD_FILL_FAIL,,,,,,SELL,,,,,9.39,4.15,PNL_DIFF_SAME_BUCKET,4477.4,2026-06-04 13:13:12,,4477.4,M1_S3_G,2026-06-04 13:13:12,,,,0.48,PD Zone fill che,,0.12,0.12,0.12,0.12,SELL,,,,,,,,,537420371,,,LOOSE,136.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.76,False,MISMATCH,13.2
4474.89,2026-06-02 08:01:00,4479.19,2026-06-02 08:00:00,,,,True,4482.7,4483.94,4485.94,4480.7,4485.94,4480.7,True,4485.94,4480.7,H,4497.23,4476.74,H,4497.23,4480.7,-4.3,SL,,,,,,BUY,,,,,9.19,3.12,PNL_DIFF_SAME_BUCKET,4484.085,2026-06-02 08:00:01,,4482.31,M1_S3_R,2026-06-02 07:45:31,,,,7.66,[sl 4483.48],,2.04,3.0,1.31,1.31,BUY,,,,,,,,,535979998,,,LOOSE,147.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96,False,MISMATCH,14.48
4457.65,2026-06-01 21:55:00,4458.84,2026-06-01 21:46:00,4457.65,M1,,False,4456.65,4458.14,4460.56,4454.23,4460.56,4454.23,False,4460.56,4454.23,,,,H,4461.57,4454.23,1.19,SL,,,,,,SELL,,,1,M1 4457.65,5.64,4.91,CLOSE_LIFECYCLE_PD,4463.29,2026-06-01 21:31:22,,4463.75,M1_S3_G,2026-06-01 21:31:20,,,,2.16,PD Zone fill che,,0.54,0.54,0.54,0.54,SELL,,,,,,,,,535678852,,,LOOSE,151.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,False,MISMATCH,14.67
4507.24,2026-05-29 12:35:00,4510.13,2026-05-29 12:23:00,,,,False,4510.25,4511.07,4512.39,4508.93,4512.39,4508.93,False,4512.39,4508.93,L,4515.48,4508.93,,,,-2.89,SL,,,,,,BUY,,,,,2.2,0.85,PNL_DIFF_SAME_BUCKET,4509.44,2026-05-29 12:56:10,,4509.28,M1_S3_R,2026-05-29 12:38:15,,,,0.64,[sl 4509.44],,0.16,0.16,0.16,0.16,BUY,,,,,,,,,534378495,,,NEAR,153.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,False,MISMATCH,15.25
4558.24,2026-05-30 01:22:00,4557.11,2026-05-30 01:17:00,,,,False,4554.34,4556.02,4558.74,4551.62,4558.74,4551.62,False,4558.74,4551.62,,,,L,4558.74,4555.7,-1.13,PD_FILL_FAIL,,,,,,SELL,,,,,2.48,3.71,CLOSE_LIFECYCLE_PD,4560.72,2026-05-30 01:34:24,,4560.82,M1_S3_R,2026-05-30 01:34:19,,,,0.4,PD Zone fill che,,0.1,0.1,0.1,0.1,SELL,,,,,,,,,535015082,,,LOOSE,176.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,False,MISMATCH,17.32
4493.43,2026-05-29 05:51:00,4495.63,2026-05-29 05:44:00,,,,False,4494.48,4495.28,4496.56,4493.2,4496.56,4493.2,False,4496.56,4493.2,L,4496.56,4493.2,H,4496.41,4493.2,2.2,TP,,,,,,SELL,,,,,1.5,1.64,CLOSE_BUCKET_DIFF,4494.93,2026-05-29 06:27:35,,4497.27,M15_S3_G,2026-05-29 06:02:00,,,,9.36,[sl 4494.93],,2.34,2.34,2.34,2.34,SELL,,,,,,,,,534222531,,,NEAR,181.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,False,MISMATCH,18.0
4505.46,2026-06-01 13:20:00,4516.33,2026-06-01 11:20:00,,,,False,4519.3,4525.15,4534.62,4509.83,4534.62,4509.83,False,4534.62,4509.83,,,,L,4534.62,4508.7,-10.87,SL,,,,,,BUY,,,,,12.48,3.02,PNL_DIFF_SAME_BUCKET,4517.94,2026-06-01 12:04:04,,4519.35,M5_S3_R,2026-06-01 11:38:19,,,,-5.32,[sl 4517.94],,-1.33,-1.33,-1.33,-1.33,BUY,,,,,,,,,535292892,,,LOOSE,186.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,False,MISMATCH,18.32
4489.84,2026-05-29 06:40:00,4393.64,2026-05-28 19:00:00,,,,False,4404.17,4427.51,,,4465.28,4366.4,False,4465.28,4366.4,H,4516.56,4366.4,,,,96.2,SL_GUARD_GROUP,,,,,,BUY,M5+M15+M30,M5,,,-97.4,2.0,CLOSE_LIFECYCLE_SL_GUARD,4392.44,2026-05-28 18:42:31,,4395.64,M1_S3_G,2026-05-28 18:41:28,,,,-12.8,[sl 4392.44],,-3.2,-3.2,-3.2,-3.2,BUY,,,,,,,,,533668286,,,NEAR,187.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.0,False,MISMATCH,18.53
4440.03,2026-06-03 22:23:00,4447.21,2026-06-03 22:17:00,,,,False,4451.92,4454.86,4459.61,4447.17,4459.61,4447.17,False,4459.61,4447.17,,,,L,4459.61,4444.96,-7.18,SL,,,,,,BUY,,,,,5.99,1.24,LIVE_HISTORICAL_TREND_SKIP_DRIFT,4446.02,2026-06-03 21:56:06,,4445.97,M1_S3_R,2026-06-03 21:56:05,,,,0.24,Fill Trend Reche,,0.06,0.06,0.06,0.06,BUY,,,,,,,,,537072028,,,NEAR,210.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,False,MISMATCH,20.92
4556.93,2026-05-30 02:18:00,4559.61,2026-05-30 02:12:00,4559.8,M1,,True,4553.17,4554.56,4556.82,4550.91,4556.82,4550.91,True,4556.82,4550.91,L,4561.67,4550.91,L,4556.82,4552.36,2.68,TP,,,,,,SELL,,,1,M1 4559.80,-0.73,3.72,CLOSE_LIFECYCLE_PD,4556.2,2026-05-30 01:51:09,,4555.89,M1_S3_G,2026-05-30 01:51:06,,,,-1.24,PD Zone fill che,,-0.31,-0.31,-0.31,-0.31,SELL,,,,,,,,,535021949,,,LOOSE,212.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.92,False,MISMATCH,20.9
4498.53,2026-05-29 08:00:00,4494.21,2026-05-29 07:58:00,,,,False,4495.29,4496.53,4498.53,4493.29,4498.53,4493.29,False,4498.53,4493.29,,,,,,,4.32,TP,,,,,,BUY,,,,,0.4,4.92,CLOSE_LIFECYCLE_PD,4498.93,2026-05-29 08:21:14,,4499.13,M1_S3_R,2026-05-29 08:21:12,,,,-0.8,PD Zone fill che,,-0.2,-0.2,-0.2,-0.2,BUY,,,,,,,,,534240794,,,LOOSE,236.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.12,False,MISMATCH,23.2
4462.39,2026-06-03 19:02:00,4462.55,2026-06-03 18:58:00,,,,False,4461.0,4462.5,4464.92,4458.58,4464.92,4458.58,False,4464.92,4458.58,,,,,,,0.16,SL,,,,,,SELL,,,,,-1.48,1.52,LIVE_HISTORICAL_TREND_SKIP_DRIFT,4460.91,2026-06-03 18:34:08,,4461.03,M1_S3_G,2026-06-03 18:34:05,,,,0.72,Fill Trend Reche,,0.18,0.18,0.18,0.18,SELL,,,,,,,,,536930082,,,NEAR,240.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,False,MISMATCH,23.92
4505.26,2026-05-29 00:34:00,4505.1,2026-05-29 00:28:00,,,,False,4505.62,4507.45,4510.42,4502.65,4510.42,4502.65,False,4510.42,4502.65,,,,L,4510.42,4501.24,0.16,PD_FILL_FAIL,,,,,,BUY,,,,,2.0,2.74,CLOSE_LIFECYCLE_PD,4507.26,2026-05-29 00:52:14,,4507.84,M1_S3_R,2026-05-29 00:52:12,,,,-2.32,PD Zone fill che,,-0.58,-0.58,-0.58,-0.58,BUY,,,,,,,,,534166832,,,NEAR,244.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.48,False,MISMATCH,24.2
4533.17,2026-06-02 17:45:00,4531.94,2026-06-02 15:30:00,,,,False,4492.96,4511.49,4541.48,4462.97,4541.48,4462.97,False,4541.48,4462.97,,,,L,4541.48,4522.02,-1.23,PD_FILL_FAIL,,,,,,SELL,,,,,-1.81,1.0,,4531.36,2026-06-02 15:55:01,,4530.94,M1_S3_G,2026-06-02 15:55:01,,,,-0.64,PD Zone fill che,,-0.16,-0.16,-0.16,-0.16,SELL,,,,,,,,,536208960,,,NEAR,251.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,False,MATCH,25.02
4507.95,2026-06-01 19:07:00,4506.69,2026-06-01 19:01:00,,,,False,4507.76,4508.51,4509.72,4506.55,4509.72,4506.55,False,4509.72,4506.55,,,,L,4509.72,4503.43,1.26,PD_FILL_FAIL,,,,,,BUY,,,,,-3.4,1.91,CLOSE_LIFECYCLE_PD,4504.55,2026-06-01 18:36:07,,4504.78,M1_S3_G,2026-06-01 18:36:03,,,,-0.52,PD Zone fill che,,-0.13,-0.13,-0.13,-0.13,BUY,,,,,,,,,535518445,,,NEAR,251.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.78,False,MISMATCH,24.95
4508.01,2026-06-02 20:30:00,4513.2,2026-06-02 20:28:00,,,,False,4515.91,4519.34,4524.9,4510.35,4524.9,4510.35,False,4524.9,4510.35,L,4524.9,4510.35,,,,-5.19,SL,,,,,,BUY,,,,,9.62,4.23,CLOSE_LIFECYCLE_PD,4517.63,2026-06-02 20:52:52,,4517.43,H1_S3_R_DOJI,2026-06-02 20:52:48,,,,1.12,PD Zone fill che,,0.28,0.28,0.28,0.28,BUY,,,,,,,,,536189644,,,LOOSE,252.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,False,MISMATCH,24.8
4463.95,2026-06-04 11:05:00,4462.72,2026-06-04 10:57:00,,,,False,4463.2,4466.15,4470.93,4458.42,4470.93,4458.42,False,4470.93,4458.42,,,,H,4466.13,4458.42,1.23,PD_FILL_FAIL,,,,,,BUY,,,,,-3.36,1.04,CLOSE_LIFECYCLE_PD,4460.59,2026-06-04 10:31:06,,4461.68,M1_S3_R,2026-06-04 10:31:03,,,,-4.28,PD Zone fill che,,-1.07,-1.07,-1.07,-1.07,BUY,,,,,,,,,537349728,,,NEAR,260.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.51,False,MISMATCH,25.95
4531.91,2026-05-29 18:45:00,4526.92,2026-05-29 18:35:00,,,,True,4534.7,4537.98,4543.27,4529.41,4543.27,4529.41,True,4543.27,4529.41,H/L,4534.5,4525.84,H/L,4534.5,4525.84,4.99,TP,,,,,,BUY,,,,,-0.43,0.11,PNL_DIFF_SAME_BUCKET,4531.475,2026-05-29 18:32:58,,4527.03,M1_S3_R,2026-05-29 18:07:56,,,,17.78,[tp 4533.34],,2.11,3.05,6.31,6.31,BUY,,,,,,,,,534592858,,,NEAR,270.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,False,MISMATCH,27.07
4470.15,2026-06-02 08:45:00,4484.52,2026-06-02 06:00:00,,,,False,4485.34,4489.18,4495.41,4479.11,4495.41,4479.11,False,4495.41,4479.11,,,,H,4497.23,4479.11,-14.37,SL,,,,,,BUY,,,,,9.94,2.11,PNL_DIFF_SAME_BUCKET,4480.09,2026-06-02 06:36:00,,4482.41,M1_S3_R,2026-06-02 06:27:04,,,,-8.92,[sl 4480.09],,-2.23,-2.23,-2.23,-2.23,BUY,,,,,,,,,535971644,,,NEAR,272.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,False,MISMATCH,27.07
4408.66,2026-05-28 09:35:00,4407.21,2026-05-28 09:31:00,,,,False,4408.04,4415.13,4426.6,4396.57,4426.6,4396.57,False,4426.6,4396.57,,,,H,4410.36,4396.57,1.45,PD_FILL_FAIL,,,,,,BUY,,,,,2.09,1.98,CLOSE_LIFECYCLE_PD,4410.7475,2026-05-28 10:03:47,,4409.19,M1_S3_R,2026-05-28 09:58:08,,,,6.23,[sl 4409.35],,2.95,2.96,0.16,0.16,BUY,,,,,,,,,533263943,,,NEAR,273.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,False,MISMATCH,27.13
4528.05,2026-05-29 20:00:00,4528.12,2026-05-29 20:00:00,,,,True,4425.38,4461.81,4520.79,4366.4,4520.79,4366.4,True,4520.79,4366.4,L,4520.79,4509.95,H/L,4543.27,4509.95,0.07,PD_FILL_FAIL,,,,,,SELL,,,,,-0.16,0.54,CLOSE_LIFECYCLE_PD,4527.89,2026-05-29 19:31:44,,4527.58,M1_S3_G,2026-05-29 19:31:39,,,,-1.24,PD Zone fill che,,-0.31,-0.31,-0.31,-0.31,SELL,,,,,,,,,534641421,,,NEAR,284.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31,False,MISMATCH,28.35
4479.27,2026-06-04 18:15:00,4464.12,2026-06-04 15:35:00,,,,False,4473.3,4477.4,4484.03,4466.67,4484.03,4466.67,True,4484.03,4466.67,,,,L,4484.03,4458.61,15.15,TP,,,,,,BUY,,,,,-16.74,3.54,LOOSE_MATCH_SL_GUARD,4462.532499999999,2026-06-04 16:49:45,,4467.66,M5_S3_G_DOJI,2026-06-04 15:06:07,,,,-20.43,SL Guard Group a,,2.67,-7.7,-7.7,-7.7,BUY,,,,,,,,,537478323,,,LOOSE,292.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.58,False,MISMATCH,28.88
4484.11,2026-06-02 00:30:00,4479.26,2026-06-02 00:29:00,,,,True,4468.13,4471.15,4476.02,4463.26,4476.02,4463.26,True,4476.02,4463.26,L,4482.19,4471.5,L,4476.02,4473.48,-4.85,SL,,,,,,SELL,,,,,-9.31,3.77,PNL_DIFF_SAME_BUCKET,4474.795,2026-06-02 00:00:23,,4475.49,M1_S3_G,2026-06-01 23:57:37,,,,2.82,[sl 4475.34],,2.34,0.16,0.16,0.16,SELL,,,,,,,,,535876362,,,LOOSE,317.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,False,MISMATCH,31.38
4499.3,2026-06-01 19:58:00,4506.34,2026-06-01 19:53:00,,,,False,4502.6,4505.62,4510.49,4497.73,4510.49,4497.73,False,4510.49,4497.73,,,,,,,7.04,TP,,,,,,SELL,,,,,3.8,3.63,CLOSE_LIFECYCLE_PD,4503.1,2026-06-01 20:24:37,,4502.71,M1_S3_G,2026-06-01 20:24:36,,,,-1.28,PD Zone fill che,,-0.32,-0.32,-0.32,-0.32,SELL,,,,,,,,,535571177,,,LOOSE,319.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.32,False,MISMATCH,31.6
