group,reason,side,count,pnl,first_ts,last_ts
live,PD Zone fill che,SELL,1,0.08,2026-05-28 12:44:52,2026-05-28 12:44:52
live,[sl 4383.98],BUY,1,15.05,2026-05-28 18:49:51,2026-05-28 18:49:51
live,[sl 4443.58],BUY,1,-5.35,2026-05-28 09:03:21,2026-05-28 09:03:21
live,[sl 4484.91],BUY,1,6.86,2026-06-02 07:00:39,2026-06-02 07:00:39
live,[sl 4494.93],SELL,1,9.36,2026-05-29 06:02:00,2026-05-29 06:02:00
live,[sl 4504.38],BUY,1,-6.0,2026-06-01 19:56:45,2026-06-01 19:56:45
live,[sl 4514.21],SELL,1,-9.12,2026-05-29 13:53:22,2026-05-29 13:53:22
bt,SL,BUY,11,-22.92,2026-05-28 12:15:00,2026-06-08 07:30:00
bt,TP,SELL,11,258.55,2026-06-01 11:00:00,2026-06-08 08:00:00
bt,SL,SELL,9,-4.11,2026-06-01 22:00:00,2026-06-06 03:15:00
bt,TP,BUY,7,162.7,2026-05-28 19:15:00,2026-06-08 05:00:00
bt,SL_GUARD_CLOSE,BUY,2,-8.08,2026-06-03 11:15:00,2026-06-05 05:45:00
bt,SL_GUARD_CLOSE,SELL,1,2.29,2026-05-29 08:00:00,2026-05-29 08:00:00
live_mismatch,PD Zone fill che,SELL,1,-19.4,,
live_mismatch,[sl 4427.25],SELL,1,31.41,,
live_mismatch,[sl 4497.05],SELL,1,31.63,,
live_mismatch,[sl 4499.44],BUY,1,26.95,,
live_mismatch,[sl 4529.92],SELL,1,-4.52,,
live_mismatch,[sl 4565.83],SELL,1,-33.47,,
live_mismatch,[so -403.25%/-212.27/52.64],BUY,1,-43.04,,
live_gap,ENTRY_TOO_FAR,BUY,3,31.27,2026-05-28 18:49:51,2026-06-02 07:00:39
live_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,2,-11.35,2026-05-28 09:03:21,2026-06-01 19:56:45
live_gap,LIVE_HISTORICAL_PD_SKIP_DRIFT:TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,1,0.08,2026-05-28 12:44:52,2026-05-28 12:44:52
live_gap,TIME_TOO_FAR,SELL,1,-9.12,2026-05-29 13:53:22,2026-05-29 13:53:22
bt_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,31,354.29,2026-05-28 12:15:00,2026-06-08 08:00:00
bt_gap,TIME_TOO_FAR,BUY,5,-51.64,2026-06-02 02:45:00,2026-06-05 03:00:00
bt_gap,ENTRY_TOO_FAR,BUY,4,66.25,2026-05-28 19:15:00,2026-06-02 15:30:00
bt_gap,NEAREST_ALREADY_MATCHED_OR_GREEDY,SELL,1,19.53,2026-06-01 11:00:00,2026-06-01 11:00:00
mismatch_gap,CLOSE_BUCKET_DIFF,SELL,3,-81.03,2026-05-30 00:31:32,2026-06-01 09:21:36
mismatch_gap,PNL_DIFF_SAME_BUCKET,SELL,3,89.99,2026-05-28 21:45:50,2026-06-01 15:46:02
mismatch_gap,LIVE_HISTORICAL_PD_SKIP_DRIFT,SELL,1,-19.4,2026-06-01 12:01:38,2026-06-01 12:01:38
trail_source_gap,- -> M1,BUY,1,-43.04,2026-05-30 03:57:17,2026-05-30 03:57:17
live_entry_comment,M15_S3_G,SELL,2,9.44,2026-05-28 12:44:52,2026-05-29 06:02:00
live_entry_comment,M15_S3_R,BUY,2,0.86,2026-06-01 19:56:45,2026-06-02 07:00:39
live_entry_comment,M15_S3_G,BUY,1,-5.35,2026-05-28 09:03:21,2026-05-28 09:03:21
live_entry_comment,M15_S3_G_DOJI,BUY,1,15.05,2026-05-28 18:49:51,2026-05-28 18:49:51
live_entry_comment,M15_S3_R,SELL,1,-9.12,2026-05-29 13:53:22,2026-05-29 13:53:22
mismatch_entry_comment,M15_S3_G,SELL,4,-25.98,2026-05-28 21:45:50,2026-06-01 12:01:38
mismatch_entry_comment,M15_S3_G,BUY,1,26.95,2026-06-01 15:46:02,2026-06-01 15:46:02
mismatch_entry_comment,M15_S3_G_DOJI,SELL,1,31.63,2026-05-29 03:46:49,2026-05-29 03:46:49
mismatch_entry_comment,M15_S3_R,BUY,1,-43.04,2026-05-30 03:57:17,2026-05-30 03:57:17
