bt_close_price,bt_close_ts,bt_detect_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_marubozu_source,bt_pattern,bt_pd_fallback_used,bt_pd_fib_382,bt_pd_fib_618,bt_pd_fill_h,bt_pd_fill_l,bt_pd_h,bt_pd_l,bt_pd_outside_range,bt_pd_pending_h,bt_pd_pending_l,bt_pd_pending_round2_changed,bt_pd_pending_round2_h,bt_pd_pending_round2_l,bt_pd_round2_changed,bt_pd_round2_h,bt_pd_round2_l,bt_pnl,bt_reason,bt_s14_family,bt_s3_pattern_code,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_source_candle_ts,bt_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pattern,live_pnl,live_reason,live_s14_family,live_s3_pattern_code,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,nearest_raw_replay_cancel_age_bars,nearest_raw_replay_cancel_bar_high,nearest_raw_replay_cancel_bar_low,nearest_raw_replay_cancel_bar_touched_entry,nearest_raw_replay_cancel_bars,nearest_raw_replay_cancel_reason,nearest_raw_replay_close_type,nearest_raw_replay_detect_time_raw,nearest_raw_replay_entry,nearest_raw_replay_entry_diff,nearest_raw_replay_entry_ts,nearest_raw_replay_final_gap_bot,nearest_raw_replay_final_gap_top,nearest_raw_replay_gap_bot,nearest_raw_replay_gap_top,nearest_raw_replay_parallel_tfs,nearest_raw_replay_pattern,nearest_raw_replay_pd_fallback_used,nearest_raw_replay_pd_fib_382,nearest_raw_replay_pd_fib_618,nearest_raw_replay_pd_h,nearest_raw_replay_pd_l,nearest_raw_replay_pd_outside_range,nearest_raw_replay_sl_guard_count,nearest_raw_replay_sl_guard_key,nearest_raw_replay_sl_guard_scope,nearest_raw_replay_sl_guard_since,nearest_raw_replay_sl_guard_swing_ref,nearest_raw_replay_sweep_scan_age_min,nearest_raw_replay_sweep_scan_expiry_min,nearest_raw_replay_sweep_scan_price,nearest_raw_replay_sweep_scan_state,nearest_raw_replay_sweep_scan_tf,nearest_raw_replay_sweep_scan_time,nearest_raw_replay_sweep_scan_ts,nearest_raw_replay_tf,nearest_raw_replay_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
4533.44,2026-05-29 21:40:00,2026-05-29 21:34:00,4531.86,2026-05-29 21:37:00,,,,noengulf,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,False,4535.85,4542.26,4552.63,4525.48,4552.63,4525.48,False,4552.63,4525.48,L,4552.63,4525.48,H,4536.63,4525.48,1.58,PD_FILL_FAIL,,NOENGULF,,,,,BUY,,,2026-05-29 21:33:00,M1,,,-0.94,0.83,CLOSE_LIFECYCLE_PD,4532.5,2026-05-29 21:42:29,,4532.69,M1_S3_R,2026-05-29 21:42:28,,,,R,-0.76,PD Zone fill che,,R,-0.19,-0.19,-0.19,-0.19,BUY,,,,,,,,,M1,534752055,,,NEAR,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34,False,MISMATCH,5.47
4514.99,2026-05-29 08:00:00,2026-05-29 02:30:00,4499.61,2026-05-29 02:45:00,,,,,ท่าที่ 3 DM SP 🔴 SELL [C1:G_DOJI],False,4429.37,4462.67,4516.56,4375.48,4516.56,4375.48,False,4516.56,4375.48,,,,L,4516.56,4489.13,-15.38,PD_FILL_FAIL,,G_DOJI,,,,,SELL,,,,M15,,,-12.63,2.51,CLOSE_PRICE_DIFF_SAME_BUCKET,4502.36,2026-05-29 02:39:09,,4502.12,M1_S3_G,2026-05-29 02:39:07,,,,G,-0.96,PD Zone fill che,,G,-0.24,-0.24,-0.24,-0.24,SELL,,,,,,,,,M1,534208684,,,NEAR,61.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.42,False,MISMATCH,5.88
4324.69,2026-06-06 03:37:00,2026-06-06 03:32:00,4322.69,2026-06-06 03:34:00,,,,noengulf,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4317.42,4320.89,4326.49,4311.82,4326.49,4311.82,False,4326.49,4311.82,,,,L,4326.49,4321.74,-2.0,PD_FILL_FAIL,,NOENGULF,,,,,SELL,,,2026-06-06 03:31:00,M1,,,-1.89,0.26,BT_CLOSE_PD_LIVE_NON_PD,4322.8,2026-06-06 03:29:13,,4322.95,M1_S3_G,2026-06-06 03:27:41,,,,G,0.64,[sl 4322.80],,G,0.16,0.16,0.16,0.16,SELL,,,,,,,,,M1,538763231,,,NEAR,63.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,False,MISMATCH,6.32
4527.74,2026-06-02 18:36:00,2026-06-02 18:24:00,4528.27,2026-06-02 18:27:00,,,,,ท่าที่ 3 DM SP 🟢 BUY [C1:R],False,4529.68,4531.6,4534.69,4526.59,4534.69,4526.59,False,4534.69,4526.59,,,,H,4530.77,4526.59,-0.53,PD_FILL_FAIL,,R,,,,,BUY,,,,M1,,,-1.96,0.32,BT_CLOSE_PD_LIVE_NON_PD,4525.78,2026-06-02 18:21:55,,4528.59,M1_S3_R,2026-06-02 18:20:26,,,,R,-11.12,[sl 4525.78],,R,-2.78,-2.78,-2.78,-2.78,BUY,,,,,,,,,M1,536273985,,,NEAR,65.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.59,False,MISMATCH,6.57
4530.35,2026-06-02 17:45:00,2026-06-02 17:38:00,4527.54,2026-06-02 17:41:00,,,,noengulf,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4526.23,4527.18,4528.71,4524.7,4528.71,4524.7,False,4528.71,4524.7,,,,L,4528.71,4525.45,-2.81,SL,,NOENGULF,,,,,SELL,,,2026-06-02 17:37:00,M1,,,-3.43,0.71,CLOSE_PRICE_DIFF_SAME_BUCKET,4526.92,2026-06-02 18:25:35,,4526.83,M15_S3_G,2026-06-02 17:48:20,,,,G,-0.24,[sl 4526.92],,G,-0.06,-0.06,-0.06,-0.06,SELL,,,,,,,,,M15,536262529,,,NEAR,74.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,False,MISMATCH,7.33
4527.86,2026-06-01 09:30:00,2026-06-01 08:46:00,4533.18,2026-06-01 09:13:00,,,,,ท่าที่ 3 DM SP 🔴 SELL [C1:R],True,4529.17,4530.21,4531.9,4527.48,4531.9,4527.48,True,4531.9,4527.48,H,4533.92,4527.04,L,4531.9,4523.83,5.32,TP,,R,,,,,SELL,,,,M1,,,4.87,2.05,LIVE_CLOSE_PD_BT_NON_PD,4532.73,2026-06-01 09:25:07,,4531.13,M1_S3_G,2026-06-01 09:20:12,,,,G,-5.0,PD Zone fill rou,,G,-1.25,-1.25,-1.25,-1.25,SELL,,,,,,,,,M1,535229288,,,NEAR,74.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.32,False,MISMATCH,7.2
4525.78,2026-06-02 17:21:00,2026-06-02 17:19:00,4528.59,2026-06-02 17:20:00,,,,,ท่าที่ 3 DM SP 🟢 BUY [C1:R],False,4529.13,4530.14,4531.77,4527.5,4531.77,4527.5,False,4531.77,4527.5,,,,,,,-2.81,SL,,R,,,,,BUY,,,,M1,,,-2.09,1.52,CLOSE_PRICE_DIFF_SAME_BUCKET,4523.69,2026-06-02 17:31:33,,4527.07,M1_S3_R,2026-06-02 17:28:05,,,,R,-13.04,[sl 4523.69],,R,-3.26,-3.26,-3.26,-3.26,BUY,,,,,,,,,M1,536240580,,,NEAR,82.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.23,False,MISMATCH,8.08
4388.69,2026-05-28 14:00:00,2026-05-28 13:20:00,4379.86,2026-05-28 13:21:00,4381.84,M1,,,ท่าที่ 3 DM SP 🟢 BUY [C1:R],False,4380.89,4386.53,4395.67,4371.75,4395.67,4371.75,False,4395.67,4371.75,L,4395.67,4374.28,L,4395.67,4374.28,8.83,TP,,R,,,,,BUY,,,,M1,1,M1 4381.84,-10.83,1.75,LIVE_CLOSE_PD_BT_NON_PD,4377.86,2026-05-28 13:29:24,,4378.11,M1_S3_G,2026-05-28 13:29:19,,,,G,-1.0,PD Zone fill che,,G,-0.25,-0.25,-0.25,-0.25,BUY,,,,,,,,,M1,533438789,,,NEAR,84.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.83,False,MISMATCH,8.32
4525.33,2026-05-29 14:30:00,2026-05-29 14:15:00,4516.69,2026-05-29 14:30:00,,,,noengulf,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4504.76,4510.88,4520.79,4494.85,4520.79,4494.85,False,4520.79,4494.85,,,,,,,-8.64,SL_GUARD_CLOSE,,NOENGULF,,,,,SELL,,,2026-05-29 14:00:00,M15,,,-11.91,0.47,CLOSE_LIFECYCLE_SL_GUARD,4513.424999999999,2026-05-29 14:42:30,,4516.22,M1_S3_G,2026-05-29 14:38:29,,,,G,11.18,[sl 4513.70],,G,2.24,3.9,2.52,2.52,SELL,,,,,,,,,M1,534450695,,,NEAR,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82,False,MISMATCH,8.48
4333.03,2026-06-08 06:13:00,2026-06-08 06:05:00,4324.67,2026-06-08 06:06:00,,,,noengulf,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4320.06,4322.62,4326.77,4315.91,4326.77,4315.91,False,4326.77,4315.91,H,4327.26,4315.91,H,4327.26,4315.91,-8.36,SL,,NOENGULF,,,,,SELL,,,2026-06-08 06:04:00,M1,,,-10.99,2.51,CLOSE_BUCKET_DIFF,4322.04,2026-06-08 06:26:57,,4327.18,M1_S3_G,2026-06-08 06:14:21,,,,G,21.12,[tp 4318.07],,G,2.01,3.42,6.44,9.25,SELL,,,,,,,,,M1,539026769,,,NEAR,86.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.48,False,MISMATCH,8.35
4480.66,2026-06-03 11:20:00,2026-06-03 10:51:00,4483.12,2026-06-03 11:17:00,,,,noengulf,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,True,4484.21,4484.71,4485.54,4483.38,4485.54,4483.38,True,4485.54,4483.38,H/L,4485.54,4482.48,H,4487.0,4483.38,-2.46,SL,,NOENGULF,,,,,BUY,,,2026-06-03 10:50:00,M1,,,4.72,2.35,LIVE_HISTORICAL_TREND_SKIP_DRIFT,4485.38,2026-06-03 11:07:48,,4485.47,M1_S3_R,2026-06-03 11:07:47,,,,R,-0.12,Fill Trend Reche,,R,-0.03,-0.03,-0.03,-0.03,BUY,,,,,,,,,M1,536667742,,,NEAR,94.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,False,MISMATCH,9.22
4529.31,2026-05-29 19:20:00,2026-05-29 19:16:00,4530.79,2026-05-29 19:17:00,4529.31,M1,,noengulf,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,False,4532.03,4534.69,4539.01,4527.71,4539.01,4527.71,False,4539.01,4527.71,,,,L,4539.01,4527.03,-1.48,SL,,NOENGULF,,,,,BUY,,,2026-05-29 19:15:00,M1,1,M1 4529.31,2.22,2.35,CLOSE_PRICE_DIFF_SAME_BUCKET,4531.525000000001,2026-05-29 20:02:31,,4528.44,M5_S3_R,2026-05-29 19:26:21,,,,R,12.34,[sl 4528.60],,R,2.48,3.01,6.69,0.16,BUY,,,,,,,,,M5,534604316,,,NEAR,95.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82,False,MISMATCH,9.35
4553.38,2026-05-30 02:01:00,2026-05-30 01:54:00,4553.74,2026-05-30 01:59:00,,,,,ท่าที่ 3 DM SP 🟢 BUY [C1:R],False,4555.02,4557.56,4561.67,4550.91,4561.67,4550.91,False,4561.67,4550.91,,,,H,4556.82,4550.91,-0.36,PD_FILL_FAIL,,R,,,,,BUY,,,,M1,,,-1.35,2.7,BT_CLOSE_PD_LIVE_NON_PD,4552.03,2026-05-30 01:55:21,,4556.44,M1_S3_R,2026-05-30 01:49:34,,,,R,-17.64,[sl 4552.03],,R,-4.41,-4.41,-4.41,-4.41,BUY,,,,,,,,,M1,535021382,,,NEAR,97.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.28,False,MISMATCH,9.43
4460.15,2026-06-03 20:15:00,2026-06-03 19:15:00,4460.31,2026-06-03 19:30:00,,,,noengulf,ท่าที่ 3 DM SP 🔴 SELL — Marubozu,False,4450.09,4456.96,4468.07,4438.98,4468.07,4438.98,False,4468.07,4438.98,,,,,,,0.16,SL,,NOENGULF,,,,,SELL,,,2026-06-03 19:00:00,M15,,,2.23,1.77,LIVE_HISTORICAL_TREND_SKIP_DRIFT,4462.38,2026-06-03 19:20:08,,4462.08,M1_S3_R,2026-06-03 19:20:05,,,,R,-1.2,Fill Trend Reche,,R,-0.3,-0.3,-0.3,-0.3,SELL,,,,,,,,,M1,536949787,,,NEAR,100.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36,False,MISMATCH,9.92
4397.88,2026-05-28 16:20:00,2026-05-28 12:10:00,4373.23,2026-05-28 12:15:00,,,,noengulf,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,False,4383.19,4393.57,4410.36,4366.4,4410.36,4366.4,False,4410.36,4366.4,,,,H,4395.67,4366.4,24.65,TP,,NOENGULF,,,,,BUY,,,2026-05-28 12:05:00,M5,,,-25.47,2.5,LIVE_CLOSE_PD_BT_NON_PD,4372.414999999999,2026-05-28 12:41:09,,4370.73,M1_S3_G_DOJI,2026-05-28 12:25:53,,,,G_DOJI,6.74,PD Zone fill rou,,G_DOJI,2.18,1.52,1.52,1.52,BUY,,,,,,,,,M1,533397478,,,NEAR,111.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.91,False,MISMATCH,10.88
4503.79,2026-06-01 19:02:00,2026-06-01 18:47:00,4507.36,2026-06-01 18:50:00,,,,,ท่าที่ 3 DM SP 🟢 BUY [C1:G],False,4508.17,4509.17,4510.79,4506.55,4510.79,4506.55,False,4510.79,4506.55,L,4510.79,4506.55,H,4509.72,4506.55,-3.57,SL,,G,,,,,BUY,,,,M1,,,1.75,1.81,LIVE_CLOSE_PD_BT_NON_PD,4505.54,2026-06-01 18:38:27,,4505.55,M1_S3_R,2026-06-01 18:38:26,,,,R,0.08,PD Zone fill che,,R,0.02,0.02,0.02,0.02,BUY,,,,,,,,,M1,535519356,,,NEAR,117.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,False,MISMATCH,11.57
4524.12,2026-06-01 12:45:00,2026-06-01 11:00:00,4512.41,2026-06-01 11:45:00,,,,marubozu,ท่าที่ 3 DM SP 🟢 BUY — Marubozu,False,4519.3,4525.15,4534.62,4509.83,4534.62,4509.83,False,4534.62,4509.83,H,4534.62,4523.83,L,4534.62,4508.7,11.71,TP,,MARUBOZU,,,,,BUY,,,2026-06-01 10:55:00,M5,,,-6.91,0.8,CLOSE_BUCKET_DIFF,4517.2125,2026-06-01 12:04:04,,4513.21,M1_S3_R_DOJI,2026-06-01 11:56:45,,,,R_DOJI,16.29,[sl 4517.94],,R_DOJI,2.09,3.05,6.35,4.8,BUY,,,,,,,,,M1,535304732,,,NEAR,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,False,MISMATCH,11.75
