Date,Trades,Win,Loss,BE,Net_PnL,Cumulative_PnL
2025-11-13,12,9,3,0,110.12,3838.31
2025-11-14,2,0,2,0,-41.93,3796.38
2025-11-17,3,0,3,0,-87.26,3709.12
2025-11-18,9,6,3,0,103.46,3812.58
2025-11-19,11,7,4,0,68.59,3881.17
2025-11-20,11,8,3,0,108.22,3989.39
2025-11-21,8,5,3,0,73.03,4062.42
2025-11-24,6,4,2,0,93.27,4155.69
2025-11-28,10,7,3,0,240.6,4396.29
2025-11-30,1,0,1,0,-9.35,4386.94
2025-12-01,10,7,3,0,56.56,4443.5
2025-12-02,6,2,4,0,20.59,4464.09
2025-12-03,8,4,4,0,86.97,4551.06
2025-12-04,6,4,2,0,32.65,4583.71
2025-12-05,7,6,1,0,108.07,4691.78
2025-12-08,2,0,2,0,-21.83,4669.95
2025-12-09,4,3,1,0,68.17,4738.12
2025-12-10,5,3,2,0,31.21,4769.33
2025-12-11,3,3,0,0,97.47,4866.8
2025-12-12,7,7,0,0,121.27,4988.07
2025-12-18,4,4,0,0,158.78,5146.85
2025-12-19,2,2,0,0,41.75,5188.6
2025-12-22,13,13,0,0,210.21,5398.81
2025-12-23,10,7,3,0,121.86,5520.67
2025-12-24,5,1,4,0,-52.05,5468.62
2025-12-25,2,1,1,0,2.0,5470.62
2025-12-26,6,5,1,0,93.92,5564.54
2025-12-29,6,0,6,0,-131.82,5432.72
2025-12-31,2,0,2,0,-69.19,5363.53
2026-01-02,7,5,2,0,136.3,5499.83
2026-01-04,1,1,0,0,45.94,5545.77
2026-01-06,8,5,3,0,169.6,5715.37
2026-01-07,4,0,4,0,-56.33,5659.04
2026-01-08,7,4,3,0,56.49,5715.53
2026-01-09,8,7,1,0,96.82,5812.35
2026-01-11,2,2,0,0,52.11,5864.46
2026-01-12,7,5,2,0,103.52,5967.98
2026-01-13,9,6,3,0,69.96,6037.94
2026-01-14,12,9,3,0,152.7,6190.64
2026-01-15,2,0,2,0,-32.32,6158.32
2026-01-16,2,0,2,0,-39.45,6118.87
2026-01-20,15,15,0,0,250.94,6369.81
2026-01-21,11,7,4,0,83.7,6453.51
2026-01-22,9,9,0,0,175.12,6628.63
2026-01-23,10,8,2,0,216.03,6844.66
2026-01-25,2,2,0,0,47.04,6891.7
2026-01-26,9,5,4,0,44.68,6936.38
2026-01-27,3,3,0,0,182.15,7118.53
2026-01-28,13,12,1,0,443.34,7561.87
2026-01-29,4,2,2,0,22.72,7584.59
2026-01-30,5,0,5,0,-542.54,7042.05
2026-02-01,1,0,1,0,-113.52,6928.53
2026-02-02,3,0,3,0,-348.04,6580.49
2026-02-11,6,4,2,0,1061.07,7641.56
2026-02-12,2,0,2,0,-85.04,7556.52
2026-02-17,3,0,3,0,-118.74,7437.78
2026-02-18,4,2,2,0,197.14,7634.92
2026-02-19,7,4,3,0,18.61,7653.53
2026-02-20,4,4,0,0,222.07,7875.6
2026-02-22,1,1,0,0,17.01,7892.61
2026-02-23,13,11,2,0,287.16,8179.77
2026-02-24,4,1,3,0,-53.85,8125.92
2026-02-25,3,2,1,0,84.04,8209.96
2026-02-26,3,1,2,0,-20.68,8189.28
2026-02-27,8,8,0,0,233.54,8422.82
2026-03-02,6,2,4,0,84.81,8507.63
2026-03-03,4,1,3,0,-88.13,8419.5
2026-03-09,2,0,2,0,-135.35,8284.15
2026-03-10,11,7,4,0,216.42,8500.57
2026-03-11,4,0,4,0,-95.66,8404.91
2026-03-12,2,0,2,0,-46.08,8358.83
2026-03-13,7,3,4,0,33.21,8392.04
2026-03-15,1,0,1,0,-34.04,8358.0
2026-03-16,1,0,1,0,-12.89,8345.11
2026-03-18,4,0,4,0,-120.58,8224.53
2026-03-19,3,0,3,0,-102.61,8121.92
2026-03-20,2,0,2,0,-141.59,7980.33
2026-03-23,3,0,3,0,-182.43,7797.9
2026-03-31,2,2,0,0,947.62,8745.52
2026-04-01,12,10,2,0,278.9,9024.42
2026-04-02,5,4,1,0,92.23,9116.65
2026-04-07,2,2,0,0,348.77,9465.42
2026-04-08,5,1,4,0,-97.29,9368.13
2026-04-12,2,0,2,0,-50.79,9317.34
2026-04-14,8,7,1,0,330.04,9647.38
2026-04-15,6,3,3,0,23.21,9670.59
2026-04-16,6,2,4,0,0.52,9671.11
2026-04-17,5,3,2,0,30.36,9701.47
2026-04-19,1,0,1,0,-30.21,9671.26
2026-04-20,11,11,0,0,164.07,9835.33
2026-04-21,5,0,5,0,-58.19,9777.14
2026-04-23,4,0,4,0,-83.68,9693.46
2026-04-24,5,3,2,0,57.61,9751.07
2026-04-26,2,0,2,0,-39.44,9711.63
2026-04-27,3,1,2,0,8.24,9719.87
2026-04-28,2,0,2,0,-29.9,9689.97
2026-04-29,2,0,2,0,-57.19,9632.78
2026-04-30,7,5,2,0,111.68,9744.46
2026-05-01,4,2,2,0,89.51,9833.97
2026-05-04,5,0,5,0,-105.99,9727.98
2026-05-05,6,5,1,0,146.62,9874.6
2026-05-06,6,6,0,0,245.87,10120.47
2026-05-07,10,9,1,0,259.23,10379.7
2026-05-11,5,2,3,0,71.84,10451.54
2026-05-12,8,4,4,0,89.88,10541.42
2026-05-13,8,5,3,0,38.01,10579.43
2026-05-14,7,6,1,0,104.11,10683.54
2026-05-15,3,0,3,0,-49.86,10633.68
2026-05-18,2,0,2,0,-55.79,10577.89
2026-05-19,6,2,4,0,56.49,10634.38
2026-05-20,4,2,2,0,80.72,10715.1
2026-05-21,8,4,4,0,56.99,10772.09
2026-05-22,6,3,3,0,4.76,10776.85
2026-05-24,3,3,0,0,55.5,10832.35
2026-05-25,5,3,2,0,7.78,10840.13
2026-05-26,6,0,6,0,-95.32,10744.81
2026-05-27,4,0,4,0,-59.48,10685.33
2026-05-28,8,5,3,0,103.38,10788.71
2026-05-29,7,6,1,0,136.24,10924.95
2026-05-31,2,0,2,0,-53.33,10871.62
2026-06-01,6,1,5,0,-58.24,10813.38
2026-06-02,6,3,3,0,96.33,10909.71
2026-06-03,5,0,5,0,-71.83,10837.88
2026-06-04,8,8,0,0,186.4,11024.28
2026-06-05,5,0,5,0,-86.92,10937.36
2026-06-08,5,2,3,0,6.39,10943.75
2026-06-09,6,6,0,0,118.11,11061.86
2026-06-10,4,0,4,0,-102.58,10959.28
2026-06-11,3,3,0,0,186.09,11145.37
2026-06-12,1,0,1,0,-21.05,11124.32
2026-06-14,2,2,0,0,172.4,11296.72
2026-06-15,8,6,2,0,153.19,11449.91
2026-06-16,8,6,2,0,110.81,11560.72
2026-06-17,9,6,3,0,75.86,11636.58
2026-06-18,2,0,2,0,-91.03,11545.55
2026-06-19,2,0,2,0,-28.65,11516.9
2026-06-22,2,2,0,0,173.48,11690.38
2026-06-23,3,0,3,0,-53.9,11636.48
2026-06-24,6,0,6,0,-151.46,11485.02
2026-06-30,3,2,1,0,76.65,11561.67
2026-07-01,11,7,4,0,149.41,11711.08
2026-07-02,6,6,0,0,190.61,11901.69
2026-07-03,3,2,1,0,56.49,11958.18
2026-07-06,7,4,3,0,68.43,12026.61
2026-07-07,8,2,6,0,-60.27,11966.34
2026-07-08,2,0,2,0,-30.03,11936.31
2026-07-09,3,3,0,0,182.56,12118.87
2026-07-10,8,4,4,0,8.44,12127.31
2026-07-13,5,2,3,0,-28.06,12099.25
2026-07-14,5,3,2,0,109.74,12208.99
2026-07-15,9,6,3,0,63.36,12272.35
2026-07-16,3,0,3,0,-35.79,12236.56
2026-07-17,4,2,2,0,-10.63,12225.93
2026-07-20,12,10,2,0,182.77,12408.7
2026-07-21,6,5,1,0,74.88,12483.58
2026-07-22,8,5,3,0,103.32,12586.9
2026-07-23,2,0,2,0,-20.18,12566.72
2026-07-24,4,2,2,0,-5.51,12561.21
2026-07-28,5,0,5,0,-52.8,12508.41
2026-07-29,6,3,3,0,77.38,12585.79
2026-07-30,9,7,2,0,191.9,12777.69
2026-07-31,5,0,5,0,-71.75,12705.94
2026-08-03,2,0,2,0,-32.28,12673.66
2026-08-04,14,14,0,0,232.71,12906.37
2026-08-05,13,12,1,0,234.39,13140.76
2026-08-06,8,5,3,0,49.62,13190.38
2026-08-07,9,9,0,0,216.99,13407.37
2026-08-10,7,4,3,0,78.86,13486.23
2026-08-11,7,5,2,0,38.02,13524.25
2026-08-12,4,4,0,0,205.4,13729.65
2026-08-13,6,2,4,0,-5.31,13724.34
2026-08-14,3,2,1,0,63.15,13787.49
2026-08-17,10,7,3,0,99.28,13886.77
2026-08-18,7,2,5,0,-43.69,13843.08
2026-08-19,5,5,0,0,209.03,14052.11
2026-08-20,7,3,4,0,13.02,14065.13
2026-08-21,14,13,1,0,287.74,14352.87
2026-08-24,11,9,2,0,199.81,14552.68
2026-08-25,7,6,1,0,169.16,14721.84
2026-08-26,6,2,4,0,-26.09,14695.75
2026-08-27,8,3,5,0,27.47,14723.22
2026-08-28,6,4,2,0,52.45,14775.67
2026-08-31,2,0,2,0,-64.01,14711.66
2026-09-01,5,0,5,0,-111.58,14600.08
2026-09-02,3,2,1,0,81.9,14681.98
2026-09-03,4,4,0,0,206.63,14888.61
2026-09-04,3,1,2,0,-18.14,14870.47
2026-09-07,6,2,4,0,-41.53,14828.94
2026-09-08,3,0,3,0,-38.14,14790.8
2026-09-09,12,9,3,0,166.71,14957.51
2026-09-10,7,3,4,0,-33.02,14924.49
2026-09-11,4,1,3,0,-28.26,14896.23
2026-09-13,2,0,2,0,-58.25,14837.98
2026-09-14,5,2,3,0,4.49,14842.47
2026-09-15,6,4,2,0,51.75,14894.22
2026-09-16,14,12,2,0,181.65,15075.87
2026-09-17,11,11,0,0,283.25,15359.12
