[2026-07-11 02:27:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:27:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:27:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 02:32:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:32:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:32:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:32:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:32:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 02:37:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:37:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:37:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:37:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:37:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 02:42:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:42:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:42:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:42:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:42:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 02:47:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:47:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:47:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:47:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:47:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 02:52:05] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:52:05] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:52:05] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:52:05] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:52:05] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 02:57:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:57:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:57:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:57:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 02:57:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:02:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:02:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:02:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:02:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:02:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:07:07] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:07:07] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:07:07] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:07:07] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:07:07] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:12:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:12:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:12:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:12:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:12:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:17:04] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:17:04] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:17:04] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:17:04] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:17:04] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:22:07] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:22:07] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:22:07] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:22:07] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:22:07] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:27:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:27:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:27:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:27:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:27:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:32:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:32:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:32:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:32:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:32:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:37:03] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:37:03] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:37:03] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:37:03] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:37:03] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:42:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:42:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:42:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:42:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:42:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:47:04] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:47:04] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:47:04] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:47:04] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:47:04] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:52:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:52:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:52:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:52:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:52:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 03:57:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:57:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:57:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:57:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 03:57:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:02:03] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:02:03] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:02:03] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:02:03] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:02:03] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:07:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:07:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:07:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:07:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:07:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:12:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:12:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:12:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:12:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:12:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:17:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:17:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:17:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:17:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:17:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:22:04] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:22:04] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:22:04] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:22:04] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:22:04] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:27:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:27:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:27:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:27:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:27:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:32:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:32:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:32:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:32:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:32:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:37:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:37:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:37:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:37:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:37:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:42:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:42:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:42:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:42:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:42:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:47:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:47:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:47:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:47:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:47:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:52:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:52:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:52:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:52:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:52:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-11 04:57:06] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:57:06] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:57:06] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:57:06] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-11 04:57:06] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-13 14:03:03] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-13 14:08:03] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-13 14:33:03] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-13 14:48:04] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-13 17:43:03] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-13 17:48:04] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 01:46:33] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 01:51:33] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 01:56:33] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 07:36:33] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 07:41:33] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 07:46:34] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 07:51:34] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 07:56:33] DEMO_PORTFOLIO | LTS999 scan error: TypeError: int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
[2026-07-14 08:26:03] TG_DROP | TelegramError: Bad Gateway | text=🔍 Scan Summary ━━━━━━━━━━━━━━━━━ 🕐 14/07/2026 08:26:02  🟨 M1 | ⏳ WAIT 🟡 ท่า1 ❌ แท่ง[0] Doji 🔵 ท่า2 FVG SELL: Close[1]=39...
