bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4387.36,2026-05-28 14:41:00,4390.59,2026-05-28 14:36:00,,,,-3.43,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4574.63,2026-05-29 22:37:00,4580.02,2026-05-29 22:33:00,,,,-5.59,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4502.61,2026-06-01 13:37:00,4508.69,2026-06-01 13:31:00,,,,-6.28,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4469.02,2026-06-01 22:29:00,4460.64,2026-06-01 21:19:00,,,,-8.58,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4465.83,2026-06-01 22:15:00,4459.21,2026-06-01 21:25:00,,,,-6.82,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4529.42,2026-06-02 13:22:00,4520.4,2026-06-02 13:17:00,,,,8.82,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4540.28,2026-06-02 14:11:00,4533.24,2026-06-02 13:46:00,,,,6.84,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4497.86,2026-06-02 21:17:00,4503.04,2026-06-02 21:12:00,,,,-5.38,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4507.94,2026-06-02 22:35:00,4504.75,2026-06-02 22:24:00,,,,-3.39,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4435.91,2026-06-03 23:23:00,4440.22,2026-06-03 22:51:00,,,,-4.51,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4470.31,2026-06-04 13:16:00,4473.19,2026-06-04 13:09:00,,,,-3.08,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4482.05,2026-06-04 21:31:00,4488.64,2026-06-04 21:17:00,,,,-6.79,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4458.3,2026-06-05 14:08:00,4454.56,2026-06-05 13:54:00,,,,-3.94,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
