Pattern,TF,Trades,Win,Loss,BE,Net_PnL
Naiya_MTF,M1,257,40,217,0,-173.68
Naiya_MTF,M15,31,5,26,0,-223.81
Naiya_MTF,M30,14,3,11,0,-86.98
Naiya_MTF,M5,71,17,54,0,-86.47
