portfolio,leg,label,ticket,signal,entry_ts,sl,tp,close_time,close_price,status,profit_usd
P13,F,S39 Demand/Supply,554706215,SELL,2026-07-01T14:46:36.837268+07:00,3976.64,3962.74,2026-07-01T15:46:40+07:00,3970.57,OTHER,-0.14
P16,F,S39 Demand/Supply,554706216,SELL,2026-07-01T14:46:36.911818+07:00,3976.64,3962.74,2026-07-01T15:46:40+07:00,3970.57,OTHER,-0.14
P13,F,S39 Demand/Supply,554711330,SELL,2026-07-01T14:55:28.865059+07:00,3976.53,3963.53,2026-07-01T15:56:07+07:00,3973.55,OTHER,-0.39
P16,F,S39 Demand/Supply,554711332,SELL,2026-07-01T14:55:28.958080+07:00,3976.53,3963.53,2026-07-01T15:56:07+07:00,3973.55,OTHER,-0.39
P13,D,S37 S/R Pivot,554731354,SELL,2026-07-01T15:26:44.822037+07:00,3988.6,3965.25,2026-07-01T17:32:06+07:00,3981.15,OTHER,0.28
P16,D,S37 S/R Pivot,554731356,SELL,2026-07-01T15:26:44.901743+07:00,3988.6,3965.25,2026-07-01T17:32:06+07:00,3981.17,OTHER,0.24
P13,D,S37 S/R Pivot,554734620,SELL,2026-07-01T15:31:44.803471+07:00,3986.39,3967.62,2026-07-01T16:31:49+07:00,3978.14,OTHER,-0.13
P13,K,S44 VolProfile,554734622,SELL,2026-07-01T15:31:44.803471+07:00,3988.24,3964.84,2026-07-01T16:31:49+07:00,3978.14,OTHER,-0.13
P16,D,S37 S/R Pivot,554734624,SELL,2026-07-01T15:31:44.907468+07:00,3986.39,3967.62,2026-07-01T16:31:49+07:00,3978.14,OTHER,-0.13
P16,K,S44 VolProfile,554734625,SELL,2026-07-01T15:31:44.907468+07:00,3988.24,3964.84,2026-07-01T16:31:49+07:00,3978.14,OTHER,-0.13
P13,D,S37 S/R Pivot,554742214,SELL,2026-07-01T15:42:46.769724+07:00,3982.96,3957.98,2026-07-01T17:45:28+07:00,3982.96,SL,-5.21
P16,D,S37 S/R Pivot,554742215,SELL,2026-07-01T15:42:46.838749+07:00,3982.96,3957.98,2026-07-01T17:45:28+07:00,3982.96,SL,-5.21
P13,F,S39 Demand/Supply,554743915,SELL,2026-07-01T15:46:55.821140+07:00,3988.53,3959.65,2026-07-01T18:04:23+07:00,3988.53,SL,-11.33
P16,F,S39 Demand/Supply,554743916,SELL,2026-07-01T15:46:55.882551+07:00,3988.53,3959.65,2026-07-01T18:04:23+07:00,3988.53,SL,-11.33
P13,D,S37 S/R Pivot,554746207,SELL,2026-07-01T15:51:54.919323+07:00,3982.37,3963.67,2026-07-01T17:39:43+07:00,3982.37,SL,-6.64
P16,D,S37 S/R Pivot,554746208,SELL,2026-07-01T15:51:54.997007+07:00,3982.37,3963.67,2026-07-01T17:39:43+07:00,3982.37,SL,-6.64
P13,K,S44 VolProfile,554755791,SELL,2026-07-01T16:12:41.485849+07:00,3980.93,3962.8,2026-07-01T17:32:04+07:00,3980.93,SL,-5.53
P16,A,S31 Engulfing,554755793,SELL,2026-07-01T16:12:41.936541+07:00,3981.86,3965.5,2026-07-01T17:39:10+07:00,3981.86,SL,-6.47
P16,K,S44 VolProfile,554755801,SELL,2026-07-01T16:12:41.936541+07:00,3980.93,3962.8,2026-07-01T17:32:04+07:00,3980.93,SL,-5.6
P13,F,S39 Demand/Supply,554757587,SELL,2026-07-01T16:17:41.468934+07:00,3988.12,3957.52,2026-07-01T18:04:23+07:00,3988.12,SL,-11.45
P16,F,S39 Demand/Supply,554757591,SELL,2026-07-01T16:17:41.893263+07:00,3988.12,3957.52,2026-07-01T18:04:23+07:00,3988.12,SL,-11.59
P13,D,S37 S/R Pivot,554759408,SELL,2026-07-01T16:22:41.465924+07:00,3984.44,3969.51,2026-07-01T17:49:06+07:00,3984.44,SL,-7.13
P16,D,S37 S/R Pivot,554759414,SELL,2026-07-01T16:22:41.910443+07:00,3984.44,3969.51,2026-07-01T17:49:06+07:00,3984.44,SL,-7.1
P13,D,S37 S/R Pivot,554761556,SELL,2026-07-01T16:27:41.468446+07:00,3984.33,3967.51,2026-07-01T17:49:06+07:00,3984.33,SL,-5.79
P16,D,S37 S/R Pivot,554761559,SELL,2026-07-01T16:27:41.892123+07:00,3984.33,3967.51,2026-07-01T17:49:06+07:00,3984.33,SL,-5.61
P13,K,S44 VolProfile,554764899,SELL,2026-07-01T16:37:41.472825+07:00,3986.36,3971.13,2026-07-01T18:01:34+07:00,3986.36,SL,-5.49
P16,K,S44 VolProfile,554764900,SELL,2026-07-01T16:37:41.911644+07:00,3986.36,3971.13,2026-07-01T18:01:34+07:00,3986.36,SL,-5.49
P13,D,S37 S/R Pivot,554766886,SELL,2026-07-01T16:42:41.473061+07:00,3986.11,3976.26,2026-07-01T17:56:27+07:00,3986.11,SL,-5.68
P16,D,S37 S/R Pivot,554766890,SELL,2026-07-01T16:42:41.935225+07:00,3986.11,3976.26,2026-07-01T17:56:27+07:00,3986.11,SL,-5.6
P13,D,S37 S/R Pivot,554768803,SELL,2026-07-01T16:47:41.477054+07:00,3986.06,3975.21,2026-07-01T17:56:27+07:00,3986.06,SL,-3.32
P16,D,S37 S/R Pivot,554768807,SELL,2026-07-01T16:47:41.857611+07:00,3986.06,3975.21,2026-07-01T17:56:27+07:00,3986.06,SL,-3.35
P13,D,S37 S/R Pivot,554788203,SELL,2026-07-01T17:22:41.490779+07:00,3987.72,3974.07,2026-07-01T18:30:12+07:00,3987.72,SL,-4.95
P16,D,S37 S/R Pivot,554788205,SELL,2026-07-01T17:22:41.635000+07:00,3987.72,3974.07,2026-07-01T18:30:12+07:00,3987.72,SL,-4.95
P13,I,S42 CRT,554797973,SELL,2026-07-01T17:42:41.467662+07:00,3998.41,3981.05,2026-07-01T18:57:39+07:00,3998.41,SL,-9.87
P16,I,S42 CRT,554797975,SELL,2026-07-01T17:42:41.870327+07:00,3998.41,3981.05,2026-07-01T18:57:39+07:00,3998.41,SL,-9.87
P13,D,S37 S/R Pivot,554800253,SELL,2026-07-01T17:47:41.473679+07:00,3993.33,3978.41,2026-07-01T18:51:33+07:00,3993.33,SL,-3.17
P13,I,S42 CRT,554800254,SELL,2026-07-01T17:47:41.473679+07:00,3998.38,3976.34,2026-07-01T18:57:39+07:00,3998.38,SL,-8.3
P16,D,S37 S/R Pivot,554800257,SELL,2026-07-01T17:47:42.362518+07:00,3993.33,3978.41,2026-07-01T18:51:33+07:00,3993.33,SL,-3.22
P16,I,S42 CRT,554800260,SELL,2026-07-01T17:47:42.362518+07:00,3998.38,3976.34,2026-07-01T18:57:39+07:00,3998.38,SL,-8.35
P13,F,S39 Demand/Supply,554872345,BUY,2026-07-01T19:32:28.047960+07:00,4015.25,4043.08,2026-07-01T21:07:36+07:00,4015.25,SL,-15.26
P16,F,S39 Demand/Supply,554872351,BUY,2026-07-01T19:32:28.466724+07:00,4015.25,4043.08,2026-07-01T21:07:36+07:00,4015.25,SL,-15.59
P13,K,S44 VolProfile,554886064,BUY,2026-07-01T19:47:28.037884+07:00,4017.83,4039.11,2026-07-01T21:00:11+07:00,4017.83,SL,-7.42
P16,K,S44 VolProfile,554886065,BUY,2026-07-01T19:47:28.445440+07:00,4017.83,4039.11,2026-07-01T21:00:11+07:00,4017.83,SL,-7.45
P13,K,S44 VolProfile,554889006,BUY,2026-07-01T19:52:28.021200+07:00,4018.84,4037.59,2026-07-01T21:00:06+07:00,4018.84,SL,-8.86
P16,K,S44 VolProfile,554889009,BUY,2026-07-01T19:52:28.611135+07:00,4018.84,4037.59,2026-07-01T21:00:06+07:00,4018.84,SL,-8.66
P13,K,S44 VolProfile,554891596,BUY,2026-07-01T19:57:28.023439+07:00,4019.37,4035.22,2026-07-01T21:00:05+07:00,4019.37,SL,-5.0
P16,K,S44 VolProfile,554891598,BUY,2026-07-01T19:57:28.474667+07:00,4019.37,4035.22,2026-07-01T21:00:05+07:00,4019.37,SL,-5.0
P13,D,S37 S/R Pivot,554903762,BUY,2026-07-01T20:07:28.018508+07:00,4012.82,4036.72,2026-07-01T21:22:47+07:00,4036.72,TP,20.89
P13,I,S42 CRT,554903778,BUY,2026-07-01T20:07:28.018508+07:00,4011.72,4033.04,2026-07-01T21:22:45+07:00,4033.04,TP,17.23
P16,D,S37 S/R Pivot,554903786,BUY,2026-07-01T20:07:28.792441+07:00,4012.82,4036.72,2026-07-01T21:22:47+07:00,4036.72,TP,20.89
P16,I,S42 CRT,554903793,BUY,2026-07-01T20:07:28.792441+07:00,4011.72,4033.04,2026-07-01T21:22:45+07:00,4033.04,TP,17.21
P13,I,S42 CRT,554912070,BUY,2026-07-01T20:12:28.013545+07:00,4007.07,4028.99,2026-07-01T21:17:31+07:00,4028.99,TP,7.77
P16,I,S42 CRT,554912087,BUY,2026-07-01T20:12:28.496284+07:00,4007.07,4028.99,2026-07-01T21:17:31+07:00,4028.99,TP,7.84
P13,D,S37 S/R Pivot,554916707,BUY,2026-07-01T20:17:28.016530+07:00,4009.33,4039.53,2026-07-01T21:23:20+07:00,4039.53,TP,11.39
P13,I,S42 CRT,554916727,BUY,2026-07-01T20:17:28.016530+07:00,4006.88,4035.94,2026-07-01T21:22:47+07:00,4035.94,TP,7.8
P16,D,S37 S/R Pivot,554916748,BUY,2026-07-01T20:17:28.826853+07:00,4009.33,4039.53,2026-07-01T21:23:20+07:00,4039.53,TP,10.81
P16,I,S42 CRT,554916771,BUY,2026-07-01T20:17:28.826853+07:00,4006.88,4035.94,2026-07-01T21:22:47+07:00,4035.94,TP,7.05
P13,D,S37 S/R Pivot,554924698,BUY,2026-07-01T20:22:28.039695+07:00,4014.56,4039.46,2026-07-01T21:23:20+07:00,4039.46,TP,9.05
P13,I,S42 CRT,554924718,BUY,2026-07-01T20:22:28.039695+07:00,4006.56,4042.48,2026-07-01T21:23:44+07:00,4042.48,TP,12.06
P16,D,S37 S/R Pivot,554924728,BUY,2026-07-01T20:22:28.909221+07:00,4014.56,4039.46,2026-07-01T21:23:20+07:00,4039.46,TP,8.66
P16,I,S42 CRT,554924731,BUY,2026-07-01T20:22:28.909221+07:00,4006.56,4042.48,2026-07-01T21:23:44+07:00,4042.48,TP,11.69
P13,K,S44 VolProfile,554936062,BUY,2026-07-01T20:27:28.016832+07:00,4017.03,4083.83,2026-07-01T21:43:36+07:00,4083.83,TP,42.69
P16,K,S44 VolProfile,554936066,BUY,2026-07-01T20:27:28.433391+07:00,4017.03,4083.83,2026-07-01T21:43:36+07:00,4083.83,TP,42.65
P13,F,S39 Demand/Supply,555070319,BUY,2026-07-01T21:42:28.026173+07:00,4080.52,4144.45,2026-07-01T23:23:55+07:00,4080.52,SL,-16.61
P16,F,S39 Demand/Supply,555070321,BUY,2026-07-01T21:42:28.479586+07:00,4080.52,4144.45,2026-07-01T23:23:55+07:00,4080.52,SL,-16.55
P13,D,S37 S/R Pivot,555098051,BUY,2026-07-01T22:17:13.779843+07:00,4074.26,4101.86,2026-07-02T00:43:37+07:00,4074.26,SL,-15.88
P16,D,S37 S/R Pivot,555098055,BUY,2026-07-01T22:17:14.205734+07:00,4074.26,4101.86,2026-07-02T00:43:37+07:00,4074.26,SL,-15.93
P13,D,S37 S/R Pivot,555101613,BUY,2026-07-01T22:22:13.774695+07:00,4075.41,4104.46,2026-07-02T00:41:39+07:00,4075.41,SL,-11.16
P16,D,S37 S/R Pivot,555101630,BUY,2026-07-01T22:22:14.179367+07:00,4075.41,4104.46,2026-07-02T00:41:39+07:00,4075.41,SL,-11.19
P16,E,S38 Fibonacci OTE,555117268,BUY,2026-07-01T22:48:44.293460+07:00,4061.11,4103.87,2026-07-02T02:48:08+07:00,4061.11,SL,-23.21
P13,D,S37 S/R Pivot,555120950,BUY,2026-07-01T22:58:44.257437+07:00,4076.74,4095.69,2026-07-02T00:34:32+07:00,4076.74,SL,-3.59
P16,D,S37 S/R Pivot,555120952,BUY,2026-07-01T22:58:44.724062+07:00,4076.74,4095.69,2026-07-02T00:34:32+07:00,4076.74,SL,-3.55
P13,N,S47 SuperTrend,555266432,BUY,2026-07-02T09:50:34.258415+07:00,4036.33,4097.89,2026-07-02T11:04:23+07:00,4058.1,OTHER,0.52
P16,N,S47 SuperTrend,555266433,BUY,2026-07-02T09:50:34.369711+07:00,4036.33,4097.89,2026-07-02T11:04:23+07:00,4058.1,OTHER,0.52
P13,N,S47 SuperTrend,555338077,BUY,2026-07-02T13:03:35.056855+07:00,4049.07,4100.16,2026-07-02T14:40:13+07:00,4072.65,OTHER,-0.97
P16,N,S47 SuperTrend,555338078,BUY,2026-07-02T13:03:35.191833+07:00,4049.07,4100.16,2026-07-02T14:40:13+07:00,4072.65,OTHER,-0.97
P16,E,S38 Fibonacci OTE,555376463,BUY,2026-07-02T14:32:11.857743+07:00,4048.0,4076.78,2026-07-02T16:06:46+07:00,4068.17,OTHER,4.8100000000000005
P13,D,S37 S/R Pivot,555379885,BUY,2026-07-02T14:42:11.629247+07:00,4058.98,4089.16,2026-07-02T16:06:46+07:00,4068.17,OTHER,-5.3
P13,K,S44 VolProfile,555379886,BUY,2026-07-02T14:42:11.629247+07:00,4057.92,4090.75,2026-07-02T16:06:46+07:00,4068.17,OTHER,-5.3
P16,D,S37 S/R Pivot,555379887,BUY,2026-07-02T14:42:11.795533+07:00,4058.98,4089.16,2026-07-02T16:06:46+07:00,4068.17,OTHER,-5.29
P16,K,S44 VolProfile,555379888,BUY,2026-07-02T14:42:11.795533+07:00,4057.92,4090.75,2026-07-02T16:06:46+07:00,4068.17,OTHER,-5.32
P13,N,S47 SuperTrend,555382424,BUY,2026-07-02T14:47:11.666611+07:00,4054.74,4114.17,2026-07-02T16:06:46+07:00,4068.17,OTHER,-2.69
