symbol,portfolio,window_days,order_no,raw_no,family,cfg_idx,mode,entry_tf,fill_hour,signal,raw_outcome,effective_outcome,signal_time,fill_time,exit_time,exit_date,exit_month,entry,tp,sl,exit_price,risk_distance,spread,pnl_per_001lot,weight,pnl_weighted_full,reason
BTCUSD.iux,AF47,90,5,49,s86,7171,direct,M30,13,SELL,TP,TP,2026-06-05 12:30,2026-06-05 13:00,2026-06-06 01:30,2026-06-06,2026-06,62257.36,59282.28,64545.88,59282.28,2288.52,8.89,2966.19,145.72,432233.2068,fiboRUN imp=3573/3547 zone=63346.20-63563.45 riskATR=4.04
BTCUSD.iux,AF47,120,1,36,s86,7171,direct,M30,13,SELL,TP,TP,2026-04-28 12:30,2026-04-28 13:00,2026-04-28 20:00,2026-04-28,2026-04,76873.77,76033.28,77520.3,76033.28,646.53,8.89,831.6,145.72,121180.752,fiboRUN imp=3189/3184 zone=77067.69-77148.52 riskATR=2.67
BTCUSD.iux,AF47,120,2,42,s86,7171,direct,M30,13,BUY,TP,TP,2026-05-06 12:30,2026-05-06 13:00,2026-05-06 17:00,2026-05-06,2026-05,81308.52,82148.53,80662.36,82148.53,646.16,8.89,831.12,145.72,121110.8064,fiboRUN imp=3568/3573 zone=81128.75-81231.33 riskATR=2.30
BTCUSD.iux,AF47,120,3,59,s86,7171,direct,M30,13,SELL,TP,TP,2026-05-22 12:30,2026-05-22 13:00,2026-05-22 21:00,2026-05-22,2026-05,77401.91,76916.58,77775.24,76916.58,373.33,8.89,476.44,145.72,69426.8368,fiboRUN imp=4337/4329 zone=77485.89-77535.69 riskATR=1.85
BTCUSD.iux,AF47,120,4,60,s86,7171,direct,M30,13,SELL,SL,SL,2026-05-26 13:00,2026-05-26 13:30,2026-05-26 17:30,2026-05-26,2026-05,76752.89,76150.24,77216.47,77216.47,463.58,8.89,-472.47,145.72,-68848.3284,fiboRUN imp=4533/4480 zone=76781.46-76860.98 riskATR=2.48
BTCUSD.iux,AF47,120,5,68,s86,7171,direct,M30,13,SELL,TP,TP,2026-06-05 12:30,2026-06-05 13:00,2026-06-06 01:30,2026-06-06,2026-06,62257.36,59282.28,64545.88,59282.28,2288.52,8.89,2966.19,145.72,432233.2068,fiboRUN imp=5013/4987 zone=63346.20-63563.45 riskATR=4.04
BTCUSD.iux,AF47,150,1,60,s86,7171,direct,M30,13,SELL,TP,TP,2026-04-28 12:30,2026-04-28 13:00,2026-04-28 20:00,2026-04-28,2026-04,76873.77,76033.28,77520.3,76033.28,646.53,8.89,831.6,145.72,121180.752,fiboRUN imp=4629/4624 zone=77067.69-77148.52 riskATR=2.67
BTCUSD.iux,AF47,150,2,66,s86,7171,direct,M30,13,BUY,TP,TP,2026-05-06 12:30,2026-05-06 13:00,2026-05-06 17:00,2026-05-06,2026-05,81308.52,82148.53,80662.36,82148.53,646.16,8.89,831.12,145.72,121110.8064,fiboRUN imp=5008/5013 zone=81128.75-81231.33 riskATR=2.30
BTCUSD.iux,AF47,150,3,83,s86,7171,direct,M30,13,SELL,TP,TP,2026-05-22 12:30,2026-05-22 13:00,2026-05-22 21:00,2026-05-22,2026-05,77401.91,76916.58,77775.24,76916.58,373.33,8.89,476.44,145.72,69426.8368,fiboRUN imp=5777/5769 zone=77485.89-77535.69 riskATR=1.85
BTCUSD.iux,AF47,150,4,84,s86,7171,direct,M30,13,SELL,SL,SL,2026-05-26 13:00,2026-05-26 13:30,2026-05-26 17:30,2026-05-26,2026-05,76752.89,76150.24,77216.47,77216.47,463.58,8.89,-472.47,145.72,-68848.3284,fiboRUN imp=5973/5920 zone=76781.46-76860.98 riskATR=2.48
BTCUSD.iux,AF47,150,5,92,s86,7171,direct,M30,13,SELL,TP,TP,2026-06-05 12:30,2026-06-05 13:00,2026-06-06 01:30,2026-06-06,2026-06,62257.36,59282.28,64545.88,59282.28,2288.52,8.89,2966.19,145.72,432233.2068,fiboRUN imp=6453/6427 zone=63346.20-63563.45 riskATR=4.04
BTCUSD.iux,AF47,180,1,2,s86,7171,direct,M30,13,SELL,SL,SL,2025-12-28 12:30,2025-12-28 13:00,2025-12-28 16:30,2025-12-28,2025-12,87655.93,87328.38,87907.89,87907.89,251.96,8.89,-260.85,145.72,-38011.062,fiboRUN imp=252/251 zone=87657.99-87703.01 riskATR=2.03
BTCUSD.iux,AF47,180,2,6,s86,7171,direct,M30,13,BUY,SL,SL,2026-01-04 13:00,2026-01-04 13:30,2026-01-05 01:00,2026-01-05,2026-01,91261.97,91719.19,90910.26,90910.26,351.71,8.89,-360.6,145.72,-52546.632,fiboRUN imp=594/600 zone=91191.68-91249.61 riskATR=1.41
BTCUSD.iux,AF47,180,3,7,s86,7171,direct,M30,13,BUY,SL,SL,2026-01-07 13:00,2026-01-07 13:30,2026-01-07 15:00,2026-01-07,2026-01,92749.84,93578.86,92112.13,92112.13,637.71,8.89,-646.6,145.72,-94222.552,fiboRUN imp=739/741 zone=92534.74-92621.26 riskATR=1.67
BTCUSD.iux,AF47,180,4,77,s86,7171,direct,M30,13,SELL,TP,TP,2026-04-28 12:30,2026-04-28 13:00,2026-04-28 20:00,2026-04-28,2026-04,76873.77,76033.28,77520.3,76033.28,646.53,8.89,831.6,145.72,121180.752,fiboRUN imp=6069/6064 zone=77067.69-77148.52 riskATR=2.67
BTCUSD.iux,AF47,180,5,83,s86,7171,direct,M30,13,BUY,TP,TP,2026-05-06 12:30,2026-05-06 13:00,2026-05-06 17:00,2026-05-06,2026-05,81308.52,82148.53,80662.36,82148.53,646.16,8.89,831.12,145.72,121110.8064,fiboRUN imp=6448/6453 zone=81128.75-81231.33 riskATR=2.30
BTCUSD.iux,AF47,180,6,100,s86,7171,direct,M30,13,SELL,TP,TP,2026-05-22 12:30,2026-05-22 13:00,2026-05-22 21:00,2026-05-22,2026-05,77401.91,76916.58,77775.24,76916.58,373.33,8.89,476.44,145.72,69426.8368,fiboRUN imp=7217/7209 zone=77485.89-77535.69 riskATR=1.85
BTCUSD.iux,AF47,180,7,101,s86,7171,direct,M30,13,SELL,SL,SL,2026-05-26 13:00,2026-05-26 13:30,2026-05-26 17:30,2026-05-26,2026-05,76752.89,76150.24,77216.47,77216.47,463.58,8.89,-472.47,145.72,-68848.3284,fiboRUN imp=7413/7360 zone=76781.46-76860.98 riskATR=2.48
BTCUSD.iux,AF47,180,8,109,s86,7171,direct,M30,13,SELL,TP,TP,2026-06-05 12:30,2026-06-05 13:00,2026-06-06 01:30,2026-06-06,2026-06,62257.36,59282.28,64545.88,59282.28,2288.52,8.89,2966.19,145.72,432233.2068,fiboRUN imp=7893/7867 zone=63346.20-63563.45 riskATR=4.04
