bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
4519.37,2026-06-01 10:06:00,4541.11,2026-06-01 07:02:00,,,,86.96,TP,,,,,,SELL,,,,,24.35,0.24,CLOSE_BUCKET_DIFF,4543.72,2026-06-01 07:25:41,,4541.35,[H1_M1]_S10_#1,2026-06-01 07:24:03,,,,-9.0,[sl 4543.72],,-2.25,-2.25,-2.25,-2.25,SELL,,,,,,,,,535197669,,,NEAR,220.74,,,,,,,,,,,-95.96,False,MISMATCH,22.05
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4401.5975,2026-05-28 10:45:49,,4401.04,[H1_M1]_S10_#2,2026-05-28 10:22:53,,,,2.2299999999999995,[sl 4399.40],,2.19,3.32,-1.64,-1.64,BUY,,,,,,,,,533282419,,,,,4494.38,93.34,2026-06-01 15:05:00,SL,6042.12,,,,,,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4385.587500000001,2026-05-28 20:21:32,,4391.24,[H1_M1]_S10_#2,2026-05-28 20:16:08,,,,22.61,[tp 4381.00],,2.77,3.11,6.49,10.24,SELL,,,,,,,,,533751969,,,,,4505.02,113.78,2026-05-29 01:01:00,SL,284.87,,,,,,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4540.52,2026-05-30 04:56:34,,4541.96,[H1_M1]_S10_#1,2026-05-30 04:56:34,,,,-5.76,[sl 4540.52],,-1.44,-1.44,-1.44,-1.44,BUY,,,,,,,,,535054288,,,,,4494.38,47.58,2026-06-01 15:05:00,SL,3488.43,,,,,,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4450.29,2026-06-05 09:26:11,,4453.0,[H1_M1]_S10_#2,2026-06-05 09:25:25,,,,-10.76,[sl 4450.29],,-2.69,-2.69,-2.69,-2.69,BUY,,,,,,,,,537996364,,,,,4464.44,11.44,2026-06-05 08:58:00,SL,27.42,,,,,,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4450.29,2026-06-05 09:26:11,,4452.22,[H1_M1]_S10_#1,2026-06-05 09:25:59,,,,-7.28,[sl 4450.29],,-1.82,-1.82,-1.82,-1.82,BUY,,,,,,,,,537996363,,,,,4464.44,12.22,2026-06-05 08:58:00,SL,27.98,,,,,,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_SIGNAL_PD_CLOSED_NO_REPLAY:TIME_TOO_FAR+ENTRY_TOO_FAR,4315.41,2026-06-06 04:19:06,,4315.54,[H1_M1]_S10_#2,2026-06-06 04:15:02,,,,-0.44,PD Zone fill rou,,-0.11,-0.11,-0.11,-0.11,BUY,,,,,,,,,538777218,,,,,4340.18,24.64,2026-06-06 00:03:00,SL,252.03,,,,,,,,LIVE_ONLY,
4515.09,2026-05-29 01:02:00,4505.02,2026-05-29 01:01:00,,,,-40.28,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,113.78,2026-05-28 20:16:08,[tp 4381.00],284.87,,,BACKTEST_ONLY,
4500.15,2026-05-29 08:06:00,4505.02,2026-05-29 01:09:00,,,,19.48,SL_GUARD_CLOSE,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,113.78,2026-05-28 20:16:08,[tp 4381.00],292.87,,,BACKTEST_ONLY,
4501.1,2026-05-29 08:04:00,4496.55,2026-05-29 08:01:00,,,,-18.2,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,105.31,2026-05-28 20:16:08,[tp 4381.00],704.87,,,BACKTEST_ONLY,
4501.1,2026-05-29 08:06:00,4496.55,2026-05-29 08:05:00,,,,-18.2,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,105.31,2026-05-28 20:16:08,[tp 4381.00],708.87,,,BACKTEST_ONLY,
4501.1,2026-05-29 08:25:00,4496.55,2026-05-29 08:24:00,,,,-18.2,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,105.31,2026-05-28 20:16:08,[tp 4381.00],727.87,,,BACKTEST_ONLY,
4501.1,2026-05-29 08:50:00,4496.55,2026-05-29 08:49:00,,,,-18.2,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,105.31,2026-05-28 20:16:08,[tp 4381.00],752.87,,,BACKTEST_ONLY,
4513.3,2026-05-29 19:42:00,4537.98,2026-05-29 18:01:00,,,,98.72,TP,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391.24,146.74,2026-05-28 20:16:08,[tp 4381.00],1304.87,,,BACKTEST_ONLY,
4491.92,2026-06-01 15:16:00,4494.38,2026-06-01 15:05:00,,,,-9.84,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.96,47.58,2026-05-30 04:56:34,[sl 4540.52],3488.43,,,BACKTEST_ONLY,
4491.92,2026-06-01 15:23:00,4494.38,2026-06-01 15:22:00,,,,-9.84,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.96,47.58,2026-05-30 04:56:34,[sl 4540.52],3505.43,,,BACKTEST_ONLY,
4491.92,2026-06-01 16:32:00,4494.38,2026-06-01 15:29:00,,,,-9.84,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.96,47.58,2026-05-30 04:56:34,[sl 4540.52],3512.43,,,BACKTEST_ONLY,
4496.2,2026-06-01 20:03:00,4507.83,2026-06-01 19:06:00,,,,46.52,TP,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.35,33.52,2026-06-01 07:24:03,[sl 4543.72],701.95,,,BACKTEST_ONLY,
4516.97,2026-06-02 19:53:00,4530.94,2026-06-02 15:01:00,,,,55.88,TP,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.35,10.41,2026-06-01 07:24:03,[sl 4543.72],1896.95,,,BACKTEST_ONLY,
4521.52,2026-06-02 19:47:00,4526.71,2026-06-02 17:21:00,,,,-20.76,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4453.0,73.71,2026-06-05 09:25:25,[sl 4450.29],3844.42,,,BACKTEST_ONLY,
4433.27,2026-06-04 03:33:00,4439.15,2026-06-04 00:28:00,,,,-23.52,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4453.0,13.85,2026-06-05 09:25:25,[sl 4450.29],1977.42,,,BACKTEST_ONLY,
4465.22,2026-06-04 08:12:00,4451.86,2026-06-04 08:01:00,,,,-53.44,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541.35,89.49,2026-06-01 07:24:03,[sl 4543.72],4356.95,,,BACKTEST_ONLY,
