group,reason,side,count,pnl,first_ts,last_ts
live,[sl 4492.54],SELL,1,-20.2,2026-05-29 00:16:36,2026-05-29 00:16:36
bt,SL,BUY,12,-72.24,2026-05-28 17:30:00,2026-06-08 08:15:00
bt,SL,SELL,5,-10.55,2026-05-29 14:30:00,2026-06-05 13:30:00
bt,S11_LINKED_CLEANUP,SELL,4,4.31,2026-05-29 03:15:00,2026-06-04 08:00:00
bt,S11_LINKED_CLEANUP,BUY,3,6.06,2026-05-29 18:15:00,2026-06-04 14:30:00
bt,TP,BUY,1,42.71,2026-05-29 21:15:00,2026-05-29 21:15:00
live_mismatch,PD Zone fill che,SELL,2,5.5,,
live_mismatch,Fill Trend Reche,BUY,1,5.6,,
live_mismatch,PD Zone fill che,BUY,1,2.24,,
live_mismatch,[sl 4451.53],BUY,1,-19.08,,
live_mismatch,[sl 4487.48],SELL,1,-3.56,,
live_mismatch,[sl 4508.60],SELL,1,-17.28,,
live_mismatch,[sl 4517.42],BUY,1,11.59,,
live_mismatch,[sl 4535.07],SELL,1,4.14,,
live_gap,ENTRY_TOO_FAR,SELL,1,-20.2,2026-05-29 00:16:36,2026-05-29 00:16:36
bt_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,20,-21.91,2026-05-28 17:30:00,2026-06-08 08:15:00
bt_gap,ENTRY_TOO_FAR,SELL,3,-2.5,2026-05-29 03:15:00,2026-06-03 21:00:00
bt_gap,TIME_TOO_FAR,SELL,2,-5.3,2026-06-04 08:00:00,2026-06-04 14:30:00
mismatch_gap,CLOSE_BUCKET_DIFF,SELL,4,-35.78,2026-06-01 20:45:11,2026-06-03 20:08:16
mismatch_gap,CLOSE_LIFECYCLE_PD,BUY,2,4.01,2026-06-02 15:28:16,2026-06-03 18:07:05
mismatch_gap,PNL_DIFF_SAME_BUCKET,SELL,2,15.32,2026-06-01 13:32:19,2026-06-01 17:20:01
mismatch_gap,LIVE_CLOSE_TREND_RECHECK,BUY,1,5.6,2026-06-03 09:01:51,2026-06-03 09:01:51
live_entry_comment,M15_S11_KRH1_50,SELL,1,-20.2,2026-05-29 00:16:36,2026-05-29 00:16:36
mismatch_entry_comment,M15_S11_KRH1_50,SELL,5,-11.2,2026-06-01 17:20:01,2026-06-03 18:07:05
mismatch_entry_comment,M15_S11_KRH1_50,BUY,4,0.35,2026-06-01 13:32:19,2026-06-03 20:08:16
