bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
4486.4,2026-06-04 18:25:00,4473.55,2026-06-04 09:50:00,,,,-12.85,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537.21,63.66,2026-06-02 15:04:46,[sl 4536.74],2565.23,,,BACKTEST_ONLY,
4487.11,2026-06-04 18:25:00,4476.52,2026-06-04 11:30:00,,,,-10.59,SL,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537.21,60.69,2026-06-02 15:04:46,[sl 4536.74],2665.23,,,BACKTEST_ONLY,
4433.05,2026-06-05 13:15:00,4445.46,2026-06-05 09:30:00,,,,-12.41,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,43.8,2026-06-01 21:11:23,[sl 4479.80],5058.62,,,BACKTEST_ONLY,
4461.04,2026-06-05 19:30:00,4469.37,2026-06-05 18:50:00,,,,8.33,TP,,,,,,SELL,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537.21,67.84,2026-06-02 15:04:46,[sl 4536.74],4545.23,,,BACKTEST_ONLY,
4434.88,2026-06-05 19:50:00,4423.95,2026-06-05 19:50:00,,,,10.93,TP,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,65.31,2026-06-01 21:11:23,[sl 4479.80],5678.62,,,BACKTEST_ONLY,
4337.72,2026-06-05 22:30:00,4347.87,2026-06-05 22:30:00,,,,-10.15,SL_GUARD_GROUP,,,,,,BUY,M30+H1+H4,M30,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,141.39,2026-06-01 21:11:23,[sl 4479.80],5838.62,,,BACKTEST_ONLY,
4325.11,2026-06-06 03:00:00,4325.39,2026-06-06 01:10:00,4325.11,M1,,-0.28,SL,,,,,,BUY,,,1,M1 4325.11,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,163.87,2026-06-01 21:11:23,[sl 4479.80],5998.62,,,BACKTEST_ONLY,
4319.08,2026-06-06 03:00:00,4315.17,2026-06-06 02:40:00,4319.08,M1,,3.91,SL,,,,,,BUY,,,1,M1 4319.08,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,174.09,2026-06-01 21:11:23,[sl 4479.80],6088.62,,,BACKTEST_ONLY,
4323.81,2026-06-08 05:10:00,4312.75,2026-06-08 05:05:00,,,,11.06,TP,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,176.51,2026-06-01 21:11:23,[sl 4479.80],9113.62,,,BACKTEST_ONLY,
4323.81,2026-06-08 08:40:00,4309.61,2026-06-08 08:30:00,,,,14.2,TP,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.26,179.65,2026-06-01 21:11:23,[sl 4479.80],9318.62,,,BACKTEST_ONLY,
