group,reason,side,count,pnl,first_ts,last_ts
bt,SL,BUY,8,-36.8,2026-06-01 20:10:00,2026-06-06 02:40:00
bt,SL,SELL,5,-26.69,2026-05-29 13:50:00,2026-06-04 11:30:00
bt,TP,BUY,5,58.01,2026-06-01 16:30:00,2026-06-08 08:30:00
bt,TP,SELL,2,18.51,2026-06-03 18:30:00,2026-06-05 18:50:00
bt,SL_GUARD_GROUP,BUY,1,-10.15,2026-06-05 22:30:00,2026-06-05 22:30:00
live_mismatch,[sl 4471.34],SELL,1,38.17,,
live_mismatch,[sl 4479.80],BUY,1,-27.87,,
live_mismatch,[sl 4505.81],SELL,1,17.62,,
live_mismatch,[sl 4511.79],BUY,1,18.69,,
live_mismatch,[sl 4525.07],SELL,1,13.35,,
live_mismatch,[sl 4536.74],SELL,1,-7.24,,
bt_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,16,-3.05,2026-05-29 21:00:00,2026-06-08 08:30:00
bt_gap,NEAREST_ALREADY_MATCHED_OR_GREEDY,SELL,3,-0.25,2026-05-29 13:50:00,2026-06-01 20:10:00
bt_gap,ENTRY_TOO_FAR,BUY,1,13.78,2026-06-01 16:30:00,2026-06-01 16:30:00
bt_gap,TIME_TOO_FAR,BUY,1,-7.6,2026-06-03 00:35:00,2026-06-03 00:35:00
mismatch_gap,PNL_DIFF_SAME_BUCKET,SELL,5,35.1,2026-05-28 22:45:14,2026-06-02 15:04:46
mismatch_gap,CLOSE_BUCKET_DIFF,SELL,1,17.62,2026-05-29 09:15:18,2026-05-29 09:15:18
trail_source_gap,- -> M1,SELL,2,10.38,2026-05-29 09:15:18,2026-06-02 15:04:46
mismatch_entry_comment,M5_S9_RSI9,SELL,4,61.9,2026-05-28 22:45:14,2026-06-02 15:04:46
mismatch_entry_comment,M5_S9_RSI9,BUY,2,-9.18,2026-06-01 14:20:36,2026-06-01 21:11:23
