Date,Trades,Win,Loss,BE,Net_PnL,Cumulative_PnL
2025-10-07,14,0,14,0,-190.96,-9861.200000000008
2025-10-08,29,0,29,0,-624.63,-10485.830000000007
2025-10-09,38,3,35,0,-356.96,-10842.790000000006
2025-10-10,18,9,9,0,434.95,-10407.840000000006
2025-10-13,83,3,80,0,-1732.93,-12140.770000000006
2025-10-14,12,3,9,0,137.64999999999998,-12003.120000000006
2025-10-15,34,3,31,0,-568.61,-12571.730000000007
2025-10-16,46,2,44,0,-641.62,-13213.350000000008
2025-10-17,26,0,26,0,-567.98,-13781.330000000007
2025-10-20,35,4,31,0,-664.63,-14445.960000000006
2025-10-21,133,57,76,0,8719.69,-5726.270000000006
2025-10-22,42,8,34,0,1789.58,-3936.690000000006
2025-10-23,8,0,8,0,-166.06,-4102.750000000006
2025-10-24,28,1,27,0,-332.85,-4435.600000000007
2025-10-27,89,9,80,0,-1045.46,-5481.060000000007
2025-10-28,61,3,58,0,-1095.67,-6576.730000000007
2025-10-29,42,14,28,0,723.35,-5853.3800000000065
2025-10-30,69,22,47,0,1146.07,-4707.310000000007
2025-10-31,23,4,19,0,-38.519999999999996,-4745.830000000007
2025-11-03,12,6,6,0,39.309999999999995,-4706.520000000007
2025-11-04,81,19,62,0,-57.89000000000003,-4764.410000000007
2025-11-06,15,0,15,0,-245.19,-5009.600000000007
2025-11-07,30,3,27,0,-498.41,-5508.010000000007
2025-11-10,161,9,152,0,-2288.28,-7796.290000000006
2025-11-11,6,0,6,0,-77.25999999999999,-7873.550000000007
2025-11-12,23,1,22,0,-294.07,-8167.620000000006
2025-11-13,22,4,18,0,184.91,-7982.710000000006
2025-11-14,53,11,42,0,509.99,-7472.720000000007
2025-11-17,46,4,42,0,-612.99,-8085.710000000006
2025-11-18,22,7,15,0,-41.57000000000001,-8127.280000000006
2025-11-19,77,7,70,0,-766.25,-8893.530000000006
2025-11-20,17,2,15,0,-131.20999999999998,-9024.740000000005
2025-11-21,54,5,49,0,-606.78,-9631.520000000006
2025-11-24,105,29,76,0,872.75,-8758.770000000006
2025-11-25,24,7,17,0,439.68,-8319.090000000006
2025-11-26,45,17,28,0,1475.8300000000002,-6843.260000000006
2025-11-28,31,6,25,0,468.46000000000004,-6374.800000000006
2025-12-01,4,2,2,0,173.45999999999998,-6201.340000000006
2025-12-02,31,8,23,0,190.0,-6011.340000000006
2025-12-03,1,1,0,0,27.4,-5983.940000000006
2025-12-04,11,1,10,0,-151.25,-6135.190000000006
2025-12-05,34,3,31,0,-448.23,-6583.4200000000055
2025-12-08,14,1,13,0,-177.54,-6760.9600000000055
2025-12-09,21,4,17,0,-123.12,-6884.080000000005
2025-12-10,28,11,17,0,177.57999999999998,-6706.5000000000055
2025-12-11,109,40,69,0,993.15,-5713.350000000006
2025-12-12,18,8,10,0,1601.29,-4112.060000000006
2025-12-15,3,2,1,0,78.25,-4033.810000000006
2025-12-16,5,0,5,0,-67.28999999999999,-4101.100000000006
2025-12-17,3,3,0,0,174.7,-3926.400000000006
2025-12-18,76,2,74,0,-1304.75,-5231.150000000006
2025-12-19,4,0,4,0,-33.41,-5264.560000000006
2025-12-22,68,19,49,0,510.54,-4754.020000000006
2025-12-23,18,0,18,0,-247.93,-5001.950000000006
2025-12-24,36,1,35,0,-502.93,-5504.8800000000065
2025-12-26,35,3,32,0,-246.62,-5751.500000000006
2025-12-29,93,12,81,0,-476.27,-6227.770000000006
2025-12-30,22,15,7,0,979.65,-5248.120000000006
2025-12-31,73,0,73,0,-1437.93,-6686.050000000007
2026-01-02,32,1,31,0,-566.8,-7252.850000000007
2026-01-05,84,1,83,0,-1581.51,-8834.360000000006
2026-01-06,30,1,29,0,-366.59000000000003,-9200.950000000006
2026-01-07,31,6,25,0,-151.18,-9352.130000000006
2026-01-08,27,11,16,0,442.79,-8909.340000000006
2026-01-09,70,13,57,0,-203.26999999999998,-9112.610000000006
2026-01-12,44,2,42,0,-371.44,-9484.050000000007
2026-01-13,16,13,3,0,635.94,-8848.110000000006
2026-01-14,13,6,7,0,207.99,-8640.120000000006
2026-01-15,10,4,6,0,85.82000000000001,-8554.300000000007
2026-01-16,96,20,76,0,274.35,-8279.950000000006
2026-01-18,5,0,5,0,-556.35,-8836.300000000007
2026-01-19,55,0,55,0,-1191.01,-10027.310000000007
2026-01-20,23,0,23,0,-518.33,-10545.640000000007
2026-01-21,25,0,25,0,-509.26,-11054.900000000007
2026-01-22,65,0,65,0,-1987.25,-13042.150000000007
2026-01-23,15,0,15,0,-272.75,-13314.900000000007
2026-01-26,36,6,30,0,-233.97,-13548.870000000006
2026-01-27,80,9,71,0,-810.12,-14358.990000000007
2026-01-28,38,1,37,0,-811.62,-15170.610000000008
2026-01-29,19,2,17,0,-427.84,-15598.450000000008
2026-01-30,110,5,105,0,-4831.64,-20430.090000000007
2026-02-02,21,0,21,0,-2452.22,-22882.31000000001
2026-02-03,38,0,38,0,-2329.36,-25211.67000000001
2026-02-04,24,6,18,0,-753.51,-25965.180000000008
2026-02-05,22,5,17,0,255.80999999999997,-25709.370000000006
2026-02-06,49,0,49,0,-2548.76,-28258.130000000005
2026-02-09,69,2,67,0,-2534.35,-30792.480000000003
2026-02-10,10,1,9,0,-97.53,-30890.010000000002
2026-02-11,96,10,86,0,-2599.76,-33489.770000000004
2026-02-12,133,30,103,0,1887.39,-31602.380000000005
2026-02-13,21,3,18,0,-265.34000000000003,-31867.720000000005
2026-02-16,9,3,6,0,-25.490000000000002,-31893.210000000006
2026-02-17,73,13,60,0,247.59999999999997,-31645.610000000008
2026-02-18,42,2,40,0,-863.1899999999999,-32508.800000000007
2026-02-19,11,4,7,0,101.01000000000002,-32407.790000000008
2026-02-20,170,20,150,0,-1514.76,-33922.55000000001
2026-02-23,129,5,124,0,-4577.88,-38500.43000000001
2026-02-24,37,6,31,0,1536.58,-36963.850000000006
2026-02-25,28,4,24,0,-271.65,-37235.50000000001
2026-02-26,25,0,25,0,-359.86,-37595.36000000001
2026-02-27,133,21,112,0,1178.1299999999999,-36417.23000000001
2026-03-01,1,0,1,0,-116.31,-36533.54000000001
2026-03-02,20,7,13,0,507.96000000000004,-36025.58000000001
2026-03-03,128,33,95,0,2899.45,-33126.13000000001
2026-03-04,4,2,2,0,114.56,-33011.570000000014
2026-03-05,57,9,48,0,-197.51999999999998,-33209.09000000001
2026-03-06,19,3,16,0,-76.84,-33285.93000000001
2026-03-09,64,9,55,0,-768.64,-34054.57000000001
2026-03-10,163,8,155,0,-4183.55,-38238.12000000001
2026-03-11,26,1,25,0,-474.43,-38712.55000000001
2026-03-12,74,24,50,0,1407.59,-37304.960000000014
2026-03-13,58,16,42,0,974.91,-36330.05000000001
2026-03-15,3,0,3,0,-119.82,-36449.87000000001
2026-03-16,38,1,37,0,-1191.81,-37641.68000000001
2026-03-17,23,2,21,0,-284.08,-37925.76000000001
2026-03-18,148,45,103,0,2409.79,-35515.97000000001
2026-03-19,51,2,49,0,-879.99,-36395.96000000001
2026-03-20,37,1,36,0,-1074.55,-37470.51000000001
2026-03-23,62,0,62,0,-4198.27,-41668.78000000001
2026-03-24,21,0,21,0,-712.48,-42381.26000000002
2026-03-25,46,4,42,0,-1914.48,-44295.74000000002
2026-03-26,24,2,22,0,-253.74,-44549.48000000002
2026-03-27,58,19,39,0,1923.11,-42626.37000000002
2026-03-30,55,22,33,0,1339.28,-41287.09000000002
2026-03-31,191,6,185,0,-6721.89,-48008.98000000002
2026-04-01,68,0,68,0,-2650.1,-50659.080000000016
2026-04-02,44,24,20,0,2925.48,-47733.60000000001
2026-04-06,12,0,12,0,-263.85,-47997.45000000001
2026-04-07,64,20,44,0,855.78,-47141.67000000001
2026-04-08,128,23,105,0,-995.5999999999999,-48137.27000000001
2026-04-09,10,1,9,0,-50.47,-48187.74000000001
2026-04-10,1,0,1,0,-17.83,-48205.570000000014
2026-04-13,79,10,69,0,-558.75,-48764.320000000014
2026-04-14,104,3,100,0,-2170.2,-50934.52000000001
2026-04-15,41,0,35,0,-1060.54,-51995.06000000001
2026-04-16,12,2,10,0,-30.0,-52025.06000000001
2026-04-17,106,19,85,0,-213.03000000000003,-52238.09000000001
2026-04-20,38,20,18,0,1451.47,-50786.62000000001
2026-04-21,87,18,69,0,297.35,-50489.27000000001
2026-04-22,2,2,0,0,185.09,-50304.180000000015
2026-04-23,37,6,31,0,-270.46999999999997,-50574.650000000016
2026-04-24,17,1,16,0,-79.95000000000002,-50654.60000000001
2026-04-27,3,1,2,0,0.740000000000002,-50653.860000000015
2026-04-28,138,19,119,0,-355.29999999999995,-51009.16000000002
2026-04-29,40,0,40,0,-743.9,-51753.06000000002
2026-04-30,43,0,43,0,-874.51,-52627.57000000002
2026-05-01,22,6,16,0,94.82999999999998,-52532.74000000002
2026-05-04,72,16,56,0,1759.1299999999999,-50773.61000000002
2026-05-05,3,1,2,0,42.14,-50731.47000000002
2026-05-06,170,29,141,0,383.85,-50347.620000000024
2026-05-07,51,1,50,0,-913.01,-51260.63000000003
2026-05-08,2,0,2,0,-31.689999999999998,-51292.32000000003
2026-05-11,54,9,45,0,-167.88,-51460.200000000026
2026-05-12,85,25,60,0,846.12,-50614.08000000002
2026-05-13,7,0,7,0,-87.11,-50701.190000000024
2026-05-14,46,9,37,0,-238.98,-50940.17000000003
2026-05-15,126,47,79,0,3644.39,-47295.78000000003
2026-05-18,39,0,39,0,-855.97,-48151.75000000003
2026-05-19,61,32,29,0,2083.87,-46067.88000000003
2026-05-20,18,0,18,0,-517.88,-46585.760000000024
2026-05-21,29,6,23,0,81.61,-46504.15000000002
2026-05-22,20,4,16,0,-68.41000000000001,-46572.56000000003
2026-05-25,44,6,38,0,-485.2,-47057.760000000024
2026-05-26,34,11,23,0,475.26,-46582.50000000002
2026-05-27,151,26,125,0,550.16,-46032.34000000002
2026-05-28,68,11,57,0,-149.31999999999996,-46181.66000000002
2026-05-29,73,1,72,0,-1491.07,-47672.73000000002
2026-06-01,36,14,22,0,809.06,-46863.67000000002
2026-06-02,13,1,12,0,-194.2,-47057.87000000002
2026-06-03,38,5,33,0,-35.92000000000001,-47093.790000000015
2026-06-04,33,6,27,0,-109.05000000000001,-47202.84000000002
2026-06-05,99,7,92,0,-1373.47,-48576.31000000002
2026-06-08,43,5,38,0,775.45,-47800.86000000002
2026-06-09,73,18,55,0,-26.5,-47827.36000000002
2026-06-10,58,2,56,0,-1398.3500000000001,-49225.71000000002
2026-06-11,60,3,57,0,-1167.51,-50393.22000000002
2026-06-12,10,0,10,0,-226.23999999999998,-50619.46000000002
2026-06-15,89,3,86,0,-1335.56,-51955.02000000002
2026-06-17,114,46,68,0,3241.93,-48713.09000000002
2026-06-18,13,0,13,0,-211.12,-48924.21000000002
2026-06-19,76,27,49,0,4866.68,-44057.53000000002
2026-06-22,17,11,6,0,648.23,-43409.30000000002
2026-06-23,64,1,63,0,-1156.46,-44565.76000000002
2026-06-24,85,5,76,0,-32.82000000000005,-44598.580000000016
2026-06-25,3,0,3,0,-69.85,-44668.430000000015
2026-06-26,30,8,22,0,193.48000000000002,-44474.95000000001
2026-06-29,10,0,10,0,-163.7,-44638.65000000001
2026-06-30,64,7,54,0,-503.84,-45142.490000000005
2026-07-01,98,12,86,0,-306.67,-45449.16
2026-07-02,80,13,67,0,463.11,-44986.05
2026-07-03,51,4,47,0,-520.92,-45506.97
2026-07-06,14,5,9,0,658.08,-44848.89
2026-07-07,44,17,27,0,781.1,-44067.79
2026-07-08,48,13,35,0,657.21,-43410.58
2026-07-09,29,11,18,0,484.7,-42925.880000000005
2026-07-10,21,12,9,0,463.55,-42462.33
2026-07-13,94,16,78,0,-523.01,-42985.340000000004
2026-07-14,37,8,29,0,-160.5,-43145.840000000004
2026-07-15,3,2,1,0,53.27,-43092.57000000001
2026-07-16,64,14,50,0,915.0,-42177.57000000001
2026-07-17,30,10,19,0,1110.54,-41067.030000000006
2026-07-20,16,11,5,0,679.28,-40387.75000000001
2026-07-21,69,21,48,0,593.58,-39794.170000000006
2026-07-22,133,13,120,0,-918.23,-40712.40000000001
2026-07-23,32,3,29,0,-47.47000000000001,-40759.87000000001
2026-07-24,14,1,13,0,-123.71,-40883.58000000001
2026-07-27,9,2,7,0,-81.74,-40965.32000000001
2026-07-28,48,5,43,0,-399.57,-41364.89000000001
2026-07-29,70,15,55,0,57.55999999999998,-41307.33000000001
2026-07-30,19,10,9,0,536.94,-40770.39000000001
2026-07-31,18,5,13,0,186.18999999999997,-40584.200000000004
2026-08-03,18,6,12,0,77.75,-40506.450000000004
2026-08-04,26,7,19,0,181.23999999999998,-40325.21000000001
2026-08-05,130,19,111,0,-164.79999999999995,-40490.01000000001
2026-08-06,37,2,35,0,-123.25,-40613.26000000001
2026-08-07,66,4,62,0,-1056.58,-41669.84000000001
2026-08-10,21,3,18,0,-283.27,-41953.11000000001
2026-08-11,12,0,12,0,-264.38,-42217.490000000005
2026-08-12,19,5,14,0,99.18999999999998,-42118.3
2026-08-13,72,22,50,0,879.99,-41238.310000000005
2026-08-14,68,15,53,0,210.66000000000003,-41027.65
2026-08-17,36,13,23,0,760.5799999999999,-40267.07
2026-08-18,62,15,47,0,520.86,-39746.21
2026-08-19,94,6,88,0,-1247.97,-40994.18
2026-08-20,27,3,24,0,103.51,-40890.67
2026-08-21,45,2,43,0,-803.5600000000001,-41694.229999999996
2026-08-24,23,3,20,0,-333.68,-42027.909999999996
2026-08-25,22,2,20,0,389.02,-41638.89
2026-08-26,55,13,42,0,307.63,-41331.26
2026-08-27,47,10,37,0,252.1,-41079.16
2026-08-28,122,19,103,0,-649.62,-41728.780000000006
2026-08-31,29,3,26,0,-351.82,-42080.600000000006
2026-09-01,53,5,48,0,-803.41,-42884.01000000001
2026-09-02,34,1,33,0,-706.28,-43590.29000000001
2026-09-03,86,1,85,0,-1636.03,-45226.32000000001
2026-09-04,14,2,12,0,-73.66,-45299.98000000001
2026-09-07,10,3,7,0,27.35,-45272.63000000001
2026-09-08,74,16,57,0,928.62,-44344.01000000001
2026-09-09,12,3,9,0,-46.84,-44390.850000000006
2026-09-10,104,28,75,0,1426.87,-42963.98
2026-09-11,41,9,30,0,-25.94999999999999,-42989.93
2026-09-14,70,16,47,0,803.73,-42186.2
2026-09-15,5,0,5,0,-66.71,-42252.909999999996
2026-09-16,98,31,59,0,1307.37,-40945.53999999999
2026-09-17,58,12,15,0,1122.63,-39822.909999999996
