Pattern,TF,Time (BKK),Type,Limit_Price,Entry,SL,TP,be_trig,be_act,RSI,ATR,Lot,dist_sma50,dist_sma200,body,range,Bars_Waited,Reason,P&L,CloseTime (BKK),Balance,Date,Month
Group34,H1,2025-03-21 07:00,SELL,3032.08,3032.08,3034.0,3025.74,3029.54,False,32.44,5.06,0.01,-0.33,,1.74,6.5,2,SL,-1.92,2025-03-21 09:00,9998.08,2025-03-21,2025-03
Group34,H1,2025-03-21 09:00,SELL,3034.83,3034.83,3033.45,3025.74,3031.19,False,34.09,4.83,0.01,-0.23,,0.73,7.66,5,SL,1.38,2025-03-21 12:00,9999.46,2025-03-21,2025-03
FVG,H1,2025-03-26 16:00,BUY,3013.41,3013.41,3002.87,3050.02,3028.05,False,42.36,6.85,0.01,-0.09,-0.1,1.49,6.56,1,TP,36.61,2025-03-27 11:00,10036.07,2025-03-27,2025-03
FVG,H1,2025-04-03 00:00,SELL,3139.02,3139.02,3154.07,3068.04,3110.63,False,67.93,11.32,0.01,0.65,2.71,16.15,23.81,16,SL,-15.05,2025-04-03 01:00,10021.02,2025-04-03,2025-04
FVG,H1,2025-04-03 00:00,SELL,3135.63,3135.63,3151.86,3081.01,3113.78,False,67.93,11.32,0.01,0.65,2.71,16.15,23.81,6,SL,-16.23,2025-04-03 01:00,10004.79,2025-04-03,2025-04
FVG,H1,2025-04-03 00:00,SELL,3135.63,3135.63,3151.14,3081.45,3113.96,False,67.93,11.32,0.01,0.65,2.71,16.15,23.81,5,SL,-15.51,2025-04-03 01:00,9989.28,2025-04-03,2025-04
FVG,H1,2025-04-03 01:00,SELL,3148.96,3148.96,3164.43,3092.59,3126.41,False,70.81,11.89,0.01,1.16,3.23,16.67,21.85,27,SL,-15.47,2025-04-03 01:00,9973.81,2025-04-03,2025-04
FVG,H1,2025-04-03 01:00,SELL,3148.96,3148.96,3164.84,3092.34,3126.31,False,70.81,11.89,0.01,1.16,3.23,16.67,21.85,26,SL,-15.88,2025-04-03 01:00,9957.93,2025-04-03,2025-04
FVG,H1,2025-04-03 01:00,SELL,3148.96,3148.96,3164.86,3092.33,3126.31,False,70.81,11.89,0.01,1.16,3.23,16.67,21.85,25,SL,-15.9,2025-04-03 01:00,9942.03,2025-04-03,2025-04
FVG,H1,2025-04-03 12:00,BUY,3105.73,3105.73,3090.22,3163.7,3128.92,False,39.1,15.3,0.01,-1.02,0.85,26.06,33.78,17,SL,-15.51,2025-04-03 12:00,9926.52,2025-04-03,2025-04
FVG,H1,2025-04-03 12:00,BUY,3107.74,3107.74,3091.74,3159.79,3128.56,False,39.1,15.3,0.01,-1.02,0.85,26.06,33.78,15,SL,-16.0,2025-04-03 12:00,9910.52,2025-04-03,2025-04
FVG,H1,2025-04-03 12:00,BUY,3107.74,3107.74,3092.13,3159.55,3128.47,False,39.1,15.3,0.01,-1.02,0.85,26.06,33.78,14,SL,-15.61,2025-04-03 12:00,9894.91,2025-04-03,2025-04
