entry_time,exit_time,direction,entry,sl,tp1,tp2,tp3,exit_price,outcome,profit,tp1_hit,tp2_hit,pattern,reason
2026-07-22 08:00:00,2026-07-22 13:00:00,BUY,4115.53,4075.7,4138.41,4161.29,4184.16,4115.53,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.614 width=71.10
2026-07-23 03:30:00,2026-07-23 20:00:00,SELL,4129.71,4184.2,4104.71,4079.71,4054.71,4054.71,TP3,74.8,True,True,S431 Breakout Channel,touches=2H/3L conv=0.322 width=75.15
2026-08-03 14:00:00,2026-08-04 03:30:00,SELL,4058.09,4068.79,4035.95,4013.81,3991.67,4058.09,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.857 width=71.27
2026-08-05 09:30:00,2026-08-05 18:30:00,BUY,4129.27,4066.69,4146.56,4163.85,4181.15,4181.15,TP3,51.68,True,True,S431 Breakout Channel,touches=2H/2L conv=0.401 width=69.17
