entry_time,exit_time,direction,entry,sl,tp1,tp2,tp3,exit_price,outcome,profit,tp1_hit,tp2_hit,pattern,reason
2026-08-07 12:05:00,2026-08-07 12:10:00,SELL,4263.26,4267.71,4259.0,4254.74,4250.49,4267.71,SL,-4.65,False,False,S431 Breakout Channel,touches=2H/3L conv=0.627 width=12.88
2026-08-07 15:33:00,2026-08-07 15:35:00,BUY,4311.29,4295.28,4313.6,4315.91,4318.22,4311.29,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.788 width=17.08
2026-08-07 16:40:00,2026-08-07 17:12:00,BUY,4310.13,4303.96,4318.14,4326.16,4334.17,4310.13,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.837 width=25.05
2026-08-07 18:50:00,2026-08-07 18:52:00,BUY,4326.28,4323.29,4327.4,4328.52,4329.65,4323.29,SL,-3.19,False,False,S431 Breakout Channel,touches=2H/3L conv=0.890 width=5.46
2026-08-07 23:00:00,2026-08-07 23:08:00,SELL,4340.47,4348.66,4333.11,4325.74,4318.38,4348.66,SL,-8.39,False,False,S431 Breakout Channel,touches=2H/2L conv=0.831 width=22.21
2026-08-07 23:25:00,2026-08-08 00:05:00,SELL,4336.43,4346.45,4330.65,4324.86,4319.08,4336.43,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.544 width=18.81
2026-08-08 00:20:00,2026-08-08 00:31:00,BUY,4336.09,4324.31,4340.7,4345.31,4349.91,4336.09,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.278 width=14.64
2026-08-08 00:48:00,2026-08-08 03:30:00,BUY,4336.97,4319.31,4344.36,4351.76,4359.15,4336.97,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.431 width=22.69
2026-08-10 05:06:00,2026-08-10 06:04:00,SELL,4336.58,4347.29,4331.19,4325.81,4320.42,4347.29,SL,-10.91,False,False,S431 Breakout Channel,touches=3H/2L conv=0.371 width=16.50
2026-08-10 06:23:00,2026-08-10 06:32:00,BUY,4348.41,4344.3,4351.96,4355.51,4359.06,4344.3,SL,-4.31,False,False,S431 Breakout Channel,touches=2H/2L conv=0.545 width=10.89
2026-08-10 06:54:00,2026-08-10 07:03:00,SELL,4340.43,4349.99,4336.86,4333.28,4329.71,4340.43,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.204 width=11.37
2026-08-10 07:04:00,2026-08-10 07:16:00,BUY,4340.53,4332.16,4345.77,4351.01,4356.25,4340.53,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.774 width=16.18
2026-08-10 09:58:00,2026-08-10 10:28:00,SELL,4319.81,4327.1,4314.84,4309.88,4304.91,4327.1,SL,-7.49,False,False,S431 Breakout Channel,touches=2H/2L conv=0.744 width=14.93
2026-08-10 11:10:00,2026-08-10 11:41:00,BUY,4330.06,4316.56,4334.31,4338.55,4342.8,4330.06,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.131 width=14.12
2026-08-10 12:29:00,2026-08-10 12:30:00,SELL,4333.82,4336.26,4330.9,4327.99,4325.07,4336.26,SL,-2.64,False,False,S431 Breakout Channel,touches=2H/2L conv=0.852 width=9.22
2026-08-10 17:07:00,2026-08-10 18:13:00,BUY,4340.68,4332.08,4345.17,4349.65,4354.14,4332.08,SL,-8.8,False,False,S431 Breakout Channel,touches=2H/3L conv=0.556 width=13.75
2026-08-11 01:05:00,2026-08-11 01:38:00,BUY,4365.0,4358.18,4370.18,4375.35,4380.53,4380.53,TP3,15.33,True,True,S431 Breakout Channel,touches=2H/2L conv=0.358 width=16.22
2026-08-11 03:47:00,2026-08-11 05:07:00,SELL,4389.36,4390.93,4385.35,4381.34,4377.33,4390.93,SL,-1.77,False,False,S431 Breakout Channel,touches=2H/2L conv=0.953 width=12.64
2026-08-11 05:22:00,2026-08-11 07:04:00,BUY,4393.01,4389.73,4396.8,4400.59,4404.38,4404.38,TP3,11.17,True,True,S431 Breakout Channel,touches=2H/2L conv=0.755 width=11.60
2026-08-11 10:26:00,2026-08-11 11:10:00,BUY,4419.24,4413.39,4423.97,4428.69,4433.42,4413.39,SL,-6.05,False,False,S431 Breakout Channel,touches=2H/2L conv=0.892 width=16.81
2026-08-11 11:20:00,2026-08-11 11:32:00,SELL,4411.38,4417.12,4404.64,4397.89,4391.15,4417.12,SL,-5.94,False,False,S431 Breakout Channel,touches=2H/2L conv=0.819 width=21.47
2026-08-11 11:42:00,2026-08-11 12:20:00,SELL,4409.4,4420.09,4405.51,4401.61,4397.72,4397.72,TP3,11.48,True,True,S431 Breakout Channel,touches=2H/2L conv=0.316 width=12.77
2026-08-11 15:26:00,2026-08-11 15:50:00,BUY,4367.81,4356.09,4370.73,4373.66,4376.58,4376.58,TP3,8.57,True,True,S431 Breakout Channel,touches=2H/2L conv=0.026 width=10.34
2026-08-11 17:59:00,2026-08-11 18:03:00,BUY,4382.3,4374.73,4385.5,4388.69,4391.89,4391.89,TP3,9.39,True,True,S431 Breakout Channel,touches=2H/5L conv=0.469 width=9.99
2026-08-11 23:41:00,2026-08-11 23:53:00,BUY,4384.51,4381.1,4392.44,4400.36,4408.29,4381.1,SL,-3.61,False,False,S431 Breakout Channel,touches=2H/2L conv=0.916 width=24.08
2026-08-12 00:12:00,2026-08-12 07:17:00,SELL,4382.42,4384.51,4374.45,4366.47,4358.5,4376.34,TIMEOUT,5.88,True,True,S431 Breakout Channel,touches=2H/2L conv=0.931 width=24.11
2026-08-12 11:59:00,2026-08-12 12:14:00,BUY,4401.07,4395.18,4404.77,4408.47,4412.17,4401.07,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.670 width=11.16
2026-08-12 15:47:00,2026-08-12 16:04:00,SELL,4403.08,4407.73,4400.84,4398.6,4396.37,4407.73,SL,-4.85,False,False,S431 Breakout Channel,touches=2H/2L conv=0.815 width=8.63
2026-08-12 22:47:00,2026-08-12 22:54:00,SELL,4416.46,4420.98,4411.89,4407.32,4402.75,4416.46,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.685 width=14.68
2026-08-12 23:15:00,2026-08-12 23:45:00,BUY,4424.63,4409.33,4431.43,4438.22,4445.02,4409.33,SL,-15.5,False,False,S431 Breakout Channel,touches=2H/2L conv=0.326 width=21.29
2026-08-13 00:19:00,2026-08-13 00:40:00,BUY,4403.37,4391.44,4410.96,4418.55,4426.14,4403.37,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.560 width=22.79
2026-08-13 01:16:00,2026-08-13 05:03:00,BUY,4406.29,4396.29,4414.07,4421.86,4429.64,4406.29,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.685 width=23.97
2026-08-13 05:26:00,2026-08-13 06:16:00,SELL,4399.23,4406.44,4397.48,4395.73,4393.98,4406.44,SL,-7.41,False,False,S431 Breakout Channel,touches=3H/2L conv=0.165 width=6.85
2026-08-13 06:27:00,2026-08-13 07:08:00,BUY,4409.56,4404.83,4413.39,4417.21,4421.04,4421.04,TP3,11.28,True,True,S431 Breakout Channel,touches=4H/2L conv=0.686 width=11.98
2026-08-13 10:41:00,2026-08-13 11:11:00,SELL,4407.86,4410.15,4403.12,4398.39,4393.65,4393.65,TP3,14.01,True,True,S431 Breakout Channel,touches=3H/2L conv=0.920 width=14.84
2026-08-13 11:36:00,2026-08-13 12:01:00,BUY,4399.17,4393.87,4402.87,4406.56,4410.26,4393.87,SL,-5.5,False,False,S431 Breakout Channel,touches=2H/2L conv=0.786 width=11.72
2026-08-13 12:10:00,2026-08-13 12:31:00,BUY,4398.93,4393.28,4402.73,4406.53,4410.34,4398.93,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.788 width=13.57
2026-08-13 14:49:00,2026-08-13 15:26:00,SELL,4371.82,4374.85,4368.43,4365.03,4361.64,4371.82,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.887 width=11.33
2026-08-13 15:35:00,2026-08-13 17:50:00,BUY,4375.35,4366.5,4380.85,4386.34,4391.84,4391.84,TP3,16.29,True,True,S431 Breakout Channel,touches=2H/2L conv=0.602 width=16.53
2026-08-13 18:26:00,2026-08-13 18:42:00,SELL,4391.45,4398.1,4389.15,4386.85,4384.56,4384.56,TP3,6.69,True,True,S431 Breakout Channel,touches=2H/3L conv=0.090 width=7.10
2026-08-13 23:44:00,2026-08-14 00:28:00,BUY,4365.77,4347.99,4372.47,4379.17,4385.87,4365.77,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.249 width=20.74
2026-08-14 00:41:00,2026-08-14 05:37:00,SELL,4360.3,4373.94,4353.39,4346.48,4339.56,4360.3,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.456 width=21.02
2026-08-14 06:46:00,2026-08-14 07:15:00,BUY,4362.55,4349.59,4368.16,4373.77,4379.38,4349.59,SL,-13.16,False,False,S431 Breakout Channel,touches=2H/3L conv=0.537 width=17.73
2026-08-14 11:28:00,2026-08-14 12:30:00,SELL,4325.56,4328.69,4322.62,4319.69,4316.75,4316.75,TP3,8.61,True,True,S431 Breakout Channel,touches=2H/2L conv=0.817 width=9.60
2026-08-14 12:35:00,2026-08-14 12:44:00,BUY,4318.36,4316.31,4321.0,4323.63,4326.27,4318.36,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.901 width=8.28
2026-08-14 14:39:00,2026-08-14 14:45:00,BUY,4336.48,4333.21,4338.6,4340.71,4342.83,4342.83,TP3,6.15,True,True,S431 Breakout Channel,touches=2H/2L conv=0.695 width=6.92
2026-08-14 16:14:00,2026-08-14 16:28:00,BUY,4350.83,4347.28,4353.99,4357.14,4360.3,4350.83,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.694 width=10.75
2026-08-14 18:15:00,2026-08-14 18:38:00,BUY,4351.45,4348.72,4355.09,4358.72,4362.36,4362.36,TP3,10.71,True,True,S431 Breakout Channel,touches=2H/2L conv=0.801 width=11.38
2026-08-15 00:00:00,2026-08-15 00:12:00,BUY,4386.18,4380.73,4391.75,4397.33,4402.9,4380.73,SL,-5.65,False,False,S431 Breakout Channel,touches=2H/2L conv=0.598 width=16.94
2026-08-15 00:27:00,2026-08-15 00:29:00,SELL,4380.25,4381.51,4375.92,4371.59,4367.27,4381.51,SL,-1.46,False,False,S431 Breakout Channel,touches=3H/2L conv=0.887 width=13.27
2026-08-15 00:34:00,2026-08-15 00:37:00,BUY,4382.66,4379.79,4386.16,4389.66,4393.15,4379.79,SL,-3.07,False,False,S431 Breakout Channel,touches=2H/2L conv=0.863 width=11.29
2026-08-15 00:42:00,2026-08-15 01:05:00,SELL,4378.28,4381.6,4374.67,4371.07,4367.46,4381.6,SL,-3.52,False,False,S431 Breakout Channel,touches=2H/2L conv=0.816 width=11.61
2026-08-15 01:21:00,2026-08-15 01:43:00,BUY,4380.17,4376.67,4382.54,4384.9,4387.27,4380.17,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.735 width=7.25
2026-08-17 05:06:00,2026-08-17 05:10:00,SELL,4373.24,4377.43,4369.4,4365.55,4361.71,4377.43,SL,-4.39,False,False,S431 Breakout Channel,touches=2H/2L conv=0.510 width=11.63
2026-08-17 05:39:00,2026-08-17 05:58:00,BUY,4378.61,4373.15,4380.83,4383.05,4385.27,4385.27,TP3,6.46,True,True,S431 Breakout Channel,touches=2H/3L conv=0.472 width=7.15
2026-08-17 06:06:00,2026-08-17 06:29:00,SELL,4381.5,4387.61,4379.06,4376.62,4374.18,4374.18,TP3,7.12,True,True,S431 Breakout Channel,touches=3H/3L conv=0.542 width=7.73
2026-08-17 10:29:00,2026-08-17 10:36:00,BUY,4392.95,4387.94,4394.38,4395.81,4397.24,4392.95,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.598 width=6.63
2026-08-17 10:58:00,2026-08-17 11:21:00,BUY,4397.04,4394.38,4400.2,4403.35,4406.51,4394.38,SL,-2.86,False,False,S431 Breakout Channel,touches=3H/2L conv=0.849 width=9.51
2026-08-17 16:08:00,2026-08-17 17:26:00,BUY,4397.6,4392.12,4402.81,4408.03,4413.24,4392.12,SL,-5.68,False,False,S431 Breakout Channel,touches=2H/2L conv=0.682 width=15.91
2026-08-18 00:06:00,2026-08-18 01:24:00,SELL,4421.89,4429.48,4417.79,4413.69,4409.59,4409.59,TP3,12.1,True,True,S431 Breakout Channel,touches=2H/3L conv=0.400 width=13.29
2026-08-18 05:26:00,2026-08-18 05:36:00,SELL,4413.57,4416.77,4412.55,4411.53,4410.51,4413.57,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.709 width=4.53
2026-08-18 06:14:00,2026-08-18 06:27:00,BUY,4414.77,4410.45,4416.9,4419.04,4421.17,4421.17,TP3,6.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.398 width=7.06
2026-08-18 06:45:00,2026-08-18 06:46:00,SELL,4422.16,4422.85,4418.62,4415.09,4411.55,4422.85,SL,-0.89,False,False,S431 Breakout Channel,touches=2H/2L conv=0.968 width=10.68
2026-08-18 10:35:00,2026-08-18 10:47:00,BUY,4396.34,4394.49,4399.55,4402.76,4405.97,4394.49,SL,-2.05,False,False,S431 Breakout Channel,touches=2H/2L conv=0.863 width=9.75
2026-08-18 11:25:00,2026-08-18 11:39:00,BUY,4392.53,4389.59,4394.39,4396.26,4398.12,4389.59,SL,-3.14,False,False,S431 Breakout Channel,touches=2H/2L conv=0.742 width=5.75
2026-08-18 11:49:00,2026-08-18 12:30:00,BUY,4394.81,4388.71,4397.03,4399.25,4401.48,4388.71,SL,-6.3,False,False,S431 Breakout Channel,touches=2H/3L conv=0.579 width=7.74
2026-08-18 18:11:00,2026-08-18 18:41:00,SELL,4392.24,4400.7,4389.15,4386.06,4382.97,4392.24,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.241 width=9.85
2026-08-18 23:54:00,2026-08-18 23:56:00,BUY,4368.67,4365.76,4376.29,4383.91,4391.53,4365.76,SL,-3.11,False,False,S431 Breakout Channel,touches=2H/2L conv=0.941 width=24.07
2026-08-19 00:15:00,2026-08-19 00:18:00,BUY,4367.83,4365.22,4375.74,4383.64,4391.55,4365.22,SL,-2.81,False,False,S431 Breakout Channel,touches=2H/2L conv=0.843 width=24.32
2026-08-19 00:30:00,2026-08-19 02:44:00,SELL,4361.44,4367.82,4358.21,4354.98,4351.74,4351.74,TP3,9.5,True,True,S431 Breakout Channel,touches=3H/2L conv=0.775 width=12.45
2026-08-19 02:46:00,2026-08-19 02:49:00,SELL,4352.19,4357.65,4349.75,4347.31,4344.86,4344.86,TP3,7.13,True,True,S431 Breakout Channel,touches=3H/3L conv=0.360 width=7.50
2026-08-19 05:57:00,2026-08-19 06:01:00,SELL,4333.37,4335.25,4327.76,4322.16,4316.55,4335.25,SL,-2.08,False,False,S431 Breakout Channel,touches=2H/2L conv=0.873 width=17.35
2026-08-19 06:15:00,2026-08-19 06:52:00,SELL,4333.07,4337.65,4329.02,4324.96,4320.91,4333.07,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.724 width=12.84
2026-08-19 09:11:00,2026-08-19 09:16:00,SELL,4354.89,4357.05,4349.54,4344.18,4338.83,4357.05,SL,-2.36,False,False,S431 Breakout Channel,touches=2H/2L conv=0.872 width=16.45
2026-08-19 10:37:00,2026-08-19 11:16:00,BUY,4358.14,4352.16,4361.77,4365.39,4369.02,4352.16,SL,-6.18,False,False,S431 Breakout Channel,touches=2H/3L conv=0.553 width=11.01
2026-08-19 11:34:00,2026-08-19 12:01:00,SELL,4349.67,4351.17,4346.48,4343.29,4340.09,4349.67,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.800 width=9.67
2026-08-19 12:10:00,2026-08-19 12:23:00,SELL,4340.84,4349.67,4337.75,4334.67,4331.58,4340.84,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.374 width=10.79
2026-08-19 14:56:00,2026-08-19 17:17:00,SELL,4355.15,4367.14,4350.77,4346.39,4342.01,4367.14,SL,-12.19,False,False,S431 Breakout Channel,touches=2H/2L conv=0.119 width=13.34
