bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
4495.18,2026-06-01 16:57:00,4498.42,2026-06-01 16:45:00,4495.18,M1,2026-06-01 16:55:00,-12.96,SL,BUY_SWEEP,0.0,0.0,0.0,0.0,BUY,,,2,06-01 16:53 M1 4494.07 -> 06-01 16:55 M1 4495.18,-1.93,2.36,PNL_DIFF_SAME_BUCKET,4493.25,2026-06-01 16:38:20,,4496.06,M15_S14_BS,2026-06-01 16:30:02,,,,-11.24,[sl 4493.25],BUY_SWEEP,-2.81,-2.81,-2.81,-2.81,BUY,,,,,,,,,535454707,,,NEAR,152.03,,,,,,,,,,,1.72,False,MISMATCH,14.97
4493.25,2026-06-01 15:38:00,4495.98,2026-06-01 15:30:00,4493.25,M1,2026-06-01 15:35:00,-10.92,SL,BUY_SWEEP,0.0,0.0,0.0,0.0,BUY,,,2,06-01 15:34 M1 4492.32 -> 06-01 15:35 M1 4493.25,7.25,2.55,S14_FAMILY_DIFF,4500.5025000000005,2026-06-01 16:03:10,,4498.53,M15_S14_BE,2026-06-01 15:45:03,,,,7.890000000000001,[sl 4499.44],BUY_ENGULF,2.49,3.58,0.91,0.91,BUY,,,,,,,,,535420331,,,NEAR,153.05,,,,,,,,,,,18.81,True,MISMATCH,15.05
4321.66,2026-06-06 03:42:00,4322.67,2026-06-06 03:30:00,4321.66,M1,2026-06-06 03:37:00,-1.03,SL,BUY_SWEEP,2.0,0.0,0.0,0.0,BUY,,,1,06-06 03:37 M1 4321.66,-3.2,0.42,S14_FAMILY_DIFF,4318.46,2026-06-06 03:00:51,,4322.25,M15_S14_BSSH4,2026-06-06 03:00:01,,,,-15.16,SL Guard Group a,BUY_ENGULF,-3.79,-3.79,-3.79,-3.79,BUY,,,,,,,,,538762805,,,NEAR,300.25,,,,,,,,,,,-14.13,True,MISMATCH,29.98
4565.67,2026-05-30 00:07:00,4566.84,2026-05-30 00:00:00,4565.67,M1,2026-05-30 00:06:00,7.34,SL,SELL_SWEEP,2.0,3.0,0.0,0.0,SELL,,,2,05-30 00:05 M1 4568.31 -> 05-30 00:06 M1 4565.67,-0.27,2.35,PNL_DIFF_SAME_BUCKET,4565.405,2026-05-30 00:54:23,,4569.19,M15_S14_SS,2026-05-30 00:45:04,,,,15.14,[sl 4565.83],SELL_SWEEP,2.0,3.25,6.53,3.36,SELL,,,,,,,,,534996088,,,LOOSE,453.02,,,,,,,,,,,7.8,False,MISMATCH,45.07
4520.84,2026-06-01 12:29:00,4518.21,2026-06-01 12:15:00,4520.84,M1,2026-06-01 12:24:00,10.26,SL,BUY_SWEEP,2.0,3.0,0.0,0.0,BUY,,,5,06-01 12:18 M1 4517.10 -> 06-01 12:19 M1 4518.33 -> 06-01 12:21 M5 4518.65 -> 06-01 12:23 M1 4519.05 -> 06-01 12:24 M1 4520.84,-4.57,3.46,PNL_DIFF_SAME_BUCKET,4516.2675,2026-06-01 13:10:12,,4514.75,M15_S14_BS,2026-06-01 13:00:02,,,,6.07,[sl 4515.83],BUY_SWEEP,2.83,1.08,1.08,1.08,BUY,,,,,,,,,535329772,,,LOOSE,453.79,,,,,,,,,,,-4.19,False,MISMATCH,45.03
4469.04,2026-06-03 14:14:00,4463.01,2026-06-03 14:00:00,4469.04,M1,2026-06-03 14:13:00,17.03,SL,BUY_SWEEP,2.0,3.0,6.0,0.0,BUY,,,7,06-03 14:03 M1 4459.68 -> 06-03 14:04 M1 4462.93 -> 06-03 14:06 M5 4463.32 -> 06-03 14:09 M1 4464.14 -> 06-03 14:10 M1 4465.00 -> 06-03 14:11 M5 4467.30 -> 06-03 14:13 M1 4469.04,-3.66,0.37,LOOSE_MATCH_SL_GUARD,4465.375,2026-06-03 15:27:08,,4463.38,M15_S14_BS,2026-06-03 15:00:03,,,,7.979999999999999,SL Guard Group a,BUY_SWEEP,3.55,3.56,6.47,-5.6,BUY,,,,,,,,,536778652,,,LOOSE,600.87,,,,,,,,,,,-9.05,False,MISMATCH,60.05
4501.43,2026-05-29 01:50:00,4507.75,2026-05-29 01:15:00,4501.43,M1,2026-05-29 01:48:00,17.32,SL,SELL_SWEEP,2.0,3.0,6.0,0.0,SELL,,,12,05-29 01:31 M15 4507.50 -> 05-29 01:32 M1 4505.36 -> 05-29 01:33 M1 4504.67 -> 05-29 01:34 M1 4504.66 -> 05-29 01:38 M1 4503.81 -> 05-29 01:44 M1 4503.25 -> 05-29 01:47 M1 4502.63 -> 05-29 01:48 M1 4501.43,0.63,1.47,,4502.06,2026-05-29 02:50:34,,4506.28,M15_S14_SS,2026-05-29 02:15:04,,,,16.880000000000003,[sl 4501.43],SELL_SWEEP,2.22,3.6,6.21,4.85,SELL,,,,,,,,,534202512,,,LOOSE,602.14,,,,,,,,,,,-0.44,False,MATCH,60.07
4481.74,2026-06-02 07:06:00,4484.53,2026-06-02 07:00:00,4481.74,M1,2026-06-02 07:05:00,-11.16,SL,BUY_SWEEP,0.0,0.0,0.0,0.0,BUY,,,1,06-02 07:05 M1 4481.74,0.76,1.84,PNL_DIFF_SAME_BUCKET,4482.4974999999995,2026-06-02 08:05:46,,4482.69,M15_S14_BS,2026-06-02 08:00:02,,,,-0.77,[sl 4481.74],BUY_SWEEP,2.08,-0.95,-0.95,-0.95,BUY,,,,,,,,,535983496,,,LOOSE,602.17,,,,,,,,,,,10.39,False,MISMATCH,60.03
4505.81,2026-05-29 08:37:00,4505.47,2026-05-29 08:30:00,4505.81,M1,2026-05-29 08:36:00,0.98,SL,SELL_ENGULF,2.0,0.0,0.0,0.0,SELL,,,1,05-29 08:36 M1 4505.81,-2.28,0.84,PNL_DIFF_SAME_BUCKET,4503.525000000001,2026-05-29 09:52:35,,4506.31,M15_S14_SE,2026-05-29 09:45:04,,,,11.14,[sl 4504.39],SELL_ENGULF,3.6,3.7,1.92,1.92,SELL,,,,,,,,,534295319,,,LOOSE,751.51,,,,,,,,,,,10.16,False,MISMATCH,75.07
,,,,,,,,,,,,,,,,,,,,,LIVE_SIGNAL_NOT_REPLAYED:ENTRY_TOO_FAR,4391.7,2026-05-28 20:39:48,,4384.72,M15_S14_BS,2026-05-28 20:30:04,,,,27.92,[sl 4398.43],BUY_SWEEP,3.48,3.48,7.25,13.71,BUY,,,,,,,,,533763704,,,,,4402.07,17.35,2026-05-28 19:45:00,SL,45.07,,,,,,,,LIVE_ONLY,
