group,reason,side,count,pnl,first_ts,last_ts
live_gap,LIVE_SIGNAL_NOT_REPLAYED:TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,6,38.73,2026-05-28 19:30:04,2026-06-02 14:04:16
live_gap,LIVE_SIGNAL_NOT_REPLAYED:NEAREST_ALREADY_MATCHED_OR_GREEDY,SELL,4,17.92,2026-05-29 13:15:04,2026-06-01 16:45:02
live_gap,LIVE_SIGNAL_PD_CLOSED_NO_REPLAY:TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,2,3.08,2026-06-02 19:30:03,2026-06-02 19:45:02
bt_gap,BT_SIGNAL_NO_LIVE_FILL:TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,8,30.99,2026-05-28 09:45:00,2026-06-04 21:00:00
bt_gap,BT_SIGNAL_NO_LIVE_FILL:ENTRY_TOO_FAR,SELL,6,10.06,2026-05-29 17:00:00,2026-06-03 17:00:00
mismatch_gap,CLOSE_BUCKET_DIFF,SELL,3,40.72,2026-05-29 13:00:04,2026-06-01 12:00:02
mismatch_gap,TRAIL_SL_DIFF_SOURCE,SELL,3,0.31,2026-05-29 13:00:09,2026-05-29 15:00:04
mismatch_gap,LOOSE_MATCH_SL_GUARD,BUY,2,-22.55,2026-06-03 14:00:03,2026-06-03 15:45:03
mismatch_gap,PNL_DIFF_SAME_BUCKET,BUY,2,-18.52,2026-06-01 15:15:02,2026-06-08 06:00:05
mismatch_gap,LIVE_CLOSE_TREND_RECHECK,BUY,1,-26.09,2026-06-06 03:00:01,2026-06-06 03:00:01
mismatch_gap,SL_GUARD_CONTEXT_MISSING_BT,BUY,1,2.24,2026-06-06 02:00:01,2026-06-06 02:00:01
trail_source_gap,- -> M1,BUY,4,-46.43,2026-06-03 15:45:03,2026-06-08 06:00:05
trail_source_gap,M1 -> M5,SELL,3,0.31,2026-05-29 13:00:09,2026-05-29 15:00:04
trail_source_gap,- -> M5,BUY,1,-30.5,2026-06-01 15:15:02,2026-06-01 15:15:02
trail_source_gap,M1 -> -,SELL,1,2.09,2026-05-29 13:00:04,2026-05-29 13:00:04
live_entry_comment,M15_S14_SS,SELL,6,37.4,2026-05-29 01:15:04,2026-06-02 19:45:02
live_entry_comment,M15_S14_SE,SELL,5,14.41,2026-05-29 08:45:04,2026-06-02 14:04:16
live_entry_comment,M15_S14_BS,BUY,4,25.36,2026-05-28 19:30:04,2026-06-02 07:00:02
live_entry_comment,M15_S14_BE,BUY,3,40.39,2026-06-01 14:45:03,2026-06-01 14:55:03
live_entry_comment,M15_S14_BSSH4,BUY,1,0.24,2026-06-05 23:07:46,2026-06-05 23:07:46
mismatch_entry_comment,M15_S14_BS,BUY,3,22.36,2026-06-01 12:00:02,2026-06-03 15:45:03
mismatch_entry_comment,M15_S14_BSSH4,BUY,3,-11.87,2026-06-06 02:00:01,2026-06-08 06:00:05
mismatch_entry_comment,M15_S14_BE,BUY,2,-36.78,2026-06-01 09:45:02,2026-06-01 15:15:02
mismatch_entry_comment,M15_S14_SE,SELL,2,-18.2,2026-05-29 14:45:04,2026-05-29 15:00:04
mismatch_entry_comment,M15_S14_SS,SELL,2,20.6,2026-05-29 13:00:04,2026-05-29 13:00:09
live_s14_family,SELL_SWEEP,SELL,6,37.4,2026-05-29 01:15:04,2026-06-02 19:45:02
live_s14_family,SELL_ENGULF,SELL,5,14.41,2026-05-29 08:45:04,2026-06-02 14:04:16
live_s14_family,BUY_ENGULF,BUY,4,40.63,2026-06-01 14:45:03,2026-06-05 23:07:46
live_s14_family,BUY_SWEEP,BUY,4,25.36,2026-05-28 19:30:04,2026-06-02 07:00:02
bt_s14_family,BUY_ENGULF,BUY,5,101.57,2026-05-28 10:00:00,2026-06-03 17:00:00
bt_s14_family,SELL_SWEEP,SELL,5,-0.38,2026-06-02 10:30:00,2026-06-04 21:00:00
bt_s14_family,BUY_SWEEP,BUY,3,-61.32,2026-05-28 09:45:00,2026-06-04 05:30:00
bt_s14_family,SELL_ENGULF,SELL,1,1.18,2026-05-29 17:00:00,2026-05-29 17:00:00
mismatch_s14_family,BUY_ENGULF,BUY,5,-48.65,2026-06-01 09:45:02,2026-06-08 06:00:05
mismatch_s14_family,BUY_SWEEP,BUY,3,22.36,2026-06-01 12:00:02,2026-06-03 15:45:03
mismatch_s14_family,SELL_ENGULF,SELL,2,-18.2,2026-05-29 14:45:04,2026-05-29 15:00:04
mismatch_s14_family,SELL_SWEEP,SELL,2,20.6,2026-05-29 13:00:04,2026-05-29 13:00:09
s14_family_mismatch,UNKNOWN,BUY,6,14.55,2026-06-01 12:00:02,2026-06-08 06:00:05
s14_family_mismatch,UNKNOWN,SELL,4,2.4,2026-05-29 13:00:04,2026-05-29 15:00:04
s14_family_mismatch,True,BUY,2,-40.84,2026-06-01 09:45:02,2026-06-03 15:45:03
