group,reason,side,count,pnl,first_ts,last_ts
live,[sl 4499.44],BUY,3,40.39,2026-06-01 14:45:03,2026-06-01 14:55:03
live,PD Zone fill che,SELL,2,3.08,2026-06-02 19:30:03,2026-06-02 19:45:02
live,MT5_CLOSE,BUY,1,0.24,2026-06-05 23:07:46,2026-06-05 23:07:46
live,[sl 4398.43],BUY,1,27.92,2026-05-28 19:30:04,2026-05-28 19:30:04
live,[sl 4481.74],BUY,1,-0.77,2026-06-02 07:00:02,2026-06-02 07:00:02
live,[sl 4488.85],SELL,1,0.38,2026-06-02 10:15:01,2026-06-02 10:15:01
live,[sl 4493.25],BUY,1,-11.24,2026-06-01 15:30:02,2026-06-01 15:30:02
live,[sl 4500.32],BUY,1,9.45,2026-06-01 16:45:02,2026-06-01 16:45:02
live,[sl 4501.43],SELL,1,16.88,2026-05-29 01:15:04,2026-05-29 01:15:04
live,[sl 4504.39],SELL,1,11.14,2026-05-29 08:45:04,2026-05-29 08:45:04
live,[sl 4513.70],SELL,1,12.71,2026-05-29 13:30:04,2026-05-29 13:30:04
live,[sl 4514.83],SELL,1,7.0,2026-05-29 13:15:04,2026-05-29 13:15:04
live,[sl 4532.56],SELL,1,18.14,2026-05-29 21:00:04,2026-05-29 21:00:04
live,[sl 4535.51],SELL,1,-8.24,2026-06-02 13:30:03,2026-06-02 13:30:03
live,[sl 4536.74],SELL,1,-8.2,2026-06-02 14:04:16,2026-06-02 14:04:16
live,[sl 4565.67],SELL,1,-1.08,2026-05-29 23:55:04,2026-05-29 23:55:04
bt,SL,BUY,5,92.48,2026-05-28 10:00:00,2026-06-04 05:30:00
bt,EXIT_COLOR,SELL,4,-16.38,2026-06-02 10:30:00,2026-06-04 12:30:00
bt,EXIT_COLOR,BUY,2,-84.24,2026-05-28 09:45:00,2026-06-03 14:15:00
bt,SL,SELL,2,17.18,2026-05-29 17:00:00,2026-06-04 21:00:00
bt,TP,BUY,1,32.01,2026-06-03 07:00:00,2026-06-03 07:00:00
live_mismatch,SL Guard Group a,BUY,3,-20.31,,
live_mismatch,[sl 4515.83],SELL,2,20.6,,
live_mismatch,Fill Trend Reche,BUY,1,-26.09,,
live_mismatch,[sl 4341.40],BUY,1,11.98,,
live_mismatch,[sl 4491.90],BUY,1,-30.5,,
live_mismatch,[sl 4515.83],BUY,1,44.91,,
live_mismatch,[sl 4519.20],SELL,1,-1.3,,
live_mismatch,[sl 4522.04],BUY,1,-6.28,,
live_mismatch,[sl 4525.07],SELL,1,-16.9,,
live_gap,LIVE_SIGNAL_NOT_REPLAYED:ENTRY_TOO_FAR,SELL,7,58.07,2026-05-29 21:00:04,2026-06-05 23:07:46
