entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-15 23:04:00,2026-05-19 05:03:00,SELL,4535.38,,,REV,-33.09,S424 SELL Daily Close Comparison,delta%=-0.802% ATR=n/a
2026-05-19 05:03:00,2026-05-20 05:03:00,BUY,4568.27,,,REV,-85.5,S424 BUY Daily Close Comparison,delta%=0.590% ATR=n/a
2026-05-20 05:03:00,2026-05-21 05:03:00,SELL,4482.97,,,REV,-61.18,S424 SELL Daily Close Comparison,delta%=-1.846% ATR=n/a
2026-05-21 05:03:00,2026-05-22 05:03:00,BUY,4543.95,,,REV,-0.21,S424 BUY Daily Close Comparison,delta%=1.381% ATR=n/a
2026-05-22 05:03:00,2026-05-29 05:03:00,SELL,4543.94,,,REV,48.21,S424 SELL Daily Close Comparison,delta%=-0.026% ATR=n/a
2026-05-29 05:03:00,2026-06-02 05:03:00,BUY,4495.53,,,REV,-12.19,S424 BUY Daily Close Comparison,delta%=0.902% ATR=n/a
2026-06-02 05:03:00,2026-06-03 05:03:00,SELL,4483.54,,,REV,-7.37,S424 SELL Daily Close Comparison,delta%=-1.236% ATR=n/a
2026-06-03 05:03:00,2026-06-04 05:03:00,BUY,4490.71,,,REV,-52.07,S424 BUY Daily Close Comparison,delta%=0.092% ATR=n/a
2026-06-04 05:03:00,2026-06-05 05:03:00,SELL,4438.84,,,REV,-35.68,S424 SELL Daily Close Comparison,delta%=-1.211% ATR=n/a
2026-06-05 05:03:00,2026-06-08 05:06:00,BUY,4474.32,,,REV,-162.67,S424 BUY Daily Close Comparison,delta%=0.941% ATR=n/a
2026-06-08 05:06:00,2026-06-09 05:03:00,SELL,4311.85,,,REV,-16.21,S424 SELL Daily Close Comparison,delta%=-3.287% ATR=n/a
2026-06-09 05:03:00,2026-06-10 05:03:00,BUY,4327.86,,,REV,-77.81,S424 BUY Daily Close Comparison,delta%=0.027% ATR=n/a
2026-06-10 05:03:00,2026-06-12 05:03:00,SELL,4250.25,,,REV,41.31,S424 SELL Daily Close Comparison,delta%=-1.603% ATR=n/a
2026-06-12 05:03:00,2026-06-18 05:03:00,BUY,4208.74,,,REV,47.27,S424 BUY Daily Close Comparison,delta%=3.459% ATR=n/a
2026-06-18 05:03:00,2026-06-26 05:03:00,SELL,4256.21,,,REV,228.39,S424 SELL Daily Close Comparison,delta%=-1.707% ATR=n/a
2026-06-26 05:03:00,2026-06-30 05:03:00,BUY,4027.62,,,REV,-9.93,S424 BUY Daily Close Comparison,delta%=0.641% ATR=n/a
2026-06-30 05:03:00,2026-07-02 05:03:00,SELL,4017.89,,,REV,-20.39,S424 SELL Daily Close Comparison,delta%=-1.746% ATR=n/a
2026-07-02 05:03:00,2026-07-08 05:03:00,BUY,4038.08,,,REV,62.18,S424 BUY Daily Close Comparison,delta%=0.604% ATR=n/a
2026-07-08 05:03:00,2026-07-10 05:03:00,SELL,4100.46,,,REV,-24.44,S424 SELL Daily Close Comparison,delta%=-1.381% ATR=n/a
2026-07-10 05:03:00,2026-07-13 05:06:00,BUY,4124.7,,,REV,-39.08,S424 BUY Daily Close Comparison,delta%=1.138% ATR=n/a
2026-07-13 05:06:00,2026-07-15 05:03:00,SELL,4085.82,,,REV,33.43,S424 SELL Daily Close Comparison,delta%=-0.105% ATR=n/a
2026-07-15 05:03:00,2026-07-17 05:03:00,BUY,4052.19,,,REV,-75.04,S424 BUY Daily Close Comparison,delta%=1.270% ATR=n/a
2026-07-17 05:03:00,2026-07-20 05:06:00,SELL,3977.35,,,REV,-23.41,S424 SELL Daily Close Comparison,delta%=-2.058% ATR=n/a
2026-07-20 05:06:00,2026-07-21 05:03:00,BUY,4000.56,,,REV,8.09,S424 BUY Daily Close Comparison,delta%=1.025% ATR=n/a
2026-07-21 05:03:00,2026-07-22 05:03:00,SELL,4008.85,,,REV,-70.46,S424 SELL Daily Close Comparison,delta%=-0.214% ATR=n/a
2026-07-22 05:03:00,2026-07-24 05:03:00,BUY,4079.11,,,REV,-29.95,S424 BUY Daily Close Comparison,delta%=1.725% ATR=n/a
2026-07-24 05:03:00,2026-07-27 05:06:00,SELL,4049.36,,,REV,-41.09,S424 SELL Daily Close Comparison,delta%=-1.956% ATR=n/a
2026-07-27 05:06:00,2026-07-29 05:03:00,BUY,4090.25,,,REV,-64.4,S424 BUY Daily Close Comparison,delta%=0.086% ATR=n/a
2026-07-29 05:03:00,2026-07-30 05:03:00,SELL,4026.05,,,REV,-46.7,S424 SELL Daily Close Comparison,delta%=-1.174% ATR=n/a
2026-07-30 05:03:00,2026-08-03 05:06:00,BUY,4072.55,,,REV,4.32,S424 BUY Daily Close Comparison,delta%=0.927% ATR=n/a
2026-08-03 05:06:00,2026-08-04 05:03:00,SELL,4077.07,,,REV,24.01,S424 SELL Daily Close Comparison,delta%=-1.439% ATR=n/a
2026-08-04 05:03:00,2026-08-07 05:03:00,BUY,4052.86,,,REV,185.14,S424 BUY Daily Close Comparison,delta%=0.273% ATR=n/a
2026-08-07 05:03:00,2026-08-10 05:06:00,SELL,4238.2,,,REV,-99.72,S424 SELL Daily Close Comparison,delta%=-0.143% ATR=n/a
2026-08-10 05:06:00,2026-08-12 05:03:00,BUY,4337.72,,,REV,33.84,S424 BUY Daily Close Comparison,delta%=2.403% ATR=n/a
2026-08-12 05:03:00,2026-08-13 05:03:00,SELL,4371.76,,,REV,-36.38,S424 SELL Daily Close Comparison,delta%=-0.482% ATR=n/a
