entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-16 01:00:00,2026-05-19 06:00:00,SELL,4559.57,,,REV,-14.44,S424 SELL Daily Close Comparison,delta%=-0.802% ATR=n/a
2026-05-19 06:00:00,2026-05-20 06:00:00,BUY,4573.81,,,REV,-89.63,S424 BUY Daily Close Comparison,delta%=0.590% ATR=n/a
2026-05-20 06:00:00,2026-05-21 06:00:00,SELL,4484.38,,,REV,-55.82,S424 SELL Daily Close Comparison,delta%=-1.846% ATR=n/a
2026-05-21 06:00:00,2026-05-22 06:00:00,BUY,4540.0,,,REV,3.14,S424 BUY Daily Close Comparison,delta%=1.381% ATR=n/a
2026-05-22 06:00:00,2026-05-29 06:00:00,SELL,4543.34,,,REV,52.0,S424 SELL Daily Close Comparison,delta%=-0.026% ATR=n/a
2026-05-29 06:00:00,2026-06-02 06:00:00,BUY,4491.14,,,REV,-5.7,S424 BUY Daily Close Comparison,delta%=0.902% ATR=n/a
2026-06-02 06:00:00,2026-06-03 06:00:00,SELL,4485.64,,,REV,0.44,S424 SELL Daily Close Comparison,delta%=-1.236% ATR=n/a
2026-06-03 06:00:00,2026-06-04 06:00:00,BUY,4485.0,,,REV,-36.06,S424 BUY Daily Close Comparison,delta%=0.092% ATR=n/a
2026-06-04 06:00:00,2026-06-05 06:00:00,SELL,4449.14,,,REV,-20.66,S424 SELL Daily Close Comparison,delta%=-1.211% ATR=n/a
2026-06-05 06:00:00,2026-06-08 06:00:00,BUY,4469.6,,,REV,-152.33,S424 BUY Daily Close Comparison,delta%=0.941% ATR=n/a
2026-06-08 06:00:00,2026-06-09 06:00:00,SELL,4317.47,,,REV,-10.61,S424 SELL Daily Close Comparison,delta%=-3.287% ATR=n/a
2026-06-09 06:00:00,2026-06-10 06:00:00,BUY,4327.88,,,REV,-90.92,S424 BUY Daily Close Comparison,delta%=0.027% ATR=n/a
2026-06-10 06:00:00,2026-06-12 06:00:00,SELL,4237.16,,,REV,-6.36,S424 SELL Daily Close Comparison,delta%=-1.603% ATR=n/a
2026-06-12 06:00:00,2026-06-18 06:00:00,BUY,4243.32,,,REV,23.27,S424 BUY Daily Close Comparison,delta%=3.459% ATR=n/a
2026-06-18 06:00:00,2026-06-26 06:00:00,SELL,4266.79,,,REV,240.3,S424 SELL Daily Close Comparison,delta%=-1.707% ATR=n/a
2026-06-26 06:00:00,2026-06-30 06:00:00,BUY,4026.29,,,REV,-12.02,S424 BUY Daily Close Comparison,delta%=0.641% ATR=n/a
2026-06-30 06:00:00,2026-07-02 06:00:00,SELL,4014.47,,,REV,-30.68,S424 SELL Daily Close Comparison,delta%=-1.746% ATR=n/a
2026-07-02 06:00:00,2026-07-08 06:00:00,BUY,4044.95,,,REV,53.32,S424 BUY Daily Close Comparison,delta%=0.604% ATR=n/a
2026-07-08 06:00:00,2026-07-10 06:00:00,SELL,4098.47,,,REV,-23.56,S424 SELL Daily Close Comparison,delta%=-1.381% ATR=n/a
2026-07-10 06:00:00,2026-07-13 06:00:00,BUY,4121.83,,,REV,-45.2,S424 BUY Daily Close Comparison,delta%=1.138% ATR=n/a
2026-07-13 06:00:00,2026-07-15 06:00:00,SELL,4076.83,,,REV,27.51,S424 SELL Daily Close Comparison,delta%=-0.105% ATR=n/a
2026-07-15 06:00:00,2026-07-17 06:00:00,BUY,4049.12,,,REV,-70.88,S424 BUY Daily Close Comparison,delta%=1.270% ATR=n/a
2026-07-17 06:00:00,2026-07-20 06:00:00,SELL,3978.44,,,REV,-16.59,S424 SELL Daily Close Comparison,delta%=-2.058% ATR=n/a
2026-07-20 06:00:00,2026-07-21 06:00:00,BUY,3994.83,,,REV,5.56,S424 BUY Daily Close Comparison,delta%=1.025% ATR=n/a
2026-07-21 06:00:00,2026-07-22 06:00:00,SELL,4000.59,,,REV,-80.11,S424 SELL Daily Close Comparison,delta%=-0.214% ATR=n/a
2026-07-22 06:00:00,2026-07-24 06:00:00,BUY,4080.5,,,REV,-31.09,S424 BUY Daily Close Comparison,delta%=1.725% ATR=n/a
2026-07-24 06:00:00,2026-07-27 06:00:00,SELL,4049.61,,,REV,-40.04,S424 SELL Daily Close Comparison,delta%=-1.956% ATR=n/a
2026-07-27 06:00:00,2026-07-29 06:00:00,BUY,4089.45,,,REV,-71.34,S424 BUY Daily Close Comparison,delta%=0.086% ATR=n/a
2026-07-29 06:00:00,2026-07-30 06:00:00,SELL,4018.31,,,REV,-70.26,S424 SELL Daily Close Comparison,delta%=-1.174% ATR=n/a
2026-07-30 06:00:00,2026-08-03 06:00:00,BUY,4088.37,,,REV,-24.87,S424 BUY Daily Close Comparison,delta%=0.927% ATR=n/a
2026-08-03 06:00:00,2026-08-04 06:00:00,SELL,4063.7,,,REV,10.64,S424 SELL Daily Close Comparison,delta%=-1.439% ATR=n/a
2026-08-04 06:00:00,2026-08-07 06:00:00,BUY,4052.86,,,REV,187.6,S424 BUY Daily Close Comparison,delta%=0.273% ATR=n/a
2026-08-07 06:00:00,2026-08-10 06:00:00,SELL,4240.66,,,REV,-101.27,S424 SELL Daily Close Comparison,delta%=-0.143% ATR=n/a
2026-08-10 06:00:00,2026-08-12 06:00:00,BUY,4341.73,,,REV,27.08,S424 BUY Daily Close Comparison,delta%=2.403% ATR=n/a
2026-08-12 06:00:00,2026-08-13 06:00:00,SELL,4369.01,,,REV,-33.49,S424 SELL Daily Close Comparison,delta%=-0.482% ATR=n/a
