gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pattern,live_pnl,live_reason,live_s14_family,live_s3_pattern_code,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_tf,live_ticket,live_trail_count,live_trail_path,nearest_bt_close_price,nearest_bt_close_ts,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_marubozu_source,nearest_bt_pattern,nearest_bt_pnl,nearest_bt_reason,nearest_bt_s3_pattern_code,nearest_bt_side,nearest_bt_tf,nearest_bt_time_diff_min,nearest_raw_replay_cancel_age_bars,nearest_raw_replay_cancel_bar_high,nearest_raw_replay_cancel_bar_low,nearest_raw_replay_cancel_bar_touched_entry,nearest_raw_replay_cancel_bars,nearest_raw_replay_cancel_reason,nearest_raw_replay_close_type,nearest_raw_replay_detect_time_raw,nearest_raw_replay_entry,nearest_raw_replay_entry_diff,nearest_raw_replay_entry_ts,nearest_raw_replay_final_gap_bot,nearest_raw_replay_final_gap_top,nearest_raw_replay_gap_bot,nearest_raw_replay_gap_top,nearest_raw_replay_marubozu_source,nearest_raw_replay_parallel_tfs,nearest_raw_replay_pattern,nearest_raw_replay_pd_fallback_used,nearest_raw_replay_pd_fib_382,nearest_raw_replay_pd_fib_618,nearest_raw_replay_pd_h,nearest_raw_replay_pd_l,nearest_raw_replay_pd_outside_range,nearest_raw_replay_pd_stage,nearest_raw_replay_s3_pattern_code,nearest_raw_replay_sid,nearest_raw_replay_side,nearest_raw_replay_sl_guard_count,nearest_raw_replay_sl_guard_key,nearest_raw_replay_sl_guard_scope,nearest_raw_replay_sl_guard_since,nearest_raw_replay_sl_guard_swing_ref,nearest_raw_replay_source_candle_ts,nearest_raw_replay_sweep_scan_age_min,nearest_raw_replay_sweep_scan_expiry_min,nearest_raw_replay_sweep_scan_price,nearest_raw_replay_sweep_scan_state,nearest_raw_replay_sweep_scan_tf,nearest_raw_replay_sweep_scan_time,nearest_raw_replay_sweep_scan_ts,nearest_raw_replay_tf,nearest_raw_replay_time_diff_min,status
LIVE_SIGNAL_PD_CLOSED_NO_REPLAY:NO_SAME_SIDE_CANDIDATE,4065.86,2026-06-29 10:51:01,,4065.82,M1_S2_P1,2026-06-29 10:51:00,,,,P1,0.48,PD Zone fill che,,,0.12,0.12,0.12,0.12,BUY,,,,,,,,,M1,553071273,,,,,,,,,,,,,,,,,,,,0,Sweep Filter scan block,CANCEL,1782708720,4069.7,3.88,2026-06-29 10:52:00,4068.19,4069.73,4068.19,4069.73,,,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,,,,,,,,,2,BUY,,,,,,,43.0,60,4069.45,SWEEP_HIGH,M1,11:09 29-Jun-2026,1782706140,M1,1.0,LIVE_ONLY
