report_tf,sid,tf,lifecycle_tf,signal,pattern,entry_time,close_time,close_type,cancel_reason,entry,sl,tp,close_price,pnl,profit,parallel_tfs,parallel_patterns,gap_bot,gap_top,final_gap_bot,final_gap_top,detect_time_raw,entry_time_raw
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-05-28 20:00:00,2026-05-28 20:00:00,CANCEL,Sweep Filter scan block,4424.66,4378.5,4470.82,,0.0,0.0,,,4403.06,4425.1,4403.06,4425.1,1779976800,1779976800
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-05-28 21:15:00,2026-05-28 21:15:00,CANCEL,Sweep Filter scan block,4451.26,4391.61,4510.91,,0.0,0.0,,,4434.28,4451.61,4434.28,4451.61,1779981300,1779981300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-05-28 23:15:00,2026-05-28 23:15:00,CANCEL,Sweep Filter scan block,4484.02,4450.63,4517.41,,0.0,0.0,,,4482.41,4484.05,4482.41,4484.05,1779988500,1779988500
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-05-28 23:30:00,2026-05-28 23:30:00,CANCEL,Sweep Filter scan block,4497.42,4457.66,4537.18,,0.0,0.0,,,4485.82,4497.66,4485.82,4497.66,1779989400,1779989400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-05-29 01:45:00,2026-05-29 02:00:00,CANCEL,cancel_bars,4503.63,4526.58,4477.71,,0.0,0.0,,,4503.59,4505.43,4503.59,4505.43,1779997500,1779997500
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-05-29 03:00:00,2026-05-29 03:15:00,CANCEL,cancel_bars,4498.69,4516.47,4477.71,,0.0,0.0,,,4498.68,4498.99,4498.68,4498.99,1780002000,1780002000
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-05-29 08:15:00,2026-05-29 08:15:00,CANCEL,Sweep Filter scan block,4505.1,4476.61,4533.59,,0.0,0.0,,,4498.36,4505.24,4498.36,4505.24,1780020900,1780020900
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — เขียว,2026-05-29 10:45:00,2026-05-29 13:00:00,SL_GUARD_CLOSE,,4499.23,4516.67,4481.79,4519.17,-19.94,-19.94,,,4499.19,4501.28,4499.19,4501.28,1780028100,1780029900
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15],2026-05-29 11:00:00,2026-05-29 11:00:00,CANCEL,Sweep Filter scan block,4501.15,4482.83,4520.79,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4499.14,4501.16,4500.48,4501.16,1780030800,1780030800
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-05-29 11:15:00,2026-05-29 11:15:00,CANCEL,Sweep Filter scan block,4502.04,4487.16,4520.79,,0.0,0.0,,,4501.64,4502.05,4501.64,4502.05,1780031700,1780031700
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียว,2026-05-29 11:30:00,2026-05-29 11:30:00,CANCEL,Sweep Filter scan block,4508.4,4488.72,4528.08,,0.0,0.0,,,4505.4,4508.46,4505.4,4508.46,1780032600,1780032600
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-05-29 14:45:00,2026-05-29 14:45:00,CANCEL,Sweep Filter scan block,4521.97,4497.28,4546.66,,0.0,0.0,,,4517.1,4522.07,4517.1,4522.07,1780044300,1780044300
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M5+M15],2026-05-29 15:15:00,2026-05-29 15:15:00,CANCEL,SL Guard blocked new LIMIT,4520.77,4540.49,4495.04,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4517.96,4522.07,4520.74,4522.07,1780046100,1780046100
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา [M5+M15],2026-05-29 16:15:00,2026-05-29 16:15:00,CANCEL,Sweep Filter scan block,4522.09,4496.71,4547.35,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน|ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,4516.11,4522.15,4519.39,4522.15,1780049700,1780049700
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียว,2026-05-29 17:45:00,2026-05-29 17:45:00,CANCEL,Sweep Filter scan block,4535.35,4514.19,4556.51,,0.0,0.0,,,4530.95,4535.44,4530.95,4535.44,1780055100,1780055100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-05-29 18:15:00,2026-05-29 18:15:00,CANCEL,SL Guard blocked new LIMIT,4534.52,4556.8,4510.76,,0.0,0.0,,,4534.5,4535.44,4534.5,4535.44,1780056900,1780056900
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-05-29 19:00:00,2026-05-29 20:30:00,SL,,4534.52,4518.74,4510.76,4518.74,15.78,15.78,,,,,,,1780058700,1780059600
M15,2,M30,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2026-05-29 19:30:00,2026-05-29 19:30:00,CANCEL,SL Guard blocked new LIMIT,4524.11,4562.87,4485.35,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน [M5+M15]|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4524.07,4525.84,4524.07,4525.84,1780061400,1780061400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน [M5+M15],2026-05-29 19:30:00,2026-05-29 19:30:00,CANCEL,S2 FVG Parallel replaced by intersection,4524.7,4549.6,4495.04,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดง|ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,4523.5,4527.03,4524.65,4527.03,1780061400,1780061400
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-05-29 20:45:00,2026-05-29 20:45:00,CANCEL,Sweep Filter scan block,4529.64,4503.59,4555.69,,0.0,0.0,,,4529.18,4529.65,4529.18,4529.65,1780065900,1780065900
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-05-29 22:00:00,2026-05-29 22:00:00,CANCEL,Sweep Filter scan block,4563.74,4509.08,4618.4,,0.0,0.0,,,4541.89,4564.19,4541.89,4564.19,1780070400,1780070400
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง,2026-05-29 22:15:00,2026-05-29 22:15:00,CANCEL,Sweep Filter scan block,4578.25,4536.39,4620.11,,0.0,0.0,,,4570.46,4578.41,4570.46,4578.41,1780071300,1780071300
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M5+M15],2026-05-29 22:45:00,2026-05-29 22:45:00,CANCEL,SL Guard blocked new LIMIT,4575.3,4612.11,4525.84,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4571.59,4578.41,4575.24,4578.1,1780073100,1780073100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-05-30 00:30:00,,OPEN_PENDING,,4562.21,4590.69,4525.84,,0.0,0.0,,,4562.18,4563.44,4562.18,4563.44,1780079400,1780079400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-05-30 00:45:00,2026-05-30 00:45:00,CANCEL,Adjacent same-sid order blocked,4557.72,4585.15,4525.84,,0.0,0.0,,,4557.65,4561.39,4557.65,4561.39,1780080300,1780080300
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-05-30 02:45:00,,OPEN_PENDING,,4551.7,4574.56,4525.84,,0.0,0.0,,,4551.64,4554.67,4551.64,4554.67,1780087500,1780087500
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-05-30 03:00:00,2026-05-30 03:00:00,CANCEL,Adjacent same-sid order blocked,4549.19,4569.43,4525.84,,0.0,0.0,,,4549.15,4551.2,4549.15,4551.2,1780088400,1780088400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-01 05:00:00,2026-06-01 05:00:00,CANCEL,S2 FVG Parallel replaced by intersection,4534.89,4561.66,4508.12,,0.0,0.0,,,4534.76,4541.33,4534.76,4541.33,1780268400,1780268400
M15,2,M30,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2026-06-01 05:00:00,2026-06-01 05:00:00,CANCEL,S2 FVG Parallel replaced by intersection,4536.24,4571.4,4494.85,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4536.14,4542.42,4536.14,4541.33,1780268400,1780268400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-01 10:00:00,2026-06-01 12:00:00,SL,,4525.13,4515.69,4503.21,4515.69,9.44,9.44,,,4525.04,4529.44,4525.04,4529.44,1780285500,1780286400
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-01 12:15:00,2026-06-01 12:15:00,CANCEL,SL Guard blocked new LIMIT,4517.53,4499.06,4545.14,,0.0,0.0,,,4515.08,4517.58,4515.08,4517.58,1780294500,1780294500
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-01 13:15:00,2026-06-01 14:30:00,SL,,4517.53,4499.06,4545.14,4499.06,-18.47,-18.47,,,,,,,1780297200,1780298100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-01 13:15:00,2026-06-01 13:30:00,CANCEL,cancel_bars,4515.86,4533.94,4497.78,,0.0,0.0,,,4515.84,4517.08,4515.84,4517.08,1780298100,1780298100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-01 20:15:00,2026-06-01 21:00:00,CANCEL,S2 FVG Parallel replaced by intersection,4489.75,4525.64,4453.86,,0.0,0.0,,,4489.57,4498.62,4489.57,4498.62,1780323300,1780323300
M15,2,H1,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+H1],2026-06-01 21:00:00,2026-06-01 22:00:00,CANCEL,cancel_bars,4489.73,4541.23,4389.33,,0.0,0.0,M15|H1,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4464.62,4497.57,4489.57,4497.57,1780326000,1780326000
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-01 22:30:00,2026-06-01 22:30:00,CANCEL,Adjacent same-sid order blocked,4468.1,4440.33,4502.48,,0.0,0.0,,,4465.35,4468.16,4465.35,4468.16,1780331400,1780331400
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-02 00:45:00,2026-06-02 01:00:00,CANCEL,cancel_bars,4487.35,4459.57,4515.13,,0.0,0.0,,,4482.85,4487.44,4482.85,4487.44,1780339500,1780339500
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-02 08:45:00,2026-06-02 11:00:00,TP,,4463.18,4432.69,4502.48,4502.48,39.3,39.3,,,4461.26,4463.22,4461.26,4463.22,1780330500,1780368300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15],2026-06-02 10:30:00,2026-06-02 10:30:00,CANCEL,Sweep Filter scan block,4493.17,4467.86,4518.48,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4492.61,4493.18,4492.61,4493.18,1780374600,1780374600
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-02 11:15:00,2026-06-02 11:15:00,CANCEL,Sweep Filter scan block,4503.99,4481.27,4526.71,,0.0,0.0,,,4499.44,4504.08,4499.44,4504.08,1780377300,1780377300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-02 12:30:00,2026-06-02 12:30:00,CANCEL,Sweep Filter scan block,4519.72,4501.23,4538.21,,0.0,0.0,,,4518.8,4519.74,4518.8,4519.74,1780381800,1780381800
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา [M5+M15],2026-06-02 13:30:00,2026-06-02 13:30:00,CANCEL,Sweep Filter scan block,4526.04,4501.29,4562.01,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน|ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,4524.83,4531.79,4524.83,4526.06,1780385400,1780385400
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-02 17:00:00,2026-06-02 17:00:00,CANCEL,Sweep Filter scan block,4527.75,4511.14,4544.36,,0.0,0.0,,,4527.4,4527.76,4527.4,4527.76,1780398000,1780398000
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน [M5+M15],2026-06-02 23:30:00,2026-06-02 23:30:00,CANCEL,S2 FVG Parallel replaced by intersection,4491.45,4513.11,4470.01,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,4491.43,4498.12,4491.43,4492.6,1780421400,1780421400
M15,2,M30,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2026-06-02 23:30:00,2026-06-03 00:00:00,CANCEL,cancel_bars,4492.08,4523.78,4460.46,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน [M5+M15]|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4491.96,4500.19,4491.96,4498.12,1780421400,1780421400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-03 06:15:00,2026-06-03 06:15:00,CANCEL,Sweep Filter scan block,4477.61,4502.42,4452.8,,0.0,0.0,,,4477.48,4484.06,4477.48,4484.06,1780445700,1780445700
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-03 07:30:00,2026-06-03 07:30:00,CANCEL,S2 FVG Parallel replaced by intersection,4481.32,4458.89,4508.14,,0.0,0.0,,,4479.82,4481.35,4479.82,4481.35,1780450200,1780450200
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง,2026-06-03 07:45:00,2026-06-03 07:45:00,CANCEL,Adjacent same-sid order blocked,4485.82,4465.51,4508.14,,0.0,0.0,,,4483.32,4485.87,4483.32,4485.87,1780451100,1780451100
M15,2,M30,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M15+M30],2026-06-03 08:00:00,2026-06-03 09:00:00,SL,,4481.32,4481.48,4534.12,4481.48,0.16,0.16,M15|M30,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4475.3,4481.35,4479.82,4481.35,1780450200,1780452000
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-03 08:15:00,2026-06-03 08:15:00,CANCEL,Sweep Filter scan block,4472.95,4505.13,4440.77,,0.0,0.0,,,4472.69,4485.87,4472.69,4485.87,1780452900,1780452900
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง,2026-06-03 10:45:00,2026-06-03 12:30:00,SL,,4483.04,4465.45,4500.63,4465.45,-17.59,-17.59,,,4482.04,4483.06,4482.04,4483.06,1780460100,1780461900
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-03 11:30:00,2026-06-03 11:30:00,CANCEL,Sweep Filter scan block,4477.56,4503.08,4452.04,,0.0,0.0,,,4477.43,4484.12,4477.43,4484.12,1780464600,1780464600
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-03 11:45:00,2026-06-03 11:45:00,CANCEL,Sweep Filter scan block,4474.16,4492.01,4456.31,,0.0,0.0,,,4474.1,4477.15,4474.1,4477.15,1780465500,1780465500
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง,2026-06-03 17:15:00,2026-06-03 17:15:00,CANCEL,SL Guard blocked new LIMIT,4453.97,4419.48,4496.69,,0.0,0.0,,,4448.0,4454.09,4448.0,4454.09,1780485300,1780485300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-04 00:00:00,2026-06-04 00:00:00,CANCEL,SL Guard blocked new LIMIT,4441.69,4417.37,4466.79,,0.0,0.0,,,4440.74,4441.71,4440.74,4441.71,1780509600,1780509600
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-04 02:15:00,2026-06-04 02:30:00,CANCEL,cancel_bars,4446.5,4426.02,4467.15,,0.0,0.0,,,4442.92,4446.57,4442.92,4446.57,1780517700,1780517700
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-04 03:15:00,2026-06-04 03:15:00,CANCEL,Adjacent same-sid order blocked,4440.35,4459.01,4421.69,,0.0,0.0,,,4440.29,4443.06,4440.29,4443.06,1780521300,1780521300
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-04 03:45:00,2026-06-04 05:00:00,CANCEL,cancel_bars,4434.93,4452.98,4416.88,,0.0,0.0,,,4434.88,4437.44,4434.88,4437.44,1780523100,1780523100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-04 05:45:00,2026-06-04 06:45:00,SL,,4445.39,4461.57,4426.47,4461.57,-16.18,-16.18,,,4445.36,4446.69,4445.36,4446.69,1780520400,1780530300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง,2026-06-04 06:00:00,2026-06-04 06:00:00,CANCEL,Sweep Filter scan block,4445.33,4421.46,4469.2,,0.0,0.0,,,4440.5,4445.43,4440.5,4445.43,1780531200,1780531200
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-04 06:45:00,2026-06-04 06:45:00,CANCEL,Sweep Filter scan block,4453.57,4430.99,4476.15,,0.0,0.0,,,4451.56,4453.61,4451.56,4453.61,1780533900,1780533900
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-04 08:15:00,2026-06-04 08:15:00,CANCEL,Sweep Filter scan block,4459.57,4424.18,4494.96,,0.0,0.0,,,4452.9,4459.71,4452.9,4459.71,1780539300,1780539300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-04 10:00:00,2026-06-04 10:00:00,CANCEL,Sweep Filter scan block,4470.17,4443.57,4496.77,,0.0,0.0,,,4464.8,4470.28,4464.8,4470.28,1780545600,1780545600
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-04 10:45:00,2026-06-04 11:00:00,CANCEL,cancel_bars,4464.97,4489.16,4435.64,,0.0,0.0,,,4464.95,4465.96,4464.95,4465.96,1780548300,1780548300
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15],2026-06-04 11:15:00,2026-06-04 11:15:00,CANCEL,Sweep Filter scan block,4469.95,4444.57,4495.29,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4464.95,4470.03,4465.94,4470.03,1780550100,1780550100
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-04 11:30:00,2026-06-04 11:30:00,CANCEL,Sweep Filter scan block,4474.64,4452.17,4497.11,,0.0,0.0,,,4471.38,4474.71,4471.38,4474.71,1780551000,1780551000
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง [M5+M15],2026-06-04 11:45:00,2026-06-04 11:45:00,CANCEL,Sweep Filter scan block,4478.44,4457.47,4499.87,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียว|ท่าที่ 2 FVG 🟢 BUY — แดง,4476.25,4478.72,4476.25,4478.48,1780551900,1780551900
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-04 12:15:00,2026-06-04 12:30:00,CANCEL,cancel_bars,4477.66,4499.73,4446.35,,0.0,0.0,,,4477.64,4478.72,4477.64,4478.72,1780553700,1780553700
M15,2,M30,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M15+M30],2026-06-04 18:30:00,2026-06-04 18:30:00,CANCEL,Sweep Filter scan block,4482.19,4442.11,4522.07,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15]|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4473.84,4482.26,4478.76,4482.26,1780576200,1780576200
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15],2026-06-04 18:30:00,2026-06-04 18:30:00,CANCEL,S2 FVG Parallel replaced by intersection,4482.22,4457.11,4507.27,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4478.76,4482.26,4480.28,4482.26,1780576200,1780576200
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15],2026-06-04 18:45:00,2026-06-04 18:45:00,CANCEL,Adjacent same-sid order blocked,4491.47,4463.69,4519.25,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน|ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,4490.83,4491.48,4490.83,4491.48,1780577100,1780577100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-04 21:00:00,2026-06-04 21:00:00,CANCEL,Sweep Filter scan block,4499.94,4537.16,4461.7,,0.0,0.0,,,4499.89,4502.47,4499.89,4502.47,1780585200,1780585200
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-04 21:15:00,2026-06-04 21:15:00,CANCEL,Sweep Filter scan block,4493.84,4521.46,4464.37,,0.0,0.0,,,4493.81,4495.54,4493.81,4495.54,1780586100,1780586100
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-04 21:45:00,2026-06-04 21:45:00,CANCEL,Sweep Filter scan block,4475.69,4509.8,4441.58,,0.0,0.0,,,4475.52,4484.11,4475.52,4484.11,1780587900,1780587900
