Pattern,TF,Trades,Win,Loss,BE,Net_PnL
Doji,H1,2,0,2,0,-145.19
Fibo,M15,54510,5498,48801,0,57973.12
Fibo/Fibo,M15,21,2,19,0,32.43999999999999
