group,reason,side,count,pnl,first_ts,last_ts
live,PD Zone fill che,BUY,9,6.36,2026-05-29 02:30:21,2026-06-04 08:13:27
live,PD Zone fill che,SELL,9,-2.24,2026-05-28 12:44:52,2026-06-05 08:36:34
live,MT5_CLOSE,BUY,2,-77.6,2026-06-01 21:11:23,2026-06-03 20:08:16
live,SL Guard Group a,BUY,2,-31.12,2026-06-03 01:04:10,2026-06-04 04:05:05
live,[sl 4427.25],SELL,2,2.05,2026-05-28 21:45:50,2026-05-28 21:45:50
live,[sl 4517.42],BUY,2,20.81,2026-06-01 13:32:19,2026-06-01 13:32:20
live,[sl 4529.92],SELL,2,37.53,2026-06-01 09:21:36,2026-06-01 09:21:36
live,#536129864 by #536052988,BUY,1,-6.2,2026-06-02 20:54:22,2026-06-02 20:54:22
live,Fill Trend Reche,BUY,1,-1.64,2026-06-03 08:15:03,2026-06-03 08:15:03
live,Fill Trend Reche,SELL,1,-0.16,2026-06-03 10:10:27,2026-06-03 10:10:27
live,PD Zone fill rou,SELL,1,-5.57,2026-05-28 22:09:30,2026-05-28 22:09:30
live,SL Guard Group a,SELL,1,3.31,2026-06-04 08:17:03,2026-06-04 08:17:03
live,[sl 4383.98],BUY,1,15.05,2026-05-28 18:49:51,2026-05-28 18:49:51
live,[sl 4431.78],SELL,1,7.3,2026-05-28 20:56:01,2026-05-28 20:56:01
live,[sl 4474.39],SELL,1,-20.62,2026-05-28 22:09:30,2026-05-28 22:09:30
live,[sl 4484.91],BUY,1,6.86,2026-06-02 07:00:39,2026-06-02 07:00:39
live,[sl 4489.24],BUY,1,23.95,2026-06-02 10:41:00,2026-06-02 10:41:00
live,[sl 4493.34],SELL,1,5.66,2026-05-29 07:52:14,2026-05-29 07:52:14
live,[sl 4494.93],SELL,1,9.36,2026-05-29 06:02:00,2026-05-29 06:02:00
live,[sl 4498.95],SELL,1,2.48,2026-05-29 04:17:26,2026-05-29 04:17:26
live,[sl 4499.44],BUY,1,10.92,2026-06-01 15:46:02,2026-06-01 15:46:02
live,[sl 4501.66],BUY,1,2.08,2026-06-01 14:51:46,2026-06-01 14:51:46
live,[sl 4502.24],SELL,1,19.8,2026-06-01 20:10:06,2026-06-01 20:10:06
live,[sl 4502.92],BUY,1,12.86,2026-05-29 09:47:43,2026-05-29 09:47:43
live,[sl 4504.31],BUY,1,17.62,2026-06-01 18:21:20,2026-06-01 18:21:20
live,[sl 4504.38],BUY,1,-6.0,2026-06-01 19:56:45,2026-06-01 19:56:45
live,[sl 4505.80],BUY,1,7.59,2026-06-01 15:22:27,2026-06-01 15:22:27
live,[sl 4506.65],SELL,1,-4.68,2026-05-29 10:38:24,2026-05-29 10:38:24
live,[sl 4508.87],SELL,1,1.4,2026-05-29 01:48:58,2026-05-29 01:48:58
live,[sl 4520.74],BUY,1,27.64,2026-05-29 13:38:30,2026-05-29 13:38:30
live,[sl 4526.01],BUY,1,4.22,2026-06-02 20:30:04,2026-06-02 20:30:04
live,[sl 4526.92],SELL,1,-0.24,2026-06-02 17:48:20,2026-06-02 17:48:20
