Pattern,TF,Time (BKK),Type,Limit_Price,Entry,SL,TP,be_trig,be_act,RSI,ATR,Lot,dist_sma50,dist_sma200,body,range,Bars_Waited,Reason,P&L,CloseTime (BKK),Balance,Date,Month
Naiya Doji,D1,2025-06-06 01:00,BUY,3312.38,3312.38,3279.33,3636.52,3378.48,False,49.1,58.16,0.01,0.48,,50.25,68.5,3,SL,-33.05,2025-06-27 01:00,9125.710000000001,2025-06-27,2025-06
Naiya Doji,D1,2025-06-06 01:00,BUY,3312.38,3312.38,3279.33,3636.52,3378.48,False,49.1,58.16,0.01,0.48,,50.25,68.5,2,SL,-33.05,2025-06-27 01:00,9092.66,2025-06-27,2025-06
Naiya Doji,D1,2025-06-06 01:00,BUY,3312.38,3312.38,3279.33,3636.52,3378.48,False,49.1,58.16,0.01,0.48,,50.25,68.5,1,SL,-33.05,2025-06-27 01:00,9059.61,2025-06-27,2025-06
Naiya Doji,D1,2025-06-11 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,52.23,55.22,0.01,1.74,,37.47,53.5,4,SL,-31.96,2025-06-13 01:00,9027.65,2025-06-13,2025-06
Naiya Doji,D1,2025-06-11 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,52.23,55.22,0.01,1.74,,37.47,53.5,3,SL,-31.96,2025-06-13 01:00,8995.69,2025-06-13,2025-06
Naiya Doji,D1,2025-06-11 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,52.23,55.22,0.01,1.74,,37.47,53.5,2,SL,-31.96,2025-06-13 01:00,8963.73,2025-06-13,2025-06
Naiya Doji,D1,2025-06-11 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,52.23,55.22,0.01,1.74,,37.47,53.5,1,SL,-31.96,2025-06-13 01:00,8931.77,2025-06-13,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,7,SL,-22.21,2025-06-27 01:00,8909.56,2025-06-27,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,6,SL,-22.21,2025-06-27 01:00,8887.35,2025-06-27,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,5,SL,-22.21,2025-06-27 01:00,8865.14,2025-06-27,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,4,SL,-22.21,2025-06-27 01:00,8842.93,2025-06-27,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,3,SL,-22.21,2025-06-27 01:00,8820.72,2025-06-27,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,2,SL,-22.21,2025-06-27 01:00,8798.51,2025-06-27,2025-06
Naiya Doji,D1,2025-06-24 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,51.2,44.1,0.01,0.09,,20.0,62.39,1,SL,-22.21,2025-06-27 01:00,8776.3,2025-06-27,2025-06
Naiya Doji,D1,2025-06-26 01:00,BUY,3315.9,3315.9,3293.69,3627.65,3360.32,False,48.36,42.45,0.01,-0.08,,20.32,40.36,1,SL,-22.21,2025-06-27 01:00,8754.09,2025-06-27,2025-06
Naiya Doji,D1,2025-07-03 01:00,BUY,3315.9,3315.9,3293.69,3548.61,3360.32,False,39.36,40.71,0.01,0.2,,18.76,51.99,1,SL,-22.21,2025-07-08 01:00,8731.88,2025-07-08,2025-07
Naiya Doji,D1,2025-07-08 01:00,BUY,3315.9,3315.9,3293.69,3548.61,3360.32,False,37.87,41.35,0.01,-0.68,,38.19,52.94,1,SL,-22.21,2025-07-08 01:00,8709.67,2025-07-08,2025-07
Naiya Doji,D1,2025-07-14 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,63.89,34.44,0.01,0.29,,23.79,33.94,7,SL,-31.96,2025-07-22 01:00,8677.71,2025-07-22,2025-07
Naiya Doji,D1,2025-07-14 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,63.89,34.44,0.01,0.29,,23.79,33.94,5,SL,-31.96,2025-07-22 01:00,8645.75,2025-07-22,2025-07
Naiya Doji,D1,2025-07-14 01:00,SELL,3371.5,3371.5,3403.46,2946.2,3307.58,False,63.89,34.44,0.01,0.29,,23.79,33.94,4,SL,-31.96,2025-07-22 01:00,8613.789999999999,2025-07-22,2025-07
Naiya,D1,2025-07-15 01:00,SELL,3361.15,3361.15,3371.14,2966.17,3341.17,False,61.82,36.92,0.01,-0.34,,19.04,46.12,1,SL,-9.99,2025-07-16 01:00,8603.8,2025-07-16,2025-07
Naiya Doji,D1,2025-07-15 01:00,BUY,3326.68,3326.68,3295.49,3547.49,3389.06,False,61.82,36.92,0.01,-0.34,,19.04,46.12,2,SL,-31.19,2025-07-30 01:00,8572.61,2025-07-30,2025-07
Naiya Doji,D1,2025-07-17 01:00,BUY,3315.9,3315.9,3293.69,3548.61,3360.32,False,51.17,36.7,0.01,0.05,,6.32,40.35,5,SL,-22.21,2025-07-30 01:00,8550.4,2025-07-30,2025-07
Naiya,D1,2025-07-20 01:00,BUY,3349.6,3349.6,3309.83,3538.63,3429.14,False,54.25,33.0,0.01,0.14,,0.81,4.95,1,SL,-39.77,2025-07-28 01:00,8510.63,2025-07-28,2025-07
Naiya,D1,2025-07-25 01:00,BUY,3348.64,3348.64,3345.05,3516.87,3355.82,False,52.74,39.04,0.01,-0.39,,32.45,48.42,4,SL,-3.59,2025-07-25 01:00,8507.039999999999,2025-07-25,2025-07
Naiya Doji,D1,2025-07-25 01:00,BUY,3330.01,3330.01,3309.83,3538.63,3370.37,False,52.74,39.04,0.01,-0.39,,32.45,48.42,6,SL,-20.18,2025-07-28 01:00,8486.86,2025-07-28,2025-07
Naiya Doji,D1,2025-07-25 01:00,BUY,3330.01,3330.01,3309.83,3538.63,3370.37,False,52.74,39.04,0.01,-0.39,,32.45,48.42,4,SL,-20.18,2025-07-28 01:00,8466.68,2025-07-28,2025-07
Naiya Doji,D1,2025-07-25 01:00,BUY,3330.01,3330.01,3309.83,3538.63,3370.37,False,52.74,39.04,0.01,-0.39,,32.45,48.42,3,SL,-20.18,2025-07-28 01:00,8446.5,2025-07-28,2025-07
Naiya Doji,D1,2025-07-25 01:00,BUY,3330.01,3330.01,3309.83,3538.63,3370.37,False,52.74,39.04,0.01,-0.39,,32.45,48.42,2,SL,-20.18,2025-07-28 01:00,8426.32,2025-07-28,2025-07
Naiya Doji,D1,2025-07-25 01:00,BUY,3330.01,3330.01,3309.83,3538.63,3370.37,False,52.74,39.04,0.01,-0.39,,32.45,48.42,1,SL,-20.18,2025-07-28 01:00,8406.14,2025-07-28,2025-07
Naiya,D1,2025-07-29 01:00,SELL,3328.9,3328.9,3335.34,2988.3,3316.02,False,42.77,39.2,0.01,-0.67,,13.03,26.16,1,SL,-6.44,2025-08-01 01:00,8399.699999999999,2025-08-01,2025-08
Naiya,D1,2025-07-31 01:00,SELL,3314.71,3314.71,3334.15,2989.03,3275.83,False,44.9,40.83,0.01,-1.55,,15.99,36.94,1,SL,-19.44,2025-08-01 01:00,8380.259999999998,2025-08-01,2025-08
Naiya Doji,D1,2025-08-01 01:00,SELL,3346.55,3346.55,3361.27,2972.27,3317.11,False,51.94,42.56,0.01,0.5,,68.44,81.96,5,SL,-14.72,2025-08-01 01:00,8365.539999999999,2025-08-01,2025-08
Naiya Doji,D1,2025-08-01 01:00,SELL,3346.55,3346.55,3361.27,2972.27,3317.11,False,51.94,42.56,0.01,0.5,,68.44,81.96,4,SL,-14.72,2025-08-01 01:00,8350.82,2025-08-01,2025-08
Naiya Doji,D1,2025-08-01 01:00,SELL,3346.55,3346.55,3361.27,2972.27,3317.11,False,51.94,42.56,0.01,0.5,,68.44,81.96,3,SL,-14.72,2025-08-01 01:00,8336.099999999999,2025-08-01,2025-08
Naiya Doji,D1,2025-08-01 01:00,SELL,3323.59,3323.59,3345.37,2982.1,3280.03,False,51.94,42.56,0.01,0.5,,68.44,81.96,2,SL,-21.78,2025-08-01 01:00,8314.32,2025-08-01,2025-08
Naiya Doji,D1,2025-08-01 01:00,SELL,3323.59,3323.59,3345.37,2982.1,3280.03,False,51.94,42.56,0.01,0.5,,68.44,81.96,1,SL,-21.78,2025-08-01 01:00,8292.539999999999,2025-08-01,2025-08
Naiya,D1,2025-08-05 01:00,BUY,3364.13,3364.13,3357.71,3509.04,3376.97,False,54.37,43.45,0.01,0.92,,4.89,40.53,1,SL,-6.42,2025-08-05 01:00,8286.119999999999,2025-08-05,2025-08
Naiya,D1,2025-08-08 01:00,BUY,3379.59,3379.59,3358.16,3508.76,3422.45,False,51.75,38.98,0.01,1.34,,7.24,30.14,1,SL,-21.43,2025-08-11 01:00,8264.689999999999,2025-08-11,2025-08
Naiya Doji,D1,2025-08-13 01:00,SELL,3370.14,3370.14,3390.41,2954.26,3329.6,False,57.67,37.32,0.01,0.3,,7.0,28.01,2,SL,-20.27,2025-08-26 01:00,8244.419999999998,2025-08-26,2025-08
Naiya,D1,2025-08-18 01:00,SELL,3350.53,3350.53,3370.74,3184.61,3310.11,False,40.97,29.33,0.01,-0.3,,0.03,34.92,3,SL,-20.21,2025-08-22 01:00,8224.21,2025-08-22,2025-08
Naiya Doji,D1,2025-08-18 01:00,BUY,3323.59,3323.59,3301.81,3543.59,3367.15,False,40.97,29.33,0.01,-0.3,,0.03,34.92,7,TP,220.0,2025-09-03 01:00,8444.21,2025-09-03,2025-09
Naiya Doji,D1,2025-08-18 01:00,BUY,3323.59,3323.59,3301.81,3543.59,3367.15,False,40.97,29.33,0.01,-0.3,,0.03,34.92,6,TP,220.0,2025-09-03 01:00,8664.21,2025-09-03,2025-09
Naiya Doji,D1,2025-08-18 01:00,BUY,3323.59,3323.59,3301.81,3543.59,3367.15,False,40.97,29.33,0.01,-0.3,,0.03,34.92,5,TP,220.0,2025-09-03 01:00,8884.21,2025-09-03,2025-09
Naiya Doji,D1,2025-08-18 01:00,BUY,3323.59,3323.59,3301.81,3543.59,3367.15,False,40.97,29.33,0.01,-0.3,,0.03,34.92,4,TP,220.0,2025-09-03 01:00,9104.21,2025-09-03,2025-09
Naiya Doji,D1,2025-08-20 01:00,SELL,3341.01,3341.01,3358.47,3192.19,3306.09,False,43.43,31.04,0.01,0.19,,32.79,40.53,1,SL,-17.46,2025-08-22 01:00,9086.75,2025-08-22,2025-08
Naiya,D1,2025-08-20 01:00,SELL,3334.36,3334.36,3358.47,3192.19,3286.14,False,43.43,31.04,0.01,0.19,,32.79,40.53,1,SL,-24.11,2025-08-22 01:00,9062.64,2025-08-22,2025-08
Naiya,D1,2025-08-21 01:00,BUY,3334.4,3334.4,3314.96,3515.56,3373.28,False,39.65,29.9,0.01,-0.14,,10.72,24.62,1,TP,181.16,2025-09-02 01:00,9243.8,2025-09-02,2025-09
Naiya Doji,D1,2025-08-22 01:00,SELL,3370.14,3370.14,3390.41,3172.45,3329.6,False,49.97,32.06,0.01,0.83,,32.89,57.36,7,SL,-20.27,2025-08-26 01:00,9223.529999999999,2025-08-26,2025-08
Naiya Doji,D1,2025-08-22 01:00,SELL,3370.14,3370.14,3390.41,3172.45,3329.6,False,49.97,32.06,0.01,0.83,,32.89,57.36,6,SL,-20.27,2025-08-26 01:00,9203.259999999998,2025-08-26,2025-08
Naiya Doji,D1,2025-08-22 01:00,SELL,3370.14,3370.14,3390.41,3172.45,3329.6,False,49.97,32.06,0.01,0.83,,32.89,57.36,5,SL,-20.27,2025-08-26 01:00,9182.99,2025-08-26,2025-08
Naiya Doji,D1,2025-08-22 01:00,SELL,3370.14,3370.14,3390.41,3172.45,3329.6,False,49.97,32.06,0.01,0.83,,32.89,57.36,4,SL,-20.27,2025-08-26 01:00,9162.72,2025-08-26,2025-08
Naiya Doji,D1,2025-08-22 01:00,SELL,3370.14,3370.14,3390.41,3172.45,3329.6,False,49.97,32.06,0.01,0.83,,32.89,57.36,2,SL,-20.27,2025-08-26 01:00,9142.449999999999,2025-08-26,2025-08
Naiya Doji,D1,2025-08-22 01:00,SELL,3370.14,3370.14,3390.41,3172.45,3329.6,False,49.97,32.06,0.01,0.83,,32.89,57.36,1,SL,-20.27,2025-08-26 01:00,9122.179999999998,2025-08-26,2025-08
Naiya Doji,D1,2025-08-22 01:00,BUY,3323.59,3323.59,3301.81,3523.69,3367.15,False,49.97,32.06,0.01,0.83,,32.89,57.36,2,TP,200.1,2025-09-02 01:00,9322.279999999999,2025-09-02,2025-09
Naiya Doji,D1,2025-09-18 01:00,BUY,3631.11,3631.11,3613.12,3660.22,3667.09,False,70.68,42.24,0.01,5.78,12.52,22.68,45.1,3,TP,29.11,2025-09-18 01:00,9351.39,2025-09-18,2025-09
Naiya,D1,2025-09-18 01:00,BUY,3644.65,3644.65,3639.74,3652.59,3654.47,False,70.68,42.24,0.01,5.78,12.52,22.68,45.1,3,SL,-4.91,2025-09-18 01:00,9346.48,2025-09-18,2025-09
Naiya Doji,D1,2025-09-18 01:00,BUY,3631.11,3631.11,3613.12,3660.22,3667.09,False,70.68,42.24,0.01,5.78,12.52,22.68,45.1,2,TP,29.11,2025-09-18 01:00,9375.59,2025-09-18,2025-09
Naiya Doji,D1,2025-09-18 01:00,BUY,3631.11,3631.11,3613.12,3660.22,3667.09,False,70.68,42.24,0.01,5.78,12.52,22.68,45.1,1,TP,29.11,2025-09-18 01:00,9404.699999999999,2025-09-18,2025-09
Naiya,D1,2025-09-19 01:00,SELL,3678.9,3678.9,3703.04,2999.21,3630.62,False,71.95,42.3,0.01,6.89,13.73,44.54,53.03,2,SL,-24.14,2025-09-22 01:00,9380.56,2025-09-22,2025-09
Naiya,D1,2025-10-10 01:00,SELL,3989.46,3989.46,4059.23,2779.08,3849.92,False,86.58,59.34,0.01,10.78,20.72,43.7,75.92,1,SL,-69.77,2025-10-13 01:00,9310.789999999999,2025-10-13,2025-10
Naiya,D1,2025-10-21 01:00,BUY,4259.51,4259.51,4245.4,4282.34,4287.73,False,61.12,108.53,0.01,8.97,21.72,244.25,290.76,1,SL,-14.11,2025-10-21 01:00,9296.679999999998,2025-10-21,2025-10
Naiya,D1,2025-11-03 01:00,BUY,3964.92,3964.92,3917.6,4041.48,4059.56,False,32.57,109.73,0.01,2.31,15.91,16.75,67.88,3,TP,76.56,2025-11-10 01:00,9373.24,2025-11-10,2025-11
Naiya Doji,D1,2025-11-04 01:00,BUY,3953.14,3953.14,3886.61,4060.79,4086.2,False,29.19,113.22,0.01,0.53,13.94,63.0,71.97,4,TP,107.65,2025-11-10 01:00,9480.89,2025-11-10,2025-11
Naiya,D1,2025-11-05 01:00,SELL,3980.48,3980.48,4030.39,2796.91,3880.66,False,21.91,105.94,0.01,1.35,14.9,39.08,60.73,1,SL,-49.91,2025-11-10 01:00,9430.98,2025-11-10,2025-11
Naiya Doji,D1,2025-11-06 01:00,SELL,3996.45,3996.45,4030.39,2796.91,3928.57,False,35.8,89.11,0.01,1.56,15.19,15.44,55.08,2,SL,-33.94,2025-11-10 01:00,9397.039999999999,2025-11-10,2025-11
Naiya,D1,2025-11-18 01:00,SELL,4077.81,4077.81,4106.77,2820.12,4019.89,False,58.7,76.72,0.01,1.55,15.95,39.97,84.33,1,SL,-28.96,2025-11-19 01:00,9368.08,2025-11-19,2025-11
Naiya,D1,2025-11-27 01:00,BUY,4143.69,4143.69,4109.59,4549.88,4211.89,False,52.29,75.64,0.01,2.32,17.02,1.55,24.4,1,TP,406.19,2025-12-26 01:00,9774.269999999999,2025-12-26,2025-12
Naiya Doji,D1,2025-11-28 01:00,SELL,4195.28,4195.28,4245.12,2734.62,4095.6,False,53.18,73.13,0.01,3.54,18.42,57.1,77.68,7,SL,-49.84,2025-12-01 01:00,9724.429999999998,2025-12-01,2025-12
Naiya Doji,D1,2025-11-28 01:00,SELL,4195.28,4195.28,4245.12,2734.62,4095.6,False,53.18,73.13,0.01,3.54,18.42,57.1,77.68,6,SL,-49.84,2025-12-01 01:00,9674.59,2025-12-01,2025-12
Naiya Doji,D1,2025-11-28 01:00,SELL,4195.28,4195.28,4245.12,2734.62,4095.6,False,53.18,73.13,0.01,3.54,18.42,57.1,77.68,5,SL,-49.84,2025-12-01 01:00,9624.75,2025-12-01,2025-12
Naiya Doji,D1,2025-11-28 01:00,SELL,4195.28,4195.28,4245.12,2734.62,4095.6,False,53.18,73.13,0.01,3.54,18.42,57.1,77.68,4,SL,-49.84,2025-12-01 01:00,9574.91,2025-12-01,2025-12
Naiya Doji,D1,2025-11-28 01:00,SELL,4195.28,4195.28,4245.12,2734.62,4095.6,False,53.18,73.13,0.01,3.54,18.42,57.1,77.68,3,SL,-49.84,2025-12-01 01:00,9525.07,2025-12-01,2025-12
Naiya,D1,2025-12-02 01:00,BUY,4164.91,4164.91,4142.67,4529.44,4209.39,False,65.96,61.17,0.01,2.84,17.69,14.67,66.72,3,TP,364.53,2025-12-26 01:00,9889.599999999999,2025-12-26,2025-12
Naiya Doji,D1,2025-12-03 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,77.42,57.72,0.01,2.58,17.37,5.61,46.94,1,SL,-24.51,2025-12-11 01:00,9865.089999999998,2025-12-11,2025-12
Naiya,D1,2025-12-03 01:00,SELL,4221.9,4221.9,4264.56,2722.61,4136.58,False,77.42,57.72,0.01,2.58,17.37,5.61,46.94,1,SL,-42.66,2025-12-11 01:00,9822.429999999998,2025-12-11,2025-12
Naiya Doji,D1,2025-12-05 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,68.69,54.15,0.01,2.17,16.81,7.47,67.29,2,SL,-24.51,2025-12-11 01:00,9797.919999999998,2025-12-11,2025-12
Naiya Doji,D1,2025-12-05 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,68.69,54.15,0.01,2.17,16.81,7.47,67.29,1,SL,-24.51,2025-12-11 01:00,9773.41,2025-12-11,2025-12
Naiya Doji,D1,2025-12-11 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,83.06,49.19,0.01,3.66,18.27,43.97,81.55,5,SL,-24.51,2025-12-11 01:00,9748.9,2025-12-11,2025-12
Naiya Doji,D1,2025-12-11 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,83.06,49.19,0.01,3.66,18.27,43.97,81.55,4,SL,-24.51,2025-12-11 01:00,9724.39,2025-12-11,2025-12
Naiya Doji,D1,2025-12-11 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,83.06,49.19,0.01,3.66,18.27,43.97,81.55,3,SL,-24.51,2025-12-11 01:00,9699.88,2025-12-11,2025-12
Naiya Doji,D1,2025-12-11 01:00,SELL,4240.05,4240.05,4264.56,2722.61,4191.03,False,83.06,49.19,0.01,3.66,18.27,43.97,81.55,2,SL,-24.51,2025-12-11 01:00,9675.369999999999,2025-12-11,2025-12
Naiya Doji,D1,2025-12-29 01:00,BUY,4303.32,4303.32,4271.61,4449.75,4366.74,False,54.76,66.34,0.01,3.33,17.55,181.48,224.9,7,TP,146.43,2025-12-29 01:00,9821.8,2025-12-29,2025-12
Naiya Doji,D1,2025-12-29 01:00,BUY,4303.32,4303.32,4271.61,4449.75,4366.74,False,54.76,66.34,0.01,3.33,17.55,181.48,224.9,6,TP,146.43,2025-12-29 01:00,9968.23,2025-12-29,2025-12
Naiya Doji,D1,2025-12-29 01:00,BUY,4303.32,4303.32,4271.61,4449.75,4366.74,False,54.76,66.34,0.01,3.33,17.55,181.48,224.9,5,TP,146.43,2025-12-29 01:00,10114.66,2025-12-29,2025-12
Naiya Doji,D1,2025-12-29 01:00,BUY,4303.32,4303.32,4271.61,4449.75,4366.74,False,54.76,66.34,0.01,3.33,17.55,181.48,224.9,4,TP,146.43,2025-12-29 01:00,10261.089999999998,2025-12-29,2025-12
Naiya Doji,D1,2025-12-29 01:00,BUY,4303.32,4303.32,4271.61,4449.75,4366.74,False,54.76,66.34,0.01,3.33,17.55,181.48,224.9,3,TP,146.43,2025-12-29 01:00,10407.519999999999,2025-12-29,2025-12
Naiya Doji,D1,2025-12-29 01:00,BUY,4303.32,4303.32,4271.61,4449.75,4366.74,False,54.76,66.34,0.01,3.33,17.55,181.48,224.9,2,TP,146.43,2025-12-29 01:00,10553.949999999999,2025-12-29,2025-12
