Date,Trades,Win,Loss,BE,Net_PnL,Cumulative_PnL
2025-05-20,102,1,101,0,-564.51,-4630.840000000001
2025-05-21,15,4,11,0,128.04999999999998,-4502.790000000001
2025-05-22,34,9,25,0,128.44,-4374.350000000001
2025-05-23,35,0,35,0,-527.6899999999999,-4902.040000000001
2025-05-26,22,0,22,0,-106.28,-5008.320000000001
2025-05-27,35,14,21,0,432.67,-4575.650000000001
2025-05-28,29,1,28,0,-289.28,-4864.93
2025-05-29,24,0,24,0,-175.49,-5040.42
2025-05-30,28,0,28,0,-124.25,-5164.67
2025-06-02,89,1,88,0,-626.37,-5791.04
2025-06-03,5,4,1,0,28.069999999999997,-5762.97
2025-06-04,39,0,39,0,-202.79,-5965.76
2025-06-05,21,0,21,0,-100.98,-6066.74
2025-06-06,50,14,36,0,259.69,-5807.05
2025-06-09,28,17,11,0,343.54,-5463.51
2025-06-10,29,0,29,0,-146.48,-5609.99
2025-06-11,26,0,26,0,-174.88,-5784.87
2025-06-12,25,15,10,0,696.91,-5087.96
2025-06-13,17,2,15,0,-208.10999999999999,-5296.07
2025-06-16,30,0,30,0,-163.47,-5459.54
2025-06-17,26,1,25,0,-93.35,-5552.89
2025-06-18,34,1,33,0,-175.7,-5728.59
2025-06-19,19,7,12,0,135.54,-5593.05
2025-06-20,19,3,16,0,25.439999999999994,-5567.610000000001
2025-06-23,41,0,41,0,-215.53,-5783.14
2025-06-24,61,3,58,0,-341.86,-6125.0
2025-06-25,29,0,29,0,-71.39,-6196.39
2025-06-26,35,2,33,0,-85.25999999999999,-6281.650000000001
2025-06-27,21,1,20,0,-397.9,-6679.55
2025-06-30,33,4,29,0,-115.9,-6795.45
2025-07-01,43,0,43,0,-187.51999999999998,-6982.969999999999
2025-07-02,7,1,6,0,-6.949999999999999,-6989.919999999999
2025-07-03,31,2,29,0,-89.3,-7079.219999999999
2025-07-04,1,0,1,0,-2.36,-7081.579999999999
2025-07-07,45,7,38,0,18.560000000000002,-7063.019999999999
2025-07-08,33,7,26,0,240.42,-6822.5999999999985
2025-07-09,47,22,25,0,451.82,-6370.779999999999
2025-07-10,8,2,6,0,0.7900000000000018,-6369.989999999999
2025-07-11,49,1,48,0,-272.25,-6642.239999999999
2025-07-14,33,2,31,0,-89.68,-6731.919999999999
2025-07-15,36,2,34,0,-75.85000000000001,-6807.7699999999995
2025-07-16,59,1,58,0,-281.2,-7088.969999999999
2025-07-17,37,1,36,0,-191.26,-7280.23
2025-07-18,39,2,37,0,-83.91,-7364.139999999999
2025-07-21,21,4,17,0,384.80999999999995,-6979.33
2025-07-22,18,2,16,0,108.65999999999998,-6870.67
2025-07-23,8,1,7,0,-14.09,-6884.76
2025-07-24,31,3,28,0,-5.07,-6889.83
2025-07-25,51,7,44,0,365.27000000000004,-6524.5599999999995
2025-07-28,34,14,20,0,72.31,-6452.249999999999
2025-07-29,13,6,7,0,54.849999999999994,-6397.399999999999
2025-07-30,39,3,36,0,-128.62,-6526.019999999999
2025-07-31,2,0,2,0,-18.86,-6544.879999999998
2025-08-01,98,10,88,0,-175.10000000000002,-6719.979999999999
2025-08-04,19,12,7,0,76.43,-6643.549999999998
2025-08-05,44,0,44,0,-157.61,-6801.159999999998
2025-08-06,9,0,9,0,-21.330000000000002,-6822.489999999998
2025-08-07,33,4,29,0,-38.22,-6860.709999999998
2025-08-08,19,1,18,0,-73.66,-6934.369999999998
2025-08-11,83,9,74,0,-213.32,-7147.689999999998
2025-08-12,21,3,18,0,-53.41,-7201.099999999998
2025-08-13,24,5,19,0,24.98999999999999,-7176.109999999998
2025-08-14,51,7,44,0,-42.3,-7218.409999999998
2025-08-15,6,0,6,0,-13.52,-7231.9299999999985
2025-08-18,26,1,25,0,-103.88000000000001,-7335.809999999999
2025-08-19,14,1,13,0,-63.41,-7399.219999999998
2025-08-20,44,5,39,0,-90.53,-7489.749999999998
2025-08-21,13,0,13,0,-26.41,-7516.159999999998
2025-08-22,76,27,49,0,811.78,-6704.379999999998
2025-08-25,7,2,5,0,9.73,-6694.649999999999
2025-08-26,35,0,35,0,-240.34,-6934.989999999999
2025-08-27,18,2,16,0,16.589999999999996,-6918.399999999999
2025-08-28,12,3,9,0,10.680000000000001,-6907.719999999998
2025-08-29,25,2,23,0,-33.44,-6941.159999999998
2025-09-01,5,4,1,0,13.52,-6927.639999999998
2025-09-02,28,4,24,0,387.97999999999996,-6539.659999999998
2025-09-03,14,9,5,0,951.64,-5588.019999999998
2025-09-04,21,0,21,0,-79.24,-5667.2599999999975
2025-09-05,49,6,43,0,-52.53,-5719.789999999997
2025-09-08,9,5,4,0,334.34,-5385.449999999997
2025-09-09,15,0,15,0,-57.54,-5442.989999999997
2025-09-10,16,0,16,0,-45.85,-5488.839999999997
2025-09-11,7,0,7,0,-64.53999999999999,-5553.379999999997
2025-09-12,33,2,31,0,-166.11,-5719.489999999997
2025-09-15,44,2,42,0,-130.01,-5849.499999999997
2025-09-16,4,0,4,0,-19.96,-5869.459999999997
2025-09-17,47,1,46,0,-173.81,-6043.269999999998
2025-09-18,8,5,3,0,101.07,-5942.199999999998
2025-09-19,21,17,4,0,596.0,-5346.199999999998
2025-09-22,54,19,35,0,2176.98,-3169.219999999998
2025-09-23,12,6,6,0,32.05,-3137.169999999998
2025-09-24,36,2,34,0,-71.57,-3208.739999999998
2025-09-25,18,8,10,0,66.46000000000001,-3142.279999999998
2025-09-26,29,8,21,0,262.4,-2879.879999999998
2025-09-29,30,4,26,0,11.929999999999987,-2867.949999999998
2025-09-30,19,2,17,0,-21.509999999999998,-2889.459999999998
2025-10-01,20,0,20,0,-184.35,-3073.809999999998
2025-10-02,33,2,31,0,-30.69,-3104.499999999998
2025-10-03,21,0,21,0,-113.07,-3217.5699999999983
2025-10-06,16,12,4,0,511.8,-2705.769999999998
2025-10-07,15,0,15,0,-78.49,-2784.259999999998
2025-10-08,8,7,1,0,47.66,-2736.599999999998
2025-10-09,58,1,57,0,-374.93,-3111.529999999998
2025-10-10,22,0,22,0,-279.32,-3390.849999999998
2025-10-12,1,0,1,0,-22.99,-3413.839999999998
2025-10-13,23,3,20,0,-111.08,-3524.919999999998
2025-10-14,16,2,14,0,-64.22999999999999,-3589.149999999998
2025-10-15,4,1,3,0,-7.739999999999998,-3596.8899999999976
2025-10-16,26,5,21,0,325.94000000000005,-3270.9499999999975
2025-10-17,40,14,26,0,221.25,-3049.6999999999975
2025-10-20,32,1,31,0,-505.99,-3555.689999999998
2025-10-21,67,5,62,0,-284.32000000000005,-3840.009999999998
2025-10-22,28,0,28,0,-487.67999999999995,-4327.689999999998
2025-10-23,22,0,22,0,-353.63,-4681.319999999998
2025-10-24,30,0,30,0,-391.49,-5072.809999999998
2025-10-26,9,9,0,0,583.5600000000001,-4489.249999999997
2025-10-27,46,9,37,0,548.56,-3940.6899999999973
2025-10-28,7,1,6,0,-45.7,-3986.389999999997
2025-10-29,51,1,50,0,-434.07,-4420.459999999997
2025-10-30,34,1,33,0,-311.02,-4731.479999999998
2025-10-31,6,0,6,0,-59.1,-4790.579999999998
2025-11-03,11,0,11,0,-73.0,-4863.579999999998
2025-11-04,58,8,50,0,-42.59999999999998,-4906.1799999999985
2025-11-05,6,0,6,0,-114.67,-5020.8499999999985
2025-11-06,55,24,31,0,854.49,-4166.359999999999
2025-11-07,27,11,16,0,219.27999999999997,-3947.079999999999
2025-11-10,40,10,30,0,259.57000000000005,-3687.509999999999
2025-11-11,21,0,21,0,-83.21,-3770.719999999999
2025-11-12,54,2,52,0,-537.6899999999999,-4308.409999999999
2025-11-13,19,1,18,0,-98.30999999999999,-4406.719999999999
2025-11-14,44,6,38,0,-34.13000000000001,-4440.849999999999
2025-11-17,7,3,4,0,91.25,-4349.599999999999
2025-11-18,34,6,28,0,59.31000000000001,-4290.289999999999
2025-11-19,39,14,25,0,609.0699999999999,-3681.2199999999993
2025-11-20,24,1,23,0,-188.85999999999999,-3870.0799999999995
2025-11-21,33,9,24,0,-28.060000000000013,-3898.1399999999994
2025-11-24,45,4,41,0,-318.74,-4216.879999999999
2025-11-25,20,7,13,0,411.04999999999995,-3805.829999999999
2025-11-26,14,0,14,0,-145.60999999999999,-3951.439999999999
2025-11-27,4,0,4,0,-28.7,-3980.139999999999
2025-11-28,47,12,35,0,1026.12,-2954.019999999999
2025-12-01,18,3,15,0,-251.0,-3205.019999999999
2025-12-02,12,1,11,0,-103.49000000000001,-3308.5099999999993
2025-12-03,15,8,7,0,334.3,-2974.209999999999
2025-12-04,49,1,48,0,-320.94,-3295.149999999999
2025-12-05,30,12,18,0,239.44,-3055.709999999999
2025-12-08,32,10,22,0,521.89,-2533.8199999999993
2025-12-09,47,8,39,0,62.26999999999998,-2471.5499999999993
2025-12-10,36,0,36,0,-208.60999999999999,-2680.1599999999994
2025-12-11,65,0,65,0,-856.5300000000001,-3536.6899999999996
2025-12-12,25,4,21,0,327.98,-3208.7099999999996
2025-12-15,20,0,20,0,-109.38,-3318.0899999999997
2025-12-16,26,0,26,0,-223.47,-3541.5599999999995
2025-12-17,27,0,27,0,-252.37,-3793.9299999999994
2025-12-18,48,1,47,0,-291.15,-4085.0799999999995
2025-12-19,26,0,26,0,-104.17,-4189.249999999999
2025-12-22,13,12,1,0,2901.11,-1288.139999999999
2025-12-23,13,9,4,0,115.58999999999999,-1172.549999999999
2025-12-24,6,0,6,0,-50.38,-1222.9299999999992
2025-12-26,27,12,15,0,1734.69,511.7600000000009
2025-12-29,112,27,85,0,749.33,1261.090000000001
2025-12-30,16,6,10,0,262.28,1523.370000000001
2025-12-31,30,6,24,0,36.149999999999984,1559.5200000000011
2026-01-02,21,5,16,0,-18.87000000000001,1540.650000000001
2026-01-05,53,35,18,0,2325.56,3866.210000000001
2026-01-06,8,2,6,0,205.09,4071.300000000001
2026-01-07,30,8,22,0,-17.32,4053.980000000001
2026-01-08,15,1,14,0,-69.59,3984.390000000001
2026-01-09,45,3,42,0,-158.36999999999998,3826.020000000001
2026-01-11,23,0,23,0,-709.6,3116.420000000001
2026-01-12,14,12,2,0,6275.22,9391.640000000001
2026-01-13,32,1,31,0,-73.89999999999999,9317.740000000002
2026-01-14,10,1,9,0,-5.97,9311.770000000002
2026-01-15,33,0,33,0,-298.15999999999997,9013.610000000002
2026-01-16,84,28,56,0,957.78,9971.390000000003
2026-01-18,2,1,1,0,684.49,10655.880000000003
2026-01-19,13,0,13,0,-123.06,10532.820000000003
2026-01-20,15,3,12,0,386.08,10918.900000000003
2026-01-21,14,1,13,0,-216.59,10702.310000000003
2026-01-22,28,0,28,0,-276.15,10426.160000000003
2026-01-23,12,0,12,0,-109.08,10317.080000000004
2026-01-26,15,2,13,0,-59.81000000000002,10257.270000000004
2026-01-27,23,2,21,0,-306.37,9950.900000000003
2026-01-28,11,1,10,0,-104.54,9846.360000000002
2026-01-29,39,0,39,0,-916.45,8929.910000000002
2026-01-30,104,2,102,0,-1540.33,7389.580000000002
2026-02-02,23,2,21,0,-500.25,6889.330000000002
2026-02-03,25,1,24,0,-1440.4,5448.930000000002
2026-02-04,26,2,24,0,-545.56,4903.370000000003
2026-02-05,25,11,14,0,1569.15,6472.520000000002
2026-02-06,29,5,24,0,-179.92,6292.600000000002
2026-02-09,31,13,18,0,2231.2200000000003,8523.820000000003
2026-02-10,22,0,22,0,-316.84000000000003,8206.980000000003
2026-02-11,38,9,29,0,-391.47,7815.510000000003
2026-02-12,73,3,70,0,-843.5600000000001,6971.950000000003
2026-02-13,14,0,14,0,-305.06,6666.890000000002
2026-02-16,3,1,2,0,18.049999999999997,6684.940000000002
2026-02-17,43,3,40,0,-197.89,6487.050000000002
2026-02-18,34,1,33,0,-114.35000000000001,6372.700000000002
2026-02-19,21,0,21,0,-223.97,6148.730000000001
2026-02-20,86,14,72,0,480.50000000000006,6629.230000000001
2026-02-22,6,0,6,0,-327.43,6301.800000000001
2026-02-23,6,5,1,0,1987.8600000000001,8289.660000000002
2026-02-24,31,2,29,0,-229.26,8060.4000000000015
2026-02-25,32,0,32,0,-471.51,7588.890000000001
2026-02-26,20,1,19,0,-188.97,7399.920000000001
2026-02-27,52,7,45,0,353.84999999999997,7753.770000000001
2026-03-01,1,1,0,0,127.11,7880.880000000001
2026-03-02,4,4,0,0,749.2,8630.080000000002
2026-03-03,91,19,72,0,893.85,9523.930000000002
2026-03-04,9,0,9,0,-173.42,9350.510000000002
2026-03-05,39,4,35,0,-41.159999999999926,9309.350000000002
2026-03-06,32,0,32,0,-267.94,9041.410000000002
2026-03-08,6,0,6,0,-87.53,8953.880000000001
2026-03-09,27,2,25,0,-295.84,8658.04
2026-03-10,63,4,59,0,-932.56,7725.480000000001
2026-03-11,22,2,20,0,-200.0,7525.480000000001
2026-03-12,42,10,32,0,423.71,7949.190000000001
2026-03-13,32,1,31,0,-825.9300000000001,7123.260000000001
2026-03-15,1,0,1,0,-164.6,6958.660000000001
2026-03-16,9,0,9,0,-133.36,6825.300000000001
2026-03-17,35,0,35,0,-442.54,6382.760000000001
2026-03-18,32,8,24,0,-172.87,6209.890000000001
2026-03-19,13,1,12,0,399.00999999999993,6608.9000000000015
2026-03-20,22,0,22,0,-778.7,5830.200000000002
2026-03-23,3,1,2,0,-318.01,5512.190000000001
2026-03-24,8,0,8,0,-184.84,5327.350000000001
2026-03-25,32,1,31,0,-842.11,4485.240000000002
2026-03-26,34,2,32,0,-563.04,3922.2000000000016
2026-03-27,41,7,34,0,155.39999999999998,4077.6000000000017
2026-03-30,22,4,18,0,-113.23999999999998,3964.360000000002
2026-03-31,30,15,15,0,1207.21,5171.5700000000015
2026-04-01,38,2,36,0,-829.35,4342.220000000001
2026-04-02,25,1,24,0,-232.01,4110.210000000001
2026-04-06,12,0,12,0,-166.89,3943.320000000001
2026-04-07,50,7,43,0,-370.28000000000003,3573.040000000001
2026-04-08,26,1,25,0,-188.35999999999999,3384.6800000000007
2026-04-09,20,0,20,0,-238.22,3146.460000000001
2026-04-10,24,3,21,0,-140.51999999999998,3005.940000000001
2026-04-13,37,2,35,0,-257.58,2748.360000000001
2026-04-14,45,1,43,0,-592.15,2156.210000000001
2026-04-15,28,0,28,0,-320.71999999999997,1835.490000000001
2026-04-16,22,0,22,0,-192.34,1643.150000000001
2026-04-17,48,10,38,0,-314.0,1329.150000000001
2026-04-20,32,1,28,0,-195.84,1133.310000000001
2026-04-21,46,3,43,0,-532.4300000000001,600.880000000001
2026-04-22,2,0,2,0,-24.67,576.2100000000011
2026-04-23,24,2,22,0,-179.03,397.1800000000011
2026-04-24,32,8,24,0,263.17,660.350000000001
2026-04-27,11,0,11,0,-79.72,580.630000000001
2026-04-28,78,11,67,0,-72.10000000000002,508.530000000001
2026-04-29,27,6,21,0,60.72,569.250000000001
2026-04-30,27,0,27,0,-242.68,326.570000000001
2026-05-01,20,1,19,0,-83.35,243.22000000000102
2026-05-04,38,5,33,0,-556.37,-313.14999999999895
2026-05-05,24,0,24,0,-266.25,-579.399999999999
2026-05-06,70,3,67,0,-347.27,-926.6699999999989
2026-05-07,47,4,43,0,-554.59,-1481.2599999999989
2026-05-08,12,4,8,0,127.14999999999999,-1354.1099999999988
2026-05-11,59,4,55,0,-392.06,-1746.1699999999987
2026-05-12,34,3,31,0,-258.14000000000004,-2004.3099999999988
2026-05-13,2,1,1,0,12.19,-1992.1199999999988
2026-05-14,37,1,36,0,-266.82,-2258.9399999999987
2026-05-15,63,12,51,0,-52.47999999999998,-2311.4199999999987
2026-05-18,31,3,28,0,-599.6,-2911.0199999999986
2026-05-19,56,3,53,0,-765.12,-3676.1399999999985
2026-05-20,27,3,24,0,-74.59,-3750.7299999999987
2026-05-21,38,2,36,0,-230.95,-3981.6799999999985
2026-05-22,20,0,20,0,-174.08,-4155.759999999998
2026-05-25,44,3,41,0,-155.72,-4311.479999999999
2026-05-26,44,7,37,0,16.30000000000001,-4295.1799999999985
2026-05-27,52,10,42,0,-363.43,-4658.609999999999
2026-05-28,30,3,27,0,-332.64,-4991.249999999999
2026-05-29,48,2,46,0,-280.56,-5271.8099999999995
2026-06-01,37,6,31,0,-38.760000000000005,-5310.57
2026-06-02,31,7,24,0,117.75000000000001,-5192.82
2026-06-03,20,3,17,0,-184.6,-5377.42
2026-06-04,45,5,40,0,-94.62,-5472.04
2026-06-05,66,6,60,0,247.03,-5225.01
2026-06-08,19,6,13,0,-362.93,-5587.9400000000005
2026-06-09,55,3,52,0,-275.23,-5863.17
2026-06-10,8,3,5,0,-430.8,-6293.97
2026-06-11,25,7,18,0,-100.52000000000001,-6394.490000000001
2026-06-12,23,0,23,0,-220.64,-6615.130000000001
2026-06-14,1,0,1,0,-22.18,-6637.310000000001
2026-06-15,38,3,35,0,-718.72,-7356.030000000002
2026-06-16,4,0,4,0,-49.39,-7405.420000000002
2026-06-17,106,17,89,0,193.62999999999997,-7211.790000000002
2026-06-18,19,7,12,0,182.74,-7029.050000000002
2026-06-19,3,3,0,0,544.11,-6484.940000000002
2026-06-22,9,0,9,0,-59.43,-6544.370000000003
2026-06-23,39,8,31,0,240.63000000000002,-6303.7400000000025
2026-06-24,29,7,22,0,253.42999999999998,-6050.310000000002
2026-06-25,17,0,17,0,-251.39,-6301.700000000003
2026-06-26,16,2,14,0,-85.24000000000001,-6386.940000000002
2026-06-29,27,1,26,0,-108.33,-6495.270000000002
2026-06-30,63,12,51,0,105.25000000000003,-6390.020000000002
2026-07-01,59,7,52,0,-411.8,-6801.820000000002
2026-07-02,25,1,24,0,-349.64,-7151.460000000003
2026-07-03,18,3,15,0,123.93,-7027.5300000000025
2026-07-06,17,0,17,0,-146.47,-7174.000000000003
2026-07-07,48,4,44,0,-207.52,-7381.520000000003
2026-07-08,22,2,20,0,123.97999999999999,-7257.540000000004
2026-07-09,30,0,30,0,-249.85,-7507.390000000004
2026-07-10,8,2,6,0,15.469999999999999,-7491.920000000004
2026-07-13,74,14,53,0,527.17,-6964.750000000004
2026-07-14,28,1,27,0,-308.75,-7273.500000000004
2026-07-15,10,1,9,0,-49.14,-7322.640000000004
2026-07-16,44,3,41,0,-209.36,-7532.000000000004
2026-07-17,38,1,37,0,-669.04,-8201.040000000005
2026-07-20,40,3,37,0,-121.46000000000001,-8322.500000000004
2026-07-21,38,3,35,0,-258.36,-8580.860000000004
2026-07-22,29,0,29,0,-393.06,-8973.920000000004
2026-07-23,37,3,34,0,-188.79000000000002,-9162.710000000005
2026-07-24,16,5,11,0,16.220000000000002,-9146.490000000005
2026-07-27,32,6,26,0,-110.13000000000001,-9256.620000000004
2026-07-28,47,4,38,0,-212.41,-9469.030000000004
2026-07-29,88,5,83,0,-264.16999999999996,-9733.200000000004
2026-07-30,15,0,14,0,-131.88,-9865.080000000004
2026-07-31,12,0,12,0,-231.89,-10096.970000000003
2026-08-03,19,3,16,0,-27.269999999999992,-10124.240000000003
2026-08-04,57,0,57,0,-316.65999999999997,-10440.900000000003
2026-08-05,44,1,43,0,-784.7199999999999,-11225.620000000003
2026-08-06,19,1,18,0,-75.63,-11301.250000000002
2026-08-07,33,1,32,0,-527.47,-11828.720000000001
2026-08-10,20,0,20,0,-178.14,-12006.86
2026-08-12,16,2,14,0,-127.79,-12134.650000000001
2026-08-13,43,4,39,0,-213.46,-12348.11
2026-08-14,28,0,28,0,-396.31,-12744.42
2026-08-17,38,10,28,0,109.92000000000002,-12634.5
2026-08-18,45,19,26,0,606.7,-12027.8
2026-08-19,38,4,34,0,-240.41,-12268.21
2026-08-20,20,6,14,0,374.5,-11893.71
2026-08-21,12,3,9,0,106.93999999999997,-11786.769999999999
2026-08-24,11,1,10,0,-99.85,-11886.619999999999
2026-08-25,25,2,23,0,-134.19,-12020.81
2026-08-26,27,4,23,0,-114.91999999999999,-12135.73
2026-08-27,38,18,20,0,706.06,-11429.67
2026-08-28,66,8,58,0,87.21000000000002,-11342.460000000001
2026-08-31,4,2,2,0,5.589999999999996,-11336.87
2026-09-01,71,29,42,0,1869.22,-9467.650000000001
2026-09-02,28,3,25,0,-271.15,-9738.800000000001
2026-09-03,22,1,20,0,-293.99,-10032.79
2026-09-04,45,2,43,0,-175.81,-10208.6
2026-09-07,7,0,7,0,-56.73,-10265.33
2026-09-08,43,8,34,0,198.29,-10067.039999999999
2026-09-09,16,0,13,0,-123.53,-10190.57
2026-09-10,47,9,38,0,584.0799999999999,-9606.49
2026-09-11,23,1,21,0,-74.16,-9680.65
2026-09-14,15,2,13,0,-43.64,-9724.289999999999
2026-09-15,3,0,3,0,-18.4,-9742.689999999999
2026-09-16,69,27,40,0,1655.99,-8086.699999999999
2026-09-17,22,0,19,0,-263.13,-8349.829999999998
