bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4394.85,2026-05-28 14:22:00,4395.54,2026-05-28 14:22:00,,,,0.49,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4376.26,2026-05-28 17:51:00,4379.74,2026-05-28 17:51:00,,,,-3.68,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4381.12,2026-05-28 19:23:00,4380.49,2026-05-28 19:23:00,,,,0.43,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4433.13,2026-05-28 20:02:00,4434.25,2026-05-28 20:02:00,,,,0.92,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4432.81,2026-05-28 20:05:00,4434.05,2026-05-28 20:05:00,,,,1.04,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4523.09,2026-05-29 14:00:00,4523.62,2026-05-29 14:00:00,,,,0.33,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4547.38,2026-05-29 21:06:00,4548.38,2026-05-29 21:06:00,,,,0.8,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4591.96,2026-05-29 22:14:00,4593.49,2026-05-29 22:14:00,,,,1.33,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4491.4,2026-06-01 16:34:00,4490.76,2026-06-01 16:34:00,,,,0.44,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4455.27,2026-06-01 20:55:00,4453.9,2026-06-01 20:55:00,,,,1.17,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4451.13,2026-06-01 21:00:00,4449.9,2026-06-01 21:00:00,,,,1.03,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4451.09,2026-06-01 21:01:00,4449.83,2026-06-01 21:01:00,,,,1.06,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4472.59,2026-06-01 22:30:00,4469.17,2026-06-01 22:30:00,,,,-3.62,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4531.2,2026-06-02 17:48:00,4531.56,2026-06-02 17:48:00,,,,0.16,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4494.53,2026-06-02 21:19:00,4493.66,2026-06-02 21:19:00,,,,0.67,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4444.13,2026-06-03 15:57:00,4443.37,2026-06-03 15:57:00,,,,0.56,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4462.09,2026-06-03 17:07:00,4456.69,2026-06-03 17:07:00,,,,-5.6,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4461.18,2026-06-03 17:08:00,4462.09,2026-06-03 17:08:00,,,,0.71,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4448.14,2026-06-03 20:27:00,4447.23,2026-06-03 20:27:00,,,,0.71,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4487.86,2026-06-04 21:15:00,4486.89,2026-06-04 21:15:00,,,,0.77,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4474.5,2026-06-04 21:45:00,4473.65,2026-06-04 21:45:00,,,,0.65,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4371.64,2026-06-05 20:59:00,4377.27,2026-06-05 20:59:00,,,,-5.83,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
