group,reason,side,count,pnl,first_ts,last_ts
live,Fill Trend Reche,SELL,1,-0.56,2026-06-03 23:14:24,2026-06-03 23:14:24
live,PD Zone fill che,BUY,1,-0.64,2026-05-28 09:00:08,2026-05-28 09:00:08
live,PD Zone fill che,SELL,1,-1.28,2026-06-04 08:39:05,2026-06-04 08:39:05
bt,SL,SELL,2,-72.07,2026-05-28 21:00:00,2026-06-02 00:30:00
bt,PD_FILL_FAIL,BUY,1,-0.06,2026-06-04 12:00:00,2026-06-04 12:00:00
bt,PD_FILL_FAIL,SELL,1,0.11,2026-06-08 08:08:00,2026-06-08 08:08:00
live_gap,LIVE_SIGNAL_PD_CLOSED_NO_REPLAY:TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,2,-1.92,2026-05-28 09:00:08,2026-06-04 08:39:05
live_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,1,-0.56,2026-06-03 23:14:24,2026-06-03 23:14:24
bt_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,3,-43.71,2026-06-02 00:30:00,2026-06-08 08:08:00
bt_gap,TIME_TOO_FAR,SELL,1,-28.31,2026-05-28 21:00:00,2026-05-28 21:00:00
live_entry_comment,M1_S4_SIGFVG,SELL,2,-1.84,2026-06-03 23:14:24,2026-06-04 08:39:05
live_entry_comment,M1_S4_SIGFVG,BUY,1,-0.64,2026-05-28 09:00:08,2026-05-28 09:00:08
live_s14_family,UNKNOWN,SELL,2,-1.84,2026-06-03 23:14:24,2026-06-04 08:39:05
live_s14_family,UNKNOWN,BUY,1,-0.64,2026-05-28 09:00:08,2026-05-28 09:00:08
bt_s14_family,UNKNOWN,SELL,3,-71.96,2026-05-28 21:00:00,2026-06-08 08:08:00
bt_s14_family,UNKNOWN,BUY,1,-0.06,2026-06-04 12:00:00,2026-06-04 12:00:00
