Time (BKK),Close Time,Leg,TF,Type,Entry,SL,TP,Lot,P&L,Balance,Outcome
17-07-2024 10:45:00,17-07-2024 11:35:00,S101,M5,SELL,2473.78,2481.06,2451.93,0.01,5.58,1923.11,TRAIL
19-07-2024 23:25:00,20-07-2024 01:30:00,S101,M5,BUY,2403.93,2396.33,2426.72,0.01,-7.8,1915.31,SL
24-07-2024 09:35:00,24-07-2024 10:10:00,S101,M5,SELL,2407.03,2411.2,2394.5,0.01,-4.37,1910.94,SL
31-07-2024 19:40:00,31-07-2024 20:05:00,S101,M5,BUY,2421.89,2417.83,2434.05,0.01,-4.26,1906.68,SL
05-08-2024 08:10:00,05-08-2024 08:20:00,S101,M5,SELL,2435.24,2442.54,2413.36,0.01,9.64,1916.32,TRAIL
05-08-2024 13:55:00,05-08-2024 14:30:00,S101,M5,SELL,2435.47,2442.62,2414.02,0.01,5.5,1921.82,TRAIL
06-08-2024 14:25:00,06-08-2024 16:05:00,S101,M5,SELL,2404.81,2411.91,2383.51,0.01,-7.3,1914.52,SL
09-08-2024 21:55:00,09-08-2024 22:30:00,S101,M5,SELL,2425.5,2433.45,2401.66,0.01,-8.15,1906.37,SL
13-08-2024 08:50:00,13-08-2024 09:25:00,S101,M5,SELL,2471.74,2475.89,2459.31,0.01,7.84,1914.21,TRAIL
20-08-2024 14:30:00,20-08-2024 15:45:00,S101,M5,BUY,2502.99,2496.67,2521.93,0.01,7.99,1922.2,TRAIL
21-08-2024 14:40:00,21-08-2024 15:30:00,S101,M5,BUY,2516.59,2512.01,2530.33,0.01,-4.78,1917.42,SL
28-08-2024 19:00:00,28-08-2024 19:45:00,S101,M5,BUY,2504.85,2501.17,2515.91,0.01,-3.88,1913.54,SL
29-08-2024 00:40:00,29-08-2024 02:50:00,S101,M5,SELL,2503.0,2507.72,2488.84,0.01,-4.92,1908.62,SL
02-09-2024 09:00:00,02-09-2024 09:45:00,S101,M5,SELL,2502.3,2505.72,2492.05,0.01,3.4,1912.02,TRAIL
09-09-2024 19:20:00,09-09-2024 20:25:00,S101,M5,SELL,2495.99,2500.67,2481.96,0.01,-4.88,1907.14,SL
13-09-2024 00:50:00,13-09-2024 01:05:00,S101,M5,SELL,2548.61,2554.13,2532.06,0.01,-5.72,1901.42,SL
16-09-2024 11:20:00,16-09-2024 15:20:00,S101,M5,SELL,2585.65,2590.47,2571.2,0.01,3.77,1905.19,TRAIL
17-09-2024 20:40:00,17-09-2024 22:10:00,S101,M5,SELL,2572.06,2580.5,2546.72,0.01,-8.64,1896.55,SL
19-09-2024 02:10:00,19-09-2024 02:35:00,S101,M5,BUY,2581.67,2564.81,2632.24,0.01,13.36,1909.91,TRAIL
27-09-2024 14:20:00,27-09-2024 14:45:00,S101,M5,SELL,2669.15,2672.29,2659.74,0.01,3.14,1913.05,TRAIL
07-10-2024 21:20:00,07-10-2024 21:45:00,S101,M5,SELL,2652.55,2658.67,2634.19,0.01,5.03,1918.08,TRAIL
08-10-2024 11:15:00,08-10-2024 15:05:00,S101,M5,SELL,2642.59,2647.54,2627.74,0.01,7.18,1925.26,TRAIL
08-10-2024 20:35:00,08-10-2024 21:40:00,S101,M5,SELL,2646.42,2654.48,2622.24,0.01,5.45,1930.71,TRAIL
11-10-2024 00:50:00,11-10-2024 02:35:00,S101,M5,SELL,2622.09,2627.85,2604.83,0.01,-5.96,1924.75,SL
15-10-2024 21:15:00,15-10-2024 22:15:00,S101,M5,SELL,2650.68,2655.78,2635.36,0.01,-5.3,1919.45,SL
16-10-2024 09:05:00,16-10-2024 10:00:00,S101,M5,BUY,2661.84,2657.64,2674.45,0.01,4.72,1924.17,TRAIL
16-10-2024 22:10:00,16-10-2024 23:15:00,S101,M5,SELL,2678.36,2685.66,2656.48,0.01,5.58,1929.75,TRAIL
30-10-2024 21:55:00,30-10-2024 22:15:00,S101,M5,SELL,2781.34,2786.84,2764.82,0.01,3.89,1933.64,TRAIL
05-11-2024 22:45:00,06-11-2024 08:40:00,S101,M5,SELL,2740.09,2748.14,2715.96,0.01,-8.25,1925.39,SL
07-11-2024 13:15:00,07-11-2024 14:10:00,S101,M5,SELL,2655.58,2660.97,2639.4,0.01,-5.59,1919.8,SL
11-11-2024 12:10:00,11-11-2024 12:20:00,S101,M5,BUY,2672.77,2668.58,2685.36,0.01,-4.39,1915.41,SL
12-11-2024 19:10:00,12-11-2024 20:30:00,S101,M5,BUY,2600.87,2593.16,2624.0,0.01,10.01,1925.42,TRAIL
18-11-2024 15:20:00,18-11-2024 17:05:00,S101,M5,BUY,2587.5,2581.79,2604.62,0.01,5.67,1931.09,TRAIL
19-11-2024 15:20:00,19-11-2024 15:40:00,S101,M5,SELL,2621.62,2626.75,2606.22,0.01,-5.33,1925.76,SL
21-11-2024 19:15:00,21-11-2024 21:15:00,S101,M5,SELL,2665.42,2669.91,2651.95,0.01,-4.69,1921.07,SL
22-11-2024 11:45:00,22-11-2024 11:50:00,S101,M5,SELL,2687.7,2691.99,2674.85,0.01,-4.49,1916.58,SL
22-11-2024 20:35:00,22-11-2024 22:35:00,S101,M5,SELL,2694.29,2702.01,2671.15,0.01,-7.92,1908.66,SL
03-12-2024 08:30:00,03-12-2024 13:10:00,S101,M5,SELL,2639.75,2645.42,2622.73,0.01,-5.87,1902.79,SL
03-12-2024 15:30:00,03-12-2024 16:00:00,S101,M5,SELL,2642.07,2646.9,2627.57,0.01,-5.03,1897.76,SL
11-12-2024 10:45:00,11-12-2024 12:00:00,S101,M5,SELL,2695.98,2700.88,2681.27,0.01,14.51,1912.27,TP
26-12-2024 13:05:00,26-12-2024 14:10:00,S101,M5,SELL,2625.56,2628.96,2615.37,0.01,-3.6,1908.67,SL
26-12-2024 14:45:00,26-12-2024 15:20:00,S101,M5,SELL,2625.24,2629.02,2613.89,0.01,-3.98,1904.69,SL
31-12-2024 20:20:00,31-12-2024 20:25:00,S101,M5,SELL,2609.74,2613.61,2598.12,0.01,-4.07,1900.62,SL
02-01-2025 17:05:00,02-01-2025 17:10:00,S101,M5,SELL,2634.8,2638.87,2622.59,0.01,-4.27,1896.35,SL
03-01-2025 13:25:00,03-01-2025 14:20:00,S101,M5,BUY,2657.81,2654.49,2667.77,0.01,-3.52,1892.83,SL
07-01-2025 15:05:00,07-01-2025 19:10:00,S101,M5,BUY,2641.93,2636.77,2657.41,0.01,5.82,1898.65,TRAIL
09-01-2025 12:35:00,09-01-2025 14:00:00,S101,M5,BUY,2658.33,2655.16,2667.85,0.01,6.93,1905.58,TRAIL
29-01-2025 22:30:00,30-01-2025 02:30:00,S101,M5,SELL,2752.55,2759.59,2731.41,0.01,3.75,1909.33,TRAIL
04-02-2025 09:20:00,04-02-2025 10:15:00,S101,M5,BUY,2819.16,2815.27,2830.82,0.01,2.88,1912.21,TRAIL
04-02-2025 15:25:00,04-02-2025 20:50:00,S101,M5,BUY,2816.22,2808.72,2838.72,0.01,16.21,1928.42,TRAIL
05-02-2025 14:25:00,05-02-2025 14:55:00,S101,M5,SELL,2857.53,2863.13,2840.72,0.01,-5.8,1922.62,SL
11-02-2025 09:50:00,11-02-2025 20:20:00,S101,M5,SELL,2922.47,2943.13,2860.5,0.01,34.05,1956.67,TRAIL
12-02-2025 13:25:00,12-02-2025 14:30:00,S101,M5,BUY,2889.82,2884.72,2905.11,0.01,2.8,1959.47,TRAIL
15-02-2025 04:10:00,17-02-2025 06:20:00,S101,M5,BUY,2883.68,2877.94,2900.91,0.01,7.2,1966.67,TRAIL
17-02-2025 13:45:00,17-02-2025 14:40:00,S101,M5,SELL,2897.37,2901.89,2883.82,0.01,-4.72,1961.95,SL
18-02-2025 08:15:00,18-02-2025 08:35:00,S101,M5,SELL,2897.63,2901.45,2886.18,0.01,3.78,1965.73,TRAIL
19-02-2025 09:55:00,19-02-2025 13:05:00,S101,M5,SELL,2928.74,2935.39,2908.78,0.01,-6.85,1958.88,SL
21-02-2025 09:15:00,21-02-2025 10:30:00,S101,M5,SELL,2939.29,2947.07,2915.95,0.01,7.4,1966.28,TRAIL
25-02-2025 20:45:00,25-02-2025 21:25:00,S101,M5,SELL,2936.38,2942.58,2917.79,0.01,-6.4,1959.88,SL
26-02-2025 16:10:00,26-02-2025 19:25:00,S101,M5,BUY,2916.04,2910.84,2931.62,0.01,-5.4,1954.48,SL
26-02-2025 22:00:00,26-02-2025 23:10:00,S101,M5,BUY,2898.91,2889.62,2926.8,0.01,12.03,1966.51,TRAIL
27-02-2025 08:30:00,27-02-2025 10:00:00,S101,M5,SELL,2915.54,2919.47,2903.75,0.01,7.29,1973.8,TRAIL
28-02-2025 08:10:00,28-02-2025 08:50:00,S101,M5,BUY,2881.69,2875.39,2900.6,0.01,-6.5,1967.3,SL
03-03-2025 20:10:00,03-03-2025 21:30:00,S101,M5,SELL,2872.52,2877.7,2856.97,0.01,-5.38,1961.92,SL
04-03-2025 08:30:00,04-03-2025 14:20:00,S101,M5,SELL,2887.09,2894.51,2864.82,0.01,-7.62,1954.3,SL
04-03-2025 17:05:00,04-03-2025 18:50:00,S101,M5,SELL,2915.79,2921.78,2897.8,0.01,-6.19,1948.11,SL
07-03-2025 07:25:00,07-03-2025 13:00:00,S101,M5,BUY,2902.65,2895.12,2925.23,0.01,6.13,1954.24,TRAIL
10-03-2025 16:15:00,10-03-2025 17:50:00,S101,M5,SELL,2911.47,2916.02,2897.81,0.01,9.0,1963.24,TRAIL
10-03-2025 20:30:00,10-03-2025 21:25:00,S101,M5,BUY,2901.33,2895.21,2919.69,0.01,2.86,1966.1,TRAIL
13-03-2025 12:40:00,13-03-2025 13:05:00,S101,M5,BUY,2940.47,2936.93,2951.08,0.01,-3.74,1962.36,SL
14-03-2025 17:40:00,14-03-2025 21:35:00,S101,M5,SELL,2993.8,3004.3,2962.32,0.01,7.46,1969.82,TRAIL
18-03-2025 20:45:00,19-03-2025 12:30:00,S101,M5,SELL,3030.8,3039.75,3003.93,0.01,-9.15,1960.67,SL
19-03-2025 07:30:00,19-03-2025 08:10:00,S101,M5,BUY,3032.64,3029.14,3043.15,0.01,-3.7,1956.97,SL
19-03-2025 13:15:00,19-03-2025 16:05:00,S101,M5,SELL,3040.45,3046.29,3022.93,0.01,13.32,1970.29,TRAIL
21-03-2025 07:25:00,21-03-2025 09:00:00,S101,M5,SELL,3043.84,3047.35,3033.31,0.01,6.73,1977.02,TRAIL
24-03-2025 15:05:00,24-03-2025 15:50:00,S101,M5,SELL,3024.3,3028.77,3010.9,0.01,-4.67,1972.35,SL
28-03-2025 15:30:00,28-03-2025 16:40:00,S101,M5,SELL,3068.71,3075.79,3047.47,0.01,-7.28,1965.07,SL
02-04-2025 21:55:00,03-04-2025 00:25:00,S101,M5,SELL,3123.13,3132.76,3094.25,0.01,-9.83,1955.24,SL
08-04-2025 21:25:00,08-04-2025 23:10:00,S101,M5,BUY,3014.37,3002.84,3048.96,0.01,-11.73,1943.51,SL
10-04-2025 01:45:00,10-04-2025 10:05:00,S101,M5,SELL,3072.51,3101.35,2985.97,0.01,-29.04,1914.47,SL
10-04-2025 20:40:00,10-04-2025 21:20:00,S101,M5,SELL,3122.21,3135.24,3083.11,0.01,-13.23,1901.24,SL
16-04-2025 11:30:00,16-04-2025 11:40:00,S101,M5,SELL,3273.56,3280.18,3253.68,0.01,-6.82,1894.42,SL
17-04-2025 08:40:00,17-04-2025 09:00:00,S101,M5,SELL,3342.84,3355.94,3303.54,0.01,12.74,1907.16,TRAIL
21-04-2025 12:00:00,21-04-2025 12:05:00,S101,M5,SELL,3379.3,3384.94,3362.39,0.01,-5.84,1901.32,SL
21-04-2025 18:20:00,21-04-2025 18:30:00,S101,M5,SELL,3390.61,3396.37,3373.32,0.01,-5.96,1895.36,SL
21-04-2025 19:25:00,21-04-2025 19:45:00,S101,M5,SELL,3402.56,3409.54,3381.62,0.01,-7.18,1888.18,SL
23-04-2025 08:55:00,23-04-2025 09:40:00,S101,M5,BUY,3378.54,3358.58,3438.42,0.01,-20.16,1868.02,SL
29-04-2025 20:50:00,29-04-2025 23:35:00,S101,M5,SELL,3307.13,3322.69,3260.44,0.01,-15.76,1852.26,SL
20-05-2025 08:05:00,20-05-2025 09:05:00,S101,M5,BUY,3226.07,3218.82,3247.84,0.01,-7.45,1844.81,SL
22-05-2025 19:05:00,22-05-2025 20:50:00,S101,M5,BUY,3310.59,3299.45,3344.04,0.01,-11.34,1833.47,SL
28-05-2025 08:00:00,28-05-2025 08:10:00,S101,M5,SELL,3310.13,3315.25,3294.77,0.01,4.32,1837.79,TRAIL
28-05-2025 13:00:00,28-05-2025 13:10:00,S101,M5,BUY,3304.86,3298.81,3323.01,0.01,-6.25,1831.54,SL
30-05-2025 07:05:00,30-05-2025 07:15:00,S101,M5,BUY,3317.13,3313.46,3328.14,0.01,-3.87,1827.67,SL
02-06-2025 07:45:00,02-06-2025 11:30:00,S101,M5,SELL,3308.7,3315.0,3289.82,0.01,-6.5,1821.17,SL
03-06-2025 13:05:00,03-06-2025 13:40:00,S101,M5,BUY,3363.32,3357.86,3379.71,0.01,-5.66,1815.51,SL
10-06-2025 21:10:00,10-06-2025 22:30:00,S101,M5,SELL,3337.82,3345.19,3315.73,0.01,9.3,1824.81,TRAIL
11-06-2025 16:10:00,11-06-2025 18:05:00,S101,M5,SELL,3338.59,3346.1,3316.05,0.01,8.31,1833.12,TRAIL
13-06-2025 13:50:00,13-06-2025 19:30:00,S101,M5,SELL,3414.55,3430.09,3367.95,0.01,-15.74,1817.38,SL
18-06-2025 08:50:00,18-06-2025 09:40:00,S101,M5,SELL,3382.3,3388.55,3363.54,0.01,5.65,1823.03,TRAIL
25-06-2025 14:50:00,25-06-2025 16:05:00,S101,M5,BUY,3331.89,3325.34,3351.56,0.01,-6.75,1816.28,SL
02-07-2025 15:00:00,02-07-2025 18:15:00,S101,M5,BUY,3333.76,3326.4,3355.84,0.01,9.26,1825.54,TRAIL
02-07-2025 19:15:00,02-07-2025 19:15:00,S101,M5,SELL,3339.1,3344.25,3323.66,0.01,-5.35,1820.19,SL
03-07-2025 08:40:00,03-07-2025 12:30:00,S101,M5,BUY,3346.38,3341.18,3361.99,0.01,4.45,1824.64,TRAIL
03-07-2025 20:00:00,07-07-2025 13:05:00,S101,M5,SELL,3328.87,3351.17,3261.98,0.01,17.43,1842.07,TRAIL
09-07-2025 02:25:00,09-07-2025 10:40:00,S101,M5,BUY,3302.21,3294.54,3325.24,0.01,-7.87,1834.2,SL
09-07-2025 09:50:00,09-07-2025 10:50:00,S101,M5,SELL,3301.53,3306.45,3286.79,0.01,8.4,1842.6,TRAIL
11-07-2025 19:20:00,11-07-2025 19:45:00,S101,M5,SELL,3345.36,3349.9,3331.75,0.01,-4.74,1837.86,SL
15-07-2025 16:30:00,15-07-2025 20:20:00,S101,M5,SELL,3360.88,3367.1,3342.2,0.01,7.52,1845.38,TRAIL
18-07-2025 13:40:00,18-07-2025 14:45:00,S101,M5,SELL,3336.8,3341.37,3323.11,0.01,-4.77,1840.61,SL
21-07-2025 07:55:00,21-07-2025 08:50:00,S101,M5,BUY,3348.6,3345.36,3358.33,0.01,3.84,1844.45,TRAIL
22-07-2025 07:45:00,22-07-2025 10:10:00,S101,M5,SELL,3397.1,3404.21,3375.75,0.01,9.17,1853.62,TRAIL
28-07-2025 07:30:00,28-07-2025 13:00:00,S101,M5,BUY,3331.8,3323.29,3357.32,0.01,7.44,1861.06,TRAIL
29-07-2025 11:40:00,29-07-2025 12:55:00,S101,M5,SELL,3312.6,3316.75,3300.14,0.01,-4.35,1856.71,SL
30-07-2025 13:25:00,30-07-2025 13:55:00,S101,M5,BUY,3328.3,3324.64,3339.26,0.01,-3.86,1852.85,SL
30-07-2025 19:25:00,30-07-2025 19:45:00,S101,M5,BUY,3329.1,3325.09,3341.11,0.01,-4.21,1848.64,SL
07-08-2025 19:35:00,07-08-2025 20:35:00,S101,M5,BUY,3377.98,3371.24,3398.21,0.01,6.57,1855.21,TRAIL
08-08-2025 15:10:00,08-08-2025 16:20:00,S101,M5,BUY,3396.25,3390.55,3413.35,0.01,3.26,1858.47,TRAIL
14-08-2025 19:00:00,14-08-2025 20:35:00,S101,M5,SELL,3355.49,3360.1,3341.67,0.01,4.93,1863.4,TRAIL
19-08-2025 08:45:00,19-08-2025 11:35:00,S101,M5,BUY,3334.06,3327.56,3353.55,0.01,4.76,1868.16,TRAIL
21-08-2025 20:00:00,21-08-2025 20:05:00,S101,M5,SELL,3335.39,3341.01,3318.55,0.01,-5.82,1862.34,SL
23-08-2025 00:10:00,25-08-2025 07:50:00,S101,M5,SELL,3373.85,3380.08,3355.15,0.01,3.69,1866.03,TRAIL
26-08-2025 15:20:00,26-08-2025 15:40:00,S101,M5,SELL,3370.32,3375.79,3353.91,0.01,-5.67,1860.36,SL
27-08-2025 21:30:00,27-08-2025 23:25:00,S101,M5,BUY,3379.2,3375.08,3391.55,0.01,7.84,1868.2,TRAIL
27-08-2025 21:35:00,27-08-2025 22:55:00,S101,M5,SELL,3380.24,3385.61,3364.13,0.01,-5.57,1862.63,SL
28-08-2025 14:10:00,28-08-2025 14:45:00,S101,M5,BUY,3390.35,3386.74,3401.17,0.01,3.41,1866.04,TRAIL
29-08-2025 08:30:00,29-08-2025 09:40:00,S101,M5,SELL,3414.91,3419.38,3401.48,0.01,5.48,1871.52,TRAIL
01-09-2025 22:00:00,02-09-2025 08:40:00,S101,M5,BUY,3474.87,3467.34,3497.45,0.01,6.26,1877.78,TRAIL
05-09-2025 14:30:00,05-09-2025 16:25:00,S101,M5,SELL,3552.85,3558.19,3536.85,0.01,3.93,1881.71,TRAIL
09-09-2025 08:05:00,09-09-2025 08:25:00,S101,M5,BUY,3633.81,3629.22,3647.6,0.01,3.82,1885.53,TRAIL
09-09-2025 14:15:00,09-09-2025 21:25:00,S101,M5,SELL,3644.77,3657.83,3605.57,0.01,-13.26,1872.27,SL
09-09-2025 22:15:00,09-09-2025 23:25:00,S101,M5,SELL,3656.54,3676.99,3595.19,0.01,15.04,1887.31,TRAIL
10-09-2025 19:05:00,10-09-2025 21:00:00,S101,M5,SELL,3652.83,3658.65,3635.37,0.01,6.14,1893.45,TRAIL
12-09-2025 13:30:00,12-09-2025 14:55:00,S101,M5,SELL,3654.02,3657.95,3642.23,0.01,3.51,1896.96,TRAIL
18-09-2025 02:10:00,18-09-2025 02:50:00,S101,M5,BUY,3690.07,3651.86,3804.68,0.01,-38.41,1858.55,SL
18-09-2025 16:05:00,18-09-2025 18:10:00,S101,M5,BUY,3656.17,3648.76,3678.39,0.01,11.18,1869.73,TRAIL
19-09-2025 09:30:00,19-09-2025 09:50:00,S101,M5,BUY,3646.76,3638.16,3672.55,0.01,-8.8,1860.93,SL
22-09-2025 20:30:00,22-09-2025 21:00:00,S101,M5,SELL,3716.16,3724.2,3692.05,0.01,-8.24,1852.69,SL
23-09-2025 14:00:00,23-09-2025 16:40:00,S101,M5,BUY,3751.93,3746.04,3769.6,0.01,17.47,1870.16,TP
24-09-2025 03:00:00,25-09-2025 03:30:00,S101,M5,SELL,3763.22,3780.02,3712.84,0.01,40.7,1910.86,TRAIL
25-09-2025 14:35:00,25-09-2025 15:50:00,S101,M5,BUY,3743.86,3737.32,3763.48,0.01,6.39,1917.25,TRAIL
25-09-2025 19:55:00,25-09-2025 20:55:00,S101,M5,SELL,3752.96,3760.8,3729.43,0.01,16.58,1933.83,TRAIL
26-09-2025 01:20:00,26-09-2025 03:00:00,S101,M5,BUY,3738.13,3730.88,3759.9,0.01,15.49,1949.32,TRAIL
26-09-2025 14:00:00,26-09-2025 14:10:00,S101,M5,SELL,3743.69,3749.06,3727.58,0.01,-5.57,1943.75,SL
30-09-2025 23:10:00,01-10-2025 03:50:00,S101,M5,SELL,3841.28,3856.61,3795.28,0.01,-15.53,1928.22,SL
01-10-2025 13:05:00,01-10-2025 14:00:00,S101,M5,BUY,3867.28,3861.22,3885.48,0.01,-6.26,1921.96,SL
02-10-2025 02:20:00,02-10-2025 03:55:00,S101,M5,BUY,3862.21,3854.87,3884.22,0.01,4.16,1926.12,TRAIL
02-10-2025 15:05:00,02-10-2025 16:40:00,S101,M5,SELL,3869.48,3875.4,3851.73,0.01,-6.12,1920.0,SL
07-10-2025 23:50:00,08-10-2025 01:00:00,S101,M5,SELL,3967.92,3980.17,3931.19,0.01,-12.45,1907.55,SL
08-10-2025 02:05:00,08-10-2025 06:05:00,S101,M5,SELL,3978.08,3987.01,3951.3,0.01,-9.13,1898.42,SL
08-10-2025 21:40:00,08-10-2025 22:10:00,S101,M5,SELL,4035.24,4044.52,4007.43,0.01,-9.48,1888.94,SL
15-10-2025 08:30:00,15-10-2025 09:00:00,S101,M5,SELL,4159.68,4169.57,4130.0,0.01,-10.09,1878.85,SL
15-10-2025 17:35:00,15-10-2025 20:35:00,S101,M5,SELL,4196.31,4209.77,4155.92,0.01,8.56,1887.41,TRAIL
16-10-2025 01:15:00,16-10-2025 02:05:00,S101,M5,SELL,4189.61,4201.71,4153.3,0.01,-12.3,1875.11,SL
07-11-2025 22:00:00,07-11-2025 22:50:00,S101,M5,SELL,3996.95,4007.11,3966.49,0.01,5.21,1880.32,TRAIL
12-11-2025 16:25:00,12-11-2025 19:50:00,S101,M5,BUY,4125.72,4115.78,4155.52,0.01,7.66,1887.98,TRAIL
17-11-2025 18:05:00,17-11-2025 18:40:00,S101,M5,SELL,4073.29,4082.79,4044.79,0.01,-9.7,1878.28,SL
28-11-2025 12:10:00,28-11-2025 15:00:00,S101,M5,SELL,4183.45,4190.22,4163.14,0.01,4.49,1882.77,TRAIL
01-12-2025 12:50:00,01-12-2025 14:55:00,S101,M5,SELL,4231.12,4244.04,4192.34,0.01,-13.12,1869.65,SL
02-12-2025 14:15:00,02-12-2025 16:35:00,S101,M5,SELL,4216.11,4225.63,4187.54,0.01,28.37,1898.02,TP
04-12-2025 09:10:00,04-12-2025 10:40:00,S101,M5,SELL,4205.1,4213.03,4181.3,0.01,7.97,1905.99,TRAIL
05-12-2025 23:25:00,08-12-2025 22:20:00,S101,M5,SELL,4214.31,4242.54,4129.61,0.01,26.31,1932.3,TRAIL
11-12-2025 02:10:00,11-12-2025 02:40:00,S101,M5,BUY,4208.96,4190.7,4263.74,0.01,-18.46,1913.84,SL
12-12-2025 02:15:00,12-12-2025 04:45:00,S101,M5,SELL,4272.05,4282.38,4241.07,0.01,-10.53,1903.31,SL
12-12-2025 22:45:00,12-12-2025 23:10:00,S101,M5,SELL,4319.94,4348.42,4234.52,0.01,32.12,1935.43,TRAIL
18-12-2025 15:05:00,18-12-2025 17:00:00,S101,M5,SELL,4329.33,4335.46,4310.92,0.01,4.38,1939.81,TRAIL
09-01-2026 12:40:00,09-01-2026 19:10:00,S101,M5,BUY,4467.28,4457.35,4497.09,0.01,6.28,1946.09,TRAIL
10-01-2026 01:05:00,10-01-2026 03:10:00,S101,M5,SELL,4492.14,4504.94,4453.76,0.01,-13.0,1933.09,SL
14-01-2026 21:40:00,14-01-2026 21:50:00,S101,M5,SELL,4623.76,4637.57,4582.3,0.01,8.46,1941.55,TRAIL
16-01-2026 23:35:00,19-01-2026 06:00:00,S101,M5,SELL,4597.34,4620.54,4527.74,0.01,-23.4,1918.15,SL
19-01-2026 14:25:00,20-01-2026 00:50:00,S101,M5,SELL,4667.67,4677.0,4639.67,0.01,-9.53,1908.62,SL
