Time (BKK),Close Time,Leg,TF,Type,Entry,SL,TP,Lot,P&L,Balance,Outcome
-,-,S105,M5,BUY,2882.06,2880.56,2885.89,0.01,-1.7,1971.6,SL
-,-,S105,M5,BUY,2891.04,2886.93,2893.7,0.01,-4.31,1967.29,SL
-,-,S105,M5,SELL,2948.95,2950.45,2946.95,0.01,-1.7,1965.59,SL
-,-,S105,M5,BUY,2882.0,2879.62,2886.89,0.01,4.69,1970.28,TP
-,-,S105,M5,BUY,2877.35,2875.85,2880.22,0.01,-1.7,1968.58,SL
-,-,S105,M5,SELL,2846.02,2848.35,2843.15,0.01,2.67,1971.25,TP
-,-,S105,M5,BUY,2862.27,2860.77,2864.34,0.01,1.87,1973.12,TP
-,-,S105,M5,BUY,2872.78,2867.37,2875.18,0.01,2.2,1975.32,TP
-,-,S105,M5,SELL,2922.83,2927.78,2917.99,0.01,4.64,1979.96,TP
-,-,S105,M5,SELL,2936.39,2937.89,2932.14,0.01,-1.7,1978.26,SL
-,-,S105,M5,SELL,2941.17,2943.12,2939.59,0.01,1.38,1979.64,TP
-,-,S105,M5,SELL,3012.61,3014.11,3010.09,0.01,-1.7,1977.94,SL
-,-,S105,M5,BUY,3036.92,3035.42,3039.85,0.01,-1.7,1976.24,SL
-,-,S105,M5,SELL,3017.52,3019.02,3016.01,0.01,-1.7,1974.54,SL
-,-,S105,M5,BUY,3084.73,3083.23,3086.78,0.01,-1.7,1972.84,SL
-,-,S105,M5,SELL,3119.95,3121.45,3115.89,0.01,-1.7,1971.14,SL
-,-,S105,M5,SELL,3124.15,3125.98,3122.02,0.01,-2.03,1969.11,SL
-,-,S105,M5,BUY,3115.03,3110.7,3119.89,0.01,-4.53,1964.58,SL
-,-,S105,M5,BUY,3092.09,3089.68,3099.21,0.01,-2.61,1961.97,SL
-,-,S105,M5,BUY,3334.59,3333.09,3338.19,0.01,3.4,1965.37,TP
-,-,S105,M5,SELL,3331.92,3339.92,3326.02,0.01,-8.2,1957.17,SL
-,-,S105,M5,SELL,3377.27,3378.77,3375.54,0.01,1.53,1958.7,TP
-,-,S105,M5,BUY,3312.17,3310.51,3316.35,0.01,3.98,1962.68,TP
-,-,S105,M5,BUY,3332.73,3331.23,3336.03,0.01,3.1,1965.78,TP
-,-,S105,M5,SELL,3329.44,3330.94,3327.32,0.01,-1.7,1964.08,SL
-,-,S105,M5,BUY,3335.98,3334.48,3338.86,0.01,-1.7,1962.38,SL
-,-,S105,M5,SELL,3326.79,3328.4,3324.61,0.01,1.98,1964.36,TP
-,-,S105,M5,BUY,3344.2,3342.7,3345.78,0.01,-1.7,1962.66,SL
-,-,S105,M5,BUY,3337.08,3335.58,3339.35,0.01,-1.7,1960.96,SL
-,-,S105,M5,SELL,3354.43,3356.02,3351.79,0.01,2.44,1963.4,TP
-,-,S105,M5,SELL,3400.8,3402.3,3398.4,0.01,2.2,1965.6,TP
-,-,S105,M5,BUY,3290.6,3289.1,3294.58,0.01,-1.7,1963.9,SL
-,-,S105,M5,BUY,3298.3,3295.47,3302.05,0.01,-3.03,1960.87,SL
-,-,S105,M5,BUY,3356.7,3354.65,3359.6,0.01,-2.25,1958.62,SL
-,-,S105,M5,BUY,3384.16,3373.81,3390.65,0.01,6.29,1964.91,TP
-,-,S105,M5,SELL,3398.73,3400.23,3394.78,0.01,-1.7,1963.21,SL
-,-,S105,M5,BUY,3391.39,3387.44,3396.64,0.01,5.05,1968.26,TP
-,-,S105,M5,SELL,3361.26,3362.76,3359.77,0.01,-1.7,1966.56,SL
-,-,S105,M5,BUY,3333.64,3330.87,3335.4,0.01,1.56,1968.12,TP
-,-,S105,M5,SELL,3344.25,3345.75,3342.53,0.01,-1.7,1966.42,SL
-,-,S105,M5,SELL,3340.73,3343.28,3338.33,0.01,2.2,1968.62,TP
-,-,S105,M5,SELL,3365.24,3366.74,3363.68,0.01,-1.7,1966.92,SL
-,-,S105,M5,BUY,3395.74,3394.24,3397.51,0.01,1.57,1968.49,TP
-,-,S105,M5,SELL,3464.81,3472.88,3457.81,0.01,-8.27,1960.22,SL
-,-,S105,M5,SELL,3477.93,3479.43,3474.77,0.01,2.96,1963.18,TP
-,-,S105,M5,BUY,3544.65,3543.15,3546.67,0.01,-1.7,1961.48,SL
-,-,S105,M5,BUY,3634.78,3633.28,3637.27,0.01,-1.7,1959.78,SL
-,-,S105,M5,BUY,3630.03,3623.79,3633.06,0.01,2.83,1962.61,TP
-,-,S105,M5,SELL,3626.35,3627.85,3622.81,0.01,-1.7,1960.91,SL
-,-,S105,M5,BUY,3642.71,3641.21,3645.97,0.01,3.06,1963.97,TP
-,-,S105,M5,BUY,3679.66,3678.16,3684.08,0.01,-1.7,1962.27,SL
-,-,S105,M5,BUY,3686.21,3682.33,3688.24,0.01,1.83,1964.1,TP
-,-,S105,M5,SELL,3756.84,3758.77,3751.78,0.01,-2.13,1961.97,SL
-,-,S105,M5,SELL,3858.77,3860.27,3855.84,0.01,2.73,1964.7,TP
-,-,S105,M5,BUY,3989.76,3988.08,3994.22,0.01,-1.88,1962.82,SL
-,-,S105,M5,BUY,4034.85,4021.63,4044.29,0.01,9.24,1972.06,TP
-,-,S105,M5,BUY,4031.71,4027.34,4037.17,0.01,5.26,1977.32,TP
-,-,S105,M5,BUY,4082.92,4064.38,4094.03,0.01,10.91,1988.23,TP
-,-,S105,M5,BUY,4184.99,4183.49,4188.8,0.01,-1.7,1986.53,SL
-,-,S105,M5,SELL,4178.04,4179.54,4174.23,0.01,3.61,1990.14,TP
-,-,S105,M5,SELL,4228.53,4230.03,4224.87,0.01,3.46,1993.6,TP
-,-,S105,M5,SELL,4215.95,4217.45,4211.56,0.01,-1.7,1991.9,SL
-,-,S105,M5,SELL,4196.59,4198.09,4192.7,0.01,3.69,1995.59,TP
-,-,S105,M5,BUY,4265.81,4261.53,4271.41,0.01,5.4,2000.99,TP
-,-,S105,M5,SELL,4312.01,4314.2,4306.5,0.01,5.31,2006.3,TP
-,-,S105,M5,SELL,4356.25,4357.75,4352.61,0.01,-1.7,2004.6,SL
-,-,S105,M5,BUY,4445.81,4432.68,4453.87,0.01,7.86,2012.46,TP
-,-,S105,M5,BUY,4630.86,4624.69,4637.8,0.01,-6.37,2006.09,SL
-,-,S105,M5,BUY,4584.25,4581.81,4591.43,0.01,6.98,2013.07,TP
-,-,S105,M5,SELL,4726.44,4729.84,4719.84,0.01,-3.6,2009.47,SL
-,-,S105,M5,BUY,4851.84,4841.94,4865.92,0.01,-10.1,1999.37,SL
-,-,S105,M5,BUY,5022.6,5011.84,5028.73,0.01,5.93,2005.3,TP
-,-,S105,M5,BUY,5042.35,5032.54,5059.27,0.01,16.72,2022.02,TP
-,-,S105,M5,BUY,4752.39,4713.59,4789.58,0.01,36.99,2059.01,TP
-,-,S105,M5,BUY,4813.48,4798.83,4847.88,0.01,34.2,2093.21,TP
-,-,S105,M5,BUY,4988.17,4980.16,4996.17,0.01,7.8,2101.01,TP
-,-,S105,M5,BUY,5136.05,5131.31,5146.99,0.01,-4.94,2096.07,SL
-,-,S105,M5,BUY,5204.07,5190.28,5207.56,0.01,3.29,2099.36,TP
-,-,S105,M5,BUY,5134.62,5106.46,5161.32,0.01,26.5,2125.86,TP
-,-,S105,M5,BUY,5122.61,5117.47,5132.84,0.01,10.03,2135.89,TP
-,-,S105,M5,BUY,4973.8,4964.13,4991.56,0.01,17.56,2153.45,TP
-,-,S105,M5,BUY,4987.63,4980.82,5003.63,0.01,15.8,2169.25,TP
-,-,S105,M5,BUY,5008.01,5003.61,5017.56,0.01,-4.6,2164.65,SL
-,-,S105,M5,BUY,4704.99,4700.29,4714.03,0.01,-4.9,2159.75,SL
-,-,S105,M5,BUY,4540.26,4533.69,4555.97,0.01,-6.77,2152.98,SL
-,-,S105,M5,SELL,4659.42,4667.77,4642.73,0.01,16.49,2169.47,TP
-,-,S105,M5,SELL,4700.74,4705.22,4688.32,0.01,-4.68,2164.79,SL
-,-,S105,M5,BUY,4668.27,4664.1,4676.64,0.01,-4.37,2160.42,SL
-,-,S105,M5,BUY,4838.08,4834.9,4842.87,0.01,4.59,2165.01,TP
-,-,S105,M5,BUY,4826.08,4818.56,4830.29,0.01,4.01,2169.02,TP
-,-,S105,M5,SELL,4690.93,4695.76,4686.43,0.01,-5.03,2163.99,SL
-,-,S105,M5,BUY,4533.3,4529.46,4539.07,0.01,5.57,2169.56,TP
-,-,S105,M5,BUY,4538.64,4537.14,4542.28,0.01,-1.7,2167.86,SL
-,-,S105,M5,SELL,4546.93,4554.74,4540.49,0.01,6.24,2174.1,TP
-,-,S105,M5,SELL,4557.34,4558.84,4553.55,0.01,-1.7,2172.4,SL
-,-,S105,M5,SELL,4449.84,4451.34,4445.91,0.01,-1.7,2170.7,SL
-,-,S105,M5,BUY,4430.77,4428.89,4435.41,0.01,4.44,2175.14,TP
-,-,S105,M5,SELL,4491.16,4494.17,4484.56,0.01,-3.21,2171.93,SL
-,-,S105,M5,SELL,4341.41,4344.9,4334.58,0.01,-3.69,2168.24,SL
-,-,S105,M5,BUY,4125.64,4112.9,4135.55,0.01,-12.94,2155.3,SL
-,-,S105,M5,SELL,4097.26,4101.51,4088.11,0.01,-4.45,2150.85,SL
-,-,S105,M5,SELL,4118.97,4121.49,4112.1,0.01,-2.72,2148.13,SL
-,-,S105,M5,BUY,4007.93,3999.71,4022.77,0.01,-8.42,2139.71,SL
-,-,S105,M5,BUY,3989.64,3982.17,3995.45,0.01,5.61,2145.32,TP
