Time (BKK),Close Time,Leg,TF,Type,Entry,SL,TP,Lot,P&L,Balance,Outcome
-,-,S105,M5,SELL,2338.35,2339.85,2335.3,0.01,-1.7,1998.3,SL
-,-,S105,M5,SELL,2371.04,2372.54,2367.98,0.01,-1.7,1996.6,SL
-,-,S105,M5,SELL,2358.34,2359.84,2354.15,0.01,-1.7,1994.9,SL
-,-,S105,M5,BUY,2375.51,2373.28,2378.75,0.01,-2.43,1992.47,SL
-,-,S105,M5,BUY,2323.52,2322.02,2326.8,0.01,-1.7,1990.77,SL
-,-,S105,M5,BUY,2327.09,2324.84,2328.87,0.01,1.58,1992.35,TP
-,-,S105,M5,BUY,2325.11,2323.03,2328.89,0.01,-2.28,1990.07,SL
-,-,S105,M5,BUY,2293.63,2292.13,2296.8,0.01,-1.7,1988.37,SL
-,-,S105,M5,BUY,2304.43,2302.17,2306.41,0.01,1.78,1990.15,TP
-,-,S105,M5,BUY,2307.37,2305.32,2310.91,0.01,3.34,1993.49,TP
-,-,S105,M5,SELL,2318.99,2320.49,2317.67,0.01,1.12,1994.61,TP
-,-,S105,M5,SELL,2342.5,2344.0,2340.53,0.01,1.77,1996.38,TP
-,-,S105,M5,SELL,2352.64,2354.17,2350.06,0.01,-1.73,1994.65,SL
-,-,S105,M5,BUY,2365.68,2364.18,2368.88,0.01,3.0,1997.65,TP
-,-,S105,M5,BUY,2343.16,2341.66,2345.41,0.01,-1.7,1995.95,SL
-,-,S105,M5,BUY,2429.7,2428.2,2432.64,0.01,-1.7,1994.25,SL
-,-,S105,M5,SELL,2428.93,2433.56,2426.59,0.01,2.14,1996.39,TP
-,-,S105,M5,SELL,2422.23,2424.47,2420.66,0.01,1.37,1997.76,TP
-,-,S105,M5,BUY,2335.81,2333.21,2339.1,0.01,-2.8,1994.96,SL
-,-,S105,M5,BUY,2336.01,2334.51,2337.2,0.01,0.99,1995.95,TP
-,-,S105,M5,BUY,2325.28,2323.78,2328.74,0.01,-1.7,1994.25,SL
-,-,S105,M5,BUY,2342.66,2341.16,2344.48,0.01,-1.7,1992.55,SL
-,-,S105,M5,SELL,2349.98,2351.48,2346.72,0.01,-1.7,1990.85,SL
-,-,S105,M5,SELL,2351.09,2352.59,2349.2,0.01,1.69,1992.54,TP
-,-,S105,M5,SELL,2376.11,2377.61,2374.8,0.01,-1.7,1990.84,SL
-,-,S105,M5,SELL,2303.9,2305.4,2302.87,0.01,0.83,1991.67,TP
-,-,S105,M5,SELL,2303.67,2305.23,2302.94,0.01,-1.76,1989.91,SL
-,-,S105,M5,BUY,2318.5,2316.14,2320.17,0.01,1.47,1991.38,TP
-,-,S105,M5,SELL,2322.67,2324.66,2321.45,0.01,-2.19,1989.19,SL
-,-,S105,M5,SELL,2366.75,2370.19,2365.31,0.01,1.24,1990.43,TP
-,-,S105,M5,BUY,2311.62,2309.46,2314.89,0.01,3.07,1993.5,TP
-,-,S105,M5,SELL,2381.57,2383.07,2379.56,0.01,1.81,1995.31,TP
-,-,S105,M5,SELL,2422.11,2423.61,2421.66,0.01,0.25,1995.56,TP
-,-,S105,M5,SELL,2472.98,2474.78,2471.15,0.01,-2.0,1993.56,SL
-,-,S105,M5,SELL,2464.95,2466.45,2462.66,0.01,-1.7,1991.86,SL
-,-,S105,M5,BUY,2436.78,2435.28,2440.76,0.01,3.78,1995.64,TP
-,-,S105,M5,SELL,2403.61,2406.24,2400.83,0.01,-2.83,1992.81,SL
-,-,S105,M5,SELL,2463.09,2464.59,2461.68,0.01,-1.7,1991.11,SL
-,-,S105,M5,BUY,2464.24,2460.8,2472.85,0.01,-3.64,1987.47,SL
-,-,S105,M5,SELL,2450.27,2452.04,2449.37,0.01,-1.97,1985.5,SL
-,-,S105,M5,SELL,2459.74,2461.24,2458.42,0.01,1.12,1986.62,TP
-,-,S105,M5,SELL,2490.83,2493.74,2489.42,0.01,1.21,1987.83,TP
-,-,S105,M5,BUY,2507.3,2502.9,2513.52,0.01,6.02,1993.85,TP
-,-,S105,M5,SELL,2514.62,2516.12,2512.95,0.01,-1.7,1992.15,SL
-,-,S105,M5,BUY,2510.1,2508.19,2511.82,0.01,1.52,1993.67,TP
-,-,S105,M5,BUY,2520.73,2518.49,2522.03,0.01,-2.44,1991.23,SL
-,-,S105,M5,SELL,2510.0,2511.5,2509.03,0.01,-1.7,1989.53,SL
-,-,S105,M5,BUY,2491.39,2489.89,2493.01,0.01,1.42,1990.95,TP
-,-,S105,M5,BUY,2514.65,2512.84,2516.04,0.01,1.19,1992.14,TP
-,-,S105,M5,SELL,2560.15,2564.28,2558.45,0.01,1.5,1993.64,TP
-,-,S105,M5,SELL,2574.81,2577.97,2572.73,0.01,1.88,1995.52,TP
-,-,S105,M5,BUY,2553.47,2551.97,2555.88,0.01,2.21,1997.73,TP
-,-,S105,M5,SELL,2607.23,2608.73,2604.99,0.01,-1.7,1996.03,SL
-,-,S105,M5,SELL,2672.35,2673.85,2669.22,0.01,-1.7,1994.33,SL
-,-,S105,M5,SELL,2660.21,2661.71,2657.89,0.01,-1.7,1992.63,SL
-,-,S105,M5,BUY,2647.38,2644.62,2649.87,0.01,-2.96,1989.67,SL
-,-,S105,M5,BUY,2646.93,2645.43,2650.15,0.01,-1.7,1987.97,SL
-,-,S105,M5,BUY,2638.3,2636.8,2640.36,0.01,1.86,1989.83,TP
-,-,S105,M5,SELL,2645.24,2651.62,2642.57,0.01,-6.58,1983.25,SL
-,-,S105,M5,BUY,2649.57,2647.85,2650.22,0.01,0.45,1983.7,TP
-,-,S105,M5,SELL,2643.08,2644.66,2640.64,0.01,-1.78,1981.92,SL
-,-,S105,M5,SELL,2662.85,2666.63,2661.43,0.01,1.22,1983.14,TP
-,-,S105,M5,SELL,2671.7,2673.2,2669.62,0.01,-1.7,1981.44,SL
-,-,S105,M5,SELL,2752.56,2754.28,2750.75,0.01,1.61,1983.05,TP
-,-,S105,M5,SELL,2720.3,2722.02,2719.05,0.01,1.05,1984.1,TP
-,-,S105,M5,SELL,2747.86,2749.36,2745.26,0.01,-1.7,1982.4,SL
-,-,S105,M5,SELL,2683.17,2684.67,2679.14,0.01,-1.7,1980.7,SL
-,-,S105,M5,BUY,2670.39,2668.89,2672.23,0.01,-1.7,1979.0,SL
-,-,S105,M5,BUY,2611.61,2610.11,2613.65,0.01,-1.7,1977.3,SL
-,-,S105,M5,BUY,2600.67,2598.03,2604.69,0.01,-2.84,1974.46,SL
-,-,S105,M5,BUY,2574.58,2573.08,2577.15,0.01,-1.7,1972.76,SL
-,-,S105,M5,BUY,2565.74,2563.38,2568.78,0.01,2.84,1975.6,TP
-,-,S105,M5,BUY,2556.05,2554.55,2558.37,0.01,-1.7,1973.9,SL
-,-,S105,M5,SELL,2626.99,2628.49,2624.43,0.01,-1.7,1972.2,SL
-,-,S105,M5,BUY,2664.07,2661.91,2668.72,0.01,-2.36,1969.84,SL
-,-,S105,M5,BUY,2654.93,2653.43,2657.3,0.01,-1.7,1968.14,SL
-,-,S105,M5,SELL,2642.24,2643.74,2639.33,0.01,-1.7,1966.44,SL
-,-,S105,M5,SELL,2653.57,2655.93,2651.81,0.01,1.56,1968.0,TP
-,-,S105,M5,BUY,2641.73,2640.23,2645.08,0.01,3.15,1971.15,TP
-,-,S105,M5,BUY,2640.4,2637.18,2643.3,0.01,-3.42,1967.73,SL
-,-,S105,M5,SELL,2630.9,2632.4,2628.78,0.01,1.92,1969.65,TP
-,-,S105,M5,SELL,2640.75,2642.38,2639.45,0.01,-1.83,1967.82,SL
-,-,S105,M5,SELL,2637.65,2639.54,2636.07,0.01,-2.09,1965.73,SL
-,-,S105,M5,BUY,2648.15,2646.65,2649.51,0.01,1.16,1966.89,TP
-,-,S105,M5,SELL,2672.28,2673.95,2669.69,0.01,2.39,1969.28,TP
-,-,S105,M5,SELL,2692.18,2694.9,2687.19,0.01,-2.92,1966.36,SL
-,-,S105,M5,BUY,2710.47,2708.97,2712.64,0.01,1.97,1968.33,TP
-,-,S105,M5,SELL,2765.88,2767.38,2764.88,0.01,0.8,1969.13,TP
-,-,S105,M5,BUY,2745.49,2743.99,2748.03,0.01,2.34,1971.47,TP
-,-,S105,M5,BUY,2842.99,2841.49,2846.08,0.01,-1.7,1969.77,SL
-,-,S105,M5,SELL,2867.14,2868.64,2864.48,0.01,-1.7,1968.07,SL
-,-,S105,M5,BUY,2846.71,2845.21,2851.14,0.01,-1.7,1966.37,SL
-,-,S105,M5,BUY,2859.95,2850.78,2868.78,0.01,8.63,1975.0,TP
-,-,S105,M5,SELL,2863.35,2864.85,2861.68,0.01,-1.7,1973.3,SL
