group,reason,side,count,pnl,first_ts,last_ts
live,[sl 4517.42],BUY,1,7.12,2026-06-01 13:32:19,2026-06-01 13:32:19
live,[sl 4540.32],BUY,1,8.5,2026-06-01 07:35:08,2026-06-01 07:35:08
bt,SL,SELL,1,0.16,2026-06-01 16:30:00,2026-06-01 16:30:00
live_mismatch,[sl 4502.24],SELL,1,-5.19,,
live_mismatch,[sl 4504.31],BUY,1,6.9,,
live_mismatch,[sl 4505.80],BUY,1,16.25,,
live_mismatch,[sl 4529.92],SELL,1,-2.66,,
live_gap,ENTRY_TOO_FAR,BUY,1,7.12,2026-06-01 13:32:19,2026-06-01 13:32:19
live_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,BUY,1,8.5,2026-06-01 07:35:08,2026-06-01 07:35:08
bt_gap,TIME_TOO_FAR+ENTRY_TOO_FAR,SELL,1,0.16,2026-06-01 16:30:00,2026-06-01 16:30:00
mismatch_gap,CLOSE_BUCKET_DIFF,BUY,3,8.4,2026-06-01 09:21:36,2026-06-01 20:10:06
mismatch_gap,PNL_DIFF_SAME_BUCKET,BUY,1,6.9,2026-06-01 18:21:20,2026-06-01 18:21:20
trail_source_gap,- -> M1,BUY,1,6.9,2026-06-01 18:21:20,2026-06-01 18:21:20
live_entry_comment,M15_S1_P1,BUY,2,15.62,2026-06-01 07:35:08,2026-06-01 13:32:19
mismatch_entry_comment,M15_S1_P6,BUY,2,23.15,2026-06-01 15:22:27,2026-06-01 18:21:20
mismatch_entry_comment,M15_S1_P3,SELL,1,-5.19,2026-06-01 20:10:06,2026-06-01 20:10:06
mismatch_entry_comment,M15_S1_P6,SELL,1,-2.66,2026-06-01 09:21:36,2026-06-01 09:21:36
