bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4438.4,2026-05-28 08:00:00,4439.81,2026-05-28 08:00:00,,,,-1.41,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4438.4,2026-05-28 08:00:00,4439.81,2026-05-28 08:00:00,,,,-1.41,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4438.4,2026-05-28 08:00:00,4439.81,2026-05-28 08:00:00,,,,-1.41,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4438.4,2026-05-28 08:00:00,4439.81,2026-05-28 08:00:00,,,,-1.41,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4424.94,2026-05-28 08:15:00,4426.39,2026-05-28 08:15:00,,,,-1.45,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4424.94,2026-05-28 08:15:00,4426.39,2026-05-28 08:15:00,,,,-1.45,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4428.59,2026-05-28 08:15:00,4429.68,2026-05-28 08:15:00,,,,-1.09,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4428.59,2026-05-28 08:15:00,4429.68,2026-05-28 08:15:00,,,,-1.09,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4428.59,2026-05-28 08:15:00,4429.68,2026-05-28 08:15:00,,,,-1.09,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4395.36,2026-05-28 09:45:00,4398.13,2026-05-28 09:45:00,,,,-2.77,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4391.57,2026-05-28 10:15:00,4393.83,2026-05-28 10:15:00,,,,-2.26,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4385.7,2026-05-28 12:30:00,4384.01,2026-05-28 12:30:00,,,,-1.69,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4385.7,2026-05-28 14:00:00,4384.01,2026-05-28 13:15:00,,,,-1.69,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4397.52,2026-05-28 16:15:00,4396.34,2026-05-28 16:15:00,,,,-1.18,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4398.14,2026-05-28 16:15:00,4397.02,2026-05-28 16:15:00,,,,-1.12,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4398.14,2026-05-28 16:15:00,4397.02,2026-05-28 16:15:00,,,,-1.12,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4399.34,2026-05-28 17:00:00,4397.95,2026-05-28 16:15:00,,,,-1.39,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4399.34,2026-05-28 17:00:00,4397.95,2026-05-28 16:15:00,,,,-1.39,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4397.75,2026-05-28 17:00:00,4396.53,2026-05-28 17:00:00,,,,-1.22,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4397.75,2026-05-28 17:00:00,4396.53,2026-05-28 17:00:00,,,,-1.22,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4399.34,2026-05-28 17:00:00,4397.95,2026-05-28 17:00:00,,,,-1.39,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
