bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4486.6,2026-05-28 23:15:00,4460.65,2026-05-28 21:24:00,,,,-25.95,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4490.16,2026-05-28 23:16:00,4466.02,2026-05-28 21:58:00,,,,-24.14,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4530.07,2026-05-29 16:13:00,4524.09,2026-05-29 14:48:00,,,,-5.98,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4534.19,2026-05-29 16:46:00,4525.0,2026-05-29 16:27:00,,,,-9.19,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4536.89,2026-05-29 16:46:00,4526.17,2026-05-29 16:32:00,,,,-10.72,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4543.77,2026-05-29 21:01:00,4533.98,2026-05-29 17:33:00,,,,-9.79,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4558.72,2026-05-29 21:52:00,4539.07,2026-05-29 21:20:00,,,,-19.65,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4488.12,2026-06-01 20:11:00,4497.59,2026-06-01 15:03:00,,,,-9.47,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4487.37,2026-06-01 20:11:00,4495.63,2026-06-01 15:22:00,,,,-8.26,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4486.46,2026-06-01 20:11:00,4494.55,2026-06-01 15:31:00,,,,-8.09,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4500.36,2026-06-01 19:20:00,4505.38,2026-06-01 19:13:00,,,,-5.02,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4493.04,2026-06-01 20:11:00,4501.83,2026-06-01 19:30:00,,,,-8.79,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4484.43,2026-06-01 20:11:00,4493.51,2026-06-01 20:11:00,,,,-9.08,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4541.27,2026-06-02 14:14:00,4452.72,2026-06-01 21:05:00,,,,88.55,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4541.48,2026-06-02 14:14:00,4535.16,2026-06-02 14:07:00,,,,-6.32,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4462.97,2026-06-03 06:28:00,4538.06,2026-06-02 14:21:00,,,,75.09,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4531.45,2026-06-02 19:21:00,4527.27,2026-06-02 19:08:00,,,,-4.18,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4462.97,2026-06-03 06:28:00,4528.99,2026-06-02 19:29:00,,,,66.02,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4449.79,2026-06-03 15:51:00,4459.37,2026-06-03 14:38:00,,,,-9.58,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4446.17,2026-06-03 15:51:00,4453.56,2026-06-03 15:17:00,,,,-7.39,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4446.83,2026-06-03 15:51:00,4455.5,2026-06-03 15:33:00,,,,-8.67,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
