bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4435.26,2026-06-03 20:43:00,4444.69,2026-06-03 16:29:00,,,,-9.43,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4434.03,2026-06-03 20:43:00,4442.46,2026-06-03 16:57:00,,,,-8.43,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4456.24,2026-06-03 19:16:00,4462.04,2026-06-03 19:07:00,,,,-5.8,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4451.67,2026-06-03 19:34:00,4459.88,2026-06-03 19:22:00,,,,-8.21,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4447.77,2026-06-03 20:24:00,4454.58,2026-06-03 19:31:00,,,,-6.81,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4444.55,2026-06-03 20:41:00,4452.38,2026-06-03 19:37:00,,,,-7.83,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4439.86,2026-06-03 20:42:00,4450.77,2026-06-03 20:31:00,,,,-10.91,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4488.28,2026-06-04 18:27:00,4433.63,2026-06-04 03:33:00,,,,54.65,TP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4443.31,2026-06-05 09:01:00,4511.02,2026-06-04 20:48:00,,,,67.71,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4474.96,2026-06-05 19:20:00,4467.93,2026-06-05 19:13:00,,,,-7.03,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4388.44,2026-06-05 20:38:00,4409.44,2026-06-05 20:03:00,,,,-21.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4389.04,2026-06-05 20:38:00,4408.11,2026-06-05 20:33:00,,,,-19.07,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4352.63,2026-06-05 21:33:00,4376.36,2026-06-05 21:03:00,,,,-23.73,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4335.74,2026-06-05 22:41:00,4357.16,2026-06-05 22:14:00,,,,-21.42,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
