group,reason,side,count,pnl,first_ts,last_ts
live,SL Guard Group a,SELL,18,-150.62,2026-06-09 20:46:52,2026-06-09 21:47:34
live,SL Guard Group a,BUY,2,-61.88,2026-06-09 22:41:04,2026-06-10 21:16:22
live,[sl 4155.08],BUY,1,-32.3,2026-06-10 17:39:04,2026-06-10 17:39:04
live,[sl 4267.69],BUY,1,-49.41,2026-06-09 23:26:18,2026-06-09 23:26:18
live,[sl 4268.15],BUY,1,-48.01,2026-06-09 23:26:18,2026-06-09 23:26:18
live,[sl 4268.42],BUY,1,-47.79,2026-06-09 23:26:18,2026-06-09 23:26:18
live,[sl 4268.73],BUY,1,-46.98,2026-06-09 23:26:18,2026-06-09 23:26:18
live,[sl 4347.30],SELL,1,8.54,2026-06-09 20:46:52,2026-06-09 20:46:52
live,[sl 4347.39],SELL,1,8.46,2026-06-09 20:46:52,2026-06-09 20:46:52
live_mismatch,SL Guard Group a,BUY,1,9.03,,
live_mismatch,[sl 4297.65],BUY,1,-17.13,,
live_mismatch,[sl 4347.06],SELL,1,10.3,,
live_mismatch,[tp 4152.56],BUY,1,47.67,,
live_gap,NEAREST_ALREADY_MATCHED_OR_GREEDY,SELL,21,-153.74,2026-06-09 20:46:52,2026-06-10 21:16:22
live_gap,ENTRY_TOO_FAR,BUY,6,-266.25,2026-06-09 22:41:04,2026-06-10 17:39:04
mismatch_gap,PNL_DIFF_SAME_BUCKET,BUY,2,-6.83,2026-06-09 20:46:52,2026-06-09 22:30:13
mismatch_gap,CLOSE_BUCKET_DIFF,BUY,1,47.67,2026-06-10 20:27:03,2026-06-10 20:27:03
mismatch_gap,LOOSE_MATCH_SL_GUARD,BUY,1,9.03,2026-06-10 16:37:08,2026-06-10 16:37:08
live_entry_comment,M1_S16_FVG,SELL,20,-133.62,2026-06-09 20:46:52,2026-06-09 21:47:34
live_entry_comment,M1_S16_FVG,BUY,7,-286.37,2026-06-09 22:41:04,2026-06-10 21:16:22
mismatch_entry_comment,M1_S16_FVG,BUY,3,39.57,2026-06-09 22:30:13,2026-06-10 20:27:03
mismatch_entry_comment,M1_S16_FVG,SELL,1,10.3,2026-06-09 20:46:52,2026-06-09 20:46:52
