target_af,window_days,component_no,component_type,component_name,weight,raw_trades,derived_window,pnl,pnl_per_day
AF51,150,31,overlay,AMBFIX_INV_S84c3057_RD3.4_4.0_H11,321.025,5,no,5576.20425,37.174695
AF51,150,32,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H9,491.628,6,no,8957.46216,59.716414
AF51,150,33,overlay,AMBFIX_DIR_S84c889_RD3.4_4.0_H13,437.129,5,no,5389.80057,35.932004
AF51,150,34,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H13,273.83,5,no,4403.1864,29.354576
AF51,150,35,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H19,70.685,12,no,3050.05775,20.333718
AF51,150,36,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H17,215.498,16,no,2103.26048,14.021737
AF51,150,37,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H18,434.774,4,no,5712.93036,38.086202
AF51,150,38,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H11,888.785,4,no,12176.3545,81.175697
AF51,150,39,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H20,286.625,4,no,4052.8775,27.019183
AF51,150,40,overlay,AMBFIX_INV_S84c889_RD2.0_2.7_H18,168.714,8,no,715.34736,4.768982
AF51,150,41,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H16,106.536,4,no,978.00048,6.520003
AF51,150,42,overlay,AMBFIX_DIR_S84c889_RD5.0_7.0_H15,32.734,27,no,1630.1532,10.867688
AF51,150,43,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H22,124.801,8,no,28555.71681,190.371445
AF51,150,44,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H14,125.633,6,no,8728.98084,58.193206
AF51,150,45,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H15,31.539,10,no,5557.80258,37.052017
AF51,150,46,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H11,23.755,7,no,4180.16735,27.867782
AF51,150,47,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H13,145.72,3,no,27603.7396,184.024931
AF51,150,48,overlay,AMBFIX_INV_S86RUNc7171_ALL_H17,35.801,5,no,3152.99407,21.01996
AF51,150,49,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H10,17.894,4,no,1706.37184,11.375812
AF51,150,50,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H20,7.112,12,no,2327.402,15.516013
AF51,150,51,overlay,AMBFIX_INV_S86RUNc7171_ALL_H18,20.491,6,no,1631.49342,10.876623
AF51,180,0,base,S88,,,no,80842.35507,449.124195
AF51,180,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,22,no,2893.71325,16.076185
AF51,180,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,22,no,7861.17096,43.673172
AF51,180,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,21,no,4087.2227,22.706793
AF51,180,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,16,no,4461.46722,24.785929
AF51,180,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,14,no,4721.59548,26.231086
AF51,180,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,13,no,4251.5232,23.619573
AF51,180,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,14,no,4685.72526,26.031807
AF51,180,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,22,no,3077.8807,17.099337
AF51,180,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,18,no,3250.36665,18.057592
AF51,180,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,16,no,7159.04432,39.772468
AF51,180,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,11,no,1607.51565,8.930643
AF51,180,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,29,no,2261.38603,12.563256
AF51,180,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,3,no,563.08488,3.128249
AF51,180,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,16,no,102.22286,0.567905
AF51,180,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,11,no,621.39132,3.452174
AF51,180,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,25,no,2102.5438,11.680799
AF51,180,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,29,no,1313.3338,7.296299
AF51,180,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,16,no,1574.43494,8.746861
AF51,180,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,13,no,144.80945,0.804497
AF51,180,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,7,no,18143.50494,100.79725
AF51,180,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,5,no,7561.5994,42.008886
AF51,180,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,8,no,10168.74774,56.493043
AF51,180,23,overlay,AMBFIX_INV_S84c6017_RD5.0_7.0_H16,344.837,5,no,5662.22354,31.456797
AF51,180,24,overlay,AMBFIX_DIR_S84c6017_ALL_H12,23.911,46,no,2465.94143,13.699675
AF51,180,25,overlay,AMBFIX_INV_S84c5505_RD5.0_7.0_H11,121.543,9,no,1543.5961,8.575534
AF51,180,26,overlay,AMBFIX_DIR_S84c5505_RD5.0_7.0_H14,114.571,7,no,4046.64772,22.481376
AF51,180,27,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H11,415.734,7,no,11540.77584,64.115421
AF51,180,28,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H22,222.978,3,no,963.26496,5.351472
AF51,180,29,overlay,AMBFIX_DIR_S84c3057_RD4.0_5.0_H19,733.281,12,no,24352.26201,135.290345
AF51,180,30,overlay,AMBFIX_INV_S84c3057_RD2.7_3.4_H13,525.853,6,no,10885.1571,60.473095
AF51,180,31,overlay,AMBFIX_INV_S84c3057_RD3.4_4.0_H11,321.025,8,no,3800.936,21.116311
AF51,180,32,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H9,491.628,6,no,8957.46216,49.763679
AF51,180,33,overlay,AMBFIX_DIR_S84c889_RD3.4_4.0_H13,437.129,7,no,5503.45411,30.574745
AF51,180,34,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H13,273.83,6,no,5914.728,32.8596
AF51,180,35,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H19,70.685,13,no,2707.2355,15.040197
AF51,180,36,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H17,215.498,19,no,3070.8465,17.060258
AF51,180,37,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H18,434.774,5,no,4173.8304,23.187947
AF51,180,38,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H11,888.785,5,no,12176.3545,67.646414
AF51,180,39,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H20,286.625,4,no,4052.8775,22.515986
AF51,180,40,overlay,AMBFIX_INV_S84c889_RD2.0_2.7_H18,168.714,9,no,1366.5834,7.59213
AF51,180,41,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H16,106.536,6,no,1061.09856,5.894992
AF51,180,42,overlay,AMBFIX_DIR_S84c889_RD5.0_7.0_H15,32.734,29,no,2129.3467,11.829704
AF51,180,43,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H22,124.801,8,no,28555.71681,158.642871
AF51,180,44,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H14,125.633,6,no,8728.98084,48.494338
AF51,180,45,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H15,31.539,10,no,5557.80258,30.876681
AF51,180,46,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H11,23.755,8,no,3396.0148,18.866749
AF51,180,47,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H13,145.72,3,no,27603.7396,153.354109
AF51,180,48,overlay,AMBFIX_INV_S86RUNc7171_ALL_H17,35.801,5,no,3152.99407,17.516634
AF51,180,49,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H10,17.894,6,no,3298.40102,18.32445
AF51,180,50,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H20,7.112,12,no,2327.402,12.930011
AF51,180,51,overlay,AMBFIX_INV_S86RUNc7171_ALL_H18,20.491,6,no,1631.49342,9.063852
