target_af,window_days,component_no,component_name,order_no,family,entry_tf,mode,rd_min,rd_max,fill_hour,weight,signal,outcome,signal_time,fill_time,exit_time,exit_date,entry,tp,sl,exit_price,risk_distance,spread,pnl_per_001lot,pnl_weighted_full,reason
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,1,s84,M15,inverse,4.0,5.0,17,172.759,SELL,SL,2026-02-20 17:15,2026-02-20 17:30,2026-02-20 17:30,2026-02-20,5028.72,5024.28,5032.72,5032.72,4.44,0.2,-4.2,-725.5878,inverse_siglevel | oldWickFollow side=UPPER ageRef=745 riskATR=0.51
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,2,s84,M15,inverse,4.0,5.0,17,172.759,SELL,TP,2026-03-04 17:30,2026-03-04 17:45,2026-03-04 17:45,2026-03-04,5193.08,5188.17,5197.5,5188.17,4.91,0.2,4.71,813.69489,inverse_siglevel | oldWickFollow side=UPPER ageRef=1483 riskATR=0.35
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,3,s84,M15,inverse,4.0,5.0,17,172.759,SELL,TP,2026-03-05 17:15,2026-03-05 17:30,2026-03-05 17:30,2026-03-05,5163.1,5158.76,5167.01,5158.76,4.34,0.2,4.14,715.22226,inverse_siglevel | oldWickFollow side=UPPER ageRef=1563 riskATR=0.37
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,4,s84,M15,inverse,4.0,5.0,17,172.759,BUY,SL,2026-03-06 16:45,2026-03-06 17:00,2026-03-06 17:00,2026-03-06,5090.89,5095.1,5087.1,5087.1,4.21,0.2,-3.99,-689.30841,inverse_siglevel | oldWickFollow side=LOWER ageRef=1662 riskATR=0.36
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,5,s84,M15,inverse,4.0,5.0,17,172.759,BUY,TP,2026-03-27 17:15,2026-03-27 17:30,2026-03-27 17:30,2026-03-27,4415.33,4419.54,4411.54,4419.54,4.21,0.2,4.01,692.76359,inverse_siglevel | oldWickFollow side=LOWER ageRef=3051 riskATR=0.38
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,6,s84,M15,inverse,4.0,5.0,17,172.759,SELL,TP,2026-05-01 17:30,2026-05-01 17:45,2026-05-01 18:00,2026-05-01,4570.4,4565.99,4574.37,4565.99,4.41,0.2,4.21,727.31539,inverse_siglevel | oldWickFollow side=UPPER ageRef=5254 riskATR=0.60
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,7,s84,M15,inverse,4.0,5.0,17,172.759,SELL,TP,2026-05-04 16:45,2026-05-04 17:00,2026-05-04 17:00,2026-05-04,4575.5,4570.66,4579.86,4570.66,4.84,0.2,4.64,801.60176,inverse_siglevel | oldWickFollow side=UPPER ageRef=5342 riskATR=0.60
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,8,s84,M15,inverse,4.0,5.0,17,172.759,SELL,SL,2026-05-06 17:00,2026-05-06 17:15,2026-05-06 17:15,2026-05-06,4698.12,4693.86,4701.95,4701.95,4.26,0.2,-4.03,-696.21877,inverse_siglevel | oldWickFollow side=UPPER ageRef=5529 riskATR=0.41
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,9,s84,M15,inverse,4.0,5.0,17,172.759,BUY,TP,2026-05-14 16:45,2026-05-14 17:00,2026-05-14 17:00,2026-05-14,4699.6,4704.39,4695.29,4704.39,4.79,0.2,4.59,792.96381,inverse_siglevel | oldWickFollow side=LOWER ageRef=6039 riskATR=0.52
AF1,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,10,s84,M15,inverse,4.0,5.0,17,172.759,SELL,TP,2026-06-05 17:30,2026-06-05 17:45,2026-06-05 18:15,2026-06-05,4464.6,4460.59,4468.21,4460.59,4.01,0.2,3.81,658.21179,inverse_siglevel | oldWickFollow side=UPPER ageRef=7538 riskATR=0.59
