target_af,window_days,component_no,component_name,family,entry_tf,mode,rd_min,rd_max,fill_hour,weight,orders,pnl_per_001lot,pnl_weighted_full,lot_max,max_dd_pct,skipped_by_cb,ambiguous,m1_sl,m1_tp,unresolved
AF22,30,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,1,3.68,1523.64144,0.04,0.0,0,80,39,35,6
AF22,30,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,1,3.72,513.87708,0.01,0.0,0,80,39,35,6
AF22,30,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,3,-3.58,-561.76286,0.01,0.8,0,80,39,35,6
AF22,30,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,5,4.92,777.78312,0.02,0.84,0,80,39,35,6
AF22,30,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,5,-15.04,-1297.8016,0.01,1.5,2,80,39,35,6
AF22,30,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,5,11.55,985.08795,0.01,0.43,0,80,39,35,6
AF22,30,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,1,-3.45,-159.61425,0.01,0.35,0,80,39,35,6
AF22,30,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,1,-5.94,-3474.28818,0.01,0.59,0,1,1,0,0
AF22,30,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,0,0,0.0,0.0,0.0,0,1,1,0,0
AF22,30,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,1,6.4,1562.1696,0.01,0.0,0,1,1,0,0
AF22,60,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,s84,M15,inverse,4.0,5.0,17,172.759,8,25.66,4432.99594,0.01,0.39,0,145,74,62,9
AF22,60,2,AMBFIX_DIR_S84_RD2.7_3.4_H10,s84,M15,direct,2.7,3.4,10,196.726,12,-2.66,-523.29116,0.02,1.79,3,145,74,62,9
AF22,60,3,AMBFIX_DIR_S84_RD2.7_3.4_H12,s84,M15,direct,2.7,3.4,12,123.035,12,28.9,3555.7115,0.02,0.63,0,145,74,62,9
AF22,60,4,AMBFIX_DIR_S84_RD5.0_7.0_H17,s84,M15,direct,5.0,7.0,17,92.141,7,24.4,2248.2404,0.01,0.53,0,145,74,62,9
AF22,60,5,AMBFIX_INV_S84_RD3.4_4.0_H11,s84,M15,inverse,3.4,4.0,11,325.852,6,8.16,2658.95232,0.01,0.66,0,145,74,62,9
AF22,60,6,AMBFIX_DIR_S84_RD5.0_7.0_H14,s84,M15,direct,5.0,7.0,14,222.36,6,19.25,4280.43,0.01,0.53,0,145,74,62,9
AF22,60,7,AMBFIX_INV_S84_RD4.0_5.0_H22,s84,M15,inverse,4.0,5.0,22,258.309,6,9.19,2373.85971,0.01,0.84,0,145,74,62,9
AF22,60,8,AMBFIX_DIR_S84_RD5.0_7.0_H15,s84,M15,direct,5.0,7.0,15,116.366,11,14.29,1662.87014,0.01,0.67,0,145,74,62,9
AF22,60,9,AMBFIX_INV_S84_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,232.335,6,-0.08,-18.5868,0.01,0.69,0,145,74,62,9
AF22,60,10,AMBFIX_DIR_S84_RD5.0_7.0_H11,s84,M15,direct,5.0,7.0,11,212.057,2,9.42,1997.57694,0.01,0.0,0,145,74,62,9
AF22,60,11,AMBFIX_DIR_S84_RD3.4_4.0_H22,s84,M15,direct,3.4,4.0,22,274.789,5,8.02,2203.80778,0.01,0.4,0,145,74,62,9
AF22,60,12,AMBFIX_DIR_S84_RD5.0_7.0_H20,s84,M15,direct,5.0,7.0,20,54.139,14,50.04,2709.11556,0.01,0.65,0,145,74,62,9
AF22,60,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,1,3.68,1523.64144,0.04,0.0,0,145,74,62,9
AF22,60,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,4,6.15,849.55485,0.01,0.47,0,145,74,62,9
AF22,60,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,3,-3.58,-561.76286,0.01,0.8,0,145,74,62,9
AF22,60,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,9,23.68,3743.47648,0.02,0.83,0,145,74,62,9
AF22,60,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,8,-16.22,-1399.6238,0.01,1.62,5,145,74,62,9
AF22,60,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,10,13.44,1146.28416,0.01,0.53,0,145,74,62,9
AF22,60,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,3,-3.01,-139.25765,0.01,0.67,0,145,74,62,9
AF22,60,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,2,1.3,760.3661,0.01,0.59,0,2,1,1,0
AF22,60,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,1,8.19,2821.38948,0.01,0.0,0,2,1,1,0
AF22,60,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,1,6.4,1562.1696,0.01,0.0,0,2,1,1,0
AF22,90,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,s84,M15,inverse,4.0,5.0,17,172.759,12,26.56,4588.47904,0.01,0.41,0,193,74,62,57
AF22,90,2,AMBFIX_DIR_S84_RD2.7_3.4_H10,s84,M15,direct,2.7,3.4,10,196.726,16,22.14,4355.51364,0.02,1.75,3,193,74,62,57
AF22,90,3,AMBFIX_DIR_S84_RD2.7_3.4_H12,s84,M15,direct,2.7,3.4,12,123.035,17,43.12,5305.2692,0.02,0.63,0,193,74,62,57
AF22,90,4,AMBFIX_DIR_S84_RD5.0_7.0_H17,s84,M15,direct,5.0,7.0,17,92.141,12,40.7,3750.1387,0.01,1.1,0,193,74,62,57
AF22,90,5,AMBFIX_INV_S84_RD3.4_4.0_H11,s84,M15,inverse,3.4,4.0,11,325.852,9,11.36,3701.67872,0.01,0.65,0,193,74,62,57
AF22,90,6,AMBFIX_DIR_S84_RD5.0_7.0_H14,s84,M15,direct,5.0,7.0,14,222.36,8,17.25,3835.71,0.01,0.68,0,193,74,62,57
AF22,90,7,AMBFIX_INV_S84_RD4.0_5.0_H22,s84,M15,inverse,4.0,5.0,22,258.309,9,4.8,1239.8832,0.01,0.85,0,193,74,62,57
AF22,90,8,AMBFIX_DIR_S84_RD5.0_7.0_H15,s84,M15,direct,5.0,7.0,15,116.366,14,19.71,2293.57386,0.01,0.69,0,193,74,62,57
AF22,90,9,AMBFIX_INV_S84_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,232.335,7,3.45,801.55575,0.01,0.69,0,193,74,62,57
AF22,90,10,AMBFIX_DIR_S84_RD5.0_7.0_H11,s84,M15,direct,5.0,7.0,11,212.057,8,-5.96,-1263.85972,0.01,1.54,0,193,74,62,57
AF22,90,11,AMBFIX_DIR_S84_RD3.4_4.0_H22,s84,M15,direct,3.4,4.0,22,274.789,6,11.41,3135.34249,0.01,0.4,0,193,74,62,57
AF22,90,12,AMBFIX_DIR_S84_RD5.0_7.0_H20,s84,M15,direct,5.0,7.0,20,54.139,19,2.77,149.96503,0.01,1.76,10,193,74,62,57
AF22,90,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,1,3.68,1523.64144,0.04,0.0,0,193,74,62,57
AF22,90,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,8,4.34,599.52326,0.01,0.54,0,193,74,62,57
AF22,90,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,6,0.22,34.52174,0.01,0.81,0,193,74,62,57
AF22,90,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,10,27.94,4416.92284,0.02,0.82,0,193,74,62,57
AF22,90,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,13,-0.07,-6.0403,0.01,1.6,5,193,74,62,57
AF22,90,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,13,16.67,1421.76763,0.01,0.53,0,193,74,62,57
AF22,90,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,6,0.26,12.0289,0.01,0.67,0,193,74,62,57
AF22,90,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,3,9.45,5527.27665,0.01,0.58,0,2,1,1,0
AF22,90,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,3,8.33,2869.61836,0.01,0.65,0,2,1,1,0
AF22,90,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,2,12.69,3097.48941,0.01,0.0,0,2,1,1,0
AF22,120,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,s84,M15,inverse,4.0,5.0,17,172.759,16,35.45,6124.30655,0.01,0.42,0,259,74,62,123
AF22,120,2,AMBFIX_DIR_S84_RD2.7_3.4_H10,s84,M15,direct,2.7,3.4,10,196.726,16,22.14,4355.51364,0.02,1.75,3,259,74,62,123
AF22,120,3,AMBFIX_DIR_S84_RD2.7_3.4_H12,s84,M15,direct,2.7,3.4,12,123.035,19,37.0,4552.295,0.02,0.78,0,259,74,62,123
AF22,120,4,AMBFIX_DIR_S84_RD5.0_7.0_H17,s84,M15,direct,5.0,7.0,17,92.141,14,39.8,3667.2118,0.01,1.1,0,259,74,62,123
AF22,120,5,AMBFIX_INV_S84_RD3.4_4.0_H11,s84,M15,inverse,3.4,4.0,11,325.852,13,11.97,3900.44844,0.01,0.66,0,259,74,62,123
AF22,120,6,AMBFIX_DIR_S84_RD5.0_7.0_H14,s84,M15,direct,5.0,7.0,14,222.36,10,16.43,3653.3748,0.01,0.75,0,259,74,62,123
AF22,120,7,AMBFIX_INV_S84_RD4.0_5.0_H22,s84,M15,inverse,4.0,5.0,22,258.309,9,4.8,1239.8832,0.01,0.85,0,259,74,62,123
AF22,120,8,AMBFIX_DIR_S84_RD5.0_7.0_H15,s84,M15,direct,5.0,7.0,15,116.366,19,33.79,3932.00714,0.01,0.68,0,259,74,62,123
AF22,120,9,AMBFIX_INV_S84_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,232.335,9,10.56,2453.4576,0.01,0.68,0,259,74,62,123
AF22,120,10,AMBFIX_DIR_S84_RD5.0_7.0_H11,s84,M15,direct,5.0,7.0,11,212.057,11,8.6,1823.6902,0.01,1.52,0,259,74,62,123
AF22,120,11,AMBFIX_DIR_S84_RD3.4_4.0_H22,s84,M15,direct,3.4,4.0,22,274.789,9,7.32,2011.45548,0.01,0.74,0,259,74,62,123
AF22,120,12,AMBFIX_DIR_S84_RD5.0_7.0_H20,s84,M15,direct,5.0,7.0,20,54.139,26,26.21,1418.98319,0.01,1.81,10,259,74,62,123
AF22,120,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,1,3.68,1523.64144,0.04,0.0,0,259,74,62,123
AF22,120,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,10,3.53,487.63067,0.01,0.62,0,259,74,62,123
AF22,120,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,9,4.97,779.87749,0.01,0.81,0,259,74,62,123
AF22,120,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,13,22.5,3556.935,0.02,1.0,0,259,74,62,123
AF22,120,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,19,2.58,222.6282,0.01,1.59,5,259,74,62,123
AF22,120,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,14,12.23,1043.08447,0.01,0.56,0,259,74,62,123
AF22,120,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,6,0.26,12.0289,0.01,0.67,0,259,74,62,123
AF22,120,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,4,17.4,10177.2078,0.01,0.58,0,6,1,1,4
AF22,120,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,3,8.33,2869.61836,0.01,0.65,0,6,1,1,4
AF22,120,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,2,12.69,3097.48941,0.01,0.0,0,6,1,1,4
AF22,150,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,s84,M15,inverse,4.0,5.0,17,172.759,19,39.36,6799.79424,0.01,0.45,0,321,74,62,185
AF22,150,2,AMBFIX_DIR_S84_RD2.7_3.4_H10,s84,M15,direct,2.7,3.4,10,196.726,19,26.6,5232.9116,0.02,1.74,3,321,74,62,185
AF22,150,3,AMBFIX_DIR_S84_RD2.7_3.4_H12,s84,M15,direct,2.7,3.4,12,123.035,20,44.64,5492.2824,0.02,0.78,0,321,74,62,185
AF22,150,4,AMBFIX_DIR_S84_RD5.0_7.0_H17,s84,M15,direct,5.0,7.0,17,92.141,15,44.67,4115.93847,0.01,1.1,0,321,74,62,185
AF22,150,5,AMBFIX_INV_S84_RD3.4_4.0_H11,s84,M15,inverse,3.4,4.0,11,325.852,13,11.97,3900.44844,0.01,0.66,0,321,74,62,185
AF22,150,6,AMBFIX_DIR_S84_RD5.0_7.0_H14,s84,M15,direct,5.0,7.0,14,222.36,10,16.43,3653.3748,0.01,0.75,0,321,74,62,185
AF22,150,7,AMBFIX_INV_S84_RD4.0_5.0_H22,s84,M15,inverse,4.0,5.0,22,258.309,11,14.09,3639.57381,0.01,0.84,0,321,74,62,185
AF22,150,8,AMBFIX_DIR_S84_RD5.0_7.0_H15,s84,M15,direct,5.0,7.0,15,116.366,19,33.79,3932.00714,0.01,0.68,0,321,74,62,185
AF22,150,9,AMBFIX_INV_S84_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,232.335,12,14.04,3261.9834,0.01,0.68,0,321,74,62,185
AF22,150,10,AMBFIX_DIR_S84_RD5.0_7.0_H11,s84,M15,direct,5.0,7.0,11,212.057,13,18.25,3870.04025,0.01,1.5,0,321,74,62,185
AF22,150,11,AMBFIX_DIR_S84_RD3.4_4.0_H22,s84,M15,direct,3.4,4.0,22,274.789,10,10.31,2833.07459,0.01,0.74,0,321,74,62,185
AF22,150,12,AMBFIX_DIR_S84_RD5.0_7.0_H20,s84,M15,direct,5.0,7.0,20,54.139,29,42.91,2323.10449,0.01,1.79,10,321,74,62,185
AF22,150,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,3,2.08,861.18864,0.04,0.54,0,321,74,62,185
AF22,150,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,13,6.75,932.43825,0.01,1.03,0,321,74,62,185
AF22,150,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,11,4.62,724.95654,0.01,0.81,0,321,74,62,185
AF22,150,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,20,-9.52,-1504.97872,0.02,2.29,10,321,74,62,185
AF22,150,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,24,9.36,807.6744,0.01,1.58,5,321,74,62,185
AF22,150,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,14,20.27,1728.80803,0.01,0.53,0,321,74,62,185
AF22,150,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,11,4.14,191.5371,0.01,0.68,0,321,74,62,185
AF22,150,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,5,25.24,14762.80028,0.01,0.58,0,6,1,1,4
AF22,150,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,4,15.87,5467.08804,0.01,0.65,0,6,1,1,4
AF22,150,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,5,33.3,8128.1637,0.01,0.0,0,6,1,1,4
AF22,180,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,s84,M15,inverse,4.0,5.0,17,172.759,22,17.47,3018.09973,0.01,1.29,10,371,74,62,235
AF22,180,2,AMBFIX_DIR_S84_RD2.7_3.4_H10,s84,M15,direct,2.7,3.4,10,196.726,22,42.24,8309.70624,0.02,1.72,3,371,74,62,235
AF22,180,3,AMBFIX_DIR_S84_RD2.7_3.4_H12,s84,M15,direct,2.7,3.4,12,123.035,21,35.62,4382.5067,0.02,0.78,0,371,74,62,235
AF22,180,4,AMBFIX_DIR_S84_RD5.0_7.0_H17,s84,M15,direct,5.0,7.0,17,92.141,16,49.38,4549.92258,0.01,1.09,0,371,74,62,235
AF22,180,5,AMBFIX_INV_S84_RD3.4_4.0_H11,s84,M15,inverse,3.4,4.0,11,325.852,14,15.33,4995.31116,0.01,0.66,0,371,74,62,235
AF22,180,6,AMBFIX_DIR_S84_RD5.0_7.0_H14,s84,M15,direct,5.0,7.0,14,222.36,13,19.9,4424.964,0.01,0.75,0,371,74,62,235
AF22,180,7,AMBFIX_INV_S84_RD4.0_5.0_H22,s84,M15,inverse,4.0,5.0,22,258.309,14,18.98,4902.70482,0.01,0.84,0,371,74,62,235
AF22,180,8,AMBFIX_DIR_S84_RD5.0_7.0_H15,s84,M15,direct,5.0,7.0,15,116.366,22,27.77,3231.48382,0.01,0.68,0,371,74,62,235
AF22,180,9,AMBFIX_INV_S84_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,232.335,18,15.07,3501.28845,0.01,0.68,0,371,74,62,235
AF22,180,10,AMBFIX_DIR_S84_RD5.0_7.0_H11,s84,M15,direct,5.0,7.0,11,212.057,16,34.72,7362.61904,0.01,1.48,0,371,74,62,235
AF22,180,11,AMBFIX_DIR_S84_RD3.4_4.0_H22,s84,M15,direct,3.4,4.0,22,274.789,11,6.51,1788.87639,0.01,0.74,0,371,74,62,235
AF22,180,12,AMBFIX_DIR_S84_RD5.0_7.0_H20,s84,M15,direct,5.0,7.0,20,54.139,29,42.91,2323.10449,0.01,1.79,10,371,74,62,235
AF22,180,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,3,2.08,861.18864,0.04,0.54,0,371,74,62,235
AF22,180,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,16,1.7,234.8363,0.01,1.04,0,371,74,62,235
AF22,180,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,11,4.62,724.95654,0.01,0.81,0,371,74,62,235
AF22,180,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,25,15.1,2387.0986,0.02,1.4,10,371,74,62,235
AF22,180,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,29,16.66,1437.5914,0.01,1.57,5,371,74,62,235
AF22,180,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,16,19.42,1656.31238,0.01,0.53,0,371,74,62,235
AF22,180,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,13,3.91,180.89615,0.01,0.71,0,371,74,62,235
AF22,180,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,7,24.31,14218.84607,0.01,0.71,0,10,1,1,8
AF22,180,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,5,22.25,7664.947,0.01,0.64,0,10,1,1,8
AF22,180,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,8,42.14,10285.91046,0.01,0.63,0,10,1,1,8
AF34,30,1,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,s84,M15,inverse,4.0,5.0,17,172.759,4,16.59,2866.07181,0.01,0.0,0,80,39,35,6
AF34,30,2,AMBFIX_DIR_S84_RD2.7_3.4_H10,s84,M15,direct,2.7,3.4,10,196.726,6,-18.22,-3584.34772,0.02,1.82,3,80,39,35,6
AF34,30,3,AMBFIX_DIR_S84_RD2.7_3.4_H12,s84,M15,direct,2.7,3.4,12,123.035,8,19.62,2413.9467,0.02,0.64,0,80,39,35,6
AF34,30,4,AMBFIX_DIR_S84_RD5.0_7.0_H17,s84,M15,direct,5.0,7.0,17,92.141,5,25.03,2306.28923,0.01,0.0,0,80,39,35,6
AF34,30,5,AMBFIX_INV_S84_RD3.4_4.0_H11,s84,M15,inverse,3.4,4.0,11,325.852,3,10.96,3571.33792,0.01,0.0,0,80,39,35,6
AF34,30,6,AMBFIX_DIR_S84_RD5.0_7.0_H14,s84,M15,direct,5.0,7.0,14,222.36,2,9.65,2145.774,0.01,0.0,0,80,39,35,6
AF34,30,7,AMBFIX_INV_S84_RD4.0_5.0_H22,s84,M15,inverse,4.0,5.0,22,258.309,5,4.44,1146.89196,0.01,0.85,0,80,39,35,6
AF34,30,8,AMBFIX_DIR_S84_RD5.0_7.0_H15,s84,M15,direct,5.0,7.0,15,116.366,4,10.98,1277.69868,0.01,0.55,0,80,39,35,6
AF34,30,9,AMBFIX_INV_S84_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,232.335,5,3.53,820.14255,0.01,0.35,0,80,39,35,6
AF34,30,10,AMBFIX_DIR_S84_RD5.0_7.0_H11,s84,M15,direct,5.0,7.0,11,212.057,2,9.42,1997.57694,0.01,0.0,0,80,39,35,6
AF34,30,11,AMBFIX_DIR_S84_RD3.4_4.0_H22,s84,M15,direct,3.4,4.0,22,274.789,4,4.86,1335.47454,0.01,0.4,0,80,39,35,6
AF34,30,12,AMBFIX_DIR_S84_RD5.0_7.0_H20,s84,M15,direct,5.0,7.0,20,54.139,8,30.34,1642.57726,0.01,0.52,0,80,39,35,6
AF34,30,13,AMBFIX_DIR_S84_RD0.8_1.3_H18,s84,M15,direct,0.8,1.3,18,414.033,1,3.68,1523.64144,0.04,0.0,0,80,39,35,6
AF34,30,14,AMBFIX_DIR_S84_RD4.0_5.0_H18,s84,M15,direct,4.0,5.0,18,138.139,1,3.72,513.87708,0.01,0.0,0,80,39,35,6
AF34,30,15,AMBFIX_INV_S84_RD4.0_5.0_H15,s84,M15,inverse,4.0,5.0,15,156.917,3,-3.58,-561.76286,0.01,0.8,0,80,39,35,6
AF34,30,16,AMBFIX_INV_S84_RD2.0_2.7_H9,s84,M15,inverse,2.0,2.7,9,158.086,5,4.92,777.78312,0.02,0.84,0,80,39,35,6
AF34,30,17,AMBFIX_INV_S84_RD5.0_7.0_H8,s84,M15,inverse,5.0,7.0,8,86.29,5,-15.04,-1297.8016,0.01,1.5,2,80,39,35,6
AF34,30,18,AMBFIX_DIR_S84_RD4.0_5.0_H14,s84,M15,direct,4.0,5.0,14,85.289,5,11.55,985.08795,0.01,0.43,0,80,39,35,6
AF34,30,19,AMBFIX_INV_S84_RD3.4_4.0_H10,s84,M15,inverse,3.4,4.0,10,46.265,1,-3.45,-159.61425,0.01,0.35,0,80,39,35,6
AF34,30,20,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,584.897,1,-5.94,-3474.28818,0.01,0.59,0,1,1,0,0
AF34,30,21,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,s84,M30,direct,5.0,7.0,10,344.492,0,0,0.0,0.0,0.0,0,1,1,0,0
AF34,30,22,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,s84,M30,direct,5.0,7.0,14,244.089,1,6.4,1562.1696,0.01,0.0,0,1,1,0,0
