target_af,window_days,component_no,component_name,family,entry_tf,mode,rd_min,rd_max,fill_hour,weight,orders,pnl_per_001lot,pnl_weighted_full,lot_max,max_dd_pct,skipped_by_cb,ambiguous,m1_sl,m1_tp,unresolved
AF170,730,148,AMBFIX_DIR_S86RUNc4227_RDall_H16,s86,M30,direct,,,16,44.244,36,0.47,20.79468,0.02,4.68,20,3,1,2,0
AF170,730,149,AMBFIX_DIR_S86RUNc11_RD5.0_7.0_H9,s86,M15,direct,5.0,7.0,9,1200.0,13,46.78,56136.0,0.01,1.55,0,7,2,2,3
AF170,730,150,AMBFIX_INV_S84RUNc28_RD2.7_3.4_H21,s84,M15,inverse,2.7,3.4,21,594.085,56,46.11,27393.25935,0.02,2.63,20,1522,745,719,58
AF170,730,151,AMBFIX_INV_S84RUNc889_RD5.0_7.0_H21,s84,M15,inverse,5.0,7.0,21,386.23,74,-52.97,-20458.6031,0.01,5.3,40,225,132,87,6
AF170,730,152,AMBFIX_DIR_S84RUNc3057_RD2.7_3.4_H20,s84,M15,direct,2.7,3.4,20,305.482,58,-36.99,-11299.77918,0.02,5.42,30,174,103,65,6
AF170,730,153,AMBFIX_DIR_S84RUNc4369_RD5.0_7.0_H17,s84,M30,direct,5.0,7.0,17,397.708,31,4.06,1614.69448,0.01,1.65,10,57,27,28,2
AF170,730,154,AMBFIX_INV_S84RUNc5505_RD5.0_7.0_H16,s84,M30,inverse,5.0,7.0,16,1200.0,33,58.9,70680.0,0.01,2.45,10,48,25,20,3
AF170,730,155,AMBFIX_INV_S84RUNc6017_RD5.0_7.0_H16,s84,M30,inverse,5.0,7.0,16,59.549,33,44.18,2630.87482,0.01,2.21,10,47,24,20,3
AF170,730,156,AMBFIX_DIR_S86RUNc11_RD5.0_7.0_H9,s86,M15,direct,5.0,7.0,9,1200.0,13,46.78,56136.0,0.01,1.55,0,7,2,2,3
AF170,730,157,AMBFIX_INV_S84RUNc28_RD3.4_4.0_H19,s84,M15,inverse,3.4,4.0,19,449.664,36,16.41,7378.98624,0.01,1.0,10,1522,745,719,58
AF170,730,158,AMBFIX_DIR_S84RUNc889_RD4.0_5.0_H19,s84,M15,direct,4.0,5.0,19,329.549,49,45.65,15043.91185,0.01,1.74,20,225,132,87,6
AF170,730,159,AMBFIX_DIR_S84RUNc3057_RD4.0_5.0_H9,s84,M15,direct,4.0,5.0,9,292.483,40,39.15,11450.70945,0.01,1.78,10,174,103,65,6
AF170,730,160,AMBFIX_INV_S84RUNc4369_RD5.0_7.0_H8,s84,M30,inverse,5.0,7.0,8,1200.0,59,-28.43,-34116.0,0.01,6.74,20,57,27,28,2
AF170,730,161,AMBFIX_INV_S84RUNc5505_RD5.0_7.0_H16,s84,M30,inverse,5.0,7.0,16,1200.0,33,58.9,70680.0,0.01,2.45,10,48,25,20,3
AF170,730,162,AMBFIX_INV_S84RUNc6017_RD4.0_5.0_H17,s84,M30,inverse,4.0,5.0,17,303.28,36,-17.48,-5301.3344,0.01,3.05,20,47,24,20,3
AF170,730,163,AMBFIX_DIR_S86RUNc7171_RDall_H22,s86,M30,direct,,,22,26.664,21,208.25,5552.778,0.01,5.16,10,3,1,1,1
AF170,730,164,AMBFIX_DIR_S86RUNc7187_RDall_H14,s86,M30,direct,,,14,57.615,20,171.99,9909.20385,0.01,3.01,0,1,0,0,1
AF170,730,165,AMBFIX_DIR_S86RUNc4227_RDall_H22,s86,M30,direct,,,22,374.965,29,-64.97,-24361.47605,0.02,8.05,18,3,1,2,0
AF170,730,166,AMBFIX_INV_S86RUNc6275_RDall_H18,s86,M30,inverse,,,18,53.695,36,4.21,226.05595,0.02,14.13,20,3,1,2,0
AF170,730,167,AMBFIX_INV_S86RUNc11_RD5.0_7.0_H19,s86,M15,inverse,5.0,7.0,19,197.292,22,-0.1,-19.7292,0.01,2.65,10,7,2,2,3
AF170,730,168,AMBFIX_INV_S84RUNc28_RD1.3_2.0_H13,s84,M15,inverse,1.3,2.0,13,577.674,94,-57.87,-33429.99438,0.04,5.8,33,1522,745,719,58
AF170,730,169,AMBFIX_INV_S84RUNc889_RD2.0_2.7_H18,s84,M15,inverse,2.0,2.7,18,344.056,67,-9.79,-3368.30824,0.03,5.13,30,225,132,87,6
AF170,730,170,AMBFIX_INV_S84RUNc3057_RD4.0_5.0_H8,s84,M15,inverse,4.0,5.0,8,300.638,48,1.74,523.11012,0.01,2.22,20,174,103,65,6
