Time,Ticket,Type,Volume,Price,S / L,T / P,Profit
2026-09-04 20:30,581205525,BUY,0.01,4425.79,4422.02,4431.06,-2.85
2026-09-04 16:56,581655207,SELL,0.01,4478.51,4481.75,4475.89,2.69
2026-09-04 17:07,581656885,BUY,0.01,4474.48,4471.76,4487.62,-2.68
2026-09-04 21:00,581827835,BUY,0.01,4380.19,4345.7,4535.1,52.79
2026-09-04 21:43,581893347,SELL,0.01,4420.55,4432.01,4366.22,-11.39
2026-09-07 12:57,582256431,SELL,0.01,4397.89,4405.49,4392.19,-7.6
2026-09-07 16:02,582270498,SELL,0.01,4413.28,4418.01,4389.12,-4.49
2026-09-07 14:15,582292213,SELL,0.01,4393.85,4400.54,4379.98,-6.6899999999999995
2026-09-07 14:32,582298782,SELL,0.01,4395.15,4400.13,4382.92,-4.78
2026-09-07 18:27,582396568,BUY,0.01,4397.44,4394.14,4410.0,-3.27
2026-09-07 19:05,582414106,SELL,0.01,4392.54,4397.88,4385.4,7.21
2026-09-07 19:23,582418602,BUY,0.01,4390.37,4380.89,4422.65,32.63
2026-09-09 00:09,582428506,BUY,0.01,4382.09,4375.85,4402.96,21.09
2026-09-07 20:40,582448706,SELL,0.01,4396.79,4400.18,4386.52,-3.29
2026-09-07 21:25,582471087,SELL,0.01,4404.51,4408.69,4390.71,-4.17
2026-09-07 21:47,582480646,SELL,0.01,4407.56,4424.59,4364.76,-16.97
2026-09-08 00:08,582531627,SELL,0.01,4415.16,4424.73,4392.36,-9.56
2026-09-08 01:30,582553053,BUY,0.01,4412.22,4411.04,4414.68,-1.03
2026-09-08 06:21,582560916,BUY,0.01,4412.38,4409.46,4413.97,-2.85
2026-09-08 08:53,582581221,BUY,0.01,4415.69,4408.96,4429.91,14.24
2026-09-08 17:30,582772429,BUY,0.01,4391.0,4385.64,4403.31,12.32
2026-09-08 16:55,582776882,BUY,0.01,4391.91,4386.26,4402.75,10.85
2026-09-08 17:40,582790281,SELL,0.01,4399.41,4428.25,4380.8,18.71
2026-09-09 00:50,583062555,SELL,0.01,4395.67,4399.37,4387.89,-3.66
2026-09-09 02:18,583089665,BUY,0.01,4384.88,4381.17,4393.86,-3.7
2026-09-09 11:24,583207075,SELL,0.01,4378.62,4381.47,4374.33,4.37
2026-09-09 12:12,583217013,SELL,0.01,4372.85,4375.21,4371.22,-2.36
2026-09-09 12:21,583218915,SELL,0.01,4374.43,4377.16,4368.31,-2.73
2026-09-09 13:18,583235627,SELL,0.01,4388.31,4391.94,4375.24,-3.63
2026-09-09 17:10,583327048,BUY,0.01,4399.42,4391.78,4421.09,-7.63
2026-09-10 01:25,583620943,SELL,0.01,4418.52,4422.98,4406.42,12.19
2026-09-10 04:36,583655389,SELL,0.01,4400.71,4404.62,4392.49,-3.82
2026-09-10 07:00,583663244,SELL,0.01,4401.65,4404.4,4398.93,2.81
2026-09-10 09:25,583699236,SELL,0.01,4415.45,4422.16,4402.39,-6.68
2026-09-10 15:46,583843287,SELL,0.01,4410.78,4415.42,4404.91,-4.52
2026-09-10 20:07,583988720,SELL,0.01,4373.24,4381.07,4367.9,5.95
2026-09-11 01:27,584294157,SELL,0.01,4366.25,4372.48,4355.59,10.76
2026-09-11 13:55,584312082,SELL,0.01,4350.44,4358.5,4346.06,4.46
2026-09-11 02:13,584314151,BUY,0.01,4340.97,4333.13,4372.28,-7.78
2026-09-11 02:26,584315889,BUY,0.01,4339.11,4331.64,4372.63,-7.42
2026-09-11 04:04,584354078,BUY,0.01,4321.3,4316.93,4329.03,-4.31
2026-09-11 04:40,584358445,BUY,0.01,4316.58,4313.62,4326.76,-2.92
2026-09-11 07:46,584371336,BUY,0.01,4315.3,4311.31,4323.52,-3.93
2026-09-11 10:31,584386784,BUY,0.01,4320.01,4314.78,4328.38,-5.15
2026-09-11 13:19,584404774,SELL,0.01,4339.19,4347.38,4321.38,-8.14
2026-09-11 09:35,584416865,SELL,0.01,4333.28,4340.73,4313.23,20.09
2026-09-11 11:45,584483919,BUY,0.01,4306.77,4300.9,4328.89,-5.8100000000000005
2026-09-11 12:46,584528194,SELL,0.01,4332.86,4337.84,4321.02,-4.98
2026-09-11 13:43,584557947,SELL,0.01,4340.1,4345.99,4329.53,-5.89
2026-09-11 13:54,584568973,SELL,0.01,4347.78,4354.91,4325.84,-7.1
2026-09-11 20:30,584601937,BUY,0.01,4300.86,4203.4,4530.81,37.8
2026-09-11 16:11,584629571,SELL,0.01,4347.66,4352.94,4336.2,-5.2
2026-09-11 20:04,584715900,BUY,0.01,4330.14,4320.04,4362.21,-9.95
2026-09-14 06:05,585052056,BUY,0.01,4342.8,4306.1,4439.41,-2.52
2026-09-14 08:07,585145984,SELL,0.01,4342.5,4398.25,4260.32,82.24
2026-09-14 13:30,585271012,SELL,0.01,4332.7,4362.23,4315.74,16.98
2026-09-14 14:21,585304216,BUY,0.01,4328.39,4323.0,4345.12,-5.37
2026-09-14 19:51,585465033,BUY,0.01,4291.12,4286.65,4300.52,-4.43
2026-09-14 19:31,585468622,SELL,0.01,4296.84,4300.27,4287.59,9.26
2026-09-14 20:35,585515968,BUY,0.01,4283.39,4271.82,4306.38,-11.24
2026-09-15 03:26,585743498,SELL,0.01,4297.91,4301.57,4294.64,3.2800000000000002
2026-09-15 04:20,585745463,SELL,0.01,4294.34,4297.64,4290.6,-3.2800000000000002
2026-09-15 07:02,585755419,BUY,0.01,4294.96,4291.69,4300.4,-3.21
