SIM_Open_Time,MT5_Open_Time,SIM_Close_Time,MT5_Close_Time,SIM_Leg,SIM_TF,MT5_TF,SIM_Type,MT5_Type,SIM_Entry,MT5_Entry,MT5_Close_Price,SIM_SL,MT5_SL,SIM_TP,MT5_TP,SIM_Lot,MT5_Volume,SIM_P&L,MT5_P&L,SIM_Balance,MT5_Balance,MT5_Comment,MT5_Position_ID,Matched,Match_Detail,SIM_Reason,MT5_Reason,Sim_point,MT5_point
,2026-07-13 22:04:20,,2026-07-14 00:55:14,,,M30,,BUY,,4039.64,3987.7,,3987.7,,4079.59,,20.0,,-103880.0,,196120.0,M30-LTS_AVENGERS,559714551,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,[sl 3987.70],,-5194.0
,2026-07-14 02:44:21,,2026-07-15 18:31:12,,,H1,,BUY,,4000.44,4000.34,,3903.33,,4146.1,,20.0,,-200.0,,195920.0,H1-LTS_AVENGERS_,559859948,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,#559859948 by #559859949,,-10.0
,2026-07-14 02:44:21,,2026-07-15 18:31:12,,,H1,,SELL,,4000.34,4000.44,,4146.0,,3903.23,,20.0,,0.0,,195920.0,H1-LTS_AVENGERS_,559859949,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,#559859948 by #559859949,,-10.0
,2026-07-14 08:34:21,,2026-07-15 18:31:12,,,H1,,BUY,,4003.83,4003.52,,3890.16,,4174.33,,20.0,,-620.0,,195300.0,H1-LTS_AVENGERS_,559912467,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,#559912467 by #559912468,,-31.0
,2026-07-14 08:34:21,,2026-07-15 18:31:12,,,H1,,SELL,,4003.52,4003.83,,4174.2,,3890.03,,20.0,,0.0,,195300.0,H1-LTS_AVENGERS_,559912468,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,#559912467 by #559912468,,-31.0
,2026-07-14 08:34:21,,2026-07-15 18:31:12,,,H1,,BUY,,4003.83,4029.4,,3890.16,,4174.33,,4.37,,11174.09,,206474.09,H1-LTS_AVENGERS_,559912464,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,2557.0
,2026-07-14 08:34:21,,2026-07-15 18:31:12,,,H1,,SELL,,4003.7,4029.54,,4174.2,,3890.03,,5.15,,-13307.6,,193166.49,H1-LTS_AVENGERS_,559912466,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,-2584.0
,2026-07-14 09:04:20,,2026-07-14 09:06:47,,,M15,,BUY,,3998.13,3993.91,,3993.91,,4002.75,,20.0,,-8440.0,,184726.49,M15-LTS_AVENGERS,559928748,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,[sl 3993.91],,-422.0
,2026-07-14 09:04:20,,2026-07-14 13:30:01,,,M30,,BUY,,3998.47,4024.39,,3978.53,,4024.39,,20.0,,51840.0,,236566.49,M30-LTS_AVENGERS,559928755,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,[tp 4024.39],,2592.0
,2026-07-14 10:04:22,,2026-07-15 18:31:12,,,H1,,SELL,,4008.91,4029.54,,4109.23,,3808.28,,19.1,,-39403.3,,197163.19,H1-LTS_AVENGERS_,559954088,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,-2063.0
,2026-07-14 10:04:22,,2026-07-15 18:31:12,,,H1,,BUY,,4009.04,4029.4,,3808.41,,4109.36,,2.65,,5395.4,,202558.59,H1-LTS_AVENGERS_,559954089,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,2036.0
,2026-07-14 15:04:24,,2026-07-15 18:31:12,,,H1,,SELL,,4023.63,4029.54,,4127.76,,3815.37,,19.1,,-11288.1,,191270.49,H1-LTS_AVENGERS_,560065130,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,-591.0
,2026-07-14 15:04:24,,2026-07-15 18:31:12,,,H1,,BUY,,4023.76,4029.4,,3815.5,,4127.89,,2.65,,1494.6,,192765.09,H1-LTS_AVENGERS_,560065131,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,564.0
,2026-07-14 16:04:24,,2026-07-15 18:31:12,,,H1,,BUY,,4018.24,4029.4,,3797.75,,4128.48,,2.65,,2957.4,,195722.49,H1-LTS_AVENGERS_,560091250,False,MT5_ONLY,ไม่มี SIM คู่ — backtest ไม่เจอ pattern นี้,,,1116.0
