idx,signal,outcome,time,open,high,low,close,tick_volume,spread,real_volume,time_dt,hour,atr,atr_pct,range,body,body_pct,upper_wick,lower_wick,upper_wick_pct,lower_wick_pct,vol_ma20,vol_ratio,ema_50,ema_200,dist_ema50,dist_ema200,rsi,rsi_7,z_score,adx,di_diff
459,BUY,WIN,1727085600,2616.89,2622.05,2615.41,2621.64,7881,15,0,2024-09-23 10:00:00,10,4.809285714285677,0.1834456948431393,6.640000000000327,4.75,0.7153506724295968,0.41000000000030923,1.4800000000000182,0.061746058041338085,0.2228882095149087,9310.1,0.8464091245932274,2606.3916932448574,2572.757423127233,15.248306755142494,48.882576872767004,49.92187500000007,42.80782508630627,0.0854404964440726,20.088656994253164,-9.208376652309319
478,SELL,LOSS,1727157600,2638.12,2640.12,2625.22,2625.42,11852,15,0,2024-09-24 06:00:00,6,4.445000000000034,0.16930624433424116,14.900000000000091,12.699999999999818,0.8523432728639231,2.0,0.20000000000027285,0.13422728706518666,0.013422728706536978,8438.2,1.4043985211868422,2618.2065365646667,2582.3770451703417,7.213463435333324,43.042954829658356,42.86529680365315,46.254881079162075,-0.6516626365802392,25.205261788457697,-0.5784991161813728
483,BUY,WIN,1727175600,2630.76,2636.12,2630.61,2633.38,8539,15,0,2024-09-24 11:00:00,11,4.994285714285752,0.1896530585895599,5.5099999999997635,2.619999999999891,0.47549046296800485,2.7399999999997817,0.15000000000009095,0.4972686521115587,0.027222736429483564,8497.9,1.0047182576568734,2620.3910580282486,2584.708851574536,12.988941971751501,48.67114842546425,59.120144069976845,48.70654810024279,1.3653059189750474,24.616489323011475,10.240274599543348
513,BUY,BE,1727287200,2653.74,2662.97,2653.15,2660.63,6825,15,0,2024-09-25 18:00:00,18,6.271428571428617,0.2357121648417336,9.819999999999709,6.890000000000327,0.7016221830735463,2.3399999999996908,0.5899999999996908,0.23828677915701063,0.06008085457375264,6800.6,1.003440366972477,2645.585352486955,2603.001368045792,15.04464751304522,57.62863195420823,48.87525562372176,59.40074906367028,0.4625386138139822,32.010904316806155,-7.653758542141983
532,SELL,BE,1727359200,2677.26,2679.7,2654.83,2660.8,26375,15,0,2024-09-26 14:00:00,14,7.647142857142788,0.28740013744523407,24.86999999999989,16.460000000000036,0.6618389150023566,2.4399999999996,5.970000000000255,0.09810977840859549,0.2400472856964902,6986.4,3.7746515155851963,2655.898129488338,2613.575011743901,4.90187051166231,47.224988256099095,53.851492019431014,48.9273356401386,-0.40824379695701196,25.86512001670195,7.061460863067026
534,BUY,LOSS,1727366400,2665.86,2673.13,2662.51,2671.36,16478,15,0,2024-09-26 16:00:00,16,8.485714285714234,0.317655212540213,10.61999999999989,5.5,0.517885895613041,1.7699999999999818,3.349999999999909,0.16666509731546783,0.31543959096429824,8390.25,1.9637122002085505,2656.8801956560937,2614.665157299825,14.47980434390638,56.694842700175286,58.281053952321194,52.47907276239532,0.964914878428104,28.09995020932812,7.752525252524947
556,SELL,BE,1727449200,2666.41,2666.86,2649.44,2649.55,19758,15,0,2024-09-27 15:00:00,15,6.9107142857143185,0.26082596236018635,17.420000000000073,16.859999999999673,0.9678474865241647,0.45000000000027285,0.11000000000012733,0.02583222828802768,0.006314544692632469,9945.8,1.9863674749668236,2662.8320491609743,2625.1556773067864,-13.282049160974111,24.39432269321378,28.14319603191737,24.825523429711595,-3.1680951084726745,34.28163919606921,-19.679586563307833
561,BUY,LOSS,1727467200,2647.99,2652.84,2645.65,2652.1,7470,15,0,2024-09-27 20:00:00,20,7.8292857142857235,0.29521080329873395,7.190000000000055,4.110000000000127,0.5716193098844378,0.7400000000002365,2.3399999999996908,0.1029192918040404,0.3254474902991159,11958.2,0.6246237206502107,2660.3954819135442,2626.3373930597877,-8.295481913544336,25.76260694021221,36.66527545909844,25.2816707886778,-1.100806959405247,41.94585133184561,-12.772557248425807
562,BUY,LOSS,1727470800,2652.07,2660.21,2651.17,2658.24,3728,15,0,2024-09-27 21:00:00,21,8.089285714285714,0.30430983335912914,9.039999999999964,6.169999999999618,0.6825145739537885,1.9700000000002547,0.900000000000091,0.21791794338561107,0.09955642083606316,11820.05,0.3153696160662547,2660.310953211052,2626.654831934815,-2.070953211052256,31.585168065184916,42.90820165537963,39.56667526437936,-0.35117871024194186,41.14656537842685,-5.8543046357612845
624,BUY,LOSS,1727877600,2649.6,2660.83,2649.24,2659.48,17136,15,0,2024-10-02 14:00:00,14,6.102857142857147,0.22947557954401412,11.590000000000146,9.88000000000011,0.8524516613316525,1.349999999999909,0.36000000000012733,0.11647871890664378,0.031060991708451422,7686.75,2.229000682904621,2652.8789639334677,2637.6206796298866,6.601036066532288,21.859320370113437,49.00343642611695,70.85124677558062,0.6544356535811485,46.814386541399315,-14.314138576777975
625,SELL,BE,1727881200,2659.48,2663.23,2647.46,2648.12,20143,15,0,2024-10-02 15:00:00,15,6.968571428571424,0.26315164828525234,15.769999999999982,11.360000000000127,0.7203505367752988,3.75,0.6599999999998545,0.23779177050240674,0.041851351608414356,7949.55,2.533535415788845,2652.6923378968613,2637.7251504793403,-4.572337896861427,10.39484952065959,41.04778353483018,37.38350017259234,-1.4018914649086585,44.91007511441243,-6.816318163180796
671,BUY,LOSS,1728054000,2651.87,2661.22,2646.52,2658.37,20294,15,0,2024-10-04 15:00:00,15,7.7392857142857725,0.2911289893538436,14.699999999999818,6.5,0.4421738627628438,2.849999999999909,5.349999999999909,0.1938762321344715,0.363943102427873,7485.45,2.7107641138323237,2655.298292083783,2644.172568557003,3.0717079162168375,14.19743144299673,50.787230969232766,47.31727070257128,0.0648623851364319,43.82262789003664,-12.874942316566415
673,SELL,BE,1728061200,2653.19,2653.8,2641.85,2645.32,12462,15,0,2024-10-04 17:00:00,17,9.619285714285784,0.36363410529863244,11.950000000000273,7.869999999999891,0.6585718947958353,0.6100000000001273,3.4700000000002547,0.051045597944796565,0.29037413912855753,8639.3,1.442311030866984,2654.8275506701893,2644.2728186783966,-9.507550670189175,1.0471813216036026,39.21568627450993,39.663951120163,-1.8641091232994131,35.873037940649404,-12.645726590925687
689,BUY,LOSS,1728295200,2652.23,2657.26,2650.7,2656.58,7695,15,0,2024-10-07 10:00:00,10,5.242142857142783,0.1973267455579272,6.5600000000004,4.349999999999909,0.6630996478711672,0.680000000000291,1.5300000000002,0.10365695644887267,0.2332281520098942,9079.5,0.8474202962391939,2652.0163218672487,2644.949858343439,4.563678132751193,11.630141656561136,63.33171442447797,72.87793047696,1.5859174691906108,25.727878962262036,-1.6351001498851936
712,BUY,LOSS,1728381600,2637.91,2641.95,2635.77,2641.46,7599,15,0,2024-10-08 10:00:00,10,6.919285714285739,0.2619492899489578,6.179999999999836,3.550000000000182,0.5744243620653834,0.4899999999997817,2.1399999999998727,0.07928674293292903,0.3462727140337421,8982.4,0.8458935369681858,2646.3392837516126,2644.586584890566,-4.879283751612547,-3.126584890565937,50.659095518150565,60.34669555796318,-0.21476754967002507,26.85295984194642,-12.047073397336668
713,BUY,LOSS,1728385200,2641.45,2647.42,2639.84,2646.3,7817,15,0,2024-10-08 11:00:00,11,7.152857142857166,0.27029653262506764,7.579999999999927,4.850000000000364,0.6398332475825399,1.1199999999998909,1.6099999999996726,0.14775530665821054,0.21239825332115514,8471.15,0.9226701604669417,2646.337743212334,2644.6036337971277,-0.037743212333680276,1.6963662028724684,52.94913943144472,56.617937574082006,0.9839620780292773,27.36841824512276,-6.191332135010782
716,SELL,LOSS,1728396000,2645.92,2647.71,2636.63,2639.66,15312,15,0,2024-10-08 14:00:00,14,8.465000000000016,0.32068523976572805,11.079999999999927,6.260000000000218,0.5649768503894603,1.7899999999999636,3.0299999999997453,0.1615508885298847,0.27346323589135163,8622.2,1.7756749234622877,2646.2187700898444,2644.6270655112858,-6.558770089844529,-4.9670655112859095,47.36759636477584,55.39687811358358,-0.6895163254832004,28.425380610114978,-14.184457007846985
717,SELL,LOSS,1728399600,2639.64,2640.4,2619.89,2620.97,16638,15,0,2024-10-08 15:00:00,15,9.72928571428575,0.371209350518539,20.51000000000022,18.670000000000073,0.9102832263128836,0.7600000000002183,1.0799999999999272,0.037054914408033615,0.052656983632450145,9188.1,1.810623456051191,2645.228622243184,2644.3916718246064,-24.258622243184163,-23.42167182460662,36.173849346844094,35.92504846004715,-3.231683069508768,30.331545555222682,-24.821966081785018
718,SELL,LOSS,1728403200,2620.97,2621.16,2604.76,2612.97,15086,15,0,2024-10-08 16:00:00,16,10.187857142857151,0.389895679738273,16.399999999999636,8.0,0.4878019036469398,0.19000000000005457,8.209999999999582,0.011585295211618147,0.5006067036176465,9597.1,1.5717694126962627,2643.9635782336472,2644.079018373616,-30.99357823364744,-31.10901837361598,30.110144927536,25.32146389713114,-3.0170534615039273,31.808862743830794,-31.227651966626247
732,SELL,LOSS,1728457200,2619.7,2619.7,2610.63,2612.75,9375,15,0,2024-10-09 07:00:00,7,5.624285714285763,0.21526306436841502,9.069999999999709,6.949999999999818,0.7662539553036947,0.0,2.119999999999891,0.0,0.23373501945953837,8244.85,1.1369355493975757,2632.8802366414843,2640.6860027691687,-20.130236641484316,-27.93600276916868,49.691011235955344,22.168674698794916,-0.8895135107577794,44.68821767760638,5.664211328422654
736,BUY,WIN,1728471600,2618.05,2621.46,2616.05,2621.11,5328,15,0,2024-10-09 11:00:00,11,4.81928571428583,0.18386430612548996,5.4099999999998545,3.0599999999999454,0.565608768784316,0.34999999999990905,2.0,0.06469381342302702,0.36967893384596473,7470.45,0.7131145895375062,2630.5205538536206,2639.749810218098,-9.410553853620513,-18.639810218097864,46.716364927227666,58.87096774193569,0.8452759178826874,31.91148882298747,0.47428486734800757
741,BUY,WIN,1728489600,2609.82,2617.87,2609.48,2614.81,9075,15,0,2024-10-09 16:00:00,16,6.562857142857248,0.25098791663093106,8.389999999999873,4.989999999999782,0.5947485727225966,3.0599999999999454,0.3400000000001455,0.3647155576214815,0.040523950846849344,7144.55,1.2700212020068433,2627.580225735187,2638.5136371579633,-12.770225735187068,-23.703637157963385,43.83233532934115,46.57342657342595,-0.6959355426521351,23.221443585640746,-3.5154549412276523
824,BUY,WIN,1728975600,2641.9,2649.12,2641.49,2648.48,9439,15,0,2024-10-15 07:00:00,7,4.333571428571466,0.16362485004876254,7.630000000000109,6.579999999999927,0.8623740186891172,0.6399999999998727,0.41000000000030923,0.08387832400622057,0.05373455131653627,6343.55,1.4877335666044085,2646.7812670661733,2640.098523671641,1.6987329338267045,8.381476328358985,52.72045028142626,47.78254649499322,-0.19559725138837966,14.357989236458994,-0.7582000988957205
856,SELL,LOSS,1729094400,2672.14,2675.71,2667.59,2669.98,10755,15,0,2024-10-16 16:00:00,16,6.671428571428545,0.24986811030152078,8.11999999999989,2.1599999999998545,0.26600657627367685,3.5700000000001637,2.3899999999998727,0.4396497580079324,0.29433135059911886,7449.4,1.443546655213143,2662.198545186728,2647.1562086128633,7.781454813271921,22.82379138713668,52.37869822485227,31.63383545770604,-0.08549272330559515,43.79826682609814,4.164882226980605
873,SELL,LOSS,1729159200,2681.87,2682.06,2676.97,2679.45,6350,15,0,2024-10-17 10:00:00,10,4.26928571428568,0.15933440498183138,5.0900000000001455,2.4200000000000728,0.4754327026973937,0.19000000000005457,2.480000000000018,0.0373273609555901,0.4872202903675659,7132.8,0.8901286831702598,2670.2936918041596,2652.011572044768,9.15630819584021,27.438427955231873,57.64785859959209,42.96089385474869,0.5533657214156948,25.266626647159004,10.189058055880437
877,BUY,WIN,1729173600,2680.63,2690.04,2677.95,2688.74,15378,15,0,2024-10-17 14:00:00,14,6.52285714285709,0.24259902939135397,12.090000000000146,8.109999999999673,0.6707967676032105,1.300000000000182,2.680000000000291,0.10752599234085461,0.22166896882575485,6926.45,2.2198644522876383,2672.400678972629,2653.28652630478,16.339321027370715,35.4534736952196,64.48745802883639,64.45461479786394,2.0820490046475206,27.773951756890245,16.108190976784606
878,BUY,WIN,1729177200,2688.76,2696.39,2684.74,2695.69,15336,15,0,2024-10-17 15:00:00,15,7.075714285714249,0.2624824918931424,11.650000000000091,6.929999999999836,0.5948446794447929,0.6999999999998181,4.020000000000437,0.060085321156025495,0.34506141578187355,7411.6,2.0689096943042924,2673.3139856795847,2653.708451416175,22.37601432041538,41.98154858382486,66.55505952380963,71.15444134942727,2.7111358500639433,27.418099449016232,17.92852816474803
924,SELL,LOSS,1729522800,2739.02,2739.42,2722.3,2725.21,16051,15,0,2024-10-21 15:00:00,15,6.6707142857142765,0.2447779908966383,17.11999999999989,13.809999999999945,0.8066541667396823,0.40000000000009095,2.9099999999998545,0.023364349507309742,0.16997564266563123,8109.05,1.9791493270695002,2714.0647340764885,2676.9478950631565,11.145265923511488,48.26210493684357,53.814917717461135,39.53112368633834,-0.5707039339026613,36.7374040561691,-1.6811221758215105
925,SELL,LOSS,1729526400,2725.22,2727.14,2716.92,2720.27,13437,15,0,2024-10-21 16:00:00,16,6.8192857142857,0.25068414952507284,10.2199999999998,4.949999999999818,0.4843396835647318,1.9200000000000728,3.349999999999909,0.18786508938269786,0.3277854424124984,8492.95,1.5819495052360797,2714.308077838195,2677.3789607839212,5.961922161804978,42.89103921607875,43.522654754307474,30.662020905923697,-1.4105909442848943,35.14631457632027,-10.820152927621187
965,SELL,BE,1729677600,2756.92,2757.56,2749.84,2750.66,8580,15,0,2024-10-23 10:00:00,10,4.767857142857143,0.17333502297111034,7.7199999999998,6.260000000000218,0.8108703255139675,0.6399999999998727,0.819999999999709,0.08290048056370893,0.1062162407222355,7447.2,1.1519561773314357,2736.189221128116,2697.51442715532,14.470778871883795,53.14557284467992,57.423312883435166,72.21379833206889,0.7762207771102215,32.90576378853496,6.831460674157903
1008,BUY,BE,1729839600,2728.61,2732.56,2724.98,2732.22,8114,15,0,2024-10-25 07:00:00,7,4.134285714285722,0.15131598898645507,7.579999999999927,3.6099999999996726,0.4762470152108425,0.3400000000001455,3.630000000000109,0.04485428952126605,0.47888550282979697,7064.05,1.148470286834488,2731.7426563989993,2708.953687784821,0.47734360100048434,23.266312215178914,52.38301559792004,44.31095406360383,-0.2210988603474551,37.17263849385876,-6.6862474084318215
1083,BUY,LOSS,1730300400,2780.37,2785.91,2771.94,2784.7,12427,15,0,2024-10-30 15:00:00,15,7.300714285714288,0.26217238071297766,13.9699999999998,4.329999999999927,0.3099476739608156,1.2100000000000364,8.429999999999836,0.08661355323154836,0.603431614662741,7485.5,1.6599211914779937,2765.3358838180493,2733.9695446288774,19.36411618195052,50.73045537112239,53.7118977384464,55.510534846028804,1.2188111233154102,70.5416838278844,9.989237843654806
1091,SELL,WIN,1730336400,2787.6,2790.07,2783.59,2784.7,8232,15,0,2024-10-31 01:00:00,1,6.362142857142869,0.22846780109681006,6.480000000000018,2.900000000000091,0.4475239579636245,2.4700000000002547,1.1099999999996726,0.38116695730007993,0.17129365287567622,7411.05,1.1106239164603584,2771.156684002087,2738.017830974674,13.543315997912941,46.68216902532595,50.19067175124619,46.996466431094284,0.2729050424230464,37.95102439604756,7.241495453013753
1100,BUY,LOSS,1730368800,2778.19,2781.19,2773.34,2780.91,6854,15,0,2024-10-31 10:00:00,10,4.636428571428594,0.16672343123037403,7.849999999999909,2.7199999999998,0.34649240137066173,0.2800000000002001,4.849999999999909,0.03566833543524329,0.6178265245028681,7091.45,0.9663797418381519,2774.4737486952154,2741.830567239936,6.436251304784491,39.07943276006381,37.36100815418842,37.64387271496244,-0.8600898242973963,29.230903684481184,-18.51794792790075
1126,SELL,WIN,1730469600,2756.12,2758.78,2739.72,2747.24,17128,15,0,2024-11-01 14:00:00,14,6.929285714285633,0.2522271703340674,19.0600000000004,8.88000000000011,0.4658947224830889,2.6600000000003092,7.519999999999982,0.13955855425733618,0.3945414766973848,7598.05,2.2539659562708496,2759.0600669193395,2743.841659071109,-11.820066919339752,3.398340928890775,52.75217932752126,44.726477024069325,-0.5771028216107529,38.860193752019164,2.3915060303054148
1150,SELL,WIN,1730736000,2738.54,2738.92,2732.33,2734.2,10106,15,0,2024-11-04 16:00:00,16,6.762857142857196,0.24734317690209917,6.5900000000001455,4.3400000000001455,0.6585636029802355,0.38000000000010914,1.8699999999998909,0.05766225095220114,0.28375897179099707,7235.6,1.396512174225465,2747.1739401337722,2742.961725714817,-12.97394013377243,-8.761725714817203,43.6476316954403,32.03309692671367,-1.5483429345789639,32.49213418619508,5.344317701732534
1167,SELL,WIN,1730800800,2739.92,2740.22,2735.59,2737.88,6676,15,0,2024-11-05 10:00:00,10,5.262142857142862,0.1921977171075015,4.629999999999654,2.0399999999999636,0.4405952355240958,0.29999999999972715,2.2899999999999636,0.06479341698877984,0.49458974968146147,6762.35,0.9870848026495745,2741.918443069305,2741.943551041285,-4.038443069304776,-4.063551041284882,49.41079747876155,56.582914572863864,0.3316256349068865,40.173309770363026,-18.053481742907792
1181,BUY,LOSS,1730854800,2737.97,2749.7,2732.65,2747.09,14465,15,0,2024-11-06 01:00:00,1,7.208571428571304,0.2624075450229626,17.049999999999727,9.120000000000346,0.5348942234943191,2.6099999999996726,5.319999999999709,0.15307828106578344,0.3120216303716573,7437.25,1.9446778476120055,2742.154047889251,2742.0020756689214,4.935952110748985,5.087924331078739,59.07389162561564,60.77184054283237,1.6509172579261915,10.840049599322018,1.971858898136956
1242,SELL,WIN,1731081600,2687.53,2689.29,2682.92,2683.29,15714,15,0,2024-11-08 16:00:00,16,7.907857142857178,0.29470750991719785,6.369999999999891,4.2400000000002365,0.6656096450605656,1.7599999999997635,0.36999999999989086,0.27629079606282375,0.058083860535925215,12823.1,1.2253491473085831,2692.687674202796,2716.950958532125,-9.397674202796225,-33.66095853212482,32.75109170305656,37.5,-1.5414216443387538,25.678837647878595,-4.43501038749913
1309,SELL,BE,1731506400,2612.35,2616.34,2601.27,2602.1,25457,15,0,2024-11-13 14:00:00,14,6.872857142857161,0.26412732573141545,15.070000000000164,10.25,0.6801547434987086,3.9900000000002365,0.8299999999999272,0.264762675761952,0.05507594508330524,9739.3,2.613574530558607,2618.254787302533,2671.0706803054327,-16.154787302532895,-68.97068030543278,53.41614906832267,38.990332975296376,-0.6726939584714071,38.305687935500885,17.376844730824935
1311,SELL,BE,1731513600,2605.43,2605.98,2584.77,2585.84,20137,15,0,2024-11-13 16:00:00,16,7.960714285714305,0.30785796049694897,21.210000000000036,19.58999999999969,0.9236165788940013,0.5500000000001819,1.0700000000001637,0.025931042286466397,0.05044766408457112,11116.7,1.8112559252363347,2616.500409193918,2669.5759716535595,-30.660409193917985,-83.73597165355932,23.175965665236703,20.945083014048933,-3.0396065744565677,37.90124906774334,-11.170928667564148
1348,BUY,WIN,1731654000,2561.43,2564.89,2559.39,2563.78,9576,15,0,2024-11-15 07:00:00,7,6.127142857142871,0.23898863619900582,5.5,2.350000000000364,0.42726495881899673,1.1099999999996726,2.0399999999999636,0.20181451246335025,0.3709023472300438,11516.65,0.8314196038254331,2576.549378449306,2637.23413848681,-12.769378449305805,-73.45413848680982,38.30857142857153,42.74231678487085,-0.24747627302380545,30.018299022065598,-14.082536721846996
1357,SELL,LOSS,1731686400,2570.82,2573.31,2562.07,2562.15,19414,15,0,2024-11-15 16:00:00,16,7.767857142857143,0.30317729808391947,11.239999999999782,8.670000000000073,0.7713454506632718,2.4899999999997817,0.07999999999992724,0.22152827821815022,0.00711737440057729,11803.0,1.6446967129786514,2573.8939141701335,2631.253952066302,-11.743914170133394,-69.1039520663021,42.03871987356786,47.04918032786926,-1.329367948759539,20.209312844630066,-2.160919540229802
