time,type,res,pnl,rsi,z_score,adx,atr,atr_pct,dist_ema20,dist_ema50,dist_ema200,body,upper_wick,lower_wick,wick_ratio,vol_ratio,macd_hist,hour
2026-04-07 18:00,SELL,SL,-932.3714285714414,49.06744740837116,-0.3672479912358746,28.305672786839985,25.39357142857151,0.5458553166347779,-6.140251928939506,-7.318475931874673,17.514190404976944,18.82000000000062,9.55999999999949,2.7399999999997817,0.6535565698375072,1.4101077110410138,1.3786632290381586,18
2026-04-08 01:00,BUY,BE,0.0,56.959008579599534,1.6739398658227242,26.91321001396381,30.811428571428547,0.6589270438714403,19.35270459461026,17.83966755149686,40.12758881143236,18.909999999999854,10.720000000000255,3.1599999999998545,0.7339992913839808,1.1740699082354533,1.5569406171185478,1
2026-04-10 23:00,SELL,SL,-730.0285714285656,49.160305343511645,0.09268828437488894,25.306483879048304,20.13142857142845,0.42271337471476644,0.7164317686574577,10.596737719966768,66.57413041486234,12.389999999999418,12.520000000000437,7.119999999999891,1.5851365202864587,1.758220825297045,0.5757953179736619,23
2026-04-13 08:00,BUY,TP,1924.5143309188095,35.10762379387111,-1.5746892017406904,19.381030133578726,27.117857142857183,0.5775237170348284,-43.26807942323285,-48.89642699047272,-2.724341656869001,24.06999999999971,3.0900000000001455,6.800000000000182,0.41088321195177613,0.8486246986575054,-10.111736820917814,8
2026-04-16 09:00,SELL,SL,-537.6285714285677,56.14936622130896,0.6971991718966417,23.015492441098363,17.081428571428464,0.3545321225613107,6.982503112233644,18.90226444476866,74.67148170299333,15.05999999999949,3.2700000000004366,6.670000000000073,0.6600221778076404,1.0272180658190664,0.8724486511589182,9
2026-04-16 13:00,SELL,SL,-484.91428571428514,52.24356481841495,0.7255959463553018,21.115336412383623,15.735714285714169,0.32637771991309783,5.771182110794143,18.430039558832505,74.78634977797356,11.760000000000218,5.260000000000218,0.1499999999996362,0.46003010178482784,0.8673793171529708,1.5200248182127885,13
2026-04-16 23:00,BUY,BE,0.0,44.75676698845317,-0.5680110741320751,22.68362040963192,16.482142857142858,0.3428822256392395,-4.897944474567339,1.343245460041544,54.19394912800999,18.1899999999996,6.039999999999964,0.4399999999995998,0.3562377337122779,1.67087190263281,-2.8772076227324606,23
2026-04-23 13:00,BUY,SL,-566.0571428571438,41.00933676754674,-1.1003998074810022,44.63717476993943,17.90785714285708,0.37991647929211836,-15.402237567197517,-34.317866598090404,-50.428378463650006,9.199999999999818,1.6300000000001091,11.590000000000146,1.4369409028163298,1.1641254521700386,-2.472539686115933,13
2026-04-27 08:00,BUY,SL,-641.385714285725,56.04168262968362,-0.14104764251831284,30.916587941414445,19.25928571428572,0.4099595711716151,-5.369288721286466,-13.673120857470167,-45.798286468328115,17.710000000000036,0.4600000000000364,7.910000000000764,0.47261167356484624,0.8996354526435467,-1.5065742518191692,8
2026-04-29 23:00,BUY,BE,0.0,38.90378313970822,-1.1894218217261885,39.52526834566167,21.24357142857155,0.46713705503707553,-23.722645890124113,-60.98217452773861,-141.4239912283865,8.199999999999818,11.270000000000437,3.130000000000109,1.7560761454129663,1.6412374287790144,-2.0129562281065283,23
2026-04-30 12:00,SELL,SL,-774.0571428571457,58.25565372456833,-0.7724193652233758,45.24043163893307,18.487857142857138,0.40703593610087774,-18.200818918835466,-45.93145896915121,-131.69638583840788,13.900000000000546,1.0099999999993088,1.199999999999818,0.15899166193042066,0.8332584915488657,3.165209985297613,12
2026-05-01 13:00,SELL,BE,0.0,41.61111738786602,-1.711231689345535,27.083808830525395,12.550714285714482,0.27254951292884977,-7.606850132164254,-1.1212181983746632,-56.62473532509921,4.229999999999563,6.989999999999782,1.9900000000006912,2.1228812557626062,0.5447124673966032,-3.043490063059343,13
2026-05-07 23:00,SELL,TP,2318.023178167432,54.685877466251206,0.40503260294308047,47.45190797398875,20.98571428571417,0.44374390569550654,7.537154528758947,48.99646776383452,84.24741992024792,33.539999999999964,1.9600000000000364,2.7899999999999636,0.1416215217008895,1.6523137395033054,-0.7354916250940349,23
2026-05-08 00:00,SELL,TP,2233.8871244341044,52.42005723528674,-0.2522673649510325,48.5956754750649,21.439999999999923,0.4547151243679783,-6.028288759694078,33.43190040054651,69.35043066731032,14.239999999999782,0.4400000000005093,10.409999999999854,0.7619328515951805,1.6893107745889744,-3.0449323160644823,0
2026-05-08 22:00,SELL,TP,2548.4541138120767,54.37699296071211,0.1613431042976284,21.762673209082276,22.646428571428583,0.4802102777267859,-2.725887256598071,15.017671342101494,57.29328283706491,31.980000000000473,1.6300000000001091,2.5299999999997453,0.1300808940559846,1.5581061403479273,0.5603411387927082,22
2026-05-08 23:00,SELL,TP,2406.111371544166,44.861273935130725,-0.46420510886618727,20.864031353583506,22.2221428571429,0.4720973773109806,-10.455326565493124,5.945017563979491,47.981061117292484,8.770000000000437,5.010000000000218,5.039999999999964,1.1459390428843095,1.3374650749301498,-0.7145067729850214,23
2026-05-12 00:00,SELL,TP,2519.4734004934435,59.18896055831659,1.1258604794819909,46.53394476448678,22.29642857142861,0.47273049984795157,17.89381399150443,19.769487358450533,50.01112475429454,15.75,1.2299999999995634,8.490000000000691,0.6171389388004047,1.0695648080077935,7.341328522164398,0
2026-05-13 09:00,SELL,TP,2094.812131516128,53.38539503198494,0.2571034690191494,45.048259076608296,18.349285714285738,0.3901986308340313,-1.2538586427072005,-1.4488313769152228,24.478871214904757,12.300000000000182,2.1700000000000728,1.4400000000005093,0.2934935488329793,1.107143690634554,2.691382480094766,9
2026-05-13 10:00,SELL,TP,1969.0700357127664,43.77682403433473,-0.33238654857152955,44.0378244601806,18.202142857142853,0.3879523611612232,-10.815395914829423,-11.672406617035449,13.641768018736911,10.6299999999992,5.130000000000109,4.25,0.8823999774226786,0.9606235381671273,1.3525212287748611,10
2026-05-13 23:00,BUY,SL,-591.6285714285732,45.25162337662297,-0.4260626428050988,25.18874078718725,16.601428571428446,0.35355814085797443,-0.04399188669867726,-4.210581605541847,15.294731168241924,15.759999999999309,4.400000000000546,0.8500000000003638,0.3331197137074727,1.3029989658738366,-1.2891828165727608,23
2026-05-14 12:00,BUY,SL,-691.5142857142928,60.389084031343174,1.2732909203951597,17.651900751017727,17.610714285714298,0.3745087942351015,9.595928677441407,5.75520924193188,20.84679871172466,27.44000000000051,10.279999999999745,6.489999999999782,0.6111493762777547,0.8121029584847178,0.5182827696059258,12
2026-05-19 08:00,SELL,BE,0.0,56.48420514132233,0.7176552135198255,18.821859234903147,21.338571428571413,0.46760452621897386,6.0564126297813345,-11.287565034517684,-71.01647283601778,18.6899999999996,7.210000000000036,2.0,0.4927742494689827,0.8776974025577633,4.398227911006899,8
2026-05-19 10:00,SELL,BE,0.0,48.893460507449596,-0.5986863118584782,16.760347770751082,20.166428571428632,0.4434950292364604,-9.763163357480153,-26.023515435554145,-85.67406897797537,16.710000000000036,0.0,1.1300000000001091,0.06762377244900429,0.9240646826881214,1.994981840774581,10
2026-05-19 14:00,BUY,SL,-501.17142857142426,51.92687322976558,-0.488874521834801,15.027089215504267,16.563571428571386,0.3641986263826864,-4.782780641347927,-20.941558537047968,-81.40595556426797,7.050000000000182,5.970000000000255,7.25,1.875150707082157,1.03496075638366,-0.9006709171373704,14
2026-05-20 13:00,BUY,BE,0.0,40.32888162078684,-0.9710627718932098,61.12734100779086,18.727142857142685,0.418683859032983,-21.964296646598996,-53.26471385899549,-131.06255511680047,10.729999999999563,6.180000000000291,0.27999999999974534,0.602044715333529,0.9982187803704079,-1.7254887433662631,13
2026-05-22 23:00,BUY,SL,-638.4857142857163,47.70274212368721,-0.4957579122237699,29.7928237336751,17.86428571428574,0.39522056499632174,-1.6193767908671362,-3.780760763719627,-49.15618676154736,19.51000000000022,2.25,0.2599999999993088,0.1286513139347969,1.2547396451416828,-1.599326074120128,23
2026-05-26 01:00,SELL,TP,1274.4818675382155,53.4682465716948,-0.005032077397351686,37.394719104643784,11.009999999999893,0.24118238514263698,5.35585029683898,19.152989880615678,-1.2302987441407822,8.409999999999854,4.380000000000109,1.7600000000002183,0.7300745532158278,0.5619925718066737,-0.62679889928501,1
2026-05-26 08:00,SELL,TP,1225.565144638831,40.79299440525403,-2.279019933774915,29.938194401606015,12.017142857142776,0.264134508897268,-11.057134493680678,1.1800808396910725,-16.51033368246408,10.1899999999996,0.32999999999992724,10.069999999999709,1.020598423960515,1.4817831793768974,-2.649032145871388,8
2026-05-26 09:00,SELL,TP,1198.4525244157612,38.88695652173949,-2.929569768786008,30.0761741733103,12.79428571428564,0.2819975603873388,-21.413121684758153,-10.981687036374751,-28.830579118459355,12.649999999999636,0.5100000000002183,9.280000000000655,0.7739069256370428,2.013707947470308,-4.162982358172304,9
2026-06-04 22:00,SELL,TP,2216.972877011467,55.08862542551944,-0.06739892621327301,40.49169227152179,21.29857142857145,0.4769230227879577,-7.332481423549325,-8.073032670364228,-31.792117720068745,29.980000000000473,4.079999999999927,8.5,0.41961167574490177,1.7736097528665995,2.99369515843896,22
2026-06-05 21:00,SELL,TP,1621.5988301510606,21.007845503922795,-3.225476502493037,49.922791226485664,21.375714285714107,0.48962520095640616,-82.46602132576209,-95.07789130255878,-123.43106584305315,40.42000000000007,14.890000000000327,0.1499999999996362,0.37209210269148113,2.1759372899975453,-6.869236877934252,21
2026-06-09 14:00,SELL,TP,1435.872624696913,42.714025500911006,-0.028468202020811646,14.775065393021148,12.903571428571468,0.2979606068533093,-1.5352449098527359,-24.570815251503518,-105.91176905945304,12.829999999999927,5.380000000000109,0.3400000000001455,0.44582661086042097,0.9230705804749341,3.2639879980052964,14
2026-06-09 21:00,SELL,TP,1634.9664249668876,57.01466127401366,-0.47848136687962917,18.25713944264872,15.54928571428575,0.35919051865071566,-4.159790033206264,-20.989733190084735,-100.6024885053439,12.430000000000291,22.13000000000011,3.699999999999818,2.0780202894585984,1.7514780187318992,1.5902434664792358,21
2026-06-09 22:00,SELL,TP,1794.7162783450494,40.89226388229741,-3.054476071167302,16.263864205517887,19.022142857142885,0.44230135552053806,-29.332190982423526,-47.31837110419838,-127.58027468936962,28.269999999999527,7.010000000000218,21.970000000000255,1.0251113367126738,2.258654697130248,-0.7833187202568417,22
2026-06-09 23:00,SELL,TP,1686.842609907717,22.638757827914716,-3.3935842389814,15.533062354417597,20.366428571428578,0.47665186543348703,-51.79055374600193,-72.27823890403397,-153.94310777703777,27.729999999999563,1.4700000000002547,9.720000000000255,0.40353262339481955,2.126522238325585,-3.987375646420706,23
2026-06-10 00:00,SELL,TP,1769.3254739078884,19.306459872704707,-3.071635344065374,17.226291585480276,22.632857142857183,0.5322635428533811,-65.51431053209762,-89.25517071171998,-172.82616143099858,20.390000000000327,8.5,15.609999999999673,1.1824365746121541,2.144762189628712,-7.069689822486114,0
2026-06-10 21:00,BUY,SL,-1039.699999999989,39.50855334717669,-0.5718864850484172,61.72664079590498,27.584999999999905,0.6599898076614781,-23.17805841664176,-80.80164533231073,-204.5841807769466,32.4399999999996,6.640000000000327,14.19000000000051,0.642106528648219,1.5579074964102535,0.21936979704378956,21
2026-06-12 01:00,BUY,TP,1590.372293591945,72.0746911164535,3.074479379884455,14.738577349182043,28.63071428571428,0.6896026101088036,52.7154818608833,3.837367557312973,-162.83696837747175,71.53000000000065,18.159999999999854,8.309999999999945,0.37005400523695,1.3562691009275023,9.439675472994772,1
2026-06-16 00:00,SELL,TP,1831.8047744406613,54.754814373634986,0.5484387476478009,60.791506514007345,16.742142857142817,0.3858321143876406,23.38813071516688,76.43945210483707,43.15892612073185,17.040000000000873,2.449999999999818,4.619999999999891,0.4149036684056635,1.1343450927001162,-2.0584668880688994,0
2026-06-16 21:00,SELL,TP,1555.3956230304357,56.591692661303696,0.29269058165984846,30.59780901717344,14.034285714285684,0.32398875537397803,0.6424478889248348,31.877520841875594,29.80143345885608,22.899999999999636,0.23000000000047294,0.07000000000061846,0.013100379474373307,1.8175803402646502,-0.8147869828891761,21
2026-06-16 22:00,SELL,BE,0.0,51.9641298309657,-0.2697341733098297,28.52571139645201,14.856428571428555,0.3435751172258672,-6.340166195735037,23.277421985330875,21.931021185632744,7.680000000000291,6.979999999999563,10.779999999999745,2.3124698897148,1.7709281259653196,-2.0912621524280794,22
2026-06-17 17:00,BUY,BE,0.0,42.49206614331056,-0.5394029131983423,24.70478553911588,11.197857142857044,0.25863849607249373,-1.371459527341358,12.65803586707807,22.36143182673277,4.8100000000004,6.119999999999891,3.4399999999996,1.9874846676781555,0.8578622984200861,-1.8527283638250793,17
2026-06-18 02:00,SELL,TP,1904.9308474370216,38.97046870766719,-2.645582219783101,19.96276669861005,22.505714285714216,0.5250848504988024,-50.39514155516008,-37.851063777156924,-23.906605152938937,92.93000000000029,0.010000000000218279,16.1899999999996,0.1743245729854995,2.7292502294702694,-0.807666911449441,2
2026-06-18 03:00,SELL,TP,1976.0851819145364,30.648597971533064,-3.269930442519439,21.98680973884643,27.01571428571424,0.6377978621579554,-91.1322709308588,-84.72298284471981,-73.49793246484933,50.42000000000007,9.19000000000051,16.649999999999636,0.5124940252002694,2.3370690591288135,-7.312154218747739,3
2026-06-22 10:00,SELL,TP,2269.068083717993,55.58426643697955,1.5978354052645165,26.71508871206051,20.3485714285715,0.4858200173945684,14.901499236889322,-19.465016785056832,-81.34029441971052,2.4899999999997817,9.38000000000011,4.970000000000255,5.762820770250841,1.1918265221017514,8.66559474030809,10
2026-06-22 11:00,SELL,TP,2186.7632115945025,52.36961696602446,0.6352311452392332,24.458381397683702,21.02214285714295,0.5039238979200984,-1.7267387856718415,-34.85246710721185,-97.17367457473847,16.830000000000837,1.5,0.9799999999995634,0.1473550365119304,0.9141248788962014,7.554664011671626,11
2026-06-26 12:00,BUY,TP,1560.6214948714478,53.371868978805374,-0.061046514361723696,39.160724893880676,20.4728571428571,0.5103706998570837,-1.7395309056291808,-20.01416596751278,-133.00729902194507,6.880000000000109,3.8299999999999272,5.7199999999998,1.3880612200403448,0.8727895988182294,-0.42829985470352616,12
2026-07-01 18:00,BUY,TP,937.6763052059688,40.29752789324012,-0.03888718113187678,50.66910727029966,14.650000000000025,0.36640205685359484,4.785502016005466,-10.502519513115203,-81.21250451574679,13.800000000000182,0.4099999999998545,3.119999999999891,0.25579524786050095,0.794096365585961,0.0961211076169981,18
2026-07-06 11:00,SELL,TP,1667.470404660594,42.33122875182115,-1.5931234655862674,28.54570354653684,16.040000000000028,0.3850918554513072,-3.021314488905773,31.724674740230512,65.37537847501244,8.980000000000473,2.1799999999993815,4.1899999999996,0.7093462210887013,1.1853323400380762,-4.226581763876471,11
2026-07-07 08:00,SELL,TP,1382.061376232973,51.853317504287325,-0.8285974006999599,23.15167309510006,12.6114285714286,0.3041793652133621,-10.626808073165193,1.2529576569659184,36.44786832849695,11.1899999999996,5.539999999999964,0.6500000000005457,0.5531675320149714,1.2305769831543028,-0.32641461180784115,8
2026-07-07 09:00,SELL,TP,1417.549380398159,40.39900249376524,-1.1617566811080335,25.582301355581873,13.214285714285714,0.3190376857661595,-13.35139778048233,-2.764217153111531,31.996297499356842,4.109999999999673,1.980000000000473,16.039999999999964,4.384321549354486,1.6519220086402011,-1.1944503428885296,9
2026-07-07 22:00,SELL,TP,1852.754451208375,54.09655448717914,0.5362613806062158,34.785517106878,16.60357142857135,0.39967867519543576,7.522974593121035,11.111824715986586,40.697797502560206,4.330000000000837,5.069999999999709,10.609999999999673,3.621163483521478,1.9836105601795728,3.3819270075417047,22
2026-07-07 23:00,SELL,TP,1678.8731135014632,48.71910517770154,-0.3271788666365872,33.188340945986354,16.42785714285706,0.3968963427345463,-6.900642034795055,-3.8798154689538933,25.293590562236204,15.140000000000327,1.3499999999994543,3.180000000000291,0.2992054213644327,1.6075766934321598,2.169650604382184,23
2026-07-15 23:00,SELL,SL,-573.5428571428611,55.428380931214505,0.29818306001092443,41.77270515149004,15.232142857142955,0.3763745835170371,2.519893125517683,0.21756099679760155,-29.102759998407237,13.489999999999782,2.400000000000091,7.400000000000091,0.7264586622782886,1.4948134386127883,2.116987908295523,23
2026-07-16 00:00,SELL,SL,-717.7142857142917,49.23502122199183,-0.6337401381596974,39.476772015376596,15.800714285714353,0.39170889624185573,-9.735334791198511,-12.550186493273031,-41.96104099344848,13.220000000000255,0.8399999999996908,6.829999999999927,0.5801771544844192,1.4767449737679994,0.7515485017550384,0
2026-07-16 23:00,BUY,TP,1228.0969060659936,35.26982378854622,-1.180655818195044,40.511257801224424,17.317142857142795,0.43217766273955993,-18.175113229219278,-29.50701186232118,-60.35981918333482,9.029999999999745,9.990000000000236,8.559999999999945,2.054240816823812,1.4258018216158899,-4.080898529746326,23
2026-07-17 21:00,BUY,TP,1227.6848946458722,53.96586345381522,1.2281233725031835,28.636273223073523,17.779999999999973,0.4448236091756746,4.388168095583751,-11.49882555311433,-54.99943096038305,30.890000000000327,6.539999999999964,6.480000000000018,0.421494265152908,1.704331738306823,1.9382481694774931,21
2026-07-17 23:00,BUY,TP,1069.623211148637,62.17429757126328,2.6024409516274107,24.988803578478436,18.462142857142776,0.4593669845819593,23.094055969400415,10.318212167232105,-32.21965088641764,17.840000000000146,2.1799999999998363,3.3799999999996544,0.31165744586630373,1.408293194949921,4.212493006129182,23
2026-07-23 00:00,SELL,OPEN,0.0,56.37457984835445,1.1549227649645393,58.531856308035735,15.967857142857222,0.38505527364675357,26.988483444362828,61.02256426591612,88.57397172012497,12.539999999999964,0.03999999999996362,2.399999999999636,0.194575800830903,0.8803350192382979,1.203594704060798,0
2026-07-24 14:00,BUY,OPEN,0.0,41.47078135259332,-0.6883231504172671,86.58725667502924,9.352857142857244,0.23175073574752697,-15.141591995315594,-34.52411987605501,-28.108133596000243,12.699999999999818,3.2700000000004366,0.11999999999989086,0.2669270320706432,1.0627723598076313,-0.1468854707245697,14
