TF,Direction,BT_Open_Time,MT5_Open_Time,BT_Entry,MT5_Entry,BT_SL,MT5_SL,BT_TP,MT5_TP,BT_Close_Time,MT5_Close_Time,BT_Profit,MT5_Profit,MT5_Ticket,MT5_Reason
H1,BUY,2026-09-08 17:00:00,2026-09-08 17:05:34,4400.91,4400.91,4374.91,4374.91,4421.94,4421.94,2026-09-09 02:00:00,2026-09-09 02:35:40,-26.19,-1375.88,582797910,[sl 4374.91]
