Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
582797908,M30,BUY,2026-09-08 17:05:30,2026-09-09 02:35:40,4400.91,4374.91,4421.94,-1375.88,[sl 4374.91]
