entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason,entry_time_raw,exit_time_raw,signal_time,signal_time_raw,tf
2026-09-08 17:00:00,2026-09-09 02:00:00,BUY,4400.91,4374.91,4421.94,SL,-26.19,S420 BUY Anti Gartley,Anti Gartley X=4406.24 A=4440.81 B=4421.24 C=4442.98 D=4387.91 EW=4400.91 (limit),1788865200,1788897600,2026-09-08 16:00:00,1788861600,H1
2026-09-08 18:00:00,2026-09-09 02:00:00,BUY,4395.29,4374.91,4421.94,SL,-20.58,S420 BUY Anti Gartley,Anti Gartley X=4406.24 A=4440.81 B=4421.24 C=4442.98 D=4387.91 EW=4400.91 (limit),1788868800,1788897600,2026-09-08 17:00:00,1788865200,H1
