TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Outcome
M15,BUY,2026-09-08 16:15:00,2026-09-09 02:00:00,4397.47,4374.91,4421.94,-22.76,SL
M15,BUY,2026-09-08 16:30:00,2026-09-09 02:00:00,4393.08,4374.91,4421.94,-18.37,SL
