entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-08-14 00:42:00,2026-08-14 07:27:00,BUY,4359.72,4342.86,4373.38,SL,-1706.93,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:42:00,2026-08-14 07:27:00,BUY,4359.72,4342.86,4373.38,SL,-1706.93,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:42:00,2026-08-14 07:27:00,BUY,4359.72,4342.86,4373.38,SL,-1706.93,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:43:00,2026-08-14 07:27:00,BUY,4359.25,4342.86,4373.38,SL,-1659.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:44:00,2026-08-14 07:27:00,BUY,4357.04,4342.86,4373.38,SL,-1438.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:45:00,2026-08-14 07:27:00,BUY,4357.22,4342.86,4373.38,SL,-1456.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:46:00,2026-08-14 07:27:00,BUY,4359.1,4342.86,4373.38,SL,-1644.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:47:00,2026-08-14 07:27:00,BUY,4359.6,4342.86,4373.38,SL,-1694.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:48:00,2026-08-14 07:27:00,BUY,4358.38,4342.86,4373.38,SL,-1572.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:49:00,2026-08-14 07:27:00,BUY,4358.8,4342.86,4373.38,SL,-1614.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:50:00,2026-08-14 07:27:00,BUY,4359.26,4342.86,4373.38,SL,-1660.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:51:00,2026-08-14 07:27:00,BUY,4359.72,4342.86,4373.38,SL,-1706.93,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:52:00,2026-08-14 07:27:00,BUY,4359.32,4342.86,4373.38,SL,-1666.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:53:00,2026-08-14 07:27:00,BUY,4358.66,4342.86,4373.38,SL,-1600.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:54:00,2026-08-14 07:27:00,BUY,4357.78,4342.86,4373.38,SL,-1512.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:55:00,2026-08-14 07:27:00,BUY,4357.75,4342.86,4373.38,SL,-1509.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:56:00,2026-08-14 07:27:00,BUY,4357.5,4342.86,4373.38,SL,-1484.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:57:00,2026-08-14 07:27:00,BUY,4356.49,4342.86,4373.38,SL,-1383.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:58:00,2026-08-14 07:27:00,BUY,4356.47,4342.86,4373.38,SL,-1381.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 00:59:00,2026-08-14 07:27:00,BUY,4356.2,4342.86,4373.38,SL,-1354.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-14 01:00:00,2026-08-14 07:27:00,BUY,4356.01,4342.86,4373.38,SL,-1335.46,S420 BUY ABCD,ABCD X=4380.80 A=4402.09 B=4357.60 C=4387.03 D=4351.29 EW=4359.72 (limit)
2026-08-18 00:01:00,2026-08-18 09:35:00,SELL,4423.85,4440.99,4396.99,TP,2665.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:02:00,2026-08-18 09:35:00,SELL,4425.21,4440.99,4396.99,TP,2801.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:03:00,2026-08-18 09:35:00,SELL,4425.85,4440.99,4396.99,TP,2865.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:04:00,2026-08-18 09:35:00,SELL,4424.96,4440.99,4396.99,TP,2776.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:05:00,2026-08-18 09:35:00,SELL,4424.7,4440.99,4396.99,TP,2750.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:06:00,2026-08-18 09:35:00,SELL,4422.81,4440.99,4396.99,TP,2561.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:07:00,2026-08-18 09:35:00,SELL,4421.88,4440.99,4396.99,TP,2468.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:08:00,2026-08-18 09:35:00,SELL,4421.39,4440.99,4396.99,TP,2419.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:09:00,2026-08-18 09:35:00,SELL,4421.61,4440.99,4396.99,TP,2441.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:10:00,2026-08-18 09:35:00,SELL,4422.28,4440.99,4396.99,TP,2508.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:11:00,2026-08-18 09:35:00,SELL,4422.87,4440.99,4396.99,TP,2567.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:12:00,2026-08-18 09:35:00,SELL,4421.96,4440.99,4396.99,TP,2476.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:13:00,2026-08-18 09:35:00,SELL,4422.27,4440.99,4396.99,TP,2507.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:14:00,2026-08-18 09:35:00,SELL,4422.36,4440.99,4396.99,TP,2516.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:15:00,2026-08-18 09:35:00,SELL,4422.97,4440.99,4396.99,TP,2577.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:16:00,2026-08-18 09:35:00,SELL,4421.74,4440.99,4396.99,TP,2454.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:17:00,2026-08-18 09:35:00,SELL,4420.94,4440.99,4396.99,TP,2374.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
2026-08-18 00:18:00,2026-08-18 09:35:00,SELL,4420.93,4440.99,4396.99,TP,2373.94,S420 SELL Anti Gartley,Anti Gartley X=4411.40 A=4392.55 B=4405.83 C=4377.31 D=4428.83 EW=4416.67 (limit)
