Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
582813787,H1,BUY,2026-09-08 17:25:26,2026-09-09 02:35:40,4400.91,4374.91,4421.94,-1378.0,[sl 4374.91]
