Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
581570033,M5,BUY,2026-09-04 12:22:55,2026-09-04 13:57:40,4470.62,4460.36,4478.92,-602.98,[sl 4460.36]
