Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
583583848,M30,SELL,2026-09-10 00:07:21,2026-09-10 01:49:42,4416.44,4457.76,4406.68,2039.84,[tp 4406.68]
