TF,Direction,BT_Open_Time,MT5_Open_Time,BT_Entry,MT5_Entry,BT_SL,MT5_SL,BT_TP,MT5_TP,BT_Close_Time,MT5_Close_Time,BT_Profit,MT5_Profit,MT5_Ticket,MT5_Reason
M30,SELL,2026-09-10 00:00:00,2026-09-10 00:07:21,4416.44,4416.44,4457.76,4457.76,4406.68,4406.68,2026-09-10 02:00:00,2026-09-10 01:49:42,9.55,2039.84,583583848,[tp 4406.68]
