entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason,tf
2026-09-08 16:30:00,2026-09-09 05:00:00,BUY,4393.08,4353.88,4421.94,SL,-39.4,S421 BUY Anti Gartley,Anti Gartley X=4406.24 A=4440.81 B=4421.24 C=4442.98 D=4387.91 EW=4408.95 (limit),M30
2026-09-10 00:00:00,2026-09-10 02:00:00,SELL,4416.44,4457.76,4406.68,TP,9.55,S421 SELL ABCD,ABCD X=4412.81 A=4386.26 B=4415.30 C=4390.90 D=4432.22 EW=4416.44 (limit),M30
