Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
582460011,M1,BUY,2026-09-07 20:06:27,2026-09-07 20:47:22,4397.46,4354.65,4407.57,2322.06,[tp 4407.57]
