Ticket,TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Reason
582372654,M5,BUY,2026-09-07 16:31:27,2026-09-07 21:48:41,4405.57,4352.45,4418.11,2974.71,[tp 4418.11]
582384707,M5,BUY,2026-09-07 17:01:32,2026-09-07 21:48:41,4405.57,4352.45,4418.11,2871.66,[tp 4418.11]
