entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason,tf
2026-09-07 16:25:00,2026-09-07 21:50:00,BUY,4405.57,4352.45,4418.11,TP,12.34,S421 BUY ABCD,ABCD X=4365.56 A=4448.95 B=4412.15 C=4438.40 D=4385.28 EW=4405.57 (limit),M5
2026-09-08 22:00:00,2026-09-08 22:25:00,SELL,4404.63,4426.38,4399.5,TP,4.93,S421 SELL ABCD,ABCD X=4442.98 A=4387.91 B=4406.79 C=4391.19 D=4412.94 EW=4404.63 (limit),M5
