TF,Direction,BT_Open_Time,MT5_Open_Time,BT_Entry,MT5_Entry,BT_SL,MT5_SL,BT_TP,MT5_TP,BT_Close_Time,MT5_Close_Time,BT_Profit,MT5_Profit,MT5_Ticket,MT5_Reason
M5,BUY,2026-09-07 16:25:00,2026-09-07 16:31:27,4405.57,4405.57,4352.45,4352.45,4418.11,4418.11,2026-09-07 21:50:00,2026-09-07 21:48:41,12.34,2974.71,582372654,[tp 4418.11]
