TF,Direction,BT_Open_Time,MT5_Open_Time,BT_Entry,MT5_Entry,BT_SL,MT5_SL,BT_TP,MT5_TP,BT_Close_Time,MT5_Close_Time,BT_Profit,MT5_Profit,MT5_Ticket,MT5_Reason
M1,BUY,2026-09-07 20:01:00,2026-09-07 20:06:27,4397.46,4397.46,4354.65,4354.65,4407.57,4407.57,2026-09-07 20:48:00,2026-09-07 20:47:22,9.9,2322.06,582460011,[tp 4407.57]
