bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,gap_reason,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,status
4378.03,2026-05-28 10:35:00,4380.03,2026-05-28 10:30:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4499.15,2026-05-28 23:20:00,4497.15,2026-05-28 23:15:00,,,,-2.0,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4534.39,2026-05-29 16:45:00,4532.39,2026-05-29 16:40:00,,,,-2.0,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4580.38,2026-05-29 22:05:00,4578.38,2026-05-29 22:00:00,,,,-2.0,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4515.66,2026-06-01 10:15:00,4517.66,2026-06-01 10:05:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4496.22,2026-06-01 14:45:00,4498.22,2026-06-01 14:40:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4501.39,2026-06-02 11:00:00,4499.39,2026-06-02 10:55:00,,,,-2.0,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4520.71,2026-06-02 12:25:00,4518.71,2026-06-02 12:10:00,,,,-2.0,SL,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4502.79,2026-06-02 20:55:00,4504.79,2026-06-02 20:50:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4455.02,2026-06-03 14:30:00,4457.02,2026-06-03 12:55:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4449.2,2026-06-04 02:00:00,4427.54,2026-06-03 20:40:00,,,,21.66,S12_BREAKOUT_UP,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4458.61,2026-06-04 21:50:00,4514.99,2026-06-04 20:40:00,,,,56.38,TP,,,,,,SELL,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4450.37,2026-06-05 08:25:00,4452.37,2026-06-05 07:15:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4414.94,2026-06-05 19:55:00,4416.94,2026-06-05 19:50:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4381.72,2026-06-05 20:55:00,4383.72,2026-06-05 20:45:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
4313.38,2026-06-06 03:00:00,4315.38,2026-06-06 02:10:00,,,,-2.0,SL,,,,,,BUY,,,,,NO_SAME_SIDE_CANDIDATE,,,,,,BACKTEST_ONLY
